InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
-6;5;-696.0;-289;7;-8;428.0;-7;-545.0;-274.0;5;146.0
0;27;-687.0;-292;1;-10;254.0;-1;-551.0;-310.0;27;-21.0
-3;6;-672.0;?;-34;-4;189.0;34;-485.0;-296.0;6;-15.0
-4;30;-674.0;-284;-19;-1;170.0;19;-493.0;-279.0;30;12.0
-3;48;-691.0;?;2;-1;92.0;-2;-506.0;-236.0;?;46.0
-8;16;?;-280;18;1;10.0;-18;-606.0;-223.0;16;79.0
-7;7;-497.0;-279;23;1;8.0;-23;-482.0;-174.0;7;122.0
-5;4;-439.0;-281;7;0;-16.0;?;-552.0;-171.0;4;105.0
?;-14;-439.0;-281;46;3;-21.0;-46;-498.0;?;-14;60.0
?;-16;-381.0;-281;72;2;36.0;-72;-495.0;-196.0;-16;93.0
0;-1;-302.0;-286;22;-4;14.0;-22;-506.0;-193.0;-1;?
-7;17;-253.0;-285;12;-1;5.0;-12;-511.0;-193.0;17;-56.0
3;30;?;-286;45;-1;0.0;-45;-490.0;-234.0;30;-3.0
?;26;4.0;-288;16;-5;-17.0;-16;-507.0;-219.0;26;-6.0
10;27;-54.0;-281;-61;-1;8.0;61;-541.0;-237.0;27;-74.0
3;37;-82.0;?;-112;-1;44.0;112;-570.0;-216.0;37;-62.0
?;23;-28.0;-274;-105;?;?;105;-616.0;-187.0;23;-40.0
-10;-5;-84.0;-261;-83;6;100.0;83;-653.0;-177.0;-5;?
?;22;-25.0;-248;-33;16;87.0;33;-730.0;-150.0;22;40.0
-17;34;51.0;-243;23;20;86.0;-23;-707.0;-126.0;34;-61.0
-5;8;60.0;-256;91;8;107.0;-91;-691.0;-102.0;8;-77.0
-3;24;119.0;-262;186;5;111.0;-186;-737.0;-117.0;24;-94.0
-8;21;275.0;-256;196;14;92.0;-196;-559.0;-149.0;?;?
-7;25;483.0;-268;265;4;55.0;-265;-500.0;-191.0;25;-116.0
-11;39;875.0;-279;404;?;-155.0;-404;-386.0;-245.0;?;-274.0
-16;53;1291.0;-270;430;?;-456.0;-430;-278.0;-308.0;53;-411.0
?;?;1323.0;-275;481;6;-800.0;-481;-339.0;-344.0;?;?
4;65;1290.0;-288;541;-4;-1044.0;-541;-265.0;-351.0;65;-615.0
12;45;955.0;-285;482;0;-1208.0;-482;-237.0;-331.0;45;-671.0
28;89;335.0;-285;478;1;-1392.0;-478;-201.0;-283.0;89;-494.0
36;63;-298.0;-293;407;-7;-1780.0;-407;-270.0;-246.0;63;-286.0
41;27;-728.0;-293;228;-8;?;-228;-300.0;?;27;59.0
48;37;-1183.0;-290;138;-4;-2163.0;-138;-356.0;-159.0;37;287.0
29;30;?;-290;19;-4;-2491.0;-19;-280.0;-127.0;30;?
21;29;-2195.0;-292;-26;-6;-2431.0;26;-392.0;?;29;?
19;13;-2318.0;-289;-10;-3;-2337.0;10;-529.0;-46.0;13;-486.0
7;-16;-2146.0;-284;9;1;-2026.0;-9;-436.0;-37.0;-16;-607.0
13;30;-1855.0;?;?;0;-1697.0;-68;-585.0;-58.0;30;?
15;45;-1511.0;-282;?;?;-1369.0;-43;?;-88.0;45;-734.0
13;-30;-1379.0;?;36;?;-1049.0;-36;-495.0;-131.0;?;-538.0
21;-29;-952.0;-284;14;-1;-717.0;-14;-426.0;-153.0;-29;-326.0
21;27;308.0;-291;-21;-6;-527.0;21;?;-183.0;27;-1123.0
15;37;270.0;-288;-11;-3;-235.0;11;-365.0;-196.0;37;-1355.0
16;37;479.0;-289;-13;-4;-170.0;13;-351.0;-225.0;?;?
16;38;460.0;-290;-12;-5;?;12;-368.0;-216.0;38;?
?;28;279.0;-284;-36;0;-336.0;?;-360.0;-208.0;28;-488.0
15;-5;106.0;-285;-32;-3;-358.0;32;-383.0;-196.0;-5;-416.0
12;-9;-2.0;-287;11;-5;-262.0;-11;-389.0;?;-9;-340.0
7;7;44.0;?;0;-2;-140.0;0;-395.0;-139.0;7;-196.0
?;6;?;?;-23;?;-61.0;23;?;-140.0;6;?
15;?;73.0;-282;?;2;3.0;-15;?;-168.0;17;-36.0
7;6;81.0;-282;50;3;5.0;-50;-371.0;-171.0;6;-36.0
9;27;19.0;-288;-4;-3;-36.0;4;-366.0;-179.0;27;-64.0
14;64;43.0;?;-33;-4;-57.0;33;-375.0;-190.0;64;?
8;?;-24.0;-287;-11;-4;-94.0;11;-386.0;-191.0;15;-79.0
1;-5;-31.0;-285;-3;?;-52.0;3;?;-191.0;-5;-38.0
1;7;13.0;-285;8;0;-24.0;-8;-368.0;-191.0;?;-12.0
10;-54;?;-288;?;-2;7.0;6;-377.0;-178.0;-54;38.0
8;?;20.0;?;17;-4;9.0;-17;-378.0;-175.0;-15;55.0
0;26;-14.0;-288;16;?;-8.0;-16;-385.0;-173.0;26;30.0
2;?;20.0;-287;-24;1;0.0;24;?;-153.0;9;?
4;?;-51.0;-287;-4;?;-30.0;4;-387.0;-174.0;37;23.0
4;-28;-53.0;-290;-11;-2;-39.0;11;-388.0;-174.0;-28;9.0
7;-39;-15.0;-291;1;?;-22.0;-1;-383.0;-178.0;?;-10.0
?;-8;-77.0;-286;22;3;?;-22;-397.0;-168.0;-8;-10.0
6;-44;?;-290;-4;1;-23.0;4;-401.0;-177.0;-44;18.0
7;-6;-6.0;?;-36;-2;-33.0;36;-397.0;?;-6;25.0
-1;37;36.0;-284;-35;5;-18.0;35;-378.0;-184.0;37;29.0
1;13;?;-286;5;3;-33.0;-5;-376.0;-179.0;13;10.0
0;7;0.0;-287;-17;1;?;17;-385.0;-182.0;7;-54.0
-5;26;0.0;-285;-26;3;-14.0;26;-379.0;-171.0;26;?
2;22;-15.0;-288;19;1;-6.0;-19;-385.0;-181.0;?;-42.0
?;-6;9.0;-285;15;5;18.0;-15;-405.0;-171.0;-6;23.0
8;-6;5.0;-286;7;4;21.0;-7;-406.0;-170.0;-6;?
13;5;18.0;-293;-12;-2;0.0;12;?;-161.0;5;?
6;-31;-27.0;-290;-83;2;?;83;-481.0;-177.0;-31;78.0
?;-22;-21.0;?;-104;0;10.0;?;-492.0;-194.0;-22;89.0
0;-24;?;-293;-111;-3;?;111;-424.0;-182.0;-24;43.0
-1;-42;?;?;-146;-1;-40.0;146;-378.0;-170.0;-42;45.0
?;20;-15.0;-293;?;-4;-14.0;161;-332.0;-167.0;20;?
7;5;-56.0;?;-174;2;-14.0;174;-193.0;-158.0;5;3.0
5;-27;-44.0;-284;-142;5;11.0;142;-82.0;-168.0;-27;60.0
?;-11;-66.0;-284;-223;5;40.0;223;-158.0;?;-11;65.0
2;-47;-64.0;?;-308;7;87.0;308;-149.0;-170.0;-47;70.0
-1;-65;29.0;-277;?;8;?;?;-245.0;-180.0;-65;228.0
-4;-46;311.0;-270;-324;?;?;?;-282.0;-173.0;-46;473.0
-9;-74;730.0;?;-359;12;?;?;-296.0;?;-74;516.0
-9;-119;950.0;-285;-361;-3;918.0;361;-237.0;-161.0;-119;568.0
-6;-62;1830.0;-288;-344;?;1523.0;344;-370.0;-139.0;?;?
-13;-30;2379.0;-284;-345;-3;2180.0;345;-387.0;-120.0;-30;1041.0
-24;?;2770.0;-283;-367;-5;2687.0;367;-449.0;-124.0;?;1131.0
-21;-77;2719.0;-292;-319;-14;2891.0;319;-518.0;-131.0;-77;1276.0
-17;-82;2236.0;-298;-335;-18;2814.0;335;-567.0;-134.0;?;1303.0
-26;-39;?;?;-230;-11;?;230;-557.0;-139.0;?;1199.0
-36;19;874.0;-278;-149;-9;2329.0;?;-552.0;-124.0;19;1105.0
-31;2;314.0;-277;-138;-7;1923.0;138;-603.0;-124.0;2;947.0
-19;6;106.0;-269;14;3;1534.0;-14;-530.0;-143.0;6;732.0
-15;-6;-22.0;?;38;0;1260.0;-38;?;?;-6;330.0
-16;-26;-238.0;-273;17;-2;944.0;-17;-566.0;-218.0;-26;100.0
-15;?;-532.0;-272;32;-1;623.0;-32;-519.0;-255.0;3;-18.0
-15;-39;-650.0;-272;30;-1;395.0;?;-510.0;-287.0;-39;-88.0
-7;-44;-822.0;-279;?;-4;165.0;-46;?;-300.0;-44;-148.0
-1;35;-699.0;-290;18;-12;112.0;-18;-472.0;-311.0;35;-117.0
?;-15;-635.0;-282;6;-5;34.0;-6;-539.0;-301.0;-15;6.0
-11;-40;?;-275;0;2;-21.0;0;-522.0;-277.0;-40;-176.0
-10;18;-330.0;-278;5;-1;-32.0;?;-500.0;-238.0;18;-179.0
-14;41;-218.0;-275;35;-1;-43.0;-35;-446.0;-227.0;41;95.0
-13;35;-80.0;-278;21;?;-34.0;?;-521.0;-191.0;35;?
-11;17;-177.0;-283;-21;-7;9.0;21;-486.0;-163.0;17;546.0
-13;13;-190.0;-275;-3;1;-25.0;3;-538.0;-148.0;?;451.0
-12;-16;?;-275;?;1;-65.0;?;-579.0;-149.0;-16;176.0
?;11;-24.0;-285;96;-10;11.0;?;-565.0;-135.0;11;107.0
-9;33;-9.0;-279;71;-2;?;-71;-544.0;-165.0;33;88.0
-5;-4;1.0;?;79;2;68.0;-79;-539.0;-195.0;-4;238.0
1;32;?;-288;88;-12;0.0;-88;-500.0;-217.0;32;119.0
3;?;-122.0;-287;59;-8;-11.0;-59;-514.0;?;?;23.0
0;69;-122.0;-282;36;-1;-57.0;?;-513.0;-237.0;69;-22.0
5;60;?;?;69;-9;-106.0;-69;-471.0;-242.0;60;-19.0
4;29;378.0;-287;83;-9;-167.0;-83;-352.0;-231.0;29;49.0
-3;17;454.0;-280;33;?;-219.0;-33;-364.0;-220.0;17;1.0
5;17;682.0;-277;?;1;-275.0;-23;-317.0;-187.0;17;-134.0
8;?;956.0;-276;61;2;-343.0;-61;-283.0;-173.0;22;?
1;40;1153.0;-278;59;0;-346.0;-59;?;-176.0;40;-224.0
4;47;1245.0;-283;44;-4;-312.0;-44;-310.0;-147.0;47;-351.0
?;17;1187.0;-281;62;-3;-287.0;-62;-263.0;-152.0;?;-451.0
-1;-3;1309.0;-277;54;1;-275.0;-54;-240.0;-153.0;-3;-458.0
5;?;1348.0;-280;11;-1;?;-11;-268.0;?;6;-544.0
4;-8;1321.0;-278;20;0;?;-20;-239.0;-159.0;-8;?
4;-13;1219.0;-276;50;1;-208.0;-50;-216.0;-159.0;-13;?
8;4;1234.0;-281;-2;-3;-161.0;2;-233.0;-134.0;4;-701.0
5;21;1319.0;-282;0;-4;-128.0;?;-231.0;-137.0;21;-719.0
0;27;1276.0;-275;57;3;-17.0;?;-231.0;-149.0;?;-605.0
-1;?;1172.0;-273;8;3;72.0;-8;?;-153.0;8;-480.0
7;13;1110.0;-282;-8;-6;164.0;8;-265.0;-141.0;13;-385.0
6;14;1022.0;-279;?;-1;230.0;-28;-266.0;-170.0;14;-213.0
5;5;993.0;-279;36;-1;325.0;-36;-253.0;-171.0;5;-98.0
8;6;930.0;-285;8;-6;334.0;-8;-283.0;-170.0;6;-94.0
3;6;937.0;-279;-13;0;407.0;13;-237.0;-162.0;6;-37.0
1;9;811.0;-278;30;2;365.0;?;-265.0;-169.0;9;-64.0
-1;?;751.0;-277;33;?;285.0;-33;-253.0;-163.0;-16;-107.0
-2;-25;676.0;-277;?;3;292.0;-25;-256.0;-169.0;-25;-89.0
-3;-25;670.0;?;?;6;301.0;-22;-241.0;-166.0;-25;-124.0
-4;5;557.0;-272;20;7;230.0;-20;?;-186.0;5;-194.0
3;28;574.0;-282;37;-3;192.0;-37;-206.0;-170.0;28;-168.0
3;-14;556.0;-282;-3;-4;174.0;3;-205.0;-152.0;-14;-187.0
-4;20;513.0;-277;-16;1;131.0;16;-217.0;-157.0;20;-214.0
2;-4;501.0;?;8;1;165.0;-8;-193.0;-161.0;-4;-210.0
?;?;462.0;-278;5;1;151.0;-5;-169.0;-175.0;-42;-246.0
-1;?;376.0;-277;?;2;131.0;-20;?;-184.0;23;-223.0
-2;0;360.0;-279;27;1;?;-27;-164.0;-161.0;0;-155.0
0;-45;384.0;?;25;-2;154.0;-25;?;-181.0;-45;-112.0
5;-29;347.0;-277;23;4;185.0;-23;-181.0;?;-29;?
3;6;221.0;-278;-25;3;149.0;25;-178.0;-169.0;6;-53.0
-1;30;187.0;-280;-53;-1;106.0;53;-197.0;?;30;-27.0
2;15;138.0;-274;-21;7;78.0;21;-178.0;-157.0;15;-35.0
?;15;141.0;?;-22;7;75.0;22;-161.0;?;15;-58.0
1;28;191.0;-280;-15;-1;?;15;-169.0;-176.0;28;-32.0
4;15;175.0;?;?;0;28.0;?;?;-151.0;15;-38.0
5;?;199.0;-279;-3;2;49.0;3;-200.0;-160.0;?;44.0
1;18;164.0;-279;?;1;45.0;40;-168.0;-179.0;18;66.0
-2;-19;159.0;-281;-33;-2;30.0;33;-196.0;-171.0;-19;9.0
-2;-21;138.0;-281;-33;-2;70.0;33;-184.0;-150.0;-21;-5.0
-1;47;151.0;-279;-31;0;48.0;31;-194.0;-159.0;47;50.0
6;9;163.0;-279;?;-1;62.0;9;-174.0;-161.0;9;20.0
3;-7;121.0;-282;-24;-4;33.0;24;-177.0;-162.0;-7;-7.0
?;-1;119.0;-279;0;0;45.0;0;-171.0;-151.0;-1;53.0
0;-33;147.0;-275;13;5;65.0;-13;-184.0;-161.0;-33;39.0
4;20;179.0;-276;-41;4;60.0;41;?;-161.0;?;?
3;-6;?;-278;6;?;61.0;-6;?;?;?;31.0
0;-57;114.0;-280;13;-2;58.0;-13;-170.0;-160.0;-57;-22.0
?;-6;87.0;-279;-58;2;40.0;58;-160.0;-161.0;-6;?
-2;31;155.0;?;-12;3;31.0;12;-170.0;-163.0;31;33.0
-5;15;125.0;-281;47;-1;43.0;?;-157.0;-173.0;15;23.0
-3;-29;76.0;-279;39;?;53.0;-39;-168.0;-167.0;-29;-2.0
-3;-38;91.0;-278;?;3;48.0;-36;-185.0;-158.0;-38;-19.0
-3;-33;67.0;-279;35;1;53.0;?;-170.0;-172.0;-33;24.0
-3;-35;82.0;-278;?;2;37.0;?;-161.0;-184.0;-35;17.0
-3;-35;111.0;-279;?;2;49.0;-34;-161.0;-168.0;-35;4.0
-3;-35;150.0;-279;37;2;73.0;-37;-179.0;-151.0;-35;-12.0
-3;-34;116.0;-279;43;?;104.0;-43;-167.0;-159.0;-34;-28.0
-3;-17;71.0;?;-13;1;66.0;13;-173.0;-161.0;-17;-31.0
-5;41;97.0;-282;0;-3;89.0;0;-207.0;-170.0;41;-17.0
-2;14;104.0;-279;43;0;93.0;-43;-202.0;-171.0;?;1.0
1;-6;123.0;-280;10;-2;89.0;-10;-161.0;?;-6;18.0
-3;47;129.0;-281;?;-4;96.0;-7;-161.0;-162.0;47;-9.0
0;-8;106.0;?;17;4;?;-17;-151.0;-171.0;-8;-46.0
5;?;110.0;-281;6;-4;81.0;-6;-170.0;-157.0;-22;2.0
-4;38;?;-277;-18;-2;79.0;18;-170.0;-150.0;38;-2.0
-10;25;138.0;-272;-16;4;72.0;16;-180.0;-155.0;25;33.0
-3;7;78.0;-281;8;-4;92.0;-8;-164.0;-158.0;7;40.0
4;26;28.0;-275;-2;1;138.0;2;-155.0;-152.0;26;125.0
2;39;64.0;-274;-6;2;121.0;6;-168.0;-171.0;39;157.0
0;25;49.0;-276;5;-3;82.0;-5;-143.0;-163.0;25;119.0
?;6;?;-278;5;-3;146.0;-5;-146.0;-168.0;6;?
-1;-25;41.0;-278;-9;-3;66.0;9;-151.0;-159.0;-25;7.0
-4;-19;37.0;-272;-12;1;64.0;12;-154.0;-139.0;-19;-23.0
6;?;69.0;-273;6;4;43.0;-6;-165.0;-159.0;16;-7.0
2;-7;77.0;-274;?;2;13.0;?;-144.0;-161.0;-7;-19.0
1;1;102.0;-276;1;0;23.0;-1;-150.0;-161.0;1;-40.0
5;44;38.0;-277;-7;0;31.0;7;-143.0;-151.0;44;-10.0
3;8;-2.0;-276;4;0;-6.0;-4;-158.0;-163.0;?;-17.0
3;-36;33.0;-272;28;4;?;-28;-152.0;-172.0;-36;-7.0
3;-35;44.0;-272;27;4;26.0;-27;-160.0;-168.0;-35;10.0
4;-19;46.0;-280;?;-1;33.0;-14;-160.0;-160.0;-19;-10.0
-1;33;18.0;-277;-13;1;14.0;13;-160.0;-160.0;33;0.0
0;13;39.0;-276;-26;0;8.0;26;-150.0;-166.0;?;-11.0
3;-27;19.0;-281;-23;-3;-27.0;23;-165.0;-164.0;?;?
-2;-3;1.0;-274;-12;?;-39.0;12;-164.0;-145.0;-3;4.0
?;-4;-56.0;-274;-11;2;-58.0;11;-170.0;?;-4;27.0
?;0;-122.0;-275;-23;1;-86.0;23;-209.0;-164.0;0;18.0
-3;-20;-177.0;-274;23;3;-130.0;-23;-225.0;?;-20;38.0
-7;11;-205.0;-272;16;6;-141.0;-16;-241.0;-153.0;?;101.0
2;?;?;-274;?;?;-134.0;57;-255.0;-150.0;30;184.0
5;-14;-311.0;-277;-52;1;?;52;-272.0;-160.0;-14;191.0
-5;14;?;-273;-33;6;-199.0;33;-275.0;-171.0;?;203.0
5;-23;?;-278;-52;-1;-238.0;52;-271.0;-171.0;-23;179.0
7;-48;?;-282;-88;-5;-270.0;88;-298.0;-171.0;-48;180.0
-4;?;-373.0;-280;-109;?;?;109;-279.0;-169.0;-13;178.0
2;-17;-388.0;-283;-100;-8;-297.0;100;-255.0;-160.0;-17;218.0
3;?;-412.0;-281;-74;-4;-319.0;?;-263.0;-163.0;?;?
3;-36;-444.0;-277;-93;0;-285.0;93;-246.0;-156.0;-36;95.0
2;-23;?;-281;-164;?;-276.0;164;-268.0;-153.0;?;229.0
-11;-38;-656.0;-283;-165;-6;-259.0;165;-295.0;-168.0;-38;144.0
-14;-16;-712.0;-275;-159;4;-252.0;159;-267.0;-166.0;-16;68.0
-3;?;-864.0;-273;-145;?;-257.0;145;-241.0;-162.0;13;131.0
0;-45;-975.0;-279;-95;-3;-248.0;95;-258.0;-184.0;-45;100.0
0;-44;-1110.0;-277;-126;-1;-317.0;?;-224.0;-157.0;?;83.0
-2;-23;-1208.0;-277;-144;-1;-267.0;144;-348.0;-158.0;-23;119.0
-5;-49;-1230.0;-278;?;-4;-217.0;161;-366.0;-153.0;?;35.0
-11;-16;-1257.0;-271;-167;4;-186.0;167;?;-150.0;-16;-77.0
-19;?;-1303.0;?;-104;10;-61.0;104;?;-151.0;-10;68.0
-15;-35;-1281.0;-274;-56;1;-37.0;56;-476.0;-153.0;?;126.0
-6;10;?;?;-18;-7;61.0;18;-448.0;-170.0;10;53.0
-1;-9;-1367.0;-273;?;3;173.0;32;-445.0;-148.0;-9;-21.0
-5;-41;-1393.0;-268;-76;7;176.0;76;-397.0;-154.0;-41;-27.0
-9;0;-1325.0;?;-82;-7;138.0;82;-501.0;-165.0;?;?
-6;-8;-1292.0;-277;?;-6;140.0;?;?;-187.0;-8;?
-4;-15;-1260.0;?;4;5;176.0;-4;-511.0;-169.0;-15;?
-3;35;-1131.0;?;23;1;207.0;-23;-494.0;-172.0;35;378.0
-4;59;-1045.0;-273;32;-2;157.0;-32;-495.0;-203.0;59;339.0
-1;24;-983.0;-274;22;0;146.0;-22;-482.0;-200.0;24;378.0
4;-13;-737.0;-277;48;-2;111.0;-48;-493.0;-238.0;-13;325.0
3;-24;-636.0;-276;14;0;112.0;-14;?;-225.0;-24;?
-1;-6;-612.0;-273;-54;4;62.0;54;-436.0;-236.0;?;?
2;18;-722.0;-274;16;?;-47.0;-16;-445.0;-234.0;18;133.0
3;3;-639.0;-280;-8;-5;-83.0;8;-439.0;-221.0;3;?
-2;1;-564.0;-273;-12;5;-58.0;12;-416.0;-211.0;1;?
-3;20;-554.0;-270;70;6;-40.0;-70;-436.0;-191.0;20;5.0
1;5;-593.0;-281;9;?;-125.0;-9;-430.0;-188.0;?;-39.0
2;4;-508.0;-278;-18;-3;-132.0;18;?;?;4;-52.0
0;14;-517.0;-276;48;-2;-99.0;-48;-454.0;-165.0;?;-103.0
-2;-16;?;-284;80;-8;-38.0;-80;-443.0;-172.0;-16;-53.0
-3;9;?;-281;?;-5;-74.0;-51;-473.0;-188.0;9;-80.0
1;52;-275.0;?;90;4;-90.0;-90;-457.0;-185.0;52;-77.0
9;?;-250.0;?;156;3;-36.0;-156;?;-189.0;25;-67.0
10;-2;-209.0;-279;99;-2;-15.0;-99;-416.0;-205.0;-2;-67.0
9;-2;-71.0;-271;45;?;-40.0;-45;-465.0;-192.0;-2;-76.0
?;30;?;-267;21;11;43.0;-21;-500.0;-192.0;30;6.0
4;27;?;-264;24;?;?;-24;-519.0;-189.0;27;16.0
?;8;?;-260;34;12;97.0;-34;-587.0;-193.0;8;8.0
-12;38;41.0;-267;28;4;146.0;-28;-661.0;-172.0;38;49.0
-3;15;93.0;-272;85;-4;136.0;-85;-635.0;-181.0;15;?
2;-7;43.0;-273;131;-1;132.0;?;-597.0;-151.0;-7;-47.0
?;36;120.0;-276;141;0;109.0;-141;-543.0;-152.0;36;-96.0
-2;21;268.0;-276;135;?;41.0;-135;?;-164.0;21;-168.0
1;0;388.0;-280;156;-2;-59.0;-156;-469.0;-199.0;0;-232.0
0;48;693.0;-283;178;-4;-184.0;-178;-343.0;-242.0;48;-229.0
-2;60;1064.0;-277;147;2;-520.0;-147;-303.0;-261.0;60;-192.0
?;61;1303.0;-284;214;-5;-935.0;?;?;-264.0;61;-178.0
2;78;1443.0;-285;278;-5;-1174.0;-278;-201.0;-242.0;78;-279.0
?;78;1152.0;-282;196;-2;?;-196;-241.0;-188.0;?;-424.0
0;77;640.0;-282;256;-1;-1681.0;-256;-253.0;-151.0;?;-557.0
11;39;-11.0;-277;319;4;-1947.0;-319;-262.0;-135.0;39;-469.0
28;-3;-568.0;-284;148;-6;-2044.0;-148;-307.0;-115.0;-3;-227.0
30;13;-1532.0;-281;?;-2;-2240.0;-121;-334.0;-110.0;13;-167.0
22;4;-2299.0;-276;142;3;-2381.0;?;-253.0;-108.0;4;-144.0
20;?;-2424.0;-280;82;-1;-2339.0;-82;-215.0;-138.0;-17;-120.0
20;-14;-2666.0;-279;101;0;-2287.0;-101;-530.0;-141.0;-14;-304.0
20;?;-2362.0;-279;98;0;-2050.0;-98;?;-151.0;-15;-455.0
22;5;-2206.0;-280;90;1;-1784.0;?;-489.0;-152.0;5;-532.0
21;-8;-1985.0;-283;68;-1;-1495.0;-68;?;-171.0;-8;-597.0
21;?;?;-281;53;2;-1262.0;?;-579.0;-159.0;-7;-631.0
22;5;?;-283;21;1;-1084.0;-21;-470.0;-161.0;5;-599.0
22;-17;-1149.0;-289;1;-5;-930.0;-1;-426.0;-146.0;-17;-345.0
?;-33;714.0;-284;36;2;-541.0;-36;-387.0;-163.0;-33;-680.0
29;?;355.0;-283;-23;1;-36.0;23;-387.0;-184.0;-30;-873.0
?;31;?;-286;-44;-2;-112.0;44;-387.0;-179.0;31;-719.0
21;16;377.0;-283;14;2;-236.0;?;-385.0;-183.0;16;?
15;21;132.0;-284;-10;?;-259.0;10;-390.0;-173.0;21;-482.0
15;41;45.0;-283;-53;0;?;53;-375.0;?;41;-361.0
?;-31;20.0;-279;-20;4;-160.0;20;-385.0;-170.0;-31;?
14;12;81.0;-284;35;0;-65.0;-35;-414.0;-172.0;12;-92.0
13;2;93.0;-287;9;-4;37.0;-9;-385.0;-152.0;2;-64.0
13;-39;120.0;-291;-42;-8;44.0;42;?;-160.0;?;-49.0
14;4;55.0;-286;-21;-2;29.0;21;-385.0;-161.0;4;-117.0
11;-28;13.0;-280;-5;?;-35.0;5;-387.0;-173.0;-28;-120.0
7;-38;23.0;?;-40;-4;-57.0;40;-380.0;-192.0;-38;-83.0
?;-10;19.0;?;-40;-1;-51.0;40;-374.0;-188.0;-10;-89.0
11;-1;15.0;-280;-29;5;-59.0;29;-404.0;-180.0;-1;-28.0
5;-6;-11.0;-286;-30;-2;-30.0;30;-397.0;-183.0;-6;?
?;?;5.0;-286;8;-2;-24.0;-8;-396.0;-195.0;14;-27.0
4;15;22.0;-283;16;1;1.0;-16;-386.0;-179.0;15;33.0
3;-23;?;-285;4;-1;-26.0;-4;-399.0;-176.0;-23;?
4;3;-16.0;-285;36;-2;-56.0;-36;-402.0;-176.0;?;26.0
6;22;-25.0;-283;16;2;-48.0;-16;-387.0;-170.0;22;5.0
2;?;-36.0;-280;-4;5;-33.0;4;-398.0;?;15;-4.0
-1;0;9.0;-282;-6;3;-35.0;6;-394.0;-166.0;0;21.0
1;-14;?;?;-12;0;-41.0;12;?;-181.0;-14;?
1;22;-21.0;-285;17;0;-35.0;-17;-395.0;-180.0;22;21.0
?;15;-10.0;-284;-18;-1;-49.0;18;-396.0;-191.0;15;11.0
1;8;-44.0;-279;-22;5;-20.0;22;-395.0;-171.0;8;-10.0
5;14;-15.0;-279;11;5;-14.0;-11;-396.0;-172.0;14;35.0
3;?;-8.0;-286;-30;?;1.0;30;-401.0;?;-5;25.0
-3;16;-16.0;-285;-3;0;5.0;?;-416.0;-166.0;16;35.0
-1;14;-14.0;-280;28;3;1.0;-28;-390.0;-180.0;14;?
-2;-22;-2.0;-278;-43;3;12.0;43;-395.0;-170.0;-22;4.0
?;-7;12.0;-281;?;1;-5.0;29;-396.0;-169.0;-7;38.0
-1;42;-4.0;-287;-5;-3;-3.0;?;-406.0;-179.0;42;34.0
-4;29;?;-289;-5;-6;-12.0;5;-393.0;-170.0;29;61.0
-2;-13;-12.0;-285;56;-3;-14.0;-56;-402.0;-193.0;-13;21.0
-4;?;-6.0;-281;?;1;-14.0;?;-410.0;-175.0;-8;6.0
2;-3;7.0;-285;-19;-3;-10.0;19;?;-164.0;-3;40.0
-2;-1;16.0;-286;-27;-4;7.0;27;-407.0;-172.0;-1;38.0
-8;6;4.0;-282;-9;-1;1.0;9;-409.0;-172.0;6;55.0
0;-18;-8.0;-281;26;1;-16.0;-26;-411.0;-161.0;-18;11.0
0;-26;-25.0;?;-29;3;1.0;29;-408.0;-190.0;-26;9.0
3;1;25.0;-286;-40;-3;?;40;-417.0;-171.0;1;50.0
-1;4;16.0;?;19;-4;1.0;?;-408.0;-183.0;4;52.0
-3;-11;9.0;-288;-12;-3;11.0;12;-404.0;-176.0;-11;59.0
3;-14;-1.0;-289;-22;-5;-18.0;22;-414.0;-162.0;-14;38.0
3;-15;-9.0;-289;53;-8;13.0;-53;-414.0;?;-15;27.0
3;-15;3.0;-289;52;-8;4.0;-52;-424.0;-169.0;-15;42.0
1;?;-18.0;-283;-2;0;20.0;2;-443.0;-172.0;-21;98.0
0;-29;10.0;-287;-29;-2;24.0;29;-481.0;-169.0;-29;76.0
1;-20;-16.0;?;-32;-6;31.0;?;-505.0;-178.0;-20;42.0
?;-30;-8.0;-290;-40;-5;39.0;40;-505.0;-176.0;?;51.0
3;-22;4.0;-287;-99;-1;?;99;-397.0;-169.0;-22;42.0
4;6;-20.0;?;-126;4;16.0;126;-374.0;-172.0;6;44.0
-1;-27;-14.0;-289;-80;-3;2.0;80;-372.0;-170.0;-27;53.0
0;-24;-51.0;-285;?;1;30.0;94;?;-172.0;?;49.0
7;3;29.0;-284;-146;2;110.0;?;-322.0;?;3;97.0
3;-9;74.0;-287;-184;-3;264.0;184;?;-151.0;-9;251.0
1;-26;99.0;-291;-194;-5;364.0;194;?;-162.0;-26;?
9;-36;134.0;-294;-182;-9;529.0;182;-290.0;-171.0;-36;535.0
