Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-300.0;-31.0;57;-684.0;424.0;506.0
-278.0;-18.0;227;-774.0;425.0;?
-281.0;-25.0;159;-680.0;?;488.0
-289.0;-1.0;186;?;409.0;?
?;-71.0;?;-699.0;407.0;497.0
-268.0;-114.0;175;-663.0;?;484.0
-304.0;?;184;-581.0;409.0;485.0
-278.0;-121.0;177;-666.0;?;?
-299.0;-169.0;178;-779.0;293.0;462.0
-270.0;-98.0;178;-742.0;281.0;457.0
?;13.0;?;?;260.0;431.0
-344.0;0.0;158;-792.0;449.0;413.0
-283.0;-70.0;177;-702.0;304.0;?
-428.0;?;148;-793.0;369.0;402.0
-482.0;-60.0;206;-691.0;370.0;397.0
-349.0;-106.0;?;-677.0;394.0;380.0
?;-179.0;?;?;?;?
-483.0;-177.0;-202;?;?;?
-531.0;-14.0;-153;-669.0;?;344.0
-364.0;-54.0;-186;?;164.0;288.0
-444.0;-67.0;?;-825.0;180.0;419.0
-383.0;-146.0;?;-723.0;209.0;433.0
-451.0;-266.0;-168;?;?;377.0
-451.0;-221.0;-164;-777.0;191.0;?
-541.0;-60.0;?;?;63.0;513.0
-646.0;-204.0;-166;-991.0;-226.0;465.0
-545.0;?;-169;-879.0;-299.0;422.0
-404.0;-195.0;-171;-902.0;-115.0;482.0
-372.0;-279.0;?;-889.0;-427.0;540.0
-475.0;-250.0;-173;-831.0;-462.0;442.0
-393.0;-22.0;-173;-924.0;-428.0;474.0
-485.0;-77.0;?;-928.0;-457.0;414.0
-447.0;-163.0;-174;?;-578.0;408.0
-537.0;-212.0;?;-920.0;?;?
-465.0;-139.0;-175;?;?;622.0
-671.0;?;-176;?;-608.0;526.0
?;?;-176;?;-549.0;566.0
-619.0;-297.0;-176;?;-564.0;508.0
-543.0;-270.0;-176;-910.0;-543.0;446.0
-759.0;-332.0;?;-931.0;-505.0;575.0
-564.0;-252.0;-176;-917.0;-510.0;661.0
-565.0;-246.0;-175;-923.0;-605.0;?
-397.0;-238.0;-175;-933.0;?;567.0
-403.0;-167.0;-175;-955.0;-404.0;619.0
?;-204.0;-176;-940.0;?;692.0
-448.0;?;?;-953.0;-546.0;?
-497.0;-168.0;-176;-966.0;-553.0;?
-560.0;-174.0;-176;-927.0;-578.0;677.0
?;-280.0;-177;-914.0;-531.0;747.0
-494.0;-113.0;-178;-900.0;-575.0;?
-416.0;-249.0;-178;-901.0;-493.0;782.0
-323.0;33.0;-179;?;-528.0;718.0
-393.0;-61.0;-179;-891.0;-517.0;539.0
-408.0;-214.0;-179;-861.0;-494.0;463.0
-267.0;-155.0;-179;-848.0;-487.0;455.0
-294.0;?;-179;-797.0;-467.0;536.0
-350.0;-101.0;-179;-819.0;-454.0;?
-219.0;-104.0;-179;-831.0;-427.0;626.0
-176.0;-92.0;-178;-777.0;-411.0;630.0
-159.0;-66.0;-178;-774.0;-368.0;?
-10.0;-43.0;-177;-808.0;-345.0;629.0
140.0;42.0;-177;-844.0;?;?
-19.0;92.0;-177;-792.0;-248.0;667.0
?;?;-176;-883.0;-181.0;694.0
?;71.0;-176;-877.0;-176.0;?
-32.0;75.0;-175;-893.0;-116.0;?
5.0;30.0;?;-966.0;-56.0;617.0
110.0;65.0;-175;-971.0;-64.0;590.0
56.0;?;-176;-950.0;?;481.0
-263.0;?;?;-960.0;60.0;436.0
-232.0;9.0;-176;?;1.0;?
-248.0;?;?;-938.0;20.0;317.0
-335.0;-64.0;-176;-947.0;33.0;358.0
-249.0;-20.0;-176;?;?;454.0
1.0;?;-176;-1038.0;33.0;365.0
?;135.0;-176;-1031.0;60.0;?
130.0;?;-176;-1019.0;51.0;503.0
323.0;228.0;-176;-1075.0;70.0;486.0
64.0;299.0;-176;-993.0;70.0;362.0
208.0;268.0;-176;?;49.0;431.0
205.0;218.0;?;-956.0;?;637.0
212.0;267.0;-176;-974.0;-12.0;?
?;292.0;-176;-984.0;-23.0;641.0
-14.0;273.0;-176;?;13.0;?
-84.0;250.0;?;-970.0;47.0;624.0
?;228.0;-176;-950.0;-18.0;?
46.0;196.0;-176;-919.0;-28.0;349.0
-88.0;181.0;-176;-932.0;?;284.0
?;144.0;?;?;-42.0;?
-202.0;?;-178;-886.0;-81.0;469.0
-195.0;281.0;-178;?;-92.0;455.0
-174.0;249.0;-179;-857.0;-113.0;530.0
-317.0;278.0;-179;-850.0;?;487.0
?;?;-178;?;-161.0;?
-380.0;180.0;-178;?;-203.0;?
-278.0;?;?;?;?;638.0
-341.0;288.0;-178;-850.0;-256.0;613.0
?;?;-178;-867.0;-277.0;435.0
-397.0;166.0;-178;?;-299.0;510.0
-483.0;262.0;?;-904.0;-316.0;461.0
-379.0;235.0;-178;-920.0;-293.0;575.0
-246.0;245.0;-178;-910.0;-314.0;595.0
-298.0;140.0;?;-875.0;-317.0;702.0
-516.0;212.0;-178;-866.0;-263.0;?
-468.0;170.0;-178;-900.0;-295.0;?
-314.0;158.0;-178;-887.0;?;743.0
-286.0;?;-178;-888.0;-298.0;639.0
-196.0;249.0;-178;?;-249.0;?
-142.0;?;-178;-910.0;-269.0;705.0
-37.0;322.0;-178;-908.0;-246.0;664.0
-198.0;?;-178;-876.0;?;647.0
-137.0;?;-178;?;-232.0;586.0
-303.0;?;-178;-914.0;?;567.0
-412.0;322.0;-178;-907.0;-246.0;775.0
-263.0;258.0;-178;-911.0;-234.0;816.0
-128.0;?;-178;?;-214.0;?
-268.0;236.0;-178;-890.0;-219.0;?
?;158.0;-178;-869.0;-200.0;710.0
-215.0;196.0;-178;?;-224.0;569.0
?;?;-178;-883.0;-214.0;578.0
-153.0;240.0;-178;-889.0;-226.0;667.0
-82.0;294.0;-178;-890.0;-229.0;648.0
31.0;?;-178;-886.0;-226.0;684.0
-86.0;?;-178;-877.0;?;680.0
-42.0;337.0;-178;-885.0;-224.0;681.0
-122.0;?;-178;?;-224.0;607.0
-163.0;334.0;-178;-909.0;-193.0;442.0
-402.0;?;-178;-896.0;-214.0;?
?;?;-178;-887.0;?;?
-60.0;?;-178;-898.0;-201.0;542.0
?;?;?;-893.0;-191.0;644.0
-45.0;333.0;-178;-870.0;-208.0;655.0
-180.0;304.0;?;-890.0;?;?
?;298.0;-178;-880.0;-221.0;645.0
-361.0;380.0;-178;-892.0;-213.0;?
?;318.0;-178;-884.0;-238.0;621.0
47.0;226.0;-178;-857.0;-273.0;586.0
?;380.0;-178;-879.0;-270.0;?
-75.0;?;-178;-886.0;-238.0;690.0
-87.0;?;-178;?;-248.0;?
-99.0;338.0;-178;-879.0;-238.0;?
-115.0;361.0;-178;-881.0;-240.0;418.0
-48.0;316.0;?;-871.0;-253.0;527.0
4.0;323.0;-178;-876.0;?;564.0
?;362.0;-178;-873.0;-240.0;637.0
-47.0;?;-178;-875.0;-226.0;641.0
?;390.0;-178;-891.0;-255.0;523.0
-69.0;373.0;?;-870.0;-251.0;505.0
-295.0;318.0;-178;?;-235.0;?
?;?;?;-869.0;-227.0;553.0
-415.0;?;-178;-883.0;-250.0;520.0
-179.0;312.0;-178;-887.0;-254.0;466.0
-199.0;342.0;-178;?;-246.0;485.0
-57.0;237.0;-178;-876.0;-244.0;503.0
-127.0;253.0;-178;-869.0;-233.0;576.0
-61.0;383.0;-178;-866.0;-260.0;557.0
-53.0;297.0;-178;-857.0;?;?
-97.0;?;-178;-860.0;?;476.0
-102.0;303.0;-178;-863.0;?;454.0
-133.0;354.0;-178;-880.0;-243.0;540.0
-83.0;361.0;-178;?;-243.0;?
-104.0;?;?;-878.0;-244.0;714.0
?;354.0;?;-872.0;-252.0;514.0
116.0;330.0;?;-869.0;-243.0;653.0
-122.0;393.0;-178;-890.0;-254.0;557.0
?;362.0;-178;?;?;515.0
?;393.0;?;-886.0;-228.0;453.0
-14.0;409.0;-178;?;?;421.0
-142.0;346.0;-178;-881.0;-191.0;544.0
111.0;393.0;?;-882.0;?;?
213.0;266.0;?;-906.0;?;558.0
?;321.0;-178;-886.0;?;539.0
487.0;?;-178;-889.0;?;?
?;284.0;-178;-903.0;-200.0;477.0
246.0;281.0;-178;-887.0;-203.0;578.0
381.0;244.0;-178;-874.0;-192.0;567.0
400.0;359.0;-178;-906.0;-202.0;?
272.0;?;-178;-901.0;?;?
291.0;277.0;-178;-936.0;?;380.0
198.0;312.0;-178;-940.0;-199.0;527.0
295.0;?;?;?;-176.0;291.0
239.0;198.0;-178;-959.0;?;211.0
318.0;284.0;-178;-938.0;-138.0;?
313.0;?;-178;?;-128.0;179.0
202.0;198.0;-178;?;-139.0;179.0
378.0;274.0;-178;?;-92.0;?
444.0;148.0;-178;-942.0;-40.0;152.0
314.0;182.0;-178;-916.0;-36.0;284.0
?;250.0;?;-916.0;-7.0;35.0
?;164.0;-178;?;11.0;245.0
421.0;223.0;-178;-882.0;?;183.0
422.0;?;-178;?;58.0;71.0
?;?;?;-836.0;?;?
319.0;281.0;-178;-818.0;90.0;50.0
375.0;360.0;-178;?;?;?
408.0;340.0;-178;-770.0;?;257.0
363.0;345.0;?;-762.0;132.0;54.0
465.0;395.0;-178;-658.0;116.0;?
465.0;?;-178;-674.0;?;143.0
436.0;344.0;-178;-572.0;?;?
468.0;?;-178;-519.0;103.0;-23.0
?;322.0;-179;?;?;43.0
?;312.0;?;?;?;-83.0
?;292.0;-178;-460.0;95.0;-31.0
?;322.0;-179;-444.0;98.0;28.0
?;?;-175;-455.0;108.0;-10.0
367.0;?;-184;-456.0;114.0;-11.0
?;277.0;-170;-454.0;72.0;7.0
?;255.0;-186;-438.0;91.0;-4.0
283.0;197.0;-176;?;?;-12.0
172.0;?;?;-564.0;97.0;15.0
?;82.0;-222;-588.0;93.0;35.0
162.0;59.0;6;-490.0;199.0;-2.0
?;-49.0;217;?;183.0;31.0
94.0;-152.0;141;-527.0;257.0;69.0
43.0;-128.0;131;-480.0;255.0;60.0
71.0;-152.0;127;-401.0;490.0;?
17.0;-89.0;?;-497.0;549.0;?
?;-102.0;131;-448.0;383.0;101.0
20.0;-85.0;?;-459.0;416.0;100.0
52.0;-57.0;138;-411.0;428.0;147.0
66.0;-55.0;152;-332.0;414.0;205.0
?;-49.0;168;-337.0;417.0;248.0
8.0;-25.0;142;-347.0;446.0;274.0
35.0;-29.0;218;-367.0;?;301.0
95.0;-101.0;77;?;468.0;349.0
93.0;?;?;?;?;?
?;-5.0;-179;-429.0;551.0;357.0
153.0;?;-159;-457.0;?;351.0
181.0;-16.0;-179;-563.0;?;345.0
?;70.0;-156;-683.0;401.0;349.0
315.0;91.0;-175;?;558.0;318.0
?;166.0;-173;-664.0;639.0;?
306.0;74.0;-173;?;?;335.0
382.0;102.0;-172;-654.0;372.0;?
352.0;216.0;?;-648.0;274.0;318.0
321.0;?;-172;?;411.0;331.0
291.0;207.0;-172;-490.0;300.0;328.0
255.0;?;-172;-413.0;58.0;307.0
255.0;?;-172;-418.0;210.0;320.0
253.0;183.0;?;-412.0;?;309.0
262.0;176.0;-173;-391.0;304.0;262.0
215.0;189.0;?;-370.0;280.0;206.0
165.0;215.0;-173;-370.0;266.0;191.0
196.0;201.0;-175;-358.0;315.0;166.0
171.0;223.0;-175;-348.0;290.0;100.0
153.0;176.0;-171;-355.0;?;76.0
?;?;-181;-421.0;263.0;?
129.0;169.0;-167;-613.0;230.0;82.0
190.0;256.0;-183;-676.0;295.0;72.0
-63.0;?;-172;-738.0;310.0;?
74.0;?;?;-789.0;349.0;?
108.0;28.0;-218;-637.0;?;?
10.0;-67.0;-2;?;134.0;71.0
15.0;60.0;147;?;445.0;71.0
111.0;55.0;32;-444.0;441.0;84.0
217.0;59.0;56;-396.0;363.0;128.0
251.0;88.0;64;-447.0;354.0;185.0
190.0;82.0;?;-490.0;256.0;244.0
212.0;63.0;221;-458.0;228.0;300.0
285.0;84.0;61;-520.0;?;281.0
312.0;?;-196;?;548.0;395.0
262.0;175.0;-170;-589.0;326.0;417.0
233.0;147.0;-161;-648.0;?;?
?;122.0;?;-636.0;326.0;509.0
169.0;183.0;-164;-591.0;484.0;418.0
204.0;?;-174;-682.0;351.0;379.0
316.0;306.0;-164;?;?;328.0
268.0;340.0;-166;?;427.0;267.0
?;346.0;-168;-837.0;247.0;284.0
-54.0;165.0;-163;?;38.0;256.0
-184.0;-116.0;?;-958.0;?;213.0
-39.0;-102.0;-163;-909.0;-103.0;210.0
77.0;54.0;-163;-891.0;?;?
-103.0;?;-163;-920.0;-190.0;173.0
-223.0;96.0;?;-864.0;-119.0;223.0
-252.0;?;-163;-868.0;?;248.0
-109.0;159.0;-163;-868.0;-88.0;207.0
-127.0;179.0;-163;-866.0;-62.0;301.0
-1.0;106.0;?;?;?;286.0
-111.0;74.0;-163;-889.0;?;342.0
-185.0;162.0;-163;-913.0;-122.0;415.0
-98.0;215.0;-163;?;-141.0;310.0
-178.0;217.0;-163;?;?;?
-228.0;217.0;?;-909.0;-147.0;?
-338.0;224.0;-164;-941.0;-159.0;495.0
-285.0;176.0;-164;-920.0;-171.0;568.0
-382.0;?;-164;-954.0;-157.0;600.0
-334.0;113.0;-164;-952.0;?;650.0
?;?;-164;-940.0;?;?
-180.0;1.0;?;-921.0;-51.0;610.0
-110.0;?;-164;-964.0;-51.0;673.0
?;107.0;-164;-978.0;-38.0;640.0
-122.0;180.0;-164;-965.0;-30.0;608.0
-245.0;155.0;?;?;-31.0;621.0
-419.0;?;-164;-982.0;-28.0;?
-367.0;?;?;?;-12.0;736.0
-431.0;-105.0;-164;-974.0;23.0;709.0
-266.0;2.0;-164;-955.0;3.0;808.0
?;35.0;-165;-950.0;28.0;710.0
-194.0;94.0;-165;-947.0;?;609.0
-257.0;75.0;-165;-946.0;61.0;512.0
?;69.0;-165;-942.0;70.0;392.0
-289.0;20.0;?;?;?;349.0
-211.0;?;-165;-921.0;27.0;467.0
-236.0;62.0;-165;-930.0;?;545.0
-205.0;51.0;-165;-890.0;?;798.0
-257.0;?;?;-925.0;?;?
?;10.0;-165;-923.0;-32.0;611.0
-310.0;-15.0;-165;-927.0;-16.0;457.0
-304.0;?;-165;?;-9.0;?
?;-31.0;?;-896.0;?;?
-89.0;?;-164;-897.0;?;540.0
110.0;-12.0;-164;-852.0;-2.0;567.0
-87.0;?;-164;-829.0;-11.0;571.0
-168.0;41.0;-165;-894.0;?;555.0
171.0;?;-164;-888.0;8.0;626.0
?;108.0;?;?;-1.0;?
?;163.0;-164;-777.0;-6.0;636.0
191.0;189.0;-164;?;-25.0;668.0
145.0;211.0;?;-713.0;-41.0;688.0
135.0;221.0;?;-600.0;-21.0;701.0
242.0;251.0;?;-637.0;-30.0;?
167.0;?;-167;-548.0;-31.0;424.0
139.0;340.0;-162;-455.0;-51.0;579.0
74.0;225.0;?;-386.0;-26.0;688.0
-97.0;?;-164;-473.0;?;463.0
?;161.0;-166;?;-60.0;298.0
-88.0;92.0;-180;-718.0;-116.0;271.0
-280.0;44.0;-145;-471.0;?;277.0
-206.0;?;?;-389.0;91.0;237.0
-206.0;?;-101;?;361.0;230.0
-186.0;19.0;186;-286.0;515.0;134.0
-210.0;125.0;179;-313.0;487.0;247.0
-244.0;?;144;-299.0;?;323.0
-392.0;115.0;166;-309.0;261.0;316.0
-443.0;3.0;137;?;351.0;500.0
-356.0;-80.0;?;-330.0;304.0;539.0
-359.0;-102.0;144;-329.0;314.0;?
-365.0;-63.0;147;-304.0;272.0;?
?;?;165;-296.0;278.0;561.0
-270.0;?;156;-304.0;376.0;656.0
?;-49.0;?;?;422.0;651.0
-346.0;-5.0;162;?;?;633.0
-368.0;-49.0;178;-343.0;374.0;?
-516.0;-95.0;198;-361.0;388.0;562.0
-490.0;-129.0;-75;-366.0;335.0;509.0
-479.0;-171.0;?;-380.0;?;515.0
-439.0;?;-150;-463.0;385.0;486.0
-474.0;?;-184;-507.0;436.0;?
?;?;-170;-591.0;496.0;384.0
-531.0;-185.0;-156;?;402.0;456.0
?;-160.0;-186;?;408.0;486.0
?;85.0;-146;-782.0;?;474.0
-393.0;?;?;-894.0;?;490.0
-302.0;-155.0;-125;?;487.0;562.0
?;-86.0;173;-702.0;194.0;?
-351.0;-84.0;197;-582.0;259.0;?
-369.0;31.0;157;-643.0;282.0;?
-248.0;-39.0;191;-544.0;83.0;664.0
-152.0;-52.0;168;-478.0;201.0;?
-100.0;-26.0;179;-509.0;293.0;638.0
?;91.0;176;?;299.0;554.0
-94.0;143.0;174;-492.0;?;?
-65.0;115.0;178;-534.0;218.0;613.0
-136.0;75.0;175;-536.0;270.0;511.0
-121.0;87.0;176;-526.0;333.0;385.0
-118.0;92.0;175;-484.0;356.0;364.0
-127.0;80.0;175;-544.0;266.0;428.0
-141.0;5.0;?;-1174.0;278.0;416.0
?;?;175;-720.0;?;329.0
-185.0;?;175;-829.0;304.0;297.0
?;-44.0;177;-524.0;351.0;?
60.0;?;177;-695.0;463.0;305.0
21.0;45.0;174;-784.0;283.0;294.0
-22.0;142.0;173;-719.0;279.0;314.0
-123.0;82.0;170;-717.0;?;342.0
-225.0;166.0;164;-707.0;407.0;?
-127.0;122.0;159;-701.0;278.0;?
-151.0;?;154;?;285.0;472.0
-154.0;185.0;155;?;?;448.0
?;48.0;?;-699.0;383.0;471.0
-281.0;16.0;175;?;330.0;523.0
-322.0;?;164;-660.0;344.0;494.0
-203.0;52.0;185;-601.0;303.0;428.0
-56.0;61.0;175;?;333.0;443.0
24.0;46.0;167;-669.0;263.0;422.0
160.0;-2.0;?;-688.0;223.0;457.0
34.0;?;?;-679.0;285.0;417.0
-78.0;48.0;-226;?;384.0;?
86.0;?;-162;-683.0;?;356.0
99.0;59.0;-180;?;349.0;259.0
46.0;318.0;-187;?;391.0;341.0
422.0;319.0;-162;-702.0;351.0;431.0
503.0;212.0;-198;-864.0;431.0;442.0
230.0;481.0;-156;-801.0;291.0;?
221.0;414.0;-197;-818.0;163.0;398.0
352.0;195.0;-178;-813.0;136.0;291.0
?;122.0;125;-720.0;?;288.0
585.0;?;212;?;187.0;308.0
?;491.0;152;-731.0;152.0;243.0
477.0;477.0;188;-729.0;-42.0;104.0
620.0;449.0;171;-746.0;-10.0;?
680.0;544.0;175;-752.0;?;147.0
481.0;495.0;?;-717.0;-81.0;-356.0
515.0;429.0;172;-751.0;-72.0;-100.0
?;444.0;177;-741.0;-145.0;7.0
498.0;521.0;174;?;?;-120.0
?;385.0;?;-705.0;?;-59.0
163.0;?;?;-758.0;-14.0;-79.0
286.0;?;174;-730.0;-51.0;-55.0
871.0;?;174;-822.0;-14.0;-140.0
-117.0;?;174;-766.0;14.0;?
-4.0;978.0;174;?;-5.0;?
589.0;?;174;-723.0;-27.0;-351.0
-24.0;161.0;?;-710.0;-2.0;?
275.0;548.0;174;?;-25.0;-155.0
?;244.0;174;-769.0;-76.0;-150.0
139.0;395.0;174;-747.0;-60.0;-208.0
-136.0;288.0;?;-719.0;?;-73.0
-147.0;262.0;174;-684.0;-9.0;45.0
-221.0;200.0;174;?;?;-61.0
-242.0;298.0;174;-638.0;-7.0;-1622.0
-213.0;171.0;174;-658.0;51.0;962.0
-204.0;55.0;?;-619.0;?;?
-206.0;-6.0;174;-589.0;?;-106.0
?;0.0;174;-551.0;182.0;?
-240.0;15.0;174;-600.0;204.0;144.0
-200.0;100.0;174;-603.0;251.0;135.0
-274.0;111.0;174;-608.0;?;303.0
?;74.0;?;-592.0;335.0;411.0
-338.0;?;174;-570.0;349.0;433.0
-345.0;-8.0;174;-565.0;421.0;?
-350.0;?;175;?;426.0;479.0
-291.0;170.0;175;-490.0;474.0;377.0
-350.0;-56.0;177;?;446.0;316.0
-324.0;34.0;177;-515.0;485.0;?
-241.0;36.0;?;?;425.0;246.0
-174.0;4.0;176;?;?;?
?;-36.0;176;-574.0;431.0;299.0
-314.0;-89.0;?;-605.0;425.0;?
-343.0;-139.0;?;?;409.0;338.0
?;-9.0;168;?;429.0;363.0
-201.0;39.0;176;-409.0;483.0;373.0
?;54.0;172;-429.0;?;373.0
-248.0;32.0;?;-404.0;558.0;399.0
-540.0;0.0;194;-408.0;?;?
-554.0;?;136;-533.0;531.0;?
-614.0;-99.0;226;-538.0;613.0;395.0
-549.0;-83.0;118;-428.0;618.0;439.0
-531.0;-33.0;-175;-500.0;?;441.0
-510.0;-24.0;94;-555.0;659.0;412.0
-501.0;?;236;-495.0;632.0;?
-520.0;0.0;?;-446.0;517.0;?
?;117.0;?;-530.0;460.0;366.0
-298.0;236.0;172;?;?;358.0
-277.0;?;?;-454.0;178.0;578.0
-255.0;?;184;-394.0;89.0;616.0
-326.0;87.0;173;-376.0;155.0;620.0
-320.0;12.0;182;-327.0;248.0;646.0
-314.0;-21.0;177;?;?;675.0
?;57.0;178;-306.0;272.0;?
?;141.0;178;-290.0;284.0;683.0
?;160.0;178;?;298.0;675.0
-252.0;156.0;177;-321.0;330.0;625.0
?;104.0;?;-302.0;336.0;593.0
?;72.0;177;-287.0;318.0;491.0
?;64.0;177;-400.0;306.0;410.0
-357.0;67.0;177;-439.0;284.0;?
-373.0;73.0;?;?;?;387.0
?;119.0;177;-532.0;?;377.0
?;10.0;177;-647.0;245.0;392.0
-491.0;31.0;?;-622.0;309.0;?
-383.0;-28.0;175;?;384.0;394.0
-419.0;-225.0;?;-741.0;425.0;380.0
-370.0;-152.0;127;?;303.0;?
-516.0;-132.0;?;-620.0;-3.0;404.0
-520.0;-196.0;57;-544.0;130.0;416.0
-395.0;?;60;?;?;?
-313.0;?;74;-422.0;?;448.0
?;-41.0;92;-437.0;?;447.0
-281.0;-10.0;96;-436.0;?;484.0
-349.0;-6.0;146;?;?;?
-368.0;-21.0;135;-396.0;257.0;449.0
-405.0;?;182;?;310.0;?
-430.0;-63.0;174;-476.0;344.0;396.0
-402.0;?;-125;-565.0;325.0;464.0
-330.0;6.0;-209;-551.0;?;425.0
?;31.0;-144;-657.0;419.0;328.0
?;?;-173;-791.0;425.0;336.0
?;-74.0;-156;-731.0;263.0;356.0
-512.0;?;-171;-642.0;430.0;?
?;?;-176;?;555.0;320.0
-370.0;?;-169;-750.0;483.0;365.0
-288.0;22.0;-178;-679.0;217.0;411.0
?;171.0;-176;-671.0;282.0;?
-301.0;146.0;-178;-638.0;160.0;466.0
-321.0;99.0;-178;-561.0;?;460.0
-287.0;44.0;?;-534.0;17.0;551.0
?;26.0;-177;-515.0;?;648.0
-235.0;66.0;-177;-487.0;231.0;612.0
-178.0;86.0;-178;-490.0;?;601.0
-158.0;128.0;-177;-482.0;142.0;688.0
?;127.0;?;-453.0;161.0;?
-147.0;123.0;-180;-468.0;142.0;?
-148.0;119.0;-174;-470.0;167.0;?
-186.0;100.0;-183;-481.0;171.0;408.0
-249.0;63.0;-171;-546.0;186.0;403.0
-364.0;-11.0;-181;-734.0;141.0;?
-322.0;18.0;-181;?;198.0;308.0
-363.0;59.0;-156;?;228.0;253.0
-428.0;-105.0;-223;-856.0;?;238.0
-585.0;-317.0;-39;-789.0;340.0;216.0
-623.0;-272.0;193;-712.0;297.0;193.0
-702.0;-283.0;115;?;82.0;194.0
?;-347.0;90;-678.0;273.0;220.0
-545.0;-125.0;86;-651.0;?;250.0
-367.0;-108.0;97;-720.0;?;?
-355.0;19.0;122;?;?;309.0
?;-91.0;141;-676.0;163.0;342.0
-340.0;-124.0;149;-617.0;243.0;?
-399.0;-132.0;?;?;322.0;?
-312.0;-154.0;?;-614.0;351.0;585.0
-353.0;?;-5;-744.0;321.0;671.0
-401.0;?;-227;-707.0;375.0;?
-472.0;-92.0;?;-778.0;351.0;650.0
-494.0;-147.0;-172;-656.0;358.0;504.0
-472.0;-170.0;-183;-566.0;397.0;495.0
-553.0;-149.0;-141;-816.0;351.0;513.0
-566.0;-153.0;-225;-725.0;?;471.0
-531.0;-232.0;?;-705.0;420.0;?
-439.0;?;203;-723.0;391.0;385.0
-361.0;11.0;177;-661.0;325.0;400.0
-297.0;-5.0;167;-615.0;206.0;419.0
-226.0;-75.0;188;-605.0;269.0;441.0
-279.0;-79.0;168;-588.0;263.0;?
-247.0;-12.0;?;-574.0;264.0;?
-229.0;23.0;176;-597.0;285.0;563.0
-259.0;39.0;178;-585.0;228.0;580.0
-253.0;64.0;179;-562.0;163.0;636.0
-371.0;?;?;?;265.0;590.0
-317.0;-26.0;179;-520.0;261.0;479.0
-310.0;-67.0;179;-510.0;293.0;482.0
-226.0;-20.0;179;-564.0;?;470.0
?;-17.0;179;?;?;403.0
-156.0;62.0;?;-531.0;?;361.0
-165.0;50.0;?;-596.0;258.0;?
-212.0;70.0;179;-581.0;303.0;?
-222.0;73.0;179;?;?;367.0
-241.0;87.0;179;-566.0;293.0;384.0
?;90.0;179;?;311.0;403.0
-313.0;50.0;179;-568.0;354.0;395.0
?;78.0;179;-571.0;293.0;352.0
-261.0;70.0;179;-556.0;?;?
?;85.0;179;-546.0;341.0;339.0
-222.0;34.0;179;-570.0;332.0;340.0
-131.0;?;179;-551.0;320.0;356.0
-193.0;129.0;179;-560.0;313.0;356.0
-72.0;?;?;-572.0;?;?
-17.0;141.0;?;-575.0;?;457.0
-101.0;179.0;179;-567.0;?;501.0
-35.0;148.0;179;-582.0;?;544.0
-61.0;120.0;179;-550.0;332.0;563.0
?;123.0;?;-570.0;333.0;527.0
54.0;229.0;179;?;342.0;502.0
?;294.0;179;-542.0;336.0;499.0
117.0;?;178;-504.0;?;?
?;398.0;178;-505.0;304.0;?
11.0;390.0;178;-545.0;302.0;452.0
-116.0;375.0;178;-509.0;279.0;433.0
-76.0;340.0;178;-548.0;316.0;?
?;330.0;?;?;251.0;457.0
-255.0;264.0;?;-558.0;288.0;489.0
-365.0;?;178;-508.0;271.0;?
-517.0;?;178;-500.0;303.0;562.0
-473.0;71.0;178;?;312.0;?
-466.0;48.0;?;?;343.0;490.0
-362.0;?;178;-590.0;321.0;550.0
-344.0;33.0;178;-607.0;?;516.0
-511.0;53.0;178;-627.0;297.0;?
-529.0;17.0;178;-647.0;?;405.0
-457.0;126.0;178;?;306.0;?
-428.0;?;178;-660.0;294.0;399.0
-476.0;132.0;178;-680.0;295.0;?
-314.0;?;178;-677.0;273.0;559.0
-456.0;?;178;-703.0;271.0;?
-462.0;?;?;?;239.0;521.0
-545.0;31.0;178;-719.0;235.0;?
-499.0;?;177;-720.0;?;463.0
-416.0;53.0;178;-712.0;?;868.0
-530.0;41.0;178;-763.0;257.0;?
-478.0;121.0;178;?;?;604.0
-452.0;57.0;178;?;285.0;591.0
?;103.0;?;-759.0;270.0;523.0
-456.0;54.0;?;-741.0;272.0;576.0
-399.0;82.0;178;-730.0;287.0;515.0
-393.0;95.0;178;-745.0;295.0;504.0
-475.0;63.0;178;-724.0;?;?
-407.0;?;178;-728.0;276.0;624.0
-421.0;68.0;178;-715.0;?;?
-402.0;39.0;178;-709.0;283.0;671.0
-489.0;?;178;-701.0;284.0;585.0
?;111.0;178;-709.0;293.0;?
-398.0;-6.0;178;-710.0;282.0;557.0
?;1.0;178;-720.0;285.0;568.0
?;39.0;177;-699.0;?;588.0
?;212.0;178;?;289.0;540.0
?;58.0;?;-690.0;284.0;584.0
-495.0;?;178;-684.0;273.0;?
-494.0;-22.0;178;-675.0;268.0;511.0
-579.0;61.0;?;-706.0;296.0;564.0
-520.0;?;177;-692.0;282.0;649.0
-516.0;3.0;178;?;294.0;523.0
-418.0;?;178;-708.0;270.0;633.0
-618.0;-84.0;178;?;261.0;548.0
-664.0;?;178;-720.0;?;571.0
-390.0;-58.0;178;?;?;260.0
-418.0;43.0;177;-708.0;282.0;512.0
-604.0;160.0;?;-692.0;?;?
-406.0;87.0;178;-690.0;?;609.0
-131.0;26.0;178;-680.0;?;756.0
