InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-255.0;-532.0;47;1;659;-777.0;?;47;-584.0;50;-50
-263.0;-520.0;177;?;407;-698.0;?;177;-600.0;215;-62
-273.0;-504.0;?;?;1172;-661.0;447.0;?;?;?;-73
-309.0;-401.0;?;-1116;?;-611.0;448.0;387;-616.0;270;-82
-303.0;-302.0;-1606;-769;2139;-498.0;453.0;-1606;-619.0;42;?
?;-117.0;?;-520;2395;-254.0;?;-2048;-619.0;519;?
-184.0;103.0;-1964;?;1062;75.0;460.0;-1964;-618.0;570;-70
-257.0;?;-1274;1042;?;382.0;462.0;?;-624.0;?;?
?;953.0;301;481;724;?;465.0;301;-635.0;?;-71
-91.0;1677.0;-161;498;463;1657.0;468.0;-161;-645.0;?;-72
-210.0;2490.0;?;97;611;2437.0;473.0;-1404;-660.0;-338;-70
-192.0;?;-1828;-273;1057;3175.0;479.0;-1828;-679.0;?;-63
-58.0;3311.0;-1904;-590;872;3345.0;486.0;-1904;-696.0;?;-58
-37.0;2867.0;-1791;-961;1898;2899.0;493.0;-1791;-723.0;-357;-49
-88.0;2381.0;?;-1947;2851;2234.0;502.0;-1312;-760.0;-466;-39
-5.0;2000.0;-1086;-383;?;1333.0;?;?;-794.0;-850;-31
20.0;1535.0;-494;3268;?;?;522.0;-494;?;-1804;?
7.0;701.0;1976;1427;951;?;532.0;1976;-829.0;-328;?
?;186.0;?;-585;123;399.0;536.0;3349;?;2308;?
36.0;129.0;996;368;431;313.0;544.0;996;?;273;-26
30.0;253.0;-64;-216;962;?;553.0;-64;?;-1379;-35
35.0;294.0;1193;-413;1514;?;562.0;1193;?;468;-39
-27.0;245.0;?;-129;948;-64.0;?;601;?;?;-41
-151.0;?;?;-64;?;-46.0;580.0;21;-871.0;-329;-42
-165.0;?;194;31;?;128.0;585.0;194;-877.0;?;?
?;-222.0;-50;-17;652;141.0;592.0;-50;-886.0;-88;-43
?;-294.0;-2;9;?;?;596.0;-2;-894.0;57;?
-402.0;-298.0;?;15;675;297.0;598.0;?;-900.0;31;-43
-322.0;?;-51;15;663;260.0;600.0;?;-902.0;-9;-43
-226.0;-455.0;-50;?;672;?;?;?;-894.0;57;?
-301.0;?;-63;30;649;-28.0;602.0;-63;-880.0;2;-43
-317.0;?;-22;12;690;-977.0;596.0;-22;?;47;-43
-235.0;-1092.0;?;29;659;?;591.0;16;-848.0;29;-44
-280.0;-1884.0;77;?;655;-1694.0;583.0;77;-836.0;16;-44
-292.0;?;-103;?;712;-1563.0;577.0;-103;?;84;-45
-275.0;-1946.0;-426;64;544;?;573.0;-426;-820.0;61;?
?;-1593.0;-321;32;605;-1474.0;569.0;-321;-807.0;?;-51
-289.0;-1285.0;-133;?;428;-1230.0;?;-133;?;118;-55
?;-1038.0;278;130;536;-932.0;558.0;278;?;?;-61
-303.0;-780.0;1280;-43;849;-712.0;552.0;1280;-775.0;717;-70
-306.0;-654.0;1562;14;653;-619.0;?;?;?;766;-72
?;-454.0;?;-228;1649;-335.0;?;451;-767.0;801;-70
-288.0;-242.0;-885;429;?;-156.0;531.0;-885;-767.0;591;?
-234.0;?;-1072;?;?;?;527.0;-1072;-766.0;360;?
-300.0;?;?;799;481;?;519.0;?;?;620;-70
-104.0;510.0;484;?;495;916.0;508.0;484;-779.0;?;-70
-31.0;?;-477;306;588;1557.0;505.0;-477;-789.0;?;?
-193.0;2282.0;-715;-48;874;2214.0;501.0;-715;-798.0;-63;?
-159.0;2921.0;-2286;77;722;2848.0;498.0;-2286;-805.0;-348;-61
-86.0;3084.0;-1408;?;1172;2964.0;497.0;-1408;-805.0;8;-53
-122.0;2667.0;-888;-1295;1943;?;501.0;?;-805.0;58;-42
-125.0;1908.0;-1240;-1079;2443;1270.0;?;-1240;-809.0;-237;?
-60.0;?;2849;?;2599;701.0;505.0;2849;-807.0;128;-22
-22.0;425.0;-1939;?;2345;352.0;510.0;-1939;-804.0;?;-15
-38.0;134.0;-3045;?;1160;143.0;514.0;-3045;-799.0;?;-12
5.0;-78.0;2964;1170;668;73.0;?;2964;-796.0;182;-16
4.0;-320.0;-198;-1156;1485;-101.0;524.0;?;-797.0;?;?
-18.0;-468.0;?;-544;1301;-310.0;528.0;-762;-792.0;-1125;-31
-10.0;-544.0;733;209;?;-407.0;?;?;-793.0;?;-36
-36.0;-396.0;266;?;636;-479.0;538.0;266;?;?;-39
-93.0;?;530;-12;?;-472.0;543.0;530;-788.0;-187;-39
-185.0;-583.0;-22;?;664;-672.0;547.0;-22;-786.0;79;-39
-172.0;-766.0;61;?;674;-796.0;552.0;61;-783.0;-8;-40
-314.0;-1115.0;55;50;648;-948.0;555.0;55;-783.0;?;-40
-501.0;?;-93;21;654;?;556.0;-93;?;82;-40
-324.0;-1064.0;-42;10;684;?;559.0;?;-780.0;-30;?
-67.0;1161.0;-454;-198;?;1252.0;?;-454;-505.0;-208;?
-19.0;1068.0;-1193;-729;1880;1085.0;?;-1193;-489.0;376;-46
0.0;923.0;920;60;463;558.0;?;?;?;-502;?
3.0;439.0;2844;?;596;42.0;?;2844;-422.0;-2264;-35
-41.0;-163.0;866;951;?;?;465.0;866;-388.0;?;-35
-67.0;-444.0;-185;?;454;?;466.0;-185;-367.0;547;-36
?;-432.0;-172;-18;?;?;?;-172;?;364;-36
34.0;-144.0;-157;?;1012;452.0;466.0;-157;-341.0;20;-37
?;?;44;?;499;507.0;472.0;?;-360.0;69;-37
25.0;566.0;?;39;?;681.0;478.0;-80;-392.0;-4;-37
65.0;909.0;-40;17;655;895.0;481.0;-40;?;?;?
62.0;1213.0;-43;11;641;1217.0;489.0;?;-455.0;55;-37
?;1592.0;-75;33;?;1543.0;499.0;-75;-476.0;62;-37
-120.0;?;-15;22;640;1680.0;507.0;-15;-494.0;63;?
-45.0;1927.0;-10;26;686;?;510.0;-10;-510.0;40;-37
104.0;1185.0;-13;21;666;?;513.0;?;-526.0;?;-37
99.0;281.0;-6;23;?;236.0;516.0;?;-545.0;60;-37
9.0;-142.0;-27;?;?;?;519.0;-27;-559.0;47;?
-12.0;-330.0;28;17;?;-371.0;519.0;28;?;49;-37
-21.0;-152.0;80;19;670;-147.0;?;80;-593.0;?;?
-70.0;313.0;?;15;673;239.0;523.0;91;-615.0;61;-37
-156.0;608.0;78;17;?;218.0;526.0;?;-636.0;51;-37
-150.0;386.0;?;15;681;43.0;?;26;-661.0;28;-37
-183.0;?;?;9;682;-4.0;531.0;32;-677.0;29;-37
-345.0;?;22;12;674;-118.0;?;22;-696.0;21;-37
-296.0;?;-8;16;675;-408.0;?;-8;-712.0;15;?
-232.0;-727.0;?;16;680;-595.0;540.0;0;-726.0;?;-37
?;-1009.0;-7;16;678;-773.0;?;?;-739.0;22;-37
?;-1098.0;-5;16;673;-988.0;?;-5;-755.0;?;-37
-237.0;-1098.0;?;20;669;-966.0;550.0;23;-766.0;?;-37
-234.0;-1024.0;?;25;663;-873.0;555.0;10;-773.0;20;-37
?;?;-15;20;675;-807.0;557.0;-15;?;29;-37
?;-857.0;-15;20;669;-754.0;561.0;?;-784.0;29;-37
-249.0;-829.0;-29;20;675;?;564.0;-29;-788.0;38;-37
-243.0;-1097.0;-73;23;681;?;566.0;-73;-789.0;?;-37
-227.0;-1038.0;-53;24;656;-903.0;569.0;-53;-788.0;50;?
?;-824.0;?;-2;680;-929.0;572.0;?;?;72;-38
-247.0;-809.0;-126;50;598;-880.0;573.0;-126;-787.0;-2;-38
-259.0;-890.0;-93;57;554;?;?;-93;-784.0;-25;-39
-262.0;-921.0;-167;76;?;?;?;-167;-777.0;-47;?
-262.0;-984.0;-163;75;542;-943.0;?;-163;-770.0;-46;-38
-280.0;-942.0;?;-134;837;-917.0;561.0;599;-764.0;219;-49
-197.0;-900.0;852;?;1011;-842.0;556.0;?;-761.0;247;-52
-113.0;-771.0;1129;-323;1028;-678.0;551.0;1129;?;347;?
-135.0;-582.0;?;?;749;-522.0;543.0;1689;-772.0;455;-62
?;-560.0;1555;485;273;-529.0;538.0;?;?;108;-62
-211.0;-743.0;?;476;?;-668.0;534.0;1382;-752.0;69;-62
-140.0;-771.0;1171;?;378;?;529.0;?;-734.0;229;-60
-92.0;-410.0;1082;?;?;-273.0;527.0;1082;-716.0;?;-59
-21.0;?;1074;?;484;115.0;521.0;1074;-691.0;?;-57
1.0;525.0;1207;?;825;424.0;516.0;?;-674.0;508;-50
4.0;580.0;1433;-314;1050;539.0;514.0;1433;-663.0;825;-46
-16.0;482.0;1831;?;1112;305.0;510.0;1831;-639.0;1002;-42
12.0;79.0;2228;37;2133;-118.0;507.0;2228;-617.0;-184;-39
?;-412.0;700;358;3200;-511.0;503.0;700;-590.0;-1072;-39
3.0;-699.0;-741;202;1928;-592.0;501.0;-741;-571.0;?;-40
?;-625.0;?;?;489;-580.0;?;?;-549.0;397;?
10.0;-550.0;45;-9;757;-534.0;498.0;45;-528.0;80;-40
58.0;-566.0;-1;10;764;-500.0;?;-1;-518.0;24;-41
53.0;-579.0;-36;7;?;-562.0;493.0;-36;?;47;-41
?;-565.0;?;21;731;-582.0;?;-57;-511.0;?;-41
-76.0;-655.0;-32;?;?;-701.0;?;-32;-504.0;?;?
-102.0;?;-61;23;701;-838.0;494.0;-61;-497.0;38;-41
-103.0;-1028.0;-55;16;?;-854.0;?;-55;-494.0;51;-41
-84.0;-945.0;-46;10;?;?;?;-46;-500.0;51;-41
-93.0;-706.0;?;39;678;-535.0;504.0;-39;-508.0;?;-41
-116.0;?;?;22;684;-621.0;506.0;-29;?;63;-41
-147.0;-713.0;-8;?;702;-767.0;509.0;?;-509.0;44;-41
-144.0;-924.0;-35;18;687;-855.0;510.0;?;-497.0;48;-41
-131.0;-867.0;-56;17;?;-808.0;?;?;?;67;?
-129.0;-740.0;11;23;?;-652.0;519.0;?;-489.0;88;-41
-155.0;-501.0;38;23;?;?;?;38;-488.0;67;-41
-166.0;-404.0;42;16;?;-487.0;520.0;42;-482.0;54;-40
-188.0;-480.0;58;?;682;-446.0;?;58;-478.0;48;-41
-198.0;-322.0;43;?;686;-236.0;?;43;-472.0;26;-41
-207.0;-95.0;36;16;674;-30.0;521.0;36;-469.0;37;-40
-213.0;124.0;?;14;670;172.0;525.0;34;?;48;-40
-180.0;259.0;48;14;?;316.0;526.0;48;-447.0;45;-40
-311.0;?;53;?;676;278.0;526.0;53;-452.0;?;-40
-324.0;110.0;9;22;667;?;523.0;?;-453.0;26;-40
-140.0;?;?;17;674;214.0;525.0;23;-446.0;?;?
?;298.0;37;16;668;558.0;528.0;37;-434.0;52;-40
-175.0;825.0;34;?;659;667.0;529.0;34;?;55;-40
-143.0;?;56;6;684;?;533.0;56;-453.0;?;-40
-37.0;268.0;-178;14;659;359.0;?;?;-442.0;-14;-40
?;?;-93;25;617;136.0;532.0;-93;-438.0;?;?
-165.0;?;-219;?;626;19.0;530.0;-219;-450.0;6;-41
-111.0;33.0;-226;27;626;73.0;?;-226;?;6;-41
?;63.0;?;-34;?;164.0;533.0;1449;-446.0;?;?
-115.0;?;2285;?;660;115.0;535.0;?;?;316;-44
-82.0;12.0;1546;-10;649;?;537.0;1546;-446.0;276;-43
-65.0;-35.0;1575;152;?;3.0;540.0;1575;-447.0;43;-43
-68.0;-123.0;1663;263;886;-162.0;542.0;1663;?;?;-43
-57.0;?;1648;260;883;-236.0;547.0;1648;-453.0;-292;-43
-19.0;-319.0;1892;284;?;-255.0;550.0;?;-469.0;-295;-43
-9.0;-303.0;?;?;742;-322.0;550.0;691;-478.0;-148;-43
?;-352.0;?;-14;620;-368.0;551.0;-243;-503.0;78;-43
?;-396.0;?;15;?;-477.0;555.0;53;?;58;?
-40.0;-538.0;?;?;666;-648.0;555.0;-66;-567.0;45;?
-81.0;-749.0;-32;16;658;-746.0;556.0;?;-627.0;53;-43
?;-865.0;34;24;666;?;558.0;34;-717.0;55;?
-147.0;-837.0;-48;15;659;?;561.0;?;-755.0;37;-43
?;-727.0;-35;23;666;-782.0;565.0;?;-783.0;39;-43
-170.0;-568.0;?;24;657;-356.0;?;?;-814.0;74;-43
-137.0;-58.0;17;25;661;91.0;575.0;?;-830.0;62;-43
-133.0;188.0;12;25;?;10.0;581.0;12;-844.0;?;-43
-109.0;-138.0;-2;25;658;-308.0;585.0;-2;-859.0;50;-43
-174.0;-525.0;10;24;659;-420.0;591.0;10;-866.0;45;-43
-246.0;-705.0;2;26;659;-492.0;596.0;?;-870.0;53;?
-291.0;?;7;?;659;-486.0;599.0;7;-872.0;43;-43
-279.0;-688.0;-5;18;656;?;603.0;-5;-877.0;?;?
?;-723.0;-32;20;653;-557.0;606.0;-32;-882.0;38;-43
?;-754.0;-25;21;653;-625.0;?;-25;-886.0;?;-43
?;-722.0;-7;24;649;-786.0;607.0;-7;-883.0;20;-43
?;?;-23;?;655;?;613.0;-23;-867.0;35;?
-174.0;254.0;-21;16;659;372.0;620.0;?;-849.0;36;?
-379.0;946.0;-14;21;?;347.0;627.0;-14;-844.0;30;-43
-313.0;?;-35;?;?;?;632.0;?;-843.0;42;-43
-291.0;-245.0;?;?;?;-404.0;635.0;-15;?;?;-43
-308.0;-817.0;-2;27;653;-678.0;638.0;-2;-854.0;33;-43
?;?;-3;?;?;?;?;-3;?;39;-43
-264.0;-555.0;7;20;662;?;?;7;-865.0;39;-43
-263.0;-445.0;34;20;662;-478.0;641.0;?;-869.0;30;-43
-293.0;-448.0;120;21;659;-636.0;642.0;?;-871.0;?;?
-314.0;-348.0;150;?;662;-936.0;641.0;150;-879.0;27;-43
-299.0;-562.0;128;17;669;-1258.0;?;128;?;22;?
?;-1338.0;146;9;671;-1547.0;?;146;-888.0;19;-43
-265.0;-1779.0;131;?;671;?;627.0;131;-883.0;19;-43
-292.0;-1977.0;?;?;666;?;618.0;80;?;?;-43
?;-2098.0;80;27;656;-2042.0;609.0;80;-868.0;?;-43
-289.0;-2216.0;?;?;657;-1977.0;598.0;86;-858.0;6;?
-261.0;-2266.0;60;9;661;-1929.0;586.0;60;-847.0;-1;-43
-321.0;-2172.0;81;12;665;-1813.0;572.0;?;-842.0;12;-43
-322.0;?;?;8;?;-1620.0;561.0;128;-849.0;27;-43
-271.0;-1715.0;118;10;662;-1404.0;547.0;118;-855.0;-14;-43
-175.0;-1380.0;128;14;653;?;533.0;128;-848.0;2;-43
-191.0;-1259.0;116;-24;668;?;522.0;116;-824.0;19;-42
-221.0;-1449.0;165;37;637;-1471.0;510.0;165;-764.0;-33;-42
-208.0;-1734.0;?;-35;?;-1634.0;499.0;106;-668.0;11;-42
-184.0;-1996.0;?;20;645;?;?;144;-525.0;-22;-42
-206.0;-2172.0;?;39;?;-1858.0;475.0;136;-364.0;-41;?
-271.0;-2440.0;1343;-375;1041;-2090.0;467.0;1343;-215.0;752;-38
-303.0;-2545.0;5001;27;1289;-2102.0;458.0;5001;?;1564;-33
-301.0;?;5535;444;1064;-1851.0;457.0;5535;?;668;-33
-307.0;-1484.0;3846;232;919;-1641.0;453.0;3846;-26.0;?;-33
-280.0;?;3475;235;839;-1423.0;448.0;3475;4.0;?;-34
-223.0;?;2221;-19;756;-1231.0;443.0;2221;10.0;-317;-36
-74.0;-798.0;2026;-132;?;-934.0;439.0;2026;17.0;?;-37
-38.0;-597.0;?;25;649;-732.0;434.0;?;27.0;?;-37
-58.0;-557.0;-191;?;585;?;432.0;-191;35.0;?;-37
?;?;-288;?;693;-1045.0;429.0;-288;48.0;?;-36
-68.0;-1313.0;-444;-51;672;-1133.0;422.0;-444;61.0;?;-36
-54.0;-1273.0;?;?;698;-1022.0;416.0;-540;?;207;-33
-64.0;-1029.0;-295;-53;735;-839.0;412.0;-295;102.0;41;-30
-52.0;-759.0;-260;-44;622;?;407.0;-260;115.0;53;-30
?;-643.0;-227;?;?;?;399.0;-227;?;-6;-28
?;?;-89;?;957;?;380.0;-89;137.0;-68;-26
-136.0;-653.0;-64;84;941;-591.0;366.0;-64;152.0;-138;-25
-119.0;-904.0;-380;361;1008;-656.0;?;-380;?;?;-23
-91.0;-1002.0;-1065;422;1019;-564.0;349.0;-1065;197.0;-673;-21
-111.0;-703.0;-1142;1158;1482;-391.0;336.0;?;?;?;-20
?;-248.0;530;447;795;-290.0;326.0;530;225.0;?;?
-105.0;-818.0;2354;-480;?;?;314.0;2354;238.0;335;-20
-76.0;-1238.0;2169;340;305;-1112.0;299.0;?;254.0;348;?
?;-1072.0;929;-144;1146;-1020.0;290.0;929;265.0;542;-25
?;-862.0;?;-379;967;-627.0;278.0;495;277.0;324;-27
-117.0;?;416;99;753;-470.0;268.0;416;287.0;-29;-29
?;29.0;203;-122;744;?;254.0;203;296.0;-9;-30
?;82.0;?;-17;739;-310.0;245.0;114;?;?;-30
-115.0;?;96;65;626;-456.0;?;96;315.0;?;-31
-204.0;-209.0;?;9;655;-592.0;?;183;324.0;58;-31
-373.0;-509.0;221;2;?;-851.0;216.0;221;330.0;13;?
?;-753.0;164;-7;676;-798.0;205.0;164;334.0;33;-31
-174.0;-621.0;213;-7;?;-315.0;193.0;?;335.0;18;-31
-136.0;-261.0;?;?;683;?;?;170;332.0;25;-31
-245.0;-183.0;24;25;?;-456.0;179.0;?;?;35;-32
?;-917.0;14;?;682;-1270.0;187.0;14;332.0;36;-32
-353.0;-1812.0;-16;24;682;-1657.0;194.0;-16;329.0;38;-32
?;-1810.0;?;40;668;-1189.0;197.0;-76;327.0;42;-33
?;-1120.0;-73;14;690;-454.0;198.0;-73;321.0;?;-32
-217.0;-307.0;-84;30;661;-197.0;199.0;-84;315.0;50;-33
-241.0;?;-31;28;642;-214.0;195.0;-31;?;58;?
?;-199.0;?;?;702;-428.0;192.0;-85;303.0;13;-35
-294.0;?;-399;?;?;-607.0;?;-399;306.0;66;-38
-269.0;?;?;-28;?;-624.0;192.0;-381;307.0;115;-43
-243.0;-677.0;-214;154;500;-520.0;?;-214;?;145;-53
-250.0;-247.0;?;-421;1176;-278.0;?;?;310.0;280;-63
-273.0;41.0;234;?;2343;-39.0;195.0;?;?;?;-69
-253.0;63.0;?;-646;1583;28.0;197.0;-1398;?;204;-84
-213.0;84.0;?;71;992;411.0;?;-1355;330.0;455;-90
?;?;-686;92;?;237.0;199.0;-686;?;605;-82
-363.0;96.0;-528;699;?;166.0;207.0;-528;354.0;?;-76
-93.0;332.0;91;?;329;520.0;?;91;364.0;405;-73
-149.0;1008.0;-758;398;462;938.0;210.0;-758;375.0;93;-67
-137.0;1596.0;-1449;119;?;1364.0;213.0;-1449;?;-57;-60
-165.0;2076.0;?;160;604;1917.0;?;-1076;381.0;-202;-58
-30.0;2582.0;?;-172;823;2357.0;216.0;-1760;372.0;4;?
?;2714.0;-1914;-710;1285;?;218.0;?;364.0;-11;-41
-48.0;2321.0;?;?;?;?;221.0;-1543;354.0;-328;-32
-100.0;1637.0;?;-692;2270;1299.0;220.0;-1359;?;-85;-24
-114.0;?;294;1212;2541;874.0;220.0;294;327.0;-617;-16
-77.0;?;785;2723;3214;732.0;213.0;785;316.0;-1286;?
-26.0;576.0;1348;1418;1754;?;208.0;1348;310.0;-576;-15
?;330.0;3675;?;-1364;461.0;207.0;3675;307.0;399;?
?;96.0;?;707;-955;524.0;199.0;?;308.0;281;-16
10.0;-42.0;1314;-658;1165;?;194.0;1314;309.0;?;-26
9.0;-156.0;?;-487;981;297.0;188.0;571;312.0;-551;-35
4.0;-256.0;240;202;505;142.0;184.0;?;317.0;-85;-36
-123.0;-206.0;-49;-83;742;?;183.0;?;?;?;-36
-175.0;?;-6;59;645;-86.0;?;-6;?;26;-36
-161.0;-302.0;27;35;671;-164.0;175.0;27;343.0;32;-37
-215.0;?;26;5;695;-318.0;169.0;26;?;28;-37
-369.0;-823.0;-12;53;649;-518.0;166.0;-12;356.0;31;-37
-237.0;?;-88;1;?;-119.0;163.0;?;360.0;6;-37
-218.0;582.0;-79;33;668;-160.0;154.0;-79;363.0;27;-37
-117.0;1682.0;-88;27;?;125.0;?;-88;360.0;44;-37
?;?;-67;23;686;-717.0;154.0;-67;363.0;22;-37
-232.0;-1536.0;-44;28;681;-1187.0;163.0;-44;362.0;32;-37
-271.0;-2768.0;-108;31;672;?;173.0;-108;354.0;29;-38
-303.0;?;-153;?;698;-1831.0;180.0;-153;347.0;16;-38
-291.0;-2822.0;-219;36;654;?;187.0;?;335.0;23;-39
-263.0;-2610.0;-180;18;683;-2085.0;197.0;-180;322.0;?;?
-256.0;-2011.0;-180;18;?;-1899.0;?;-180;?;?;-38
-286.0;-1392.0;?;73;?;-1328.0;?;-377;293.0;43;-44
-307.0;-802.0;?;2;602;-818.0;211.0;-313;279.0;?;-51
-305.0;-471.0;-429;?;469;-666.0;?;?;268.0;110;?
-304.0;?;?;-203;931;?;223.0;257;255.0;?;-63
?;-595.0;925;-1293;2329;-640.0;232.0;925;246.0;?;-80
?;-668.0;-22;?;2123;-553.0;239.0;?;243.0;?;-80
-266.0;?;?;688;?;-348.0;241.0;-481;236.0;?;-74
-313.0;-167.0;-304;1127;112;?;?;?;234.0;582;?
-334.0;348.0;969;766;487;66.0;263.0;969;232.0;758;?
-131.0;789.0;2084;752;428;699.0;278.0;2084;230.0;581;-70
?;?;1727;547;552;1287.0;?;1727;232.0;425;-70
?;1944.0;1474;436;632;1723.0;290.0;1474;232.0;400;-70
-132.0;2198.0;457;?;?;2243.0;298.0;?;?;?;-62
?;2444.0;-122;-555;1340;?;304.0;-122;208.0;576;-54
-38.0;2279.0;?;-890;1571;2190.0;?;658;191.0;?;?
?;1694.0;502;-964;1629;1512.0;311.0;?;179.0;?;?
-76.0;940.0;696;?;1626;?;314.0;696;176.0;720;?
-83.0;188.0;-1673;390;2515;161.0;315.0;?;172.0;-240;-26
-96.0;-423.0;?;1670;3165;-146.0;313.0;?;167.0;-1319;-20
?;-857.0;1563;1464;30;-588.0;311.0;1563;160.0;?;-20
-77.0;-961.0;?;677;?;-511.0;310.0;7425;156.0;-170;?
-69.0;-690.0;?;?;-128;?;313.0;2730;155.0;-1160;?
-86.0;?;364;-755;1078;-391.0;313.0;364;154.0;-1594;-31
?;-316.0;1062;39;?;-474.0;310.0;1062;156.0;478;-37
?;-404.0;1013;-279;?;-587.0;312.0;?;?;-88;-38
?;-558.0;631;?;847;?;311.0;631;?;-674;?
-166.0;?;108;139;?;-350.0;306.0;?;157.0;246;-41
-51.0;-388.0;100;-13;674;-162.0;299.0;100;?;-77;-41
-150.0;-269.0;59;45;664;-110.0;291.0;59;141.0;27;-42
-283.0;?;28;62;666;-289.0;283.0;28;145.0;78;-42
-399.0;?;?;8;673;-825.0;278.0;-11;140.0;-42;-42
?;-424.0;-40;63;?;-592.0;270.0;-40;130.0;65;-42
-78.0;203.0;-20;45;675;165.0;261.0;-20;111.0;19;-42
-166.0;151.0;?;57;662;?;263.0;?;?;42;-42
?;-1464.0;-58;40;669;-1762.0;271.0;-58;?;31;?
-352.0;?;-4;48;673;-2873.0;276.0;?;27.0;34;-42
-305.0;-3868.0;?;?;667;-3013.0;284.0;?;2.0;43;?
-302.0;-3434.0;?;?;706;-2641.0;289.0;88;-18.0;?;?
-299.0;-2586.0;-111;35;?;?;295.0;-111;-40.0;43;-43
-303.0;-1850.0;-352;73;585;-1673.0;304.0;-352;-64.0;64;-47
-306.0;-1434.0;41;?;507;?;308.0;?;?;?;-52
-336.0;-1232.0;366;?;615;-937.0;318.0;366;-100.0;219;-60
-343.0;-1058.0;?;-338;1321;-811.0;327.0;1369;-116.0;416;?
-386.0;-954.0;2933;?;1602;-856.0;335.0;2933;?;564;-70
?;-944.0;1424;-392;1571;-696.0;342.0;1424;-134.0;466;?
?;-534.0;-799;285;1226;-187.0;350.0;?;-139.0;?;-63
?;129.0;-413;?;147;?;?;-413;-135.0;383;?
-282.0;538.0;?;1271;-69;208.0;360.0;-360;?;406;?
-318.0;434.0;249;?;296;259.0;361.0;249;?;315;?
-97.0;?;865;520;?;721.0;?;865;-118.0;?;?
-11.0;1205.0;-171;219;663;?;?;-171;-118.0;-109;-68
-100.0;2264.0;-496;-36;809;2270.0;360.0;-496;-110.0;-191;-65
?;3338.0;-799;-165;900;3108.0;355.0;-799;-105.0;-206;?
?;3599.0;-1634;-138;790;3046.0;344.0;-1634;-104.0;-221;-58
-71.0;3132.0;?;-784;1459;2152.0;338.0;-1406;-91.0;209;?
-80.0;?;-518;-1436;2263;856.0;?;-518;-73.0;?;-33
-44.0;-146.0;960;-761;?;?;?;?;?;178;-26
-43.0;-915.0;1629;?;2820;?;?;1629;?;-156;-19
?;?;?;?;1123;-473.0;?;-199;?;-374;-14
?;-685.0;-952;3427;?;-318.0;299.0;-952;-8.0;-495;-11
17.0;?;683;2194;253;-129.0;292.0;?;1.0;-6;?
5.0;-76.0;?;2008;-1243;-42.0;285.0;1775;12.0;660;-21
7.0;-151.0;1321;?;-378;-200.0;?;1321;22.0;207;-23
-6.0;-258.0;663;-486;1058;-281.0;275.0;663;36.0;-982;-34
-68.0;?;?;-605;1110;-102.0;269.0;665;49.0;-1084;-34
-160.0;-8.0;?;-12;781;55.0;262.0;459;59.0;-205;?
-73.0;?;248;-49;707;91.0;253.0;?;?;167;-38
-187.0;-86.0;?;42;?;-154.0;247.0;268;69.0;23;-36
-432.0;-501.0;137;0;700;-452.0;235.0;137;76.0;3;-37
?;-734.0;66;?;664;-330.0;?;66;80.0;28;-37
-137.0;-480.0;64;?;663;-114.0;?;64;?;43;-37
-116.0;?;?;20;680;-190.0;228.0;62;69.0;13;-37
-134.0;-191.0;23;?;669;-1163.0;231.0;?;56.0;-3;-37
?;-2302.0;75;12;666;?;237.0;75;37.0;3;-38
-278.0;-3527.0;2;?;?;-3094.0;241.0;2;12.0;-26;-37
-265.0;-3494.0;-129;3;?;-3077.0;249.0;-129;-13.0;-23;-39
?;-2845.0;-133;?;579;-2715.0;260.0;?;-46.0;-20;-42
-274.0;-2594.0;-234;?;619;?;271.0;-234;?;3;?
?;-2710.0;183;-49;?;-2754.0;?;183;-126.0;60;-52
-341.0;-2732.0;218;-287;840;-2600.0;305.0;218;-169.0;?;-60
-380.0;-2614.0;487;-127;734;-2346.0;319.0;487;-206.0;79;?
-387.0;-2207.0;2233;?;350;-1985.0;336.0;?;?;179;-76
-360.0;?;?;582;311;-1736.0;?;3179;-285.0;291;-80
?;-1659.0;?;?;471;-1607.0;362.0;3017;-320.0;424;-75
?;?;?;259;?;-1463.0;372.0;?;?;?;-73
-278.0;-1552.0;2512;294;642;-1377.0;385.0;2512;-366.0;444;-71
-216.0;?;2288;?;627;?;393.0;2288;?;440;?
-135.0;-1117.0;1880;0;1115;-709.0;398.0;1880;-411.0;?;-60
-183.0;-789.0;2507;-67;1232;-793.0;406.0;2507;-438.0;?;-53
-193.0;-761.0;?;45;1080;?;?;2656;-466.0;?;-50
?;-948.0;?;-28;1120;-958.0;415.0;2176;-496.0;439;-47
-122.0;-1218.0;1947;-21;1111;-1195.0;422.0;?;-522.0;422;?
-117.0;-1324.0;1631;88;1083;-1326.0;?;1631;-530.0;?;?
-148.0;-1292.0;1478;?;1261;-1354.0;429.0;1478;-531.0;978;-41
-148.0;?;1033;242;1429;-1309.0;434.0;1033;?;?;-40
-154.0;-1320.0;?;141;?;-1259.0;437.0;1125;-556.0;573;?
-165.0;-1261.0;?;?;1113;-1151.0;442.0;2804;-577.0;-539;-42
