InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-581.0;42.0;633.0;-4;-81.0;736;-4;-345.0;609.0
-585.0;35.0;566.0;-13;-93.0;728;-13;-166.0;372.0
-525.0;-3.0;475.0;38;-152.0;729;38;-130.0;297.0
-441.0;21.0;388.0;21;?;?;21;?;385.0
-385.0;27.0;292.0;?;-233.0;731;-17;-180.0;145.0
-341.0;69.0;172.0;21;?;729;21;-119.0;-16.0
-304.0;102.0;74.0;?;-198.0;?;26;-74.0;-146.0
-243.0;98.0;60.0;17;-124.0;?;17;-96.0;?
-221.0;-31.0;149.0;4;-94.0;734;4;?;-55.0
?;?;136.0;-1;-84.0;?;-1;75.0;184.0
?;130.0;?;42;-98.0;730;42;?;103.0
-136.0;222.0;257.0;53;-88.0;727;53;-36.0;-77.0
-142.0;412.0;?;18;?;727;18;-51.0;-133.0
-173.0;552.0;?;11;-71.0;727;11;-84.0;-424.0
-96.0;651.0;?;25;-80.0;?;25;-393.0;-295.0
-50.0;258.0;256.0;21;-139.0;729;21;?;?
?;64.0;-109.0;?;-74.0;731;16;?;457.0
26.0;?;-139.0;39;-37.0;?;39;126.0;22.0
48.0;103.0;79.0;57;-69.0;713;57;?;-342.0
85.0;50.0;21.0;?;-103.0;726;27;-279.0;-330.0
138.0;44.0;-64.0;-3;?;729;-3;-213.0;?
138.0;?;?;-28;-95.0;723;-28;?;-220.0
?;131.0;?;?;-179.0;726;-49;-268.0;-306.0
154.0;169.0;?;-45;-205.0;727;-45;-294.0;?
?;363.0;-104.0;-45;-262.0;?;-45;-355.0;5.0
174.0;527.0;-131.0;-43;-307.0;?;-43;-493.0;-231.0
171.0;690.0;-223.0;?;-348.0;723;-31;?;-414.0
170.0;885.0;?;-43;?;724;-43;-887.0;-728.0
177.0;?;-403.0;-25;-348.0;734;-25;?;-1324.0
150.0;1511.0;-458.0;27;-385.0;729;27;-1337.0;?
141.0;1696.0;?;6;-509.0;?;6;?;-2555.0
152.0;?;-256.0;?;-720.0;?;-40;-1929.0;-2481.0
157.0;1793.0;-199.0;17;-852.0;721;17;-1699.0;-2278.0
130.0;1838.0;-219.0;4;?;739;4;-1640.0;-2175.0
?;1480.0;-53.0;123;-853.0;?;123;?;-2280.0
125.0;898.0;?;297;?;754;?;-1385.0;-2413.0
79.0;728.0;?;1130;-964.0;717;1130;-1071.0;-2198.0
147.0;?;-225.0;2886;-966.0;399;2886;-1200.0;-1670.0
122.0;367.0;-85.0;?;-1028.0;455;3191;-1373.0;-1480.0
53.0;196.0;-137.0;2799;-1012.0;702;2799;?;-1575.0
-7.0;30.0;-401.0;2358;-1025.0;?;2358;-1231.0;-1583.0
-15.0;-55.0;-422.0;1106;?;845;1106;-975.0;-1494.0
-20.0;-79.0;-503.0;775;-1140.0;886;775;?;-1265.0
0.0;-16.0;-544.0;727;-1222.0;885;727;-665.0;-963.0
67.0;227.0;-339.0;?;-1434.0;902;1079;-830.0;-988.0
3.0;372.0;-21.0;?;?;921;1810;-1236.0;?
-27.0;405.0;139.0;2134;-1388.0;1001;2134;-1505.0;-1529.0
-55.0;245.0;205.0;2102;-1240.0;993;2102;-1681.0;-1551.0
?;?;163.0;1609;?;994;1609;?;-1180.0
-108.0;-152.0;150.0;1431;-822.0;1035;1431;-1115.0;?
-122.0;-392.0;?;477;-595.0;910;477;-749.0;-173.0
-206.0;?;110.0;?;-465.0;753;92;?;?
-143.0;-356.0;79.0;-125;-402.0;807;-125;-558.0;22.0
-174.0;-276.0;?;-1268;-464.0;990;-1268;-439.0;-84.0
?;?;162.0;49;-518.0;?;49;?;-55.0
-234.0;-25.0;56.0;?;-546.0;558;?;-377.0;-89.0
-322.0;248.0;-38.0;789;-641.0;-185;789;-433.0;?
-406.0;?;-9.0;653;-690.0;-1380;653;-720.0;?
-430.0;543.0;39.0;-52;-702.0;?;-52;-868.0;-862.0
-517.0;695.0;114.0;-1805;?;?;-1805;-953.0;-1050.0
?;778.0;?;-2330;-499.0;?;-2330;?;-1213.0
?;?;?;-884;-497.0;101;-884;-768.0;?
-401.0;844.0;?;-154;-520.0;1070;-154;-776.0;-1073.0
-290.0;799.0;269.0;?;?;639;-313;?;?
-266.0;710.0;242.0;-109;-434.0;?;-109;-393.0;-687.0
-206.0;597.0;219.0;-62;-316.0;822;-62;-227.0;?
-31.0;473.0;320.0;?;-151.0;697;?;-153.0;-224.0
255.0;241.0;?;?;-9.0;?;51;215.0;84.0
278.0;97.0;?;?;176.0;?;-15;680.0;601.0
184.0;72.0;420.0;8;243.0;749;8;619.0;847.0
-37.0;-116.0;361.0;?;?;740;-49;269.0;630.0
-203.0;-283.0;55.0;-50;?;733;-50;-90.0;185.0
?;-360.0;65.0;?;-37.0;?;-27;-455.0;-412.0
750.0;-406.0;?;3;265.0;730;3;-540.0;-503.0
629.0;-582.0;25.0;66;100.0;735;66;-287.0;-367.0
262.0;-774.0;1.0;114;195.0;726;114;23.0;-205.0
32.0;-831.0;?;95;104.0;710;?;198.0;-87.0
?;-723.0;-111.0;26;?;738;26;219.0;?
-35.0;-580.0;-185.0;-24;?;?;-24;185.0;199.0
-9.0;-413.0;-218.0;-59;33.0;?;?;-26.0;117.0
-40.0;-293.0;?;-239;135.0;846;-239;-200.0;-69.0
34.0;?;-238.0;-949;127.0;904;?;-175.0;?
?;-48.0;-247.0;-1973;210.0;919;-1973;?;-127.0
162.0;75.0;-234.0;-2042;?;1070;-2042;?;122.0
247.0;161.0;-106.0;-1818;480.0;1621;-1818;275.0;215.0
?;295.0;-45.0;-2769;407.0;1147;-2769;440.0;179.0
?;318.0;?;-2157;244.0;535;-2157;594.0;366.0
311.0;290.0;30.0;-8;566.0;857;-8;727.0;797.0
307.0;344.0;63.0;1157;?;871;1157;?;1033.0
-129.0;344.0;35.0;?;?;907;?;1052.0;1203.0
62.0;152.0;77.0;2112;594.0;1110;2112;1088.0;1220.0
178.0;-126.0;?;2237;?;789;2237;1030.0;?
244.0;-201.0;?;?;1451.0;?;1648;?;995.0
?;?;-361.0;-105;1565.0;1176;?;1688.0;1384.0
-145.0;-495.0;-318.0;?;1515.0;1339;-439;1915.0;1889.0
-143.0;-422.0;-203.0;?;1437.0;894;717;1826.0;1961.0
-58.0;-253.0;-121.0;501;1391.0;?;501;?;1593.0
7.0;-109.0;-120.0;-3007;1401.0;174;-3007;1291.0;1104.0
61.0;-7.0;-202.0;?;1287.0;3542;-2815;1280.0;?
127.0;?;?;?;?;740;?;1222.0;724.0
156.0;-22.0;?;?;1048.0;932;-293;1132.0;778.0
?;-40.0;-129.0;-444;859.0;1006;-444;1096.0;852.0
153.0;-30.0;-78.0;-64;750.0;481;-64;1171.0;995.0
105.0;61.0;-12.0;-242;?;?;?;1188.0;1028.0
?;269.0;?;?;605.0;623;?;899.0;869.0
136.0;397.0;432.0;?;?;747;?;631.0;572.0
173.0;?;524.0;29;657.0;738;29;?;482.0
?;356.0;?;91;793.0;?;?;1004.0;722.0
-149.0;269.0;277.0;31;713.0;752;31;595.0;844.0
-47.0;?;?;88;563.0;717;88;354.0;515.0
491.0;?;-85.0;1;?;732;1;?;63.0
?;?;-101.0;-90;477.0;725;?;-42.0;-76.0
525.0;-610.0;-77.0;-180;144.0;724;-180;33.0;?
?;-770.0;?;?;-174.0;744;-266;?;356.0
125.0;-727.0;-200.0;-107;-137.0;820;?;?;489.0
49.0;-539.0;-257.0;-92;-191.0;836;-92;37.0;330.0
12.0;-446.0;-238.0;?;?;865;-115;?;?
-86.0;-423.0;-211.0;-1361;-96.0;724;-1361;-346.0;?
-65.0;-300.0;-157.0;-3276;-12.0;598;-3276;-418.0;-518.0
-67.0;-196.0;?;-2832;36.0;?;-2832;-284.0;-420.0
?;-116.0;-167.0;?;37.0;597;-1946;?;-149.0
30.0;?;-169.0;-1439;168.0;612;-1439;89.0;64.0
?;36.0;-108.0;-1431;?;1220;-1431;63.0;10.0
43.0;80.0;-189.0;?;191.0;1096;-1272;?;73.0
-144.0;155.0;-246.0;1097;67.0;682;?;328.0;305.0
28.0;?;?;?;?;757;2181;404.0;493.0
-108.0;482.0;?;1896;-385.0;?;1896;193.0;454.0
130.0;408.0;299.0;2021;44.0;911;2021;460.0;477.0
361.0;213.0;230.0;1582;724.0;1174;1582;205.0;298.0
212.0;-137.0;-165.0;1750;?;?;1750;1085.0;398.0
-25.0;-456.0;-272.0;2166;?;1314;2166;?;1438.0
64.0;?;?;2239;851.0;-117;2239;1629.0;1935.0
?;?;-172.0;?;895.0;-2463;2376;1219.0;1474.0
105.0;?;?;-1189;906.0;-1288;-1189;845.0;689.0
89.0;-71.0;?;-2930;897.0;?;-2930;739.0;?
-8.0;?;-241.0;78;853.0;1587;78;671.0;214.0
-68.0;-20.0;-97.0;?;?;853;-289;656.0;?
-65.0;42.0;?;-443;462.0;706;-443;584.0;575.0
7.0;136.0;33.0;?;249.0;655;376;551.0;558.0
115.0;262.0;90.0;-198;168.0;?;-198;564.0;450.0
0.0;450.0;286.0;?;196.0;?;220;313.0;253.0
-25.0;556.0;?;?;150.0;725;?;?;121.0
77.0;579.0;508.0;-10;238.0;740;-10;331.0;?
284.0;669.0;601.0;82;231.0;712;82;?;77.0
-24.0;532.0;415.0;-24;39.0;734;-24;-129.0;-96.0
-119.0;86.0;15.0;27;-47.0;719;27;-232.0;?
272.0;-58.0;?;-3;?;?;?;?;?
?;-184.0;-64.0;-45;-45.0;727;?;?;-909.0
20.0;-364.0;-162.0;-33;-628.0;728;-33;-447.0;-581.0
-22.0;?;?;-120;?;?;-120;?;-182.0
-91.0;-378.0;?;-173;-672.0;754;-173;-698.0;-62.0
-144.0;-259.0;-309.0;-108;-577.0;783;?;-793.0;-444.0
?;-245.0;?;-131;?;?;?;-855.0;-905.0
?;-291.0;-329.0;-132;-331.0;776;-132;?;-1122.0
-9.0;-315.0;-268.0;-106;?;782;-106;-781.0;-1028.0
?;-381.0;-227.0;-162;-360.0;771;-162;-363.0;-533.0
-7.0;-360.0;?;-72;?;793;-72;124.0;-38.0
3.0;-279.0;-143.0;-190;-41.0;746;-190;160.0;248.0
149.0;-160.0;-108.0;-166;?;621;-166;212.0;205.0
-25.0;-33.0;-158.0;112;-70.0;672;112;359.0;?
41.0;116.0;-181.0;?;194.0;712;-7;249.0;366.0
?;371.0;109.0;840;267.0;609;840;100.0;133.0
12.0;481.0;156.0;1973;-252.0;591;?;317.0;?
-62.0;275.0;101.0;2302;113.0;869;2302;403.0;?
200.0;226.0;92.0;2187;298.0;1030;2187;2.0;80.0
-111.0;-85.0;-142.0;2304;378.0;1437;2304;602.0;?
-140.0;-294.0;-209.0;2954;354.0;950;2954;903.0;866.0
?;?;-182.0;?;427.0;-2296;?;918.0;1064.0
-171.0;-108.0;-163.0;-1827;546.0;-2637;-1827;651.0;?
-131.0;?;-142.0;-2911;476.0;51;-2911;514.0;287.0
-148.0;114.0;-11.0;-1524;424.0;?;-1524;?;164.0
-212.0;195.0;?;1102;?;2350;1102;451.0;274.0
-236.0;252.0;?;282;34.0;1417;282;453.0;376.0
-275.0;?;97.0;?;-95.0;462;-631;389.0;?
-216.0;450.0;?;139;-317.0;911;139;202.0;210.0
10.0;522.0;224.0;?;-361.0;?;?;-64.0;-17.0
93.0;?;315.0;-219;-359.0;?;-219;?;-397.0
129.0;335.0;?;-265;-199.0;671;-265;-339.0;-497.0
139.0;205.0;?;-208;?;666;?;18.0;-180.0
256.0;206.0;324.0;72;-159.0;769;72;-171.0;?
-59.0;-91.0;?;33;?;?;33;?;-177.0
-234.0;-425.0;-61.0;-6;-150.0;708;-6;-746.0;-566.0
-57.0;-422.0;-145.0;-53;-320.0;700;-53;-1221.0;-1080.0
98.0;?;-133.0;?;-650.0;695;-65;-1294.0;?
24.0;?;?;-27;-997.0;674;-27;?;-994.0
?;?;-185.0;-193;-1045.0;?;?;-732.0;?
-86.0;-569.0;-153.0;?;-1075.0;710;-489;-855.0;-472.0
-142.0;-513.0;-260.0;-295;?;812;?;-1095.0;?
-160.0;?;-357.0;-460;-792.0;885;?;?;-989.0
-166.0;-446.0;-393.0;?;-758.0;797;?;?;-1043.0
-194.0;-362.0;-331.0;-1737;-636.0;1052;?;-665.0;-853.0
-106.0;-217.0;-205.0;-1630;-551.0;803;-1630;-457.0;-501.0
-39.0;-34.0;-100.0;-1590;?;1338;-1590;-374.0;-341.0
45.0;135.0;0.0;?;-329.0;1916;-1208;-515.0;-490.0
-78.0;?;90.0;-917;-184.0;735;-917;-678.0;-764.0
8.0;505.0;148.0;-231;-427.0;550;-231;?;-714.0
-20.0;629.0;?;589;-221.0;?;589;-305.0;-376.0
192.0;709.0;628.0;?;?;406;1108;?;-204.0
?;742.0;676.0;?;-994.0;?;1603;120.0;45.0
-57.0;544.0;588.0;?;-663.0;582;2033;396.0;701.0
148.0;568.0;605.0;2457;-457.0;?;2457;-1054.0;-339.0
-69.0;?;?;2774;?;1126;2774;-1099.0;?
-129.0;?;45.0;2724;-1084.0;?;2724;?;-817.0
?;-99.0;31.0;2317;-1049.0;656;2317;-697.0;-690.0
-128.0;?;27.0;2796;?;?;2796;?;-764.0
-135.0;-234.0;-81.0;?;-828.0;-1189;?;?;?
?;-392.0;-164.0;458;-751.0;?;458;-861.0;?
-317.0;?;-249.0;1304;-881.0;-337;?;-619.0;-764.0
-413.0;?;-266.0;-117;-1064.0;3253;?;-311.0;-318.0
?;-732.0;-283.0;-1882;-1125.0;2774;-1882;-313.0;-350.0
-427.0;-866.0;-249.0;?;-1167.0;282;-721;-550.0;-581.0
?;-977.0;-310.0;-510;-1221.0;?;-510;?;-560.0
-399.0;?;?;-393;-1171.0;791;-393;?;-472.0
-398.0;-1078.0;-122.0;?;-1157.0;578;-114;-416.0;-557.0
-380.0;-973.0;-41.0;-243;?;?;-243;-275.0;-438.0
-333.0;-922.0;98.0;-87;-845.0;?;-87;?;-345.0
?;-981.0;550.0;-46;-572.0;719;-46;?;-335.0
?;-1128.0;411.0;-75;-295.0;699;-75;155.0;215.0
-692.0;?;?;-17;-448.0;694;-17;-6.0;509.0
?;?;-161.0;-2;?;?;-2;43.0;819.0
-929.0;-1801.0;-79.0;?;-736.0;695;?;130.0;?
?;-1803.0;-40.0;-27;-1176.0;?;?;293.0;?
-491.0;?;84.0;-19;-1429.0;?;-19;107.0;1277.0
-526.0;-1666.0;65.0;-45;-1365.0;703;?;214.0;?
-471.0;-1027.0;-7.0;-38;-1168.0;698;-38;331.0;1024.0
-342.0;-456.0;?;-32;-1047.0;697;-32;-88.0;13.0
-293.0;140.0;344.0;-37;?;698;-37;?;?
-180.0;530.0;?;-32;-789.0;702;?;-753.0;-335.0
-57.0;284.0;475.0;-23;-610.0;716;-23;-729.0;1540.0
?;396.0;?;-15;-431.0;708;-15;482.0;268.0
?;114.0;-943.0;?;-223.0;697;-2;?;?
104.0;332.0;-1663.0;44;-65.0;705;?;291.0;-4373.0
244.0;?;?;73;23.0;?;?;-2297.0;-4062.0
?;34.0;-1570.0;26;80.0;?;?;-2511.0;-4603.0
322.0;74.0;-1981.0;10;89.0;708;10;?;-4706.0
325.0;-760.0;-1094.0;?;198.0;709;?;-2935.0;-3677.0
390.0;-494.0;-914.0;?;129.0;709;61;-2095.0;-2944.0
548.0;921.0;-333.0;48;-327.0;703;48;?;-1091.0
535.0;1264.0;?;45;?;696;45;-2086.0;1607.0
449.0;771.0;723.0;48;-377.0;?;48;?;-132.0
320.0;425.0;1138.0;45;-56.0;698;45;1865.0;?
?;299.0;?;44;150.0;?;?;3667.0;?
157.0;-269.0;239.0;?;190.0;718;?;3732.0;2047.0
?;-268.0;?;118;?;?;?;1907.0;2055.0
-65.0;?;130.0;153;-138.0;?;?;?;-76.0
-9.0;-3.0;77.0;112;-22.0;715;112;-1495.0;-864.0
-7.0;?;50.0;12;?;?;12;-415.0;-147.0
88.0;-903.0;-70.0;4;733.0;723;4;707.0;590.0
?;-1083.0;-325.0;20;827.0;716;?;1188.0;993.0
?;?;-403.0;46;?;721;46;1024.0;441.0
?;-1012.0;?;31;675.0;714;31;465.0;164.0
192.0;?;-288.0;?;580.0;713;64;234.0;399.0
229.0;-861.0;-321.0;226;526.0;743;226;268.0;485.0
198.0;-739.0;-436.0;?;497.0;?;?;?;530.0
?;-296.0;?;?;?;697;360;595.0;?
8.0;566.0;?;?;530.0;657;622;761.0;1476.0
-117.0;?;-1023.0;783;613.0;260;783;306.0;98.0
-256.0;210.0;-504.0;?;668.0;336;-327;-89.0;-192.0
-354.0;?;?;-1925;699.0;254;-1925;1008.0;1497.0
-335.0;-497.0;-393.0;-2417;707.0;52;-2417;?;?
-361.0;-231.0;-168.0;-2331;657.0;1100;-2331;?;1121.0
-409.0;-610.0;?;-1237;589.0;817;-1237;1089.0;342.0
-269.0;-687.0;-317.0;-64;817.0;1315;-64;1271.0;459.0
-86.0;-41.0;-309.0;-19;1004.0;2208;-19;577.0;741.0
-17.0;49.0;?;99;1039.0;690;?;434.0;476.0
65.0;-222.0;-674.0;242;1041.0;654;242;?;302.0
131.0;-303.0;-943.0;40;1112.0;899;40;1090.0;?
208.0;-458.0;-880.0;?;1204.0;533;-39;?;53.0
241.0;-749.0;-746.0;18;?;770;18;?;-114.0
?;-601.0;-783.0;49;1173.0;672;49;?;-8.0
299.0;-282.0;-768.0;37;?;690;37;907.0;266.0
275.0;-430.0;-709.0;-40;916.0;716;?;907.0;?
?;-530.0;-888.0;-42;838.0;680;?;1160.0;-503.0
162.0;?;-822.0;39;732.0;726;39;1025.0;-244.0
128.0;-460.0;-498.0;22;625.0;699;22;872.0;85.0
146.0;?;-390.0;36;581.0;719;36;1042.0;?
177.0;?;?;?;553.0;?;?;1496.0;2956.0
?;-1705.0;-217.0;10;530.0;669;10;?;3629.0
289.0;-1829.0;-246.0;6;525.0;939;6;?;2355.0
?;-1939.0;-298.0;22;604.0;?;?;1519.0;970.0
292.0;-1163.0;?;-16;501.0;821;-16;1041.0;?
238.0;-934.0;-199.0;?;336.0;797;-14;572.0;1118.0
186.0;-905.0;-71.0;-15;261.0;796;-15;605.0;-665.0
165.0;-671.0;-40.0;?;229.0;735;0;457.0;107.0
91.0;-470.0;53.0;?;200.0;710;5;418.0;610.0
46.0;?;?;?;155.0;700;-12;231.0;395.0
33.0;-301.0;?;-16;197.0;701;-16;182.0;-333.0
?;-355.0;-29.0;-37;156.0;?;?;223.0;-267.0
?;-404.0;-92.0;-38;89.0;699;-38;306.0;42.0
-62.0;-423.0;-214.0;-1;?;697;?;?;180.0
?;-651.0;-132.0;7;63.0;696;?;595.0;517.0
-97.0;?;-11.0;?;42.0;696;8;714.0;128.0
-51.0;-920.0;176.0;-1;-24.0;696;-1;379.0;445.0
-55.0;-768.0;?;-36;?;697;-36;94.0;-442.0
-55.0;-779.0;144.0;-28;-176.0;?;-28;?;?
?;?;106.0;-18;?;701;-18;?;?
-57.0;-759.0;84.0;-35;-210.0;699;-35;324.0;30.0
?;?;134.0;-3;-211.0;703;?;185.0;-244.0
-55.0;?;116.0;?;-255.0;706;27;139.0;-249.0
-51.0;-592.0;-41.0;5;?;699;5;200.0;-327.0
-52.0;-189.0;?;4;?;698;4;20.0;-503.0
?;?;-295.0;7;-379.0;?;7;?;-812.0
32.0;?;?;3;?;?;3;-297.0;-641.0
-25.0;-226.0;-179.0;10;-274.0;706;10;-38.0;-420.0
-9.0;-171.0;-194.0;?;-224.0;702;50;67.0;-332.0
5.0;-216.0;-49.0;87;-157.0;699;87;21.0;-364.0
?;20.0;-45.0;83;-151.0;698;83;-79.0;-661.0
7.0;502.0;?;82;-126.0;?;?;?;-1746.0
?;705.0;-261.0;-7;-129.0;687;?;-865.0;-2918.0
?;404.0;-134.0;107;-83.0;?;107;-848.0;?
24.0;161.0;-172.0;-11;-24.0;689;-11;?;-1691.0
-42.0;194.0;-243.0;42;?;693;42;42.0;-626.0
-81.0;221.0;-89.0;838;115.0;?;838;16.0;373.0
?;237.0;196.0;1445;?;?;1445;-107.0;?
?;439.0;506.0;2262;98.0;?;2262;?;1906.0
-319.0;942.0;555.0;883;59.0;339;883;63.0;1791.0
-433.0;1779.0;?;-1685;-62.0;-121;-1685;21.0;351.0
-476.0;?;513.0;?;-141.0;-72;?;-1224.0;-1720.0
-489.0;2661.0;1114.0;?;-160.0;514;?;-2764.0;-4075.0
-496.0;3164.0;1534.0;?;?;717;665;?;?
-349.0;3130.0;1936.0;1456;-88.0;618;1456;-4442.0;-6377.0
?;3052.0;1999.0;2367;-244.0;793;2367;?;-5481.0
-214.0;2502.0;?;2456;?;824;2456;-2791.0;-4198.0
-66.0;1726.0;?;?;-628.0;1354;833;-1936.0;-2381.0
?;1307.0;1366.0;?;-805.0;2240;178;-1480.0;-988.0
180.0;?;1064.0;-437;-956.0;?;-437;-1641.0;-659.0
198.0;957.0;870.0;-724;-1186.0;517;-724;-1890.0;-1143.0
176.0;696.0;733.0;103;-1289.0;835;103;?;?
177.0;399.0;?;125;?;?;125;-1993.0;-2206.0
77.0;497.0;710.0;-113;-1632.0;714;-113;-1748.0;-986.0
56.0;626.0;936.0;-22;-1855.0;733;-22;-1629.0;-441.0
114.0;?;?;-24;?;668;-24;-1887.0;-949.0
-15.0;734.0;1237.0;-102;-2189.0;?;-102;-2212.0;-1717.0
-266.0;850.0;1363.0;-111;-2168.0;700;-111;-2321.0;-2171.0
?;996.0;?;-86;?;712;-86;-2483.0;-2528.0
-773.0;978.0;1090.0;-86;-2272.0;712;?;-2616.0;-2640.0
-759.0;765.0;863.0;?;-1833.0;708;-87;?;-2511.0
-740.0;639.0;580.0;?;-1442.0;713;-79;-2263.0;-2378.0
?;612.0;398.0;-81;-1413.0;714;-81;-1559.0;?
-495.0;607.0;367.0;-116;-1409.0;704;-116;-901.0;-977.0
-438.0;582.0;400.0;-125;-1371.0;701;-125;-606.0;?
-314.0;647.0;436.0;-92;-1275.0;713;-92;-701.0;-215.0
-305.0;719.0;452.0;-76;-1213.0;725;-76;?;?
-313.0;812.0;286.0;-72;?;?;-72;-1113.0;-1029.0
-297.0;923.0;266.0;-137;-1205.0;739;?;-1250.0;-1364.0
-321.0;1027.0;380.0;-83;-1210.0;?;?;-1436.0;-1509.0
-352.0;1035.0;451.0;-177;-1412.0;?;-177;?;-1582.0
-349.0;?;?;-288;-1515.0;?;?;-1638.0;-1639.0
-359.0;885.0;328.0;-199;-1609.0;728;-199;?;-1672.0
?;798.0;164.0;-865;?;814;?;-1656.0;-1712.0
-389.0;603.0;-53.0;?;-1519.0;899;?;-1695.0;?
-454.0;?;?;?;-1501.0;967;306;?;-1800.0
-444.0;212.0;-341.0;1904;-1370.0;737;?;?;-1666.0
?;?;-339.0;?;-1199.0;?;?;-1510.0;-1546.0
-361.0;-289.0;-370.0;8225;-1158.0;561;8225;-1256.0;-1471.0
-302.0;-511.0;-466.0;7180;-1122.0;905;7180;-934.0;-1108.0
-236.0;-721.0;?;3944;-1197.0;937;?;-597.0;-611.0
-371.0;-812.0;-655.0;559;-1317.0;1084;559;-75.0;-56.0
-236.0;-872.0;-743.0;-409;-1525.0;1014;-409;111.0;?
-223.0;-548.0;?;105;-2131.0;756;105;?;460.0
-129.0;?;?;1388;-1550.0;877;?;-900.0;?
-86.0;138.0;141.0;2989;-1326.0;885;2989;-1693.0;-1181.0
-139.0;180.0;144.0;3575;-1085.0;993;3575;?;-1821.0
-288.0;199.0;103.0;3318;?;?;?;?;-1627.0
-390.0;209.0;88.0;3094;-1023.0;986;3094;?;-1084.0
-362.0;?;?;3113;-705.0;1257;3113;-1088.0;-776.0
-365.0;210.0;104.0;?;?;-306;?;-933.0;-553.0
-368.0;247.0;49.0;1616;?;-766;1616;?;-582.0
-189.0;220.0;168.0;2496;-477.0;?;2496;-792.0;-731.0
-229.0;316.0;?;1646;-638.0;-305;1646;?;-729.0
-232.0;450.0;286.0;-1534;-669.0;2017;-1534;?;-636.0
-159.0;?;226.0;-777;?;2009;-777;-734.0;-700.0
-191.0;508.0;173.0;360;-750.0;965;360;-631.0;-712.0
-213.0;?;168.0;-532;-763.0;1171;-532;-640.0;-658.0
-245.0;509.0;198.0;?;?;923;?;-574.0;-579.0
-219.0;490.0;?;-71;?;729;-71;-611.0;?
-143.0;?;?;150;-392.0;739;?;?;-709.0
-56.0;424.0;299.0;166;-430.0;721;166;-421.0;-612.0
139.0;375.0;?;120;?;712;120;?;-176.0
221.0;399.0;431.0;?;-590.0;727;?;147.0;?
-34.0;401.0;587.0;111;-434.0;723;111;-336.0;?
-298.0;59.0;486.0;?;-30.0;709;116;?;-393.0
14.0;?;?;59;-213.0;707;59;-1050.0;-668.0
271.0;?;?;25;-183.0;709;?;-1016.0;-899.0
589.0;-761.0;?;49;-371.0;704;49;-502.0;-549.0
?;-890.0;94.0;-176;-242.0;729;-176;-105.0;123.0
335.0;-828.0;87.0;30;-122.0;703;?;-153.0;429.0
219.0;-798.0;-19.0;?;-123.0;?;220;-205.0;351.0
?;-638.0;-158.0;204;-49.0;797;204;-211.0;108.0
196.0;?;-81.0;375;170.0;?;375;-282.0;-274.0
166.0;-330.0;11.0;-1124;172.0;?;-1124;?;?
119.0;-155.0;100.0;-1410;231.0;847;-1410;-501.0;-698.0
62.0;?;137.0;?;210.0;1057;-618;-364.0;-514.0
59.0;61.0;148.0;-1925;368.0;1381;-1925;-75.0;-273.0
?;?;?;-2773;595.0;849;-2773;159.0;-66.0
?;?;?;-2853;674.0;?;-2853;265.0;-51.0
-1.0;560.0;-10.0;?;?;?;-1590;331.0;?
?;460.0;-97.0;891;?;762;891;489.0;-33.0
378.0;369.0;-31.0;2194;616.0;856;2194;567.0;?
233.0;321.0;-94.0;2065;?;928;2065;708.0;553.0
67.0;66.0;-209.0;?;573.0;994;1479;1055.0;953.0
141.0;-238.0;-140.0;1553;1155.0;841;1553;1145.0;1209.0
94.0;-448.0;-438.0;1184;?;1284;1184;1560.0;1253.0
93.0;-679.0;-611.0;?;1325.0;1182;1746;2134.0;1771.0
103.0;-653.0;-547.0;2178;1313.0;893;?;2116.0;2086.0
-41.0;-490.0;-447.0;?;1254.0;880;2215;1710.0;1894.0
-28.0;-354.0;?;?;1218.0;-6;?;1307.0;1306.0
-30.0;-98.0;?;-2160;1206.0;619;-2160;1191.0;870.0
-67.0;?;-298.0;-3064;?;1493;?;?;524.0
-88.0;260.0;-97.0;-642;879.0;1077;-642;779.0;436.0
-69.0;?;?;-1022;675.0;?;-1022;792.0;546.0
-12.0;?;-30.0;?;541.0;666;-292;807.0;689.0
131.0;320.0;-47.0;136;550.0;679;?;?;?
161.0;?;?;-117;540.0;758;-117;?;?
132.0;310.0;46.0;122;?;690;122;912.0;733.0
104.0;337.0;99.0;-18;591.0;734;?;?;729.0
252.0;391.0;176.0;39;361.0;?;39;1015.0;769.0
?;501.0;346.0;43;167.0;712;?;715.0;695.0
-110.0;452.0;389.0;-31;?;?;-31;113.0;247.0
-88.0;88.0;?;-39;-132.0;703;?;-416.0;?
67.0;?;?;-38;-320.0;711;?;-1055.0;-917.0
136.0;-185.0;104.0;5;-195.0;705;?;?;-1047.0
196.0;-437.0;3.0;48;?;702;48;-849.0;-664.0
?;-656.0;-46.0;?;?;708;56;-510.0;-294.0
25.0;-734.0;-146.0;76;-150.0;721;76;-426.0;-51.0
-39.0;-731.0;?;53;-44.0;764;53;?;24.0
-104.0;-643.0;?;69;28.0;753;69;?;?
-86.0;-600.0;-162.0;202;?;?;202;-226.0;?
