InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
?;?;-1770;-1245.0;382.0;161;-2503;?;?;3950
?;3794;-1685;-1430.0;?;141;-2586;?;2586;?
?;16;-576;-1624.0;?;?;1008;263;-1008;16
?;-1680;-453;-1629.0;683.0;878;3035;82;-3035;-1680
578;-1389;-669;?;?;469;3334;431;-3334;-1389
436;-1379;?;-737.0;301.0;399;4804;451;-4804;-1379
?;-492;-417;?;95.0;132;4966;620;-4966;-492
367;-9;-274;-470.0;7.0;-139;5413;789;-5413;-9
295;-36;?;?;43.0;-151;5478;858;-5478;-36
?;37;-420;?;?;-188;?;?;-5532;37
-222;533;?;-324.0;466.0;-453;5163;1406;-5163;533
-1348;2936;1451;-174.0;?;-443;4712;2339;-4712;2936
-1491;3660;1813;-116.0;797.0;1636;2852;1964;?;3660
-347;?;1809;-61.0;859.0;2323;-851;1267;851;?
434;-3694;74;-169.0;886.0;-324;-2107;?;2107;-3694
-1251;-6519;-1532;-276.0;987.0;258;-3041;-353;3041;-6519
-126;-3579;-468;?;1112.0;1173;-3138;-271;3138;?
1543;696;?;-438.0;1099.0;?;?;503;2116;696
107;74;-176;?;1057.0;126;-1473;?;1473;74
?;106;-843;-576.0;961.0;?;389;?;-389;106
260;?;-486;?;928.0;218;535;70;-535;563
?;301;-306;?;?;209;8;?;-8;301
57;555;-389;?;496.0;189;350;?;-350;555
-152;337;-344;-330.0;255.0;?;150;374;-150;337
-89;61;?;-44.0;-100.0;142;19;381;-19;61
-50;53;-316;292.0;-688.0;?;?;354;253;?
-97;?;-290;749.0;-1181.0;146;-385;?;385;?
-50;23;?;1019.0;?;117;-271;420;271;23
-77;39;-272;?;-1602.0;?;-277;443;277;39
-77;33;-282;629.0;?;130;-295;447;295;?
-66;16;-283;401.0;-1857.0;133;-307;441;307;16
-75;14;?;372.0;-1997.0;131;-359;455;359;14
-42;-32;-291;558.0;-2229.0;125;?;467;?;-32
-31;-218;?;760.0;?;146;-583;420;583;-218
23;?;-387;960.0;?;192;-788;378;788;?
-29;46;?;?;-2407.0;?;-2087;379;2087;?
17;?;-278;1338.0;-2271.0;176;-4059;555;4059;?
235;-864;-385;?;-1991.0;223;-5295;532;5295;-864
?;-1251;-197;?;-1555.0;341;-5800;?;5800;-1251
623;?;-1040;1272.0;-1094.0;?;?;1041;?;-230
1247;751;-2102;1046.0;-527.0;-490;-4799;?;4799;751
1060;518;-1793;664.0;178.0;?;-4429;1632;4429;518
?;560;-1857;?;863.0;-383;-4568;1682;4568;560
1201;635;-2023;-184.0;1667.0;-486;-5439;1821;5439;635
658;94;-1034;?;2584.0;292;987;892;-987;94
503;?;-500;?;?;?;4947;?;-4947;?
393;212;?;?;2250.0;?;?;601;-3744;?
58;1360;-670;-713.0;1298.0;?;?;571;-5128;1360
91;1387;-690;-776.0;702.0;333;5005;601;?;1387
102;1951;-700;-808.0;?;-802;4828;1408;?;1951
-49;2434;-662;?;?;?;4904;?;?;?
-1304;3413;51;-1087.0;286.0;-1581;5120;2467;-5120;3413
-2046;?;?;-1189.0;125.0;-451;4379;2429;-4379;?
-1699;?;?;-1268.0;236.0;807;?;2083;-3961;?
-1723;4889;1898;-1226.0;476.0;766;4010;2109;-4010;4889
-846;-2894;621;-1072.0;775.0;1450;-457;464;457;?
?;?;-479;-829.0;995.0;727;-2785;124;2785;-2401
-1004;1634;?;-593.0;1017.0;?;-2710;780;?;1634
?;-160;?;-359.0;1012.0;114;-2256;?;?;?
-411;181;-365;-238.0;?;?;14;614;-14;181
?;?;-438;-153.0;956.0;146;29;?;-29;?
-100;118;-459;-76.0;968.0;215;-122;342;122;118
-118;268;-427;105.0;880.0;162;145;404;-145;268
-128;-14;-460;317.0;?;214;-173;350;173;-14
-128;168;?;374.0;787.0;163;?;398;58;168
-95;119;-427;?;312.0;194;-121;357;121;119
-117;113;-396;?;?;165;-122;402;122;113
-124;168;-364;?;?;117;-125;450;125;168
-90;60;-362;743.0;-1198.0;140;-143;?;143;60
-100;-16;-380;607.0;-1626.0;161;?;398;145;-16
-116;57;-365;?;?;162;?;409;?;57
-105;97;?;638.0;-2347.0;171;-290;415;290;97
-102;49;?;767.0;-2550.0;205;?;?;412;?
-91;6;-366;841.0;?;248;-436;348;436;?
?;48;-430;863.0;-2462.0;181;-768;385;768;48
-66;?;-466;769.0;-2209.0;287;?;311;1983;241
23;515;-427;609.0;?;213;?;441;2661;?
?;679;?;452.0;-1410.0;319;-3508;375;?;679
-43;109;-665;329.0;-928.0;268;-6096;?;6096;?
283;443;-1286;61.0;-325.0;-830;-7325;1822;?;443
-55;3293;-2081;?;455.0;?;-5484;1840;?;?
-57;3350;-2191;-708.0;1279.0;1133;-1293;?;?;3350
439;802;?;-1190.0;?;1126;?;?;-1879;802
?;?;-611;?;2786.0;?;?;?;-1888;?
292;282;-965;-2064.0;3220.0;?;2314;?;-2314;282
132;-271;-814;-1885.0;3184.0;782;3996;409;-3996;-271
?;599;-693;?;2436.0;516;?;?;-4880;599
-206;1331;-731;-810.0;1462.0;234;?;679;-4941;?
?;1968;-693;-641.0;880.0;-159;?;831;-5093;?
-293;2093;-498;?;619.0;-1003;5105;1426;-5105;2093
-505;1929;186;-697.0;449.0;-1480;?;2014;-5312;1929
-706;2519;?;-742.0;344.0;-2029;5891;2160;-5891;2519
?;1153;?;-811.0;337.0;-28;4174;2181;-4174;1153
-1124;1585;5278;-816.0;352.0;3480;1619;2956;-1619;1585
?;1460;3231;-637.0;433.0;2474;926;1900;?;1460
-1060;-2333;-1451;-404.0;597.0;?;?;-449;944;-2333
-2269;-1832;?;?;668.0;?;-3311;526;?;-1832
-639;-1384;849;35.0;623.0;?;-2362;1538;2362;-1384
475;-1297;-274;314.0;556.0;-332;-630;826;630;-1297
-521;488;-201;?;574.0;?;-189;609;?;488
-126;93;-399;592.0;592.0;114;118;?;-118;93
-162;196;?;612.0;472.0;145;76;380;-76;196
-228;230;-378;699.0;189.0;216;-24;373;?;230
-85;?;?;765.0;?;174;10;349;-10;7
-240;188;-377;672.0;-31.0;174;-46;394;46;188
-151;102;?;693.0;?;171;-10;372;10;102
?;135;?;798.0;?;175;8;?;?;135
?;49;?;651.0;-1020.0;147;-4;?;4;49
-143;2;-345;364.0;?;141;-30;396;30;2
-136;18;-335;161.0;-1765.0;146;59;388;-59;?
?;-28;-311;299.0;-2179.0;127;-200;?;200;-28
-120;?;-289;?;-2333.0;118;?;392;122;-28
-109;-156;-266;?;?;135;?;377;?;-156
?;-128;?;390.0;-2202.0;?;-766;354;766;-128
-144;-85;-367;233.0;?;163;-889;297;889;-85
-87;?;-495;97.0;?;?;-3236;286;3236;?
-42;?;-516;-91.0;?;477;-3901;101;3901;-134
-53;-793;-536;-173.0;-379.0;228;?;332;4644;-793
33;-2002;-592;-214.0;247.0;?;-7688;1138;7688;-2002
76;-125;-1264;-339.0;824.0;-820;-5335;1607;?;-125
-28;?;-2253;-480.0;1325.0;-469;-1664;?;1664;1087
164;918;-1336;?;1716.0;808;-815;290;?;918
211;905;?;-795.0;1997.0;1206;846;-141;-846;905
83;173;?;?;2452.0;771;?;263;-1487;173
?;322;-908;-905.0;?;?;1553;216;-1553;322
?;1897;-500;?;2206.0;244;3610;490;-3610;1897
-490;3239;-167;-315.0;1471.0;-141;4516;772;-4516;3239
-393;3768;419;-549.0;952.0;?;4124;?;-4124;?
-514;?;?;-852.0;609.0;-220;3467;1052;-3467;?
-890;5839;1728;?;333.0;-472;2240;1291;-2240;5839
?;4263;1632;-836.0;?;-109;800;976;?;?
-25;1156;?;-824.0;?;802;-1792;452;1792;?
-404;1214;?;-718.0;-326.0;-746;?;?;2639;?
-1007;716;2198;-605.0;?;-1137;-478;?;478;716
-545;-644;-751;-478.0;-368.0;210;624;?;-624;-644
-121;?;222;-305.0;?;25;56;470;-56;-118
-144;-142;223;-122.0;?;?;?;400;48;?
-149;-125;?;-48.0;108.0;?;?;324;?;-125
-145;52;?;-65.0;326.0;32;-50;434;50;52
-146;67;55;-47.0;516.0;?;55;333;-55;67
-124;268;141;?;664.0;60;-18;421;18;268
?;185;90;?;698.0;95;?;?;?;185
-148;193;95;-175.0;681.0;92;-33;373;33;?
-137;143;153;-114.0;373.0;61;-37;400;37;143
-150;44;?;97.0;81.0;94;?;370;21;44
-158;15;31;271.0;-217.0;120;0;349;?;15
-142;-60;102;413.0;-543.0;98;?;368;9;-60
-149;-26;75;451.0;?;101;14;360;-14;-26
?;78;97;?;-789.0;103;83;?;-83;78
-138;49;136;110.0;-789.0;78;67;?;-67;49
-122;?;104;-90.0;-679.0;78;58;387;-58;27
-138;46;104;?;-509.0;90;60;?;-60;46
-123;16;99;-563.0;-330.0;?;-2;?;?;16
-120;71;112;-751.0;-91.0;?;?;?;?;71
-118;77;?;-862.0;135.0;74;-25;377;25;77
-110;39;44;-930.0;459.0;68;-17;393;17;?
?;149;?;-1055.0;660.0;78;?;372;36;?
-92;-103;-20;-1088.0;827.0;?;?;419;182;-103
-48;-61;183;-1072.0;?;26;-226;428;226;-61
-95;-167;153;-1010.0;741.0;90;-64;373;?;-167
-116;-397;-4;-969.0;717.0;48;43;401;-43;-397
139;1276;?;-876.0;608.0;?;-304;345;304;?
?;2405;?;?;519.0;380;-1227;337;1227;2405
?;?;-242;?;369.0;206;-1360;498;?;2000
-50;1495;137;92.0;146.0;-56;?;437;903;1495
?;522;?;?;-366.0;169;-765;?;765;?
?;25;423;811.0;-1108.0;31;-189;157;189;25
101;-37;682;951.0;?;-102;231;?;-231;-37
93;-23;357;1362.0;-2942.0;-46;72;215;?;-23
60;347;204;?;-3994.0;49;-46;?;46;347
?;?;-125;?;-4930.0;?;-141;389;?;441
13;507;-167;2729.0;?;219;?;431;233;?
142;802;-419;2370.0;-5481.0;?;-734;671;734;802
22;1328;?;1621.0;-5013.0;?;-1706;1342;1706;1328
?;?;-399;993.0;-3990.0;832;?;369;1864;2523
-595;1146;404;481.0;-2635.0;286;-1276;-113;1276;?
-75;-1935;-524;-71.0;-1344.0;-734;-1559;?;1559;-1935
-115;-1677;?;?;-20.0;-646;-1490;1085;1490;-1677
-94;-4;193;-1241.0;1141.0;40;-143;313;143;-4
-12;313;237;-1753.0;2048.0;169;256;254;-256;?
-91;112;251;-2096.0;2682.0;124;29;231;?;112
-13;?;?;-2381.0;3074.0;116;143;291;?;346
10;536;154;-2463.0;3420.0;28;-19;398;?;536
-55;?;115;-2413.0;4238.0;77;-70;396;?;228
?;209;129;?;5199.0;128;-1;360;1;209
-47;232;141;-2308.0;?;?;-31;363;31;232
-80;?;153;?;?;?;?;347;66;193
-48;168;?;?;4549.0;?;?;368;30;168
-13;?;137;-3297.0;3537.0;?;-20;391;20;23
-49;9;122;-2522.0;2761.0;76;-62;393;62;9
?;18;?;?;1820.0;82;-37;395;?;18
-13;-11;119;-982.0;981.0;64;?;390;138;-11
-31;-82;110;-582.0;538.0;85;-111;436;111;?
-143;8;39;?;245.0;56;-577;420;577;8
-52;122;379;-263.0;?;43;-1008;250;1008;122
84;108;288;19.0;?;?;-1542;306;?;108
-27;566;-317;?;-411.0;217;-3694;628;3694;566
-77;571;431;864.0;-776.0;86;-5313;661;5313;571
?;-389;206;?;-1185.0;-10;-6890;519;6890;-389
-298;?;577;1418.0;-1544.0;?;-7525;?;7525;272
-471;2830;1516;1509.0;-1615.0;-881;-6961;?;6961;2830
-856;3095;331;1417.0;-1498.0;-17;-5126;1065;5126;3095
-787;646;1185;1126.0;-1248.0;?;564;?;-564;646
-337;?;?;?;-1158.0;1271;?;133;?;?
-384;-857;247;793.0;-1115.0;1085;2948;-33;?;?
-702;-596;869;605.0;-881.0;?;3643;?;-3643;-596
-641;-700;681;298.0;-400.0;?;3671;413;-3671;-700
?;-1068;370;71.0;-113.0;13;5801;879;-5801;-1068
-921;?;204;?;126.0;-526;6356;1311;-6356;-41
-897;-11;-631;-1184.0;260.0;-1133;6360;1933;?;-11
-683;-589;-1420;-1400.0;?;-1394;6840;2494;-6840;-589
361;1260;-2055;?;532.0;?;6407;2812;-6407;1260
1232;3435;?;?;?;807;5118;2475;?;?
687;2661;-2042;-1398.0;749.0;2666;?;1684;?;2661
923;-1426;-1978;-1296.0;801.0;1057;-1585;?;1585;-1426
?;?;-817;-1210.0;?;1299;-3365;937;3365;?
1783;-1317;?;?;980.0;1208;-4757;?;4757;-1317
?;1079;1342;-1058.0;997.0;-1614;-3369;1754;3369;1079
664;-268;-281;?;?;-1079;?;1751;1296;?
-255;?;-41;-871.0;891.0;91;-505;508;505;-352
-113;345;?;-675.0;833.0;-5;?;379;210;345
-130;163;?;-410.0;703.0;131;-90;409;90;163
8;106;315;-73.0;351.0;89;-169;?;169;?
?;-49;196;236.0;?;96;-218;?;218;-49
-72;-39;239;410.0;61.0;?;-413;403;413;-39
-65;?;232;478.0;?;122;-603;413;603;6
-76;?;?;725.0;?;?;?;481;560;-127
-72;-136;?;?;-1116.0;123;-546;453;546;-136
?;?;171;1026.0;-1612.0;99;?;499;560;-127
?;-108;175;1031.0;-2132.0;136;-519;467;?;-108
?;-187;213;1169.0;-2394.0;140;?;455;?;-187
?;?;?;1053.0;?;118;-1142;449;1142;-430
-255;-362;?;745.0;-2573.0;299;-2431;272;?;-362
-162;?;434;?;?;173;-4155;?;4155;-588
-330;?;135;324.0;-2513.0;356;-4478;399;4478;-479
-218;-700;?;480.0;-2473.0;101;-4703;?;?;-700
?;-1800;629;727.0;-2402.0;?;?;2419;6650;-1800
-3146;-1678;-157;936.0;-2254.0;-1507;-5548;3276;5548;?
-1887;-1567;78;?;-2023.0;553;205;985;?;?
-392;-1125;767;1268.0;-1580.0;1044;2927;-114;-2927;-1125
-1106;-356;232;?;-1052.0;667;3167;475;?;-356
-783;?;-187;1390.0;-216.0;544;4774;477;-4774;-889
-749;-1016;-252;1164.0;659.0;195;5444;?;-5444;-1016
-650;?;-293;1080.0;?;?;6042;811;?;-466
-216;305;-482;?;1419.0;-415;6551;1102;-6551;?
225;570;-648;?;1718.0;-1065;?;?;-6771;570
1026;459;-855;-233.0;1759.0;-1393;7235;2253;?;459
2020;1977;-471;-359.0;?;-1277;6768;2719;-6768;1977
2864;3516;-516;?;2103.0;1786;4223;2857;-4223;3516
2021;1225;-1780;?;2097.0;4192;-319;?;319;1225
-575;?;-634;-1293.0;2005.0;998;?;?;2665;-3609
?;-5941;?;-1380.0;1874.0;-1693;-2529;-2966;2529;-5941
-1499;-5067;?;-1340.0;1627.0;-880;-2674;-1250;?;?
?;-2942;215;-1213.0;1306.0;?;-2152;1685;2152;-2942
144;?;-775;-972.0;945.0;?;-816;984;816;-740
-191;280;-439;-768.0;714.0;86;37;394;?;280
456;298;269;?;546.0;27;17;617;-17;298
-55;277;?;?;423.0;?;-181;339;181;277
133;134;81;-220.0;?;74;-108;?;108;134
?;?;58;?;324.0;89;?;?;144;-56
?;?;35;301.0;93.0;75;?;?;279;?
114;-81;79;447.0;-263.0;57;-242;455;242;-81
48;?;19;711.0;-602.0;111;-276;364;276;?
65;-42;89;1003.0;-1089.0;44;-368;459;368;-42
85;-149;89;1297.0;-1540.0;150;-771;369;771;-149
15;-136;106;1604.0;-1997.0;96;?;386;1139;?
-67;75;179;1845.0;-2435.0;-11;-1506;463;1506;75
54;?;-13;2044.0;-2606.0;425;-3114;204;3114;-316
-269;-21;-3;1974.0;-2653.0;-248;-4630;?;?;?
49;?;-339;?;-2517.0;39;-6940;603;6940;-1228
?;-961;-96;1449.0;-2178.0;-421;-8037;1236;8037;-961
-1437;1859;121;?;-1709.0;-2380;-6480;3390;6480;?
-85;?;?;762.0;-1211.0;?;-4605;1406;?;697
-261;272;-581;356.0;-580.0;1406;-86;-221;86;272
-1129;1138;485;19.0;?;924;2123;209;?;?
-483;425;245;-184.0;633.0;1049;2311;-58;-2311;425
-335;1350;696;?;1339.0;460;?;?;-4772;1350
-75;2111;?;?;2122.0;?;5156;450;-5156;?
19;2158;558;-944.0;?;110;?;?;-5010;2158
126;2625;754;-944.0;2067.0;-81;5179;571;?;2625
339;2807;375;?;1861.0;-579;?;1020;-5344;2807
1355;3279;47;-1197.0;1499.0;?;5442;2107;?;3279
2491;4310;-339;-1118.0;?;?;?;2465;-5441;4310
?;3117;-1031;-1126.0;?;1442;3741;?;-3741;3117
1559;?;?;-1188.0;1253.0;1919;-465;2070;465;1119
350;1618;-2582;-1115.0;1206.0;1604;-1028;2291;1028;1618
?;-299;-1119;-953.0;1178.0;1285;-2162;2197;2162;-299
?;-2268;627;-717.0;1194.0;?;-3477;3088;3477;-2268
3449;?;578;?;1106.0;-3040;-956;3181;956;?
3449;-507;?;-122.0;909.0;?;?;1173;?;-507
1194;-167;503;193.0;667.0;690;-375;?;375;?
-250;?;79;364.0;612.0;?;220;479;-220;312
500;?;307;457.0;540.0;?;-196;331;?;14
87;242;163;81.0;725.0;-6;68;428;-68;242
206;66;206;-265.0;1373.0;122;-11;387;11;66
238;57;222;-257.0;1109.0;151;-27;375;27;?
151;121;187;240.0;?;70;43;402;-43;121
242;?;217;641.0;?;157;12;377;-12;66
?;?;?;?;-590.0;?;?;388;?;?
?;39;203;1019.0;-681.0;112;?;369;71;39
160;32;195;709.0;?;108;-73;375;73;32
149;-96;146;240.0;-390.0;124;?;398;54;-96
178;-60;197;?;-112.0;101;70;386;-70;-60
184;14;231;-241.0;-34.0;?;-97;349;97;?
192;-119;232;?;?;95;-250;368;250;-119
114;-207;156;-417.0;162.0;?;-446;?;446;-207
88;-491;226;-559.0;?;95;-1138;345;?;-491
138;-693;480;-566.0;312.0;10;?;284;2457;?
-128;86;?;-548.0;319.0;50;-3966;391;?;?
-188;1270;?;-494.0;300.0;-115;-3446;693;?;1270
-129;2374;?;-413.0;283.0;24;-2083;569;2083;?
-187;2962;?;-438.0;242.0;386;-1453;359;1453;2962
-178;2903;?;-439.0;148.0;166;-1121;627;1121;2903
-226;2968;91;-528.0;148.0;?;-1226;679;1226;2968
138;1951;-58;-708.0;345.0;?;-365;555;?;1951
347;246;-203;?;569.0;381;-145;585;145;246
466;961;-150;198.0;?;?;-317;518;317;961
847;2717;?;773.0;153.0;?;528;454;-528;2717
827;2635;-121;498.0;-408.0;389;475;455;-475;2635
?;2453;-100;177.0;-413.0;378;365;446;-365;2453
835;2814;-167;-15.0;?;416;?;478;?;2814
786;2128;54;?;?;292;221;?;-221;2128
629;1949;374;-160.0;-227.0;141;?;250;?;1949
405;1957;248;?;-325.0;189;37;340;-37;1957
375;?;86;?;?;?;92;399;-92;?
334;795;120;-45.0;?;122;?;417;-18;795
299;494;107;-3.0;?;115;69;441;?;494
264;-140;88;?;?;111;45;459;-45;?
?;13;99;65.0;?;108;?;484;68;13
243;10;73;?;-136.0;111;-34;482;?;10
246;-39;62;307.0;-97.0;116;59;478;-59;-39
255;32;59;375.0;18.0;100;?;479;-142;32
242;-27;69;364.0;?;?;182;?;-182;?
253;?;73;?;?;106;104;?;-104;-92
162;-478;120;323.0;8.0;83;108;478;-108;?
66;-1129;?;254.0;-125.0;?;197;510;-197;-1129
134;-1515;?;248.0;?;61;236;?;-236;?
92;-1710;137;315.0;?;33;314;518;-314;-1710
130;-1582;140;344.0;-168.0;142;335;425;-335;?
172;-1214;?;337.0;-143.0;75;452;337;?;-1214
171;-927;458;313.0;-84.0;6;?;301;-907;-927
318;-673;315;182.0;0.0;?;1083;?;-1083;-673
308;-567;?;?;?;173;840;234;?;-567
250;?;224;-222.0;92.0;12;814;382;-814;-350
226;166;?;-381.0;310.0;71;?;384;-676;166
133;289;116;-455.0;535.0;?;?;398;-417;289
?;76;?;-493.0;754.0;73;315;?;-315;76
?;-108;50;-375.0;752.0;68;213;443;-213;-108
242;-364;1;-214.0;481.0;172;19;435;-19;-364
163;-477;-35;-38.0;35.0;229;-140;?;140;-477
246;-897;-50;212.0;-301.0;142;?;516;-374;-897
208;-1376;-92;522.0;?;?;774;538;?;-1376
285;-1167;-61;542.0;?;104;743;556;-743;?
403;-470;43;425.0;-775.0;4;1134;591;-1134;-470
179;292;73;372.0;-668.0;?;1066;489;-1066;?
?;?;71;403.0;?;168;768;475;-768;477
-42;?;62;437.0;-379.0;?;1379;455;-1379;?
?;346;?;534.0;-351.0;-103;1328;?;-1328;346
302;276;68;657.0;?;-222;?;606;?;276
188;256;?;832.0;-511.0;?;-15;?;15;256
159;299;216;876.0;-490.0;69;10;303;-10;299
117;27;?;827.0;-332.0;56;-65;?;?;27
16;-93;?;?;-222.0;?;-24;381;24;?
97;34;76;680.0;-197.0;?;-15;?;15;34
77;-19;74;800.0;-174.0;80;-12;?;12;-19
94;-49;77;828.0;?;78;?;391;13;-49
89;-24;79;815.0;-179.0;71;-24;390;?;-24
?;8;?;681.0;-88.0;?;-53;389;53;8
71;22;?;420.0;?;69;-10;395;10;22
55;-4;64;121.0;74.0;78;26;?;-26;-4
60;3;66;8.0;213.0;69;?;391;16;3
62;-23;?;?;?;?;-6;391;?;?
84;-74;?;-252.0;532.0;80;14;384;-14;-74
59;-59;51;-296.0;562.0;65;?;402;12;-59
44;0;51;-250.0;555.0;61;-2;400;2;0
68;26;64;?;?;74;5;387;-5;?
63;?;?;-211.0;?;75;21;388;-21;36
60;61;70;-185.0;374.0;72;81;377;-81;61
?;76;53;-158.0;?;72;?;386;-84;76
31;?;39;-69.0;185.0;75;?;392;-70;101
46;49;46;73.0;?;?;74;391;-74;49
?;-4;?;187.0;-135.0;66;?;394;-18;?
?;-62;35;367.0;-205.0;76;?;382;1;-62
43;-57;?;415.0;-323.0;?;-20;382;20;-57
4;-17;16;472.0;-402.0;?;-58;?;58;?
?;?;45;497.0;?;83;?;373;-42;-174
?;?;-1;465.0;-391.0;60;-231;389;231;221
84;-398;?;379.0;-329.0;57;-15;393;15;-398
203;-2115;?;234.0;?;?;?;460;-339;-2115
?;-2262;?;235.0;?;106;178;489;?;-2262
?;-2134;429;?;-160.0;110;847;311;-847;-2134
991;?;?;563.0;-280.0;?;423;370;-423;-1899
420;-1352;?;528.0;-345.0;25;?;485;115;?
512;-1557;?;332.0;-247.0;114;?;473;?;-1557
?;?;?;142.0;-192.0;473;-563;455;563;-1257
-705;589;-92;55.0;15.0;481;?;177;-385;589
-348;2249;?;-41.0;186.0;311;485;-99;-485;2249
-921;1294;320;?;?;566;864;-316;-864;1294
-810;-179;299;?;469.0;186;1959;-82;-1959;-179
-8;-213;370;-248.0;592.0;-298;1095;336;-1095;-213
-247;?;?;-295.0;?;115;37;284;-37;-112
-192;105;?;-364.0;846.0;153;-94;325;?;105
?;142;?;-321.0;873.0;39;-1;389;1;142
-142;25;7;-243.0;818.0;?;?;354;-25;25
-39;?;44;-78.0;688.0;50;-21;394;21;99
-88;69;27;116.0;?;84;-57;374;57;69
?;73;?;326.0;284.0;79;-55;?;55;73
?;58;33;434.0;135.0;66;-20;388;20;58
?;?;27;504.0;-37.0;74;-7;385;7;?
-68;?;?;524.0;-197.0;69;-28;?;28;57
-70;23;?;?;-288.0;71;-25;389;25;23
-67;-17;29;440.0;-311.0;71;21;385;-21;-17
-79;19;?;331.0;-234.0;?;?;375;-28;19
-71;?;25;?;?;80;13;380;-13;7
?;-31;28;200.0;-138.0;?;-3;381;3;-31
-63;-23;?;?;-103.0;73;3;377;-3;?
-52;-52;26;?;-116.0;69;7;385;-7;-52
?;-66;22;133.0;-15.0;77;21;383;-21;-66
?;-5;26;-3.0;105.0;78;31;?;?;?
-50;?;26;-51.0;?;69;-25;?;25;20
-33;-7;?;-93.0;237.0;?;-14;382;14;-7
-26;-25;10;?;242.0;73;12;?;-12;?
-30;?;8;?;226.0;66;?;385;-9;?
?;-36;9;-72.0;275.0;68;6;384;-6;?
?;-1;9;-47.0;285.0;70;-23;382;23;-1
-19;6;-3;-37.0;?;76;21;388;?;6
?;-5;?;-20.0;293.0;74;?;384;-38;-5
-15;-8;?;-19.0;?;69;27;376;-27;-8
-18;-8;6;?;48.0;?;19;380;-19;?
-15;-18;2;46.0;-76.0;68;?;384;?;-18
-4;-28;7;160.0;-182.0;73;-7;381;7;-28
-3;?;7;209.0;?;75;1;380;-1;?
-3;-35;7;209.0;-298.0;73;-2;?;?;-35
?;-13;6;172.0;-324.0;?;-12;380;12;?
?;?;?;201.0;-296.0;?;-36;380;36;15
-12;13;4;?;-224.0;?;-34;380;34;13
-12;16;4;?;?;?;-35;?;35;16
-12;-11;5;109.0;-33.0;74;-12;381;12;-11
-12;-15;3;14.0;?;?;-2;383;2;-15
?;-29;8;?;?;73;?;380;-1;-29
-8;-31;15;-52.0;?;72;4;?;-4;-31
-7;22;10;-13.0;98.0;74;-23;374;23;?
-7;24;9;-7.0;98.0;75;-25;375;25;24
-8;28;?;-23.0;114.0;73;-23;373;23;28
-7;-9;?;-60.0;?;77;-15;378;15;?
?;-58;-3;?;230.0;79;?;?;-1;-58
-7;-47;?;-99.0;251.0;80;?;382;3;-47
-8;-49;-1;-119.0;292.0;79;-2;382;2;?
-15;?;?;-105.0;?;70;-10;380;?;-25
3;-9;13;?;160.0;76;-20;371;20;?
10;?;18;-5.0;91.0;?;-26;367;26;-5
?;-12;17;28.0;?;82;?;367;?;-12
7;-2;16;61.0;-153.0;77;-27;369;27;-2
-4;?;?;98.0;-71.0;?;?;?;53;?
15;22;-7;170.0;?;55;-33;398;33;22
3;50;0;213.0;147.0;66;-11;387;11;50
-12;57;-2;211.0;149.0;69;?;386;20;57
-1;28;-1;?;12.0;70;-23;387;23;28
-6;44;6;188.0;?;?;-25;382;25;44
?;18;4;182.0;-250.0;74;?;381;?;?
-29;-4;4;134.0;-264.0;78;-90;377;90;-4
16;55;-1;2.0;?;66;-22;391;?;55
-37;5;0;-195.0;-254.0;74;-39;389;?;5
24;5;4;-211.0;?;?;-70;?;70;?
-32;-61;-2;7.0;?;71;-45;394;45;?
-45;-62;-1;94.0;?;73;-89;394;89;-62
138;12;-3;?;?;?;-92;?;92;12
-246;-416;0;191.0;-1205.0;?;-99;408;?;?
?;628;-96;48.0;-1110.0;-167;?;?;44;?
?;2505;-421;?;-850.0;-83;?;824;-52;2505
281;3533;-764;?;?;?;416;858;-416;3533
264;3640;-778;-981.0;?;483;476;861;-476;3640
150;1621;-549;?;?;304;-573;749;573;?
-20;387;-411;?;605.0;224;-1125;604;1125;387
390;692;?;?;907.0;124;?;550;926;692
244;638;-362;-1404.0;1060.0;108;?;532;1073;638
?;934;-270;-1173.0;1038.0;41;-1044;?;1044;934
38;999;-194;-956.0;865.0;?;?;590;922;999
-44;862;?;-919.0;605.0;-15;-954;?;954;862
-16;1018;-17;-1006.0;504.0;-22;-737;535;737;1018
50;1150;-30;-1081.0;429.0;-1;-568;477;568;?
70;1295;-51;?;370.0;101;-569;405;569;1295
21;?;-81;-1213.0;342.0;149;?;?;416;?
-19;1777;-138;?;329.0;126;-436;455;?;1777
-134;?;-232;?;?;?;-766;484;766;2294
-450;2377;-71;-1016.0;?;319;-1074;?;1074;2377
-692;2238;217;-840.0;605.0;357;?;934;1308;2238
-658;2194;271;-663.0;?;398;-1332;910;1332;2194
-670;2205;274;-469.0;?;396;-1342;920;1342;2205
-694;2256;283;-252.0;581.0;402;-1379;938;1379;2256
-623;2085;?;-177.0;487.0;378;-1258;885;?;2085
-767;2466;308;-196.0;532.0;437;-1520;989;1520;?
