PT08.S3(NOx);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT)
593.0;55.9;19.6;16.6;1.0486;1490.0;1286.0;2053.0;1447.0;?;188.0;?;-200.0
489.0;52.8;32.9;18.7;1.1279;1763.0;1617.0;2503.0;1835.0;5.4;253.0;146.0;-200.0
637.0;46.4;18.1;20.7;1.1227;1462.0;?;1961.0;1552.0;4.0;?;83.0;-200.0
787.0;30.0;12.4;26.1;0.9972;1232.0;1062.0;1707.0;1092.0;2.2;155.0;117.0;-200.0
779.0;25.8;12.5;28.6;0.9989;1239.0;1067.0;1702.0;1071.0;2.2;146.0;117.0;-200.0
796.0;23.3;12.0;30.3;0.9869;1218.0;1051.0;1689.0;881.0;2.0;121.0;108.0;-200.0
756.0;22.3;13.3;31.3;1.0043;?;1094.0;1729.0;907.0;2.0;111.0;107.0;-200.0
791.0;22.3;12.3;31.1;0.9888;1196.0;?;1649.0;899.0;1.9;116.0;120.0;-200.0
717.0;?;16.0;32.4;0.9732;1288.0;1179.0;1799.0;1074.0;2.7;167.0;150.0;-200.0
772.0;19.3;13.7;32.6;0.935;1248.0;1108.0;1701.0;969.0;2.2;145.0;138.0;-200.0
663.0;20.3;21.7;31.2;0.9064;?;1342.0;1959.0;1267.0;?;192.0;148.0;-200.0
645.0;24.8;?;27.7;0.9106;1401.0;1396.0;2009.0;1402.0;4.1;231.0;168.0;-200.0
655.0;27.9;22.1;25.7;0.908;1444.0;?;1956.0;1437.0;?;248.0;172.0;-200.0
683.0;29.9;20.6;24.1;0.8879;1379.0;1312.0;1870.0;1382.0;4.5;267.0;179.0;?
771.0;34.4;13.4;22.2;0.9072;1251.0;1097.0;1680.0;1280.0;?;181.0;143.0;-200.0
773.0;38.0;12.8;20.7;0.9149;1269.0;1077.0;1706.0;1250.0;2.6;163.0;137.0;-200.0
745.0;?;12.3;20.2;0.9983;1242.0;1060.0;1693.0;1359.0;2.1;141.0;117.0;-200.0
?;42.0;6.8;20.5;1.0004;1045.0;850.0;1506.0;1102.0;1.2;?;93.0;-200.0
1039.0;42.0;3.8;20.1;0.9763;937.0;698.0;1382.0;768.0;0.6;42.0;64.0;-200.0
1167.0;41.5;2.5;20.0;0.9571;875.0;622.0;1331.0;656.0;0.3;35.0;58.0;-200.0
1123.0;51.6;2.7;16.3;0.9461;889.0;633.0;1344.0;683.0;0.3;?;-200.0;-200.0
1089.0;50.2;2.8;16.5;0.932;888.0;640.0;1330.0;670.0;-200.0;33.0;47.0;-200.0
1135.0;?;2.6;16.4;0.931;881.0;624.0;1319.0;656.0;0.3;38.0;47.0;-200.0
894.0;?;7.0;?;0.9203;998.0;856.0;1488.0;926.0;0.7;65.0;62.0;-200.0
551.0;51.3;26.2;16.4;0.9474;1517.0;1460.0;2205.0;1677.0;4.2;296.0;113.0;-200.0
543.0;46.2;28.2;18.2;?;?;1509.0;2275.0;1828.0;4.8;303.0;126.0;?
635.0;40.0;20.2;20.7;0.9639;1417.0;1303.0;?;1752.0;3.4;244.0;139.0;-200.0
700.0;?;17.1;26.5;0.9217;1329.0;1214.0;1845.0;1581.0;2.8;216.0;148.0;-200.0
825.0;23.8;11.2;28.5;0.915;1203.0;1023.0;?;1132.0;1.8;137.0;?;-200.0
788.0;23.7;11.6;?;?;?;1037.0;1658.0;1037.0;1.9;?;106.0;-200.0
750.0;21.7;13.2;31.7;0.9966;1286.0;1090.0;1719.0;?;2.0;100.0;98.0;-200.0
749.0;21.5;12.7;31.7;0.9902;1298.0;1075.0;1690.0;1022.0;1.9;103.0;98.0;-200.0
757.0;19.5;13.0;32.8;0.9515;1308.0;1084.0;1724.0;989.0;2.0;?;110.0;-200.0
783.0;18.6;13.5;32.5;0.8948;1276.0;1099.0;?;925.0;2.3;136.0;114.0;-200.0
?;22.6;10.2;30.2;0.9524;1234.0;985.0;1572.0;795.0;2.7;158.0;122.0;-200.0
670.0;25.7;20.1;27.6;?;1419.0;?;1923.0;1263.0;3.6;216.0;155.0;-200.0
?;?;19.1;25.9;0.8195;1325.0;1273.0;1815.0;1184.0;3.8;211.0;145.0;-200.0
715.0;29.4;17.5;23.9;0.8589;1346.0;1224.0;?;1272.0;3.5;?;146.0;-200.0
?;32.1;?;22.3;0.8515;1241.0;1110.0;?;1177.0;2.5;147.0;130.0;-200.0
771.0;35.9;?;20.5;0.8565;1274.0;1094.0;1682.0;?;2.5;160.0;126.0;-200.0
732.0;37.2;14.8;19.8;0.8509;1321.0;1144.0;1745.0;1243.0;3.0;162.0;127.0;-200.0
662.0;?;18.0;?;0.9158;1424.0;?;1841.0;?;3.7;194.0;126.0;-200.0
674.0;46.1;16.0;17.8;0.9344;1357.0;1178.0;1782.0;1454.0;3.3;167.0;124.0;-200.0
?;47.6;9.7;17.6;0.9465;1123.0;966.0;1594.0;1183.0;1.5;91.0;93.0;-200.0
902.0;46.3;6.2;17.9;0.9394;1003.0;820.0;?;908.0;0.7;-200.0;-200.0;?
994.0;49.8;?;16.9;0.9544;951.0;713.0;1385.0;821.0;-200.0;42.0;58.0;-200.0
1024.0;53.8;3.6;15.8;0.9615;941.0;687.0;1374.0;777.0;0.5;50.0;59.0;-200.0
959.0;53.5;4.6;16.5;0.9928;986.0;745.0;1426.0;888.0;?;61.0;66.0;-200.0
795.0;52.9;9.2;17.2;1.0276;1153.0;947.0;1643.0;1076.0;1.2;107.0;80.0;-200.0
696.0;48.3;14.6;19.3;1.0723;1323.0;1137.0;1846.0;1285.0;2.2;139.0;94.0;?
743.0;47.1;11.7;20.6;1.1287;1315.0;1040.0;1740.0;1315.0;?;165.0;102.0;?
777.0;?;11.0;23.7;1.153;1303.0;1015.0;1731.0;1250.0;2.1;139.0;96.0;-200.0
813.0;32.5;11.6;25.6;1.053;1238.0;1037.0;1698.0;978.0;1.8;?;91.0;-200.0
772.0;28.1;12.9;27.2;0.9989;1259.0;1080.0;1736.0;1072.0;2.2;138.0;104.0;-200.0
770.0;28.1;12.6;27.9;1.0394;1246.0;1070.0;1747.0;?;?;104.0;84.0;-200.0
872.0;?;8.3;?;1.0539;1154.0;912.0;1605.0;825.0;1.4;78.0;76.0;-200.0
800.0;27.0;10.5;29.2;1.081;1237.0;997.0;1688.0;924.0;1.8;97.0;?;-200.0
773.0;29.3;11.7;28.9;1.1503;1315.0;1041.0;1767.0;?;2.1;115.0;101.0;-200.0
680.0;?;15.8;25.4;1.2771;1466.0;1174.0;?;?;2.8;152.0;115.0;-200.0
710.0;40.1;13.9;25.2;?;1409.0;1113.0;1850.0;1256.0;2.8;157.0;110.0;-200.0
693.0;39.4;15.7;?;1.1963;1366.0;1171.0;1933.0;1068.0;2.7;132.0;103.0;-200.0
781.0;45.4;10.9;22.3;?;1241.0;1011.0;1748.0;1070.0;1.8;98.0;90.0;-200.0
930.0;48.3;6.4;21.2;?;1123.0;832.0;1565.0;?;1.2;65.0;68.0;-200.0
757.0;50.5;12.7;20.6;1.2082;1321.0;1075.0;1891.0;1017.0;2.6;101.0;85.0;-200.0
681.0;52.9;15.3;20.2;1.234;?;1159.0;1949.0;1207.0;3.1;134.0;100.0;-200.0
608.0;?;20.5;19.8;1.2488;1507.0;1311.0;2107.0;1499.0;?;177.0;114.0;-200.0
660.0;56.2;15.9;19.5;1.2624;1405.0;?;1931.0;1474.0;3.6;179.0;108.0;-200.0
759.0;58.0;10.4;19.0;1.2581;1192.0;994.0;?;1163.0;1.9;?;78.0;-200.0
671.0;61.6;12.6;18.1;1.2679;1199.0;1070.0;1873.0;1189.0;1.9;-200.0;-200.0;-200.0
?;57.6;4.9;18.0;1.1788;973.0;761.0;1501.0;815.0;-200.0;49.0;55.0;?
1247.0;56.0;2.1;?;1.1215;?;591.0;1374.0;507.0;0.3;27.0;37.0;-200.0
1257.0;52.4;2.2;17.9;1.0655;886.0;598.0;1374.0;?;0.4;41.0;53.0;-200.0
1092.0;49.3;4.0;18.9;1.0668;988.0;713.0;1455.0;716.0;0.8;78.0;79.0;-200.0
1034.0;48.6;4.3;20.0;1.1199;1008.0;729.0;1490.0;795.0;0.8;68.0;65.0;-200.0
1156.0;41.2;3.8;20.6;0.9841;976.0;698.0;1393.0;594.0;0.8;64.0;64.0;-200.0
?;34.0;4.1;23.6;0.9749;978.0;718.0;1392.0;?;0.8;67.0;66.0;-200.0
1105.0;28.1;4.5;26.7;0.9688;987.0;740.0;1407.0;523.0;0.9;54.0;53.0;-200.0
1071.0;?;5.3;26.8;0.9785;1030.0;778.0;1452.0;591.0;1.2;67.0;69.0;-200.0
1129.0;25.8;4.2;27.7;0.9467;955.0;723.0;1393.0;559.0;1.0;51.0;57.0;-200.0
1247.0;22.7;3.3;28.8;0.8864;924.0;673.0;1346.0;?;0.8;28.0;36.0;-200.0
1091.0;27.3;4.9;26.8;0.9462;1005.0;758.0;1434.0;522.0;1.1;51.0;57.0;-200.0
1023.0;28.7;6.1;25.9;0.9423;?;816.0;?;641.0;1.5;77.0;73.0;-200.0
991.0;?;6.9;25.8;0.9076;1079.0;851.0;1490.0;738.0;1.5;?;81.0;-200.0
997.0;?;6.8;24.8;0.9077;1070.0;?;?;778.0;1.4;94.0;91.0;-200.0
972.0;?;5.8;?;1.1513;1085.0;?;1528.0;718.0;1.1;69.0;65.0;-200.0
986.0;40.4;5.5;23.9;?;1066.0;787.0;1552.0;689.0;?;57.0;56.0;-200.0
934.0;46.6;6.1;21.4;1.1764;?;815.0;1563.0;852.0;1.0;74.0;69.0;?
948.0;49.3;6.0;20.5;?;1110.0;?;1571.0;854.0;1.1;75.0;73.0;-200.0
?;42.3;4.2;19.2;0.9339;968.0;719.0;1388.0;664.0;?;73.0;76.0;-200.0
1163.0;37.9;?;19.2;0.8352;?;714.0;1351.0;544.0;0.7;56.0;67.0;-200.0
1285.0;43.1;2.4;17.2;0.8394;849.0;615.0;?;461.0;0.5;31.0;44.0;?
1536.0;45.2;1.0;?;?;774.0;500.0;1169.0;352.0;0.2;13.0;21.0;-200.0
1807.0;42.3;0.6;15.7;0.7464;746.0;450.0;1111.0;308.0;-200.0;-200.0;-200.0;?
1904.0;41.0;0.5;16.3;0.7513;753.0;437.0;1110.0;301.0;-200.0;?;19.0;-200.0
1803.0;36.5;0.7;16.1;0.664;749.0;466.0;1089.0;?;0.1;23.0;?;-200.0
1288.0;36.2;?;16.5;0.6752;864.0;642.0;1255.0;441.0;0.5;72.0;69.0;-200.0
1010.0;30.9;7.8;17.5;0.6111;1002.0;893.0;1394.0;775.0;1.6;165.0;111.0;-200.0
944.0;24.0;9.7;18.4;0.5046;?;966.0;1379.0;907.0;2.0;118.0;81.0;-200.0
1066.0;23.8;6.9;19.2;?;898.0;853.0;1271.0;763.0;1.3;85.0;56.0;-200.0
1155.0;18.1;5.8;21.7;0.4642;847.0;800.0;1179.0;649.0;1.0;116.0;90.0;-200.0
1203.0;17.0;5.5;22.3;0.4513;847.0;?;1162.0;598.0;0.9;112.0;85.0;-200.0
1139.0;16.1;6.8;22.8;0.4404;871.0;848.0;1208.0;579.0;1.2;100.0;83.0;-200.0
1107.0;14.5;7.2;?;?;869.0;866.0;1212.0;?;1.3;?;?;-200.0
1160.0;13.1;6.9;25.1;0.4129;875.0;854.0;1200.0;595.0;1.1;111.0;85.0;-200.0
1122.0;12.9;7.5;?;0.4219;895.0;878.0;1238.0;607.0;1.2;109.0;81.0;-200.0
?;14.0;7.7;?;0.4495;926.0;885.0;1259.0;662.0;?;114.0;92.0;-200.0
959.0;15.4;12.0;24.5;?;996.0;1048.0;1397.0;?;2.0;139.0;108.0;-200.0
896.0;17.2;?;22.6;0.4656;997.0;1100.0;?;987.0;2.4;157.0;106.0;-200.0
925.0;?;12.0;21.2;0.471;1006.0;1048.0;1416.0;966.0;2.1;147.0;114.0;-200.0
1072.0;22.8;6.7;19.1;0.501;895.0;845.0;1241.0;763.0;1.2;102.0;96.0;-200.0
1154.0;24.6;4.8;18.4;0.5169;862.0;751.0;1213.0;617.0;?;73.0;77.0;-200.0
?;?;4.8;17.3;?;858.0;756.0;1209.0;564.0;0.7;65.0;73.0;?
1134.0;24.9;5.0;16.5;0.4642;853.0;762.0;1184.0;646.0;0.8;76.0;?;-200.0
1120.0;28.3;4.3;16.7;0.5316;859.0;727.0;1187.0;753.0;0.5;65.0;84.0;-200.0
1200.0;32.2;?;15.5;0.5641;837.0;634.0;1150.0;669.0;0.2;41.0;56.0;-200.0
1522.0;29.1;0.9;17.5;0.5773;746.0;493.0;1063.0;435.0;-200.0;?;31.0;-200.0
1472.0;35.6;1.2;13.3;0.5393;752.0;515.0;1068.0;436.0;-200.0;-200.0;-200.0;?
?;33.7;0.9;14.0;0.5355;742.0;489.0;1048.0;403.0;-200.0;19.0;30.0;-200.0
?;40.0;1.7;11.6;0.5462;774.0;560.0;?;532.0;?;45.0;51.0;-200.0
?;34.5;2.6;13.4;0.5272;798.0;630.0;1125.0;536.0;0.2;?;45.0;-200.0
949.0;31.0;8.8;15.2;0.5329;?;932.0;1405.0;917.0;?;101.0;82.0;-200.0
657.0;27.5;22.2;16.3;0.5066;1210.0;1356.0;1786.0;1481.0;?;?;100.0;-200.0
820.0;20.0;?;19.2;0.439;1058.0;1158.0;1459.0;1187.0;2.1;149.0;91.0;-200.0
885.0;13.0;14.0;24.9;0.4038;1106.0;1118.0;1451.0;1220.0;2.6;207.0;130.0;-200.0
815.0;?;18.5;28.3;0.3754;1153.0;1253.0;1541.0;1381.0;3.2;289.0;155.0;-200.0
913.0;9.8;13.5;29.2;0.3914;1047.0;1101.0;?;?;2.1;159.0;114.0;-200.0
874.0;9.2;15.8;31.6;0.419;1091.0;1172.0;1459.0;1105.0;2.2;162.0;127.0;?
796.0;9.3;18.5;32.6;0.4499;1162.0;1253.0;1595.0;1248.0;2.4;173.0;138.0;-200.0
925.0;?;12.6;32.6;0.4463;1059.0;1070.0;1401.0;976.0;-200.0;-200.0;-200.0;-200.0
939.0;10.0;12.0;32.3;0.4747;1083.0;1051.0;1390.0;?;?;-200.0;?;-200.0
867.0;10.7;?;32.1;0.4996;1150.0;1161.0;1512.0;1038.0;-200.0;-200.0;-200.0;-200.0
720.0;12.2;24.9;29.7;0.5007;1321.0;1426.0;1859.0;1395.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0
946.0;?;40.2;?;0.844;1303.0;1776.0;1467.0;1608.0;4.0;-200.0;-200.0;?
1144.0;23.8;14.9;26.1;0.7938;1137.0;1146.0;1392.0;1327.0;2.2;188.0;136.0;?
1118.0;21.1;13.8;28.8;0.8193;1139.0;1109.0;1436.0;1292.0;1.8;159.0;135.0;-200.0
1156.0;19.4;12.3;29.6;0.7897;1099.0;1059.0;1416.0;1114.0;?;146.0;115.0;-200.0
1128.0;16.4;14.0;31.6;0.7489;1088.0;1116.0;1449.0;1060.0;1.8;127.0;112.0;-200.0
1237.0;13.3;11.8;32.3;0.6303;1027.0;1041.0;1345.0;915.0;1.6;?;112.0;-200.0
1200.0;13.5;12.0;31.8;0.6249;1014.0;?;1366.0;893.0;1.6;120.0;109.0;-200.0
1276.0;?;?;31.8;0.6394;969.0;968.0;1325.0;?;1.3;115.0;112.0;-200.0
1023.0;15.9;?;31.0;0.7039;1120.0;1238.0;1591.0;1126.0;-200.0;-200.0;-200.0;-200.0
933.0;18.7;?;28.6;0.7216;1131.0;1368.0;1707.0;1284.0;-200.0;-200.0;-200.0;-200.0
933.0;?;22.7;26.7;0.6754;1130.0;1368.0;1709.0;1269.0;-200.0;-200.0;-200.0;-200.0
939.0;24.4;?;25.0;0.7616;1123.0;1304.0;1720.0;1290.0;?;-200.0;-200.0;-200.0
1064.0;28.4;13.1;?;0.7804;1069.0;1086.0;1536.0;1119.0;?;-200.0;-200.0;-200.0
1116.0;?;10.9;21.7;0.7458;1021.0;1010.0;1480.0;1027.0;-200.0;-200.0;-200.0;-200.0
1012.0;30.9;13.3;21.1;?;1101.0;1093.0;1564.0;1155.0;-200.0;-200.0;-200.0;-200.0
?;?;9.5;19.9;?;1026.0;960.0;?;1078.0;?;-200.0;-200.0;?
?;39.3;6.6;18.6;0.8355;949.0;841.0;1393.0;?;-200.0;-200.0;-200.0;-200.0
1295.0;38.8;?;18.6;0.8228;846.0;?;1288.0;726.0;-200.0;-200.0;-200.0;-200.0
?;38.9;2.3;19.0;0.8468;811.0;606.0;1248.0;656.0;-200.0;-200.0;?;-200.0
1442.0;40.9;2.0;18.0;0.8394;803.0;586.0;1232.0;573.0;-200.0;?;-200.0;-200.0
1246.0;48.6;4.1;15.5;0.8505;882.0;715.0;1367.0;780.0;-200.0;-200.0;-200.0;-200.0
1085.0;47.9;6.5;16.0;0.8659;963.0;836.0;1429.0;920.0;?;-200.0;-200.0;-200.0
739.0;46.0;24.8;17.0;0.883;1413.0;1424.0;2102.0;1544.0;-200.0;-200.0;?;-200.0
632.0;41.6;34.4;19.0;0.9039;1485.0;1650.0;2337.0;1789.0;?;?;-200.0;?
?;?;24.5;21.8;0.9002;1354.0;1418.0;2043.0;1629.0;-200.0;-200.0;-200.0;-200.0
1071.0;28.0;9.0;25.6;0.9088;1074.0;939.0;1513.0;997.0;?;-200.0;-200.0;-200.0
1132.0;23.1;?;26.4;0.7853;1022.0;914.0;1446.0;847.0;?;-200.0;-200.0;-200.0
995.0;24.2;11.5;27.1;?;1100.0;?;1586.0;958.0;-200.0;-200.0;-200.0;-200.0
1009.0;20.9;12.1;27.5;0.7565;1073.0;1052.0;1574.0;854.0;-200.0;-200.0;-200.0;-200.0
1071.0;19.7;10.1;29.5;0.8015;1049.0;983.0;1515.0;782.0;-200.0;-200.0;-200.0;?
1016.0;18.6;11.9;30.6;0.8014;1086.0;1048.0;1580.0;888.0;-200.0;-200.0;-200.0;-200.0
1066.0;15.8;?;31.3;0.7106;1059.0;1027.0;1521.0;?;-200.0;-200.0;-200.0;-200.0
842.0;21.0;20.2;?;0.8452;1244.0;1301.0;1801.0;1170.0;-200.0;-200.0;?;?
767.0;23.5;24.8;27.0;0.8256;1320.0;1423.0;1986.0;1385.0;-200.0;-200.0;-200.0;-200.0
822.0;26.7;20.3;25.8;0.8758;1236.0;1304.0;1868.0;1237.0;-200.0;-200.0;-200.0;-200.0
904.0;28.4;16.2;?;0.8225;1136.0;1187.0;1735.0;1127.0;-200.0;-200.0;-200.0;-200.0
961.0;33.0;13.3;21.3;0.8284;1110.0;?;1661.0;1091.0;-200.0;-200.0;-200.0;-200.0
1032.0;35.3;10.3;20.5;0.8435;1026.0;990.0;1553.0;972.0;-200.0;-200.0;-200.0;-200.0
1026.0;38.1;9.6;?;0.8511;1038.0;961.0;1530.0;949.0;-200.0;-200.0;-200.0;-200.0
1015.0;40.7;?;19.4;?;975.0;892.0;?;890.0;-200.0;-200.0;-200.0;-200.0
1089.0;44.9;6.1;17.8;0.903;908.0;814.0;1403.0;763.0;-200.0;-200.0;-200.0;-200.0
1074.0;49.7;6.2;16.6;?;896.0;?;1439.0;833.0;?;-200.0;-200.0;?
1221.0;48.6;3.8;16.5;0.9028;810.0;697.0;?;675.0;?;-200.0;?;-200.0
1305.0;53.6;2.8;15.2;0.919;789.0;638.0;1309.0;672.0;-200.0;-200.0;-200.0;-200.0
1276.0;51.7;3.4;?;0.9019;814.0;678.0;1339.0;626.0;-200.0;-200.0;-200.0;-200.0
992.0;54.8;8.2;14.9;0.9247;958.0;907.0;1536.0;882.0;-200.0;-200.0;-200.0;-200.0
762.0;51.3;19.2;16.3;0.9416;1213.0;1274.0;?;1264.0;-200.0;-200.0;-200.0;?
722.0;45.7;22.6;18.4;0.9559;1221.0;1367.0;2008.0;1330.0;-200.0;-200.0;?;-200.0
774.0;43.6;19.4;20.8;1.0614;1245.0;?;1952.0;1324.0;-200.0;-200.0;-200.0;-200.0
998.0;?;9.6;24.3;1.0477;1050.0;963.0;1609.0;901.0;-200.0;-200.0;-200.0;-200.0
?;29.3;9.8;?;?;1048.0;?;1600.0;852.0;-200.0;-200.0;-200.0;?
902.0;?;?;28.3;0.9495;1141.0;1128.0;?;1009.0;-200.0;-200.0;-200.0;-200.0
949.0;23.7;12.1;28.9;0.9285;1052.0;1053.0;1641.0;831.0;-200.0;-200.0;-200.0;-200.0
908.0;25.8;13.5;28.5;0.9931;1152.0;1099.0;1706.0;954.0;-200.0;-200.0;-200.0;-200.0
982.0;?;12.3;29.6;0.7692;?;1061.0;1564.0;814.0;1.7;133.0;115.0;-200.0
966.0;23.2;?;28.0;0.8613;1039.0;1055.0;1590.0;845.0;1.7;131.0;117.0;-200.0
887.0;41.0;12.5;23.6;1.1786;1148.0;?;1790.0;?;2.1;?;105.0;-200.0
843.0;48.1;13.9;?;1.2148;1176.0;?;1805.0;?;2.2;?;114.0;-200.0
900.0;44.1;11.4;22.1;1.1573;1100.0;1028.0;1710.0;994.0;1.8;112.0;103.0;-200.0
959.0;47.2;10.4;20.2;1.1043;1081.0;992.0;?;935.0;1.8;147.0;119.0;-200.0
1070.0;47.6;7.0;20.0;1.103;976.0;858.0;1547.0;839.0;?;104.0;102.0;-200.0
1082.0;46.8;7.0;19.8;1.0697;979.0;857.0;1546.0;?;1.0;97.0;96.0;-200.0
937.0;47.0;11.3;?;1.0606;1092.0;1024.0;1706.0;?;2.0;128.0;109.0;-200.0
1009.0;46.3;9.2;19.3;1.0279;1044.0;946.0;1594.0;886.0;1.8;138.0;119.0;-200.0
1091.0;?;6.8;18.5;1.0286;940.0;849.0;1509.0;764.0;1.1;93.0;103.0;-200.0
1180.0;51.4;5.1;?;1.0504;892.0;767.0;1466.0;657.0;0.6;71.0;84.0;-200.0
1302.0;50.8;3.4;17.9;1.0355;838.0;675.0;1390.0;540.0;0.3;-200.0;-200.0;-200.0
1179.0;?;4.3;17.7;1.0379;853.0;727.0;1417.0;621.0;-200.0;44.0;?;-200.0
?;49.7;1.5;17.7;0.997;738.0;545.0;1266.0;450.0;-200.0;18.0;29.0;-200.0
1588.0;46.1;2.0;17.9;0.9383;?;581.0;1277.0;434.0;0.1;41.0;45.0;-200.0
1293.0;43.9;4.0;18.4;0.9192;841.0;713.0;1356.0;559.0;0.5;?;80.0;-200.0
1303.0;42.1;4.0;18.9;0.9081;843.0;712.0;1343.0;?;?;77.0;77.0;-200.0
1326.0;39.7;4.0;19.2;0.8728;841.0;?;?;525.0;0.5;73.0;68.0;-200.0
1329.0;36.6;4.2;20.8;0.8878;862.0;721.0;1335.0;522.0;0.7;72.0;?;-200.0
1296.0;35.8;4.5;21.3;0.8975;869.0;740.0;?;535.0;?;77.0;70.0;?
1204.0;34.9;6.0;?;0.9004;894.0;810.0;1421.0;585.0;0.9;82.0;74.0;?
1284.0;31.4;4.8;22.8;0.8615;844.0;755.0;1350.0;521.0;?;67.0;64.0;-200.0
1382.0;31.3;?;22.9;0.862;?;699.0;1311.0;493.0;0.4;59.0;60.0;-200.0
1353.0;30.7;4.2;22.9;0.8461;843.0;?;1330.0;501.0;?;61.0;63.0;-200.0
1279.0;29.2;5.1;23.8;0.8499;865.0;767.0;1369.0;559.0;0.6;76.0;75.0;-200.0
1247.0;30.2;5.6;23.2;0.8442;873.0;792.0;1397.0;589.0;0.6;?;?;-200.0
1221.0;31.3;5.8;22.4;0.8365;899.0;803.0;1426.0;596.0;0.8;87.0;83.0;-200.0
1163.0;32.2;7.0;21.7;0.825;921.0;856.0;1437.0;681.0;1.0;98.0;?;-200.0
1106.0;33.2;7.9;20.8;0.8061;937.0;893.0;1463.0;783.0;1.2;123.0;?;-200.0
1177.0;35.0;6.5;20.1;0.8149;901.0;834.0;1408.0;738.0;1.0;102.0;?;-200.0
1056.0;36.9;8.5;19.5;?;?;918.0;1511.0;?;1.3;102.0;93.0;-200.0
897.0;38.2;13.7;19.0;0.8327;1065.0;1106.0;1707.0;929.0;2.7;142.0;112.0;-200.0
907.0;39.4;13.8;18.5;?;1035.0;1110.0;1652.0;1044.0;2.7;148.0;125.0;-200.0
1030.0;41.7;9.1;17.8;0.844;956.0;?;1509.0;892.0;1.6;107.0;107.0;-200.0
1078.0;42.0;6.5;19.2;0.9248;869.0;835.0;1437.0;807.0;0.6;61.0;76.0;-200.0
1085.0;44.8;6.2;?;0.9048;831.0;822.0;1418.0;710.0;0.3;-200.0;-200.0;-200.0
1113.0;47.7;5.2;17.0;0.9185;815.0;774.0;1374.0;712.0;-200.0;43.0;55.0;-200.0
1271.0;47.2;3.1;17.2;0.9178;781.0;661.0;1299.0;568.0;0.1;25.0;37.0;-200.0
1295.0;47.6;2.9;17.3;0.9295;781.0;645.0;1320.0;575.0;0.1;32.0;45.0;?
?;44.2;3.6;18.6;?;828.0;690.0;1353.0;658.0;?;48.0;61.0;?
1417.0;37.8;2.7;20.2;0.8837;?;635.0;1272.0;?;?;60.0;67.0;-200.0
1411.0;31.9;3.0;22.0;0.8335;811.0;653.0;1269.0;?;0.3;52.0;60.0;-200.0
1353.0;25.9;3.7;25.5;0.8339;844.0;696.0;1292.0;507.0;?;58.0;64.0;-200.0
1361.0;22.8;3.8;27.5;0.8249;833.0;697.0;1294.0;496.0;0.3;54.0;64.0;?
1318.0;20.7;4.2;28.7;0.8024;832.0;?;1299.0;502.0;0.3;52.0;59.0;-200.0
1502.0;19.6;2.6;29.1;0.7771;771.0;626.0;1210.0;430.0;0.1;?;?;-200.0
1498.0;18.4;2.8;29.8;0.7595;783.0;637.0;1215.0;439.0;?;?;46.0;-200.0
1378.0;?;4.2;32.0;0.7028;815.0;?;1256.0;471.0;0.2;41.0;46.0;-200.0
1224.0;17.0;6.2;30.3;0.7232;912.0;819.0;1368.0;589.0;?;?;77.0;-200.0
1239.0;?;5.2;31.7;?;894.0;774.0;1339.0;598.0;0.5;65.0;83.0;-200.0
1102.0;19.6;7.7;29.2;0.7817;963.0;885.0;1447.0;695.0;0.9;84.0;90.0;-200.0
?;23.8;8.8;27.4;0.858;990.0;930.0;1506.0;739.0;1.1;89.0;95.0;-200.0
