PT08.S3(NOx);PT08.S1(CO);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT);PT08.S2(NMHC);PT08.S4(NO2);RH;C6H6(GT);T;AH
991.0;1079.0;738.0;1.5;93.0;81.0;-200.0;?;1490.0;27.7;?;25.8;?
?;1070.0;778.0;1.4;94.0;91.0;?;850.0;1502.0;29.5;6.8;24.8;0.9077
?;?;718.0;1.1;69.0;65.0;-200.0;?;1528.0;36.3;5.8;25.3;1.1513
986.0;1066.0;?;0.9;?;56.0;-200.0;787.0;1552.0;?;5.5;23.9;1.1787
934.0;?;852.0;?;74.0;?;-200.0;815.0;1563.0;46.6;6.1;21.4;1.1764
948.0;1110.0;854.0;1.1;75.0;73.0;-200.0;814.0;1571.0;?;?;20.5;1.173
1081.0;968.0;664.0;1.0;?;76.0;-200.0;719.0;?;42.3;4.2;19.2;0.9339
1163.0;906.0;544.0;?;?;?;-200.0;?;?;37.9;4.1;?;0.8352
1285.0;?;461.0;?;31.0;44.0;-200.0;615.0;1276.0;43.1;2.4;17.2;?
1536.0;774.0;?;0.2;13.0;?;-200.0;?;1169.0;?;1.0;15.8;0.8052
1807.0;746.0;308.0;-200.0;-200.0;-200.0;?;450.0;?;42.3;0.6;15.7;0.7464
1904.0;?;301.0;-200.0;14.0;?;-200.0;437.0;1110.0;41.0;0.5;16.3;0.7513
1803.0;749.0;307.0;?;23.0;29.0;-200.0;466.0;?;36.5;?;16.1;0.664
1288.0;?;?;0.5;72.0;69.0;?;642.0;?;36.2;?;16.5;?
1010.0;1002.0;?;?;165.0;111.0;-200.0;893.0;1394.0;30.9;7.8;17.5;0.6111
944.0;970.0;907.0;2.0;118.0;81.0;-200.0;966.0;?;24.0;9.7;?;0.5046
1066.0;898.0;763.0;1.3;85.0;?;?;853.0;?;?;6.9;19.2;?
1155.0;847.0;649.0;1.0;116.0;90.0;?;800.0;1179.0;18.1;5.8;21.7;0.4642
1203.0;847.0;598.0;?;112.0;85.0;-200.0;788.0;1162.0;17.0;5.5;22.3;0.4513
1139.0;871.0;?;1.2;100.0;83.0;-200.0;848.0;1208.0;16.1;6.8;22.8;0.4404
?;869.0;596.0;?;?;85.0;-200.0;866.0;1212.0;?;?;23.8;0.4222
1160.0;875.0;595.0;1.1;111.0;85.0;?;?;1200.0;13.1;6.9;25.1;0.4129
1122.0;?;607.0;1.2;?;81.0;?;878.0;?;12.9;7.5;25.8;0.4219
1101.0;926.0;662.0;1.4;114.0;92.0;-200.0;885.0;1259.0;14.0;7.7;25.5;?
?;996.0;822.0;2.0;139.0;108.0;-200.0;?;?;15.4;12.0;24.5;0.4663
896.0;997.0;?;2.4;157.0;106.0;-200.0;1100.0;1392.0;17.2;13.5;22.6;0.4656
925.0;1006.0;?;2.1;147.0;114.0;-200.0;1048.0;1416.0;?;12.0;21.2;?
1072.0;895.0;?;1.2;102.0;96.0;-200.0;845.0;1241.0;?;6.7;?;?
1154.0;862.0;?;0.7;?;77.0;?;751.0;1213.0;24.6;4.8;18.4;0.5169
?;858.0;564.0;0.7;?;73.0;-200.0;756.0;1209.0;25.6;4.8;17.3;0.5032
1134.0;?;646.0;0.8;76.0;?;-200.0;762.0;?;?;5.0;16.5;0.4642
1120.0;859.0;?;0.5;?;84.0;-200.0;727.0;1187.0;28.3;4.3;16.7;?
1200.0;837.0;669.0;?;41.0;?;?;634.0;1150.0;32.2;2.7;15.5;0.5641
?;?;435.0;-200.0;?;31.0;-200.0;493.0;1063.0;29.1;0.9;17.5;0.5773
1472.0;752.0;436.0;-200.0;-200.0;-200.0;-200.0;515.0;1068.0;35.6;1.2;13.3;0.5393
1559.0;742.0;403.0;-200.0;19.0;30.0;-200.0;489.0;?;33.7;?;14.0;?
1386.0;774.0;532.0;0.1;45.0;51.0;-200.0;560.0;?;40.0;1.7;11.6;0.5462
1291.0;798.0;536.0;?;40.0;45.0;-200.0;?;?;?;2.6;13.4;0.5272
949.0;1002.0;917.0;1.1;?;82.0;-200.0;932.0;1405.0;31.0;8.8;15.2;?
657.0;1210.0;1481.0;3.0;?;100.0;-200.0;1356.0;1786.0;?;?;16.3;0.5066
820.0;1058.0;1187.0;2.1;149.0;91.0;-200.0;?;?;20.0;15.3;19.2;0.439
885.0;1106.0;1220.0;2.6;207.0;130.0;-200.0;?;1451.0;13.0;14.0;24.9;?
815.0;?;1381.0;3.2;?;155.0;-200.0;1253.0;?;9.9;18.5;28.3;0.3754
913.0;1047.0;1103.0;2.1;159.0;114.0;-200.0;1101.0;1391.0;9.8;13.5;29.2;0.3914
874.0;1091.0;1105.0;2.2;162.0;127.0;-200.0;1172.0;?;9.2;15.8;?;0.419
796.0;1162.0;1248.0;2.4;173.0;?;-200.0;1253.0;1595.0;9.3;18.5;32.6;0.4499
925.0;1059.0;?;-200.0;-200.0;-200.0;-200.0;1070.0;1401.0;9.2;12.6;32.6;0.4463
939.0;1083.0;898.0;?;-200.0;?;-200.0;1051.0;?;10.0;12.0;32.3;0.4747
867.0;1150.0;?;-200.0;?;-200.0;?;1161.0;1512.0;10.7;15.4;32.1;?
720.0;1321.0;?;-200.0;-200.0;-200.0;-200.0;1426.0;?;12.2;24.9;29.7;0.5007
-200.0;-200.0;?;?;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;?;-200.0
?;-200.0;-200.0;?;-200.0;?;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;?;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?;-200.0
-200.0;-200.0;?;?;-200.0;?;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0
-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;?;-200.0;-200.0;-200.0
?;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;?;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;?;?;-200.0;-200.0;-200.0;-200.0
-200.0;?;-200.0;?;?;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;?;?;-200.0;?;-200.0;?;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;?;?;-200.0;?;-200.0;-200.0;?;-200.0;-200.0;-200.0
-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;-200.0;?;-200.0;-200.0
946.0;1303.0;1608.0;4.0;-200.0;?;?;1776.0;1467.0;35.7;?;20.4;?
?;1137.0;1327.0;2.2;188.0;136.0;-200.0;1146.0;1392.0;23.8;14.9;26.1;?
1118.0;?;1292.0;1.8;159.0;135.0;-200.0;1109.0;1436.0;21.1;13.8;28.8;0.8193
1156.0;?;?;1.6;146.0;115.0;-200.0;1059.0;?;19.4;12.3;29.6;?
1128.0;1088.0;1060.0;1.8;127.0;112.0;?;1116.0;1449.0;16.4;14.0;31.6;0.7489
1237.0;1027.0;915.0;1.6;128.0;?;?;?;1345.0;13.3;11.8;32.3;0.6303
1200.0;1014.0;893.0;1.6;120.0;109.0;-200.0;1049.0;1366.0;?;12.0;31.8;0.6249
1276.0;969.0;768.0;1.3;115.0;112.0;?;968.0;1325.0;?;9.7;31.8;0.6394
1023.0;1120.0;?;-200.0;-200.0;?;?;1238.0;1591.0;15.9;18.0;31.0;0.7039
933.0;?;1284.0;-200.0;-200.0;-200.0;-200.0;1368.0;1707.0;18.7;22.6;28.6;?
933.0;1130.0;1269.0;?;-200.0;-200.0;-200.0;1368.0;?;19.5;22.7;26.7;0.6754
939.0;1123.0;1290.0;-200.0;-200.0;-200.0;-200.0;1304.0;1720.0;24.4;20.3;25.0;?
1064.0;1069.0;1119.0;-200.0;-200.0;-200.0;?;1086.0;1536.0;28.4;13.1;?;?
1116.0;?;1027.0;-200.0;?;-200.0;-200.0;1010.0;?;29.2;10.9;21.7;?
?;1101.0;1155.0;-200.0;-200.0;-200.0;-200.0;?;1564.0;30.9;13.3;21.1;0.7617
1072.0;?;1078.0;-200.0;?;-200.0;-200.0;960.0;?;36.3;9.5;19.9;?
?;949.0;954.0;-200.0;-200.0;-200.0;?;841.0;1393.0;39.3;6.6;18.6;0.8355
1295.0;?;726.0;-200.0;-200.0;-200.0;-200.0;687.0;1288.0;?;3.6;18.6;0.8228
1417.0;811.0;656.0;-200.0;-200.0;-200.0;?;606.0;1248.0;38.9;?;?;?
?;803.0;573.0;-200.0;-200.0;-200.0;-200.0;586.0;1232.0;40.9;?;18.0;0.8394
1246.0;882.0;780.0;-200.0;?;-200.0;?;715.0;1367.0;48.6;4.1;15.5;0.8505
1085.0;963.0;920.0;?;?;-200.0;-200.0;836.0;?;47.9;6.5;16.0;?
739.0;1413.0;1544.0;?;-200.0;-200.0;?;1424.0;2102.0;46.0;24.8;17.0;0.883
632.0;1485.0;1789.0;-200.0;-200.0;-200.0;-200.0;1650.0;?;41.6;?;?;0.9039
749.0;1354.0;1629.0;-200.0;-200.0;-200.0;-200.0;1418.0;?;35.0;?;21.8;0.9002
?;?;?;-200.0;-200.0;-200.0;-200.0;?;1513.0;28.0;9.0;25.6;0.9088
1132.0;1022.0;847.0;-200.0;?;-200.0;?;914.0;1446.0;23.1;8.4;26.4;0.7853
995.0;1100.0;958.0;-200.0;-200.0;-200.0;-200.0;1034.0;1586.0;24.2;?;?;0.856
1009.0;1073.0;854.0;-200.0;-200.0;-200.0;-200.0;1052.0;1574.0;20.9;?;27.5;0.7565
1071.0;1049.0;782.0;-200.0;-200.0;-200.0;-200.0;983.0;1515.0;?;10.1;?;0.8015
?;1086.0;888.0;-200.0;-200.0;?;?;1048.0;1580.0;18.6;11.9;30.6;0.8014
1066.0;1059.0;764.0;-200.0;-200.0;-200.0;-200.0;?;1521.0;15.8;11.3;31.3;0.7106
842.0;1244.0;?;-200.0;-200.0;-200.0;-200.0;1301.0;1801.0;21.0;?;29.4;0.8452
767.0;?;1385.0;-200.0;-200.0;?;-200.0;1423.0;1986.0;23.5;?;27.0;0.8256
822.0;1236.0;1237.0;?;-200.0;-200.0;-200.0;?;1868.0;26.7;20.3;25.8;0.8758
904.0;?;1127.0;-200.0;?;-200.0;-200.0;1187.0;?;28.4;16.2;23.7;0.8225
?;1110.0;1091.0;-200.0;?;-200.0;-200.0;1093.0;1661.0;33.0;13.3;21.3;0.8284
1032.0;1026.0;972.0;-200.0;-200.0;-200.0;-200.0;990.0;1553.0;35.3;10.3;?;0.8435
1026.0;1038.0;?;?;-200.0;-200.0;?;961.0;?;?;9.6;19.4;0.8511
?;975.0;890.0;-200.0;-200.0;-200.0;-200.0;892.0;1480.0;40.7;7.8;?;0.9045
?;908.0;763.0;-200.0;-200.0;-200.0;-200.0;814.0;1403.0;44.9;6.1;17.8;0.903
1074.0;896.0;?;-200.0;?;-200.0;-200.0;820.0;1439.0;49.7;?;16.6;0.9295
1221.0;810.0;?;-200.0;-200.0;-200.0;-200.0;697.0;1321.0;?;3.8;?;0.9028
1305.0;789.0;672.0;-200.0;?;-200.0;-200.0;638.0;1309.0;53.6;2.8;?;0.919
1276.0;814.0;626.0;-200.0;-200.0;-200.0;?;678.0;1339.0;51.7;?;15.5;0.9019
992.0;958.0;882.0;-200.0;?;-200.0;-200.0;?;1536.0;54.8;8.2;?;0.9247
762.0;1213.0;?;-200.0;-200.0;-200.0;-200.0;1274.0;?;?;19.2;16.3;0.9416
?;1221.0;?;-200.0;?;-200.0;?;?;2008.0;45.7;22.6;?;0.9559
774.0;1245.0;1324.0;-200.0;-200.0;-200.0;-200.0;1281.0;1952.0;43.6;19.4;20.8;1.0614
998.0;1050.0;901.0;-200.0;?;-200.0;?;963.0;1609.0;35.1;?;24.3;1.0477
1012.0;1048.0;852.0;-200.0;?;-200.0;-200.0;?;1600.0;29.3;9.8;?;0.9889
?;1141.0;?;-200.0;-200.0;-200.0;-200.0;1128.0;1738.0;?;14.4;28.3;0.9495
949.0;1052.0;831.0;-200.0;-200.0;-200.0;?;1053.0;1641.0;23.7;12.1;28.9;0.9285
908.0;1152.0;954.0;-200.0;?;-200.0;-200.0;1099.0;1706.0;25.8;13.5;28.5;?
982.0;?;?;1.7;133.0;115.0;?;1061.0;?;?;?;29.6;0.7692
966.0;1039.0;845.0;?;131.0;117.0;?;1055.0;1590.0;?;12.2;28.0;?
887.0;1148.0;?;2.1;133.0;105.0;-200.0;1067.0;1790.0;?;?;23.6;1.1786
843.0;1176.0;1102.0;2.2;141.0;114.0;-200.0;?;1805.0;48.1;13.9;21.5;?
900.0;1100.0;994.0;?;112.0;103.0;-200.0;1028.0;1710.0;44.1;11.4;22.1;?
959.0;1081.0;?;1.8;?;119.0;?;992.0;1680.0;?;10.4;20.2;1.1043
?;976.0;?;?;104.0;102.0;-200.0;858.0;1547.0;?;7.0;20.0;1.103
1082.0;979.0;?;?;97.0;96.0;?;857.0;1546.0;46.8;?;19.8;1.0697
937.0;1092.0;968.0;?;128.0;109.0;-200.0;1024.0;1706.0;47.0;11.3;19.6;1.0606
1009.0;1044.0;886.0;1.8;138.0;?;-200.0;946.0;?;46.3;9.2;19.3;1.0279
1091.0;940.0;?;1.1;93.0;103.0;-200.0;849.0;1509.0;48.7;6.8;18.5;1.0286
1180.0;892.0;?;0.6;?;84.0;-200.0;767.0;1466.0;51.4;5.1;18.0;1.0504
1302.0;838.0;540.0;0.3;?;-200.0;-200.0;?;1390.0;50.8;?;17.9;1.0355
?;853.0;621.0;?;44.0;59.0;?;727.0;1417.0;?;?;?;1.0379
1562.0;738.0;450.0;-200.0;18.0;29.0;-200.0;545.0;1266.0;49.7;1.5;17.7;?
1588.0;762.0;?;0.1;41.0;45.0;-200.0;581.0;1277.0;46.1;2.0;17.9;0.9383
?;841.0;559.0;0.5;84.0;80.0;-200.0;713.0;?;43.9;?;?;0.9192
1303.0;843.0;548.0;0.6;77.0;?;-200.0;712.0;1343.0;42.1;?;18.9;?
1326.0;841.0;525.0;0.5;73.0;?;-200.0;?;1330.0;39.7;4.0;19.2;0.8728
1329.0;862.0;522.0;0.7;72.0;66.0;-200.0;721.0;1335.0;?;4.2;20.8;?
1296.0;869.0;535.0;0.7;77.0;?;-200.0;740.0;1366.0;35.8;4.5;21.3;?
?;894.0;?;0.9;?;74.0;-200.0;810.0;1421.0;34.9;6.0;21.8;0.9004
1284.0;844.0;?;0.7;?;64.0;-200.0;?;1350.0;31.4;4.8;22.8;0.8615
1382.0;823.0;493.0;0.4;59.0;60.0;?;699.0;1311.0;?;3.8;22.9;0.862
1353.0;843.0;501.0;0.5;61.0;63.0;-200.0;719.0;?;30.7;4.2;?;0.8461
1279.0;865.0;559.0;0.6;76.0;?;-200.0;767.0;1369.0;29.2;5.1;?;0.8499
1247.0;873.0;589.0;0.6;73.0;79.0;-200.0;792.0;1397.0;30.2;5.6;23.2;0.8442
1221.0;899.0;596.0;0.8;?;83.0;-200.0;803.0;1426.0;31.3;5.8;?;0.8365
1163.0;?;681.0;1.0;98.0;93.0;-200.0;856.0;1437.0;32.2;7.0;21.7;0.825
1106.0;937.0;783.0;?;123.0;112.0;-200.0;893.0;1463.0;?;7.9;20.8;?
1177.0;901.0;738.0;1.0;?;103.0;-200.0;834.0;1408.0;35.0;6.5;20.1;0.8149
?;955.0;?;?;102.0;93.0;-200.0;918.0;1511.0;?;?;19.5;?
?;1065.0;929.0;2.7;142.0;112.0;-200.0;1106.0;1707.0;?;13.7;19.0;0.8327
907.0;1035.0;1044.0;2.7;148.0;125.0;-200.0;1110.0;1652.0;39.4;?;18.5;0.832
1030.0;956.0;?;1.6;107.0;107.0;?;945.0;1509.0;41.7;9.1;17.8;0.844
1078.0;869.0;?;0.6;61.0;76.0;-200.0;835.0;1437.0;42.0;6.5;19.2;0.9248
1085.0;831.0;710.0;0.3;?;-200.0;-200.0;822.0;?;44.8;6.2;17.8;0.9048
1113.0;815.0;712.0;-200.0;43.0;55.0;-200.0;?;1374.0;47.7;?;17.0;0.9185
1271.0;781.0;568.0;0.1;25.0;?;-200.0;661.0;1299.0;47.2;3.1;17.2;0.9178
1295.0;781.0;575.0;?;32.0;45.0;-200.0;?;1320.0;47.6;2.9;17.3;0.9295
1263.0;828.0;658.0;0.2;?;61.0;-200.0;690.0;1353.0;44.2;?;18.6;0.9385
?;803.0;?;?;60.0;67.0;?;?;?;?;?;20.2;?
1411.0;?;486.0;0.3;52.0;60.0;-200.0;653.0;1269.0;31.9;?;?;0.8335
?;844.0;507.0;0.4;58.0;64.0;-200.0;?;1292.0;25.9;3.7;25.5;0.8339
1361.0;833.0;?;0.3;54.0;?;-200.0;697.0;1294.0;22.8;3.8;27.5;0.8249
1318.0;832.0;502.0;0.3;52.0;?;-200.0;719.0;?;20.7;4.2;?;?
1502.0;771.0;430.0;0.1;34.0;41.0;-200.0;626.0;?;?;2.6;?;0.7771
1498.0;783.0;?;0.1;41.0;?;?;637.0;1215.0;18.4;?;29.8;0.7595
1378.0;815.0;?;0.2;?;46.0;?;723.0;1256.0;15.0;?;32.0;0.7028
1224.0;?;589.0;0.6;?;77.0;-200.0;819.0;1368.0;17.0;6.2;30.3;0.7232
1239.0;894.0;598.0;0.5;65.0;83.0;-200.0;774.0;1339.0;16.2;?;31.7;0.745
1102.0;963.0;695.0;0.9;84.0;?;-200.0;?;1447.0;19.6;7.7;29.2;0.7817
1045.0;?;739.0;1.1;89.0;95.0;-200.0;930.0;1506.0;23.8;8.8;27.4;0.858
986.0;1025.0;891.0;?;114.0;113.0;?;980.0;1591.0;?;?;25.0;?
?;?;930.0;1.5;127.0;128.0;-200.0;971.0;1573.0;30.1;9.8;?;0.8663
1044.0;?;?;?;117.0;117.0;-200.0;916.0;1515.0;33.6;8.4;?;0.8913
1181.0;878.0;610.0;?;46.0;64.0;-200.0;784.0;?;36.9;5.4;21.4;?
1213.0;836.0;518.0;?;?;28.0;-200.0;728.0;1353.0;39.9;4.3;?;0.9597
1107.0;855.0;664.0;0.3;27.0;46.0;-200.0;751.0;1418.0;?;?;19.7;0.9812
1323.0;?;515.0;-200.0;4.0;8.0;-200.0;588.0;1286.0;42.4;2.1;19.7;0.9636
1421.0;738.0;?;-200.0;?;?;?;539.0;1257.0;?;1.4;18.9;0.9703
1451.0;736.0;477.0;-200.0;19.0;32.0;?;528.0;1254.0;45.4;?;18.7;0.9694
1304.0;765.0;?;?;48.0;57.0;-200.0;609.0;1319.0;?;2.3;16.4;0.9709
1031.0;?;763.0;0.5;82.0;?;-200.0;834.0;1527.0;52.1;6.5;16.6;0.9785
804.0;1108.0;?;1.6;167.0;83.0;?;1123.0;1801.0;?;14.2;17.4;1.0017
681.0;1252.0;?;?;248.0;129.0;-200.0;?;?;?;?;19.3;1.0185
?;1175.0;1251.0;2.2;213.0;137.0;-200.0;1188.0;1901.0;43.6;16.3;20.9;1.0683
839.0;?;1141.0;1.6;161.0;121.0;-200.0;1120.0;1790.0;33.3;14.1;?;?
889.0;1044.0;942.0;1.4;144.0;123.0;?;1069.0;?;26.0;12.6;28.9;?
909.0;1018.0;795.0;1.4;127.0;120.0;-200.0;1088.0;1677.0;22.8;13.1;30.3;?
863.0;1060.0;836.0;1.5;116.0;119.0;-200.0;1122.0;1721.0;24.4;14.2;30.9;1.0724
?;1071.0;847.0;1.3;124.0;121.0;-200.0;1110.0;1733.0;?;13.8;30.5;1.1278
?;1006.0;769.0;1.2;115.0;?;-200.0;1054.0;?;23.4;12.1;30.7;1.015
827.0;?;968.0;1.8;150.0;128.0;-200.0;1171.0;1803.0;29.8;?;28.1;?
?;1196.0;1157.0;3.0;221.0;159.0;-200.0;1336.0;1971.0;32.2;21.4;26.9;1.1267
687.0;1243.0;1367.0;3.5;?;?;-200.0;1429.0;2093.0;34.6;25.0;26.0;1.1485
?;1124.0;1101.0;2.4;156.0;?;-200.0;1199.0;1858.0;37.7;?;24.5;1.1454
?;1020.0;916.0;1.1;97.0;96.0;?;1003.0;?;46.9;10.7;21.7;1.2044
977.0;1035.0;?;0.8;78.0;69.0;-200.0;878.0;1694.0;68.8;7.5;19.3;1.519
1063.0;986.0;693.0;?;60.0;58.0;-200.0;781.0;1633.0;?;5.3;17.6;1.6296
986.0;?;?;0.6;61.0;59.0;-200.0;834.0;1676.0;80.3;6.5;17.8;1.6212
1085.0;922.0;?;0.3;46.0;45.0;-200.0;750.0;1585.0;75.7;4.7;18.6;1.6074
1235.0;830.0;524.0;-200.0;17.0;?;-200.0;644.0;1487.0;?;?;19.6;1.5443
1339.0;805.0;527.0;?;18.0;26.0;-200.0;583.0;1494.0;76.4;2.0;18.0;1.5608
?;760.0;452.0;-200.0;-200.0;-200.0;-200.0;505.0;1413.0;77.2;1.1;17.3;1.5104
1437.0;783.0;466.0;-200.0;?;24.0;-200.0;529.0;1435.0;?;1.3;?;?
1272.0;854.0;565.0;0.1;39.0;41.0;?;613.0;?;81.3;2.4;16.8;1.5452
987.0;?;?;0.3;107.0;65.0;-200.0;816.0;?;?;6.1;?;1.5412
?;1225.0;1102.0;?;190.0;?;?;?;1922.0;80.9;12.5;16.9;1.5472
671.0;1313.0;1299.0;2.7;236.0;?;-200.0;1283.0;2180.0;79.8;19.5;17.1;1.542
?;1199.0;1272.0;2.3;?;?;-200.0;?;1958.0;70.3;?;18.5;1.4826
829.0;1182.0;1206.0;1.8;211.0;?;-200.0;?;?;66.7;12.0;?;1.5023
814.0;1173.0;1218.0;1.6;201.0;?;-200.0;1063.0;1905.0;63.1;12.4;20.4;1.4969
722.0;1259.0;1367.0;1.9;191.0;89.0;-200.0;1178.0;2060.0;61.8;15.9;21.6;1.5775
759.0;1263.0;1290.0;2.5;?;88.0;-200.0;1171.0;2029.0;?;15.7;?;1.4509
?;1156.0;1175.0;1.6;143.0;73.0;?;1100.0;1884.0;43.8;?;?;1.4262
808.0;1167.0;1139.0;1.5;?;78.0;-200.0;1065.0;1886.0;47.5;12.4;?;1.4487
733.0;1278.0;1293.0;2.5;183.0;95.0;-200.0;?;2041.0;47.4;17.1;24.8;?
657.0;?;1419.0;?;216.0;109.0;-200.0;1351.0;2201.0;?;22.0;?;1.4636
683.0;1353.0;1326.0;3.5;184.0;95.0;?;1292.0;2178.0;53.8;19.9;23.0;1.4968
?;1501.0;1517.0;4.8;248.0;?;-200.0;1501.0;?;65.8;27.9;21.5;?
678.0;?;1391.0;3.7;221.0;?;-200.0;?;2158.0;?;19.7;21.0;?
?;?;1275.0;2.1;159.0;?;-200.0;1169.0;2020.0;68.1;15.7;?;1.6329
822.0;1148.0;1168.0;1.6;136.0;75.0;-200.0;1048.0;1883.0;66.9;12.0;20.5;1.5914
822.0;1171.0;?;2.2;168.0;81.0;?;1088.0;1889.0;65.2;13.1;20.2;1.5251
927.0;1021.0;977.0;0.8;95.0;57.0;?;949.0;1764.0;68.0;9.2;19.5;1.5269
958.0;964.0;?;-200.0;70.0;?;-200.0;?;1692.0;66.4;7.5;19.9;1.5203
1094.0;887.0;804.0;-200.0;43.0;?;-200.0;758.0;1622.0;69.0;4.9;19.1;?
1051.0;885.0;805.0;-200.0;-200.0;?;-200.0;773.0;1641.0;70.7;5.2;?;1.4962
1217.0;?;704.0;-200.0;30.0;31.0;-200.0;662.0;?;67.8;3.2;18.9;1.4689
1280.0;792.0;?;-200.0;22.0;23.0;-200.0;611.0;1529.0;63.7;2.4;20.0;1.4742
1267.0;813.0;?;?;?;22.0;-200.0;639.0;1538.0;64.7;?;19.8;1.4769
?;?;751.0;-200.0;48.0;?;-200.0;703.0;1601.0;65.3;3.9;19.7;?
964.0;984.0;?;-200.0;73.0;?;?;854.0;?;62.0;6.9;?;1.5002
925.0;?;955.0;-200.0;95.0;?;-200.0;920.0;1777.0;56.6;?;22.2;1.4973
915.0;1054.0;?;?;86.0;54.0;-200.0;936.0;1791.0;?;8.9;24.3;1.4724
925.0;1063.0;957.0;-200.0;102.0;?;-200.0;930.0;1749.0;?;8.8;25.0;1.4492
1003.0;978.0;788.0;-200.0;80.0;53.0;-200.0;873.0;1669.0;?;7.4;28.9;?
1141.0;887.0;596.0;?;36.0;?;-200.0;748.0;1560.0;33.4;4.7;?;1.3581
?;887.0;560.0;?;32.0;30.0;-200.0;?;1523.0;30.7;?;?;?
1035.0;977.0;701.0;?;?;37.0;-200.0;850.0;1645.0;31.0;6.8;31.8;?
929.0;1043.0;?;-200.0;61.0;47.0;-200.0;934.0;1707.0;31.2;?;31.4;1.4127
966.0;1010.0;724.0;-200.0;?;44.0;-200.0;902.0;?;35.7;?;28.9;1.3985
876.0;1094.0;864.0;?;76.0;?;-200.0;?;1807.0;42.5;10.5;27.2;1.5135
778.0;1223.0;1084.0;-200.0;145.0;88.0;-200.0;1142.0;1965.0;46.4;?;26.2;1.5573
834.0;1109.0;998.0;-200.0;140.0;?;-200.0;1042.0;?;51.0;11.8;24.5;1.5454
915.0;1026.0;?;-200.0;102.0;?;-200.0;927.0;1781.0;?;8.7;22.8;1.5353
914.0;1036.0;909.0;-200.0;?;59.0;-200.0;928.0;1787.0;60.9;8.7;21.9;1.5799
995.0;963.0;?;-200.0;?;43.0;-200.0;853.0;1732.0;?;6.9;21.7;1.5617
957.0;996.0;?;?;?;51.0;-200.0;868.0;?;64.8;7.3;20.8;1.568
951.0;999.0;885.0;?;63.0;?;-200.0;853.0;1756.0;?;?;20.3;?
1056.0;893.0;743.0;-200.0;31.0;36.0;-200.0;741.0;1664.0;?;4.6;18.9;1.704
1517.0;730.0;445.0;?;?;-200.0;-200.0;530.0;1362.0;64.6;1.3;?;1.3276
?;753.0;454.0;-200.0;17.0;?;-200.0;562.0;?;64.5;1.7;18.6;1.3655
1203.0;825.0;610.0;?;61.0;58.0;?;663.0;1504.0;?;3.2;17.6;1.346
?;1012.0;1024.0;-200.0;184.0;73.0;-200.0;982.0;1796.0;67.6;10.1;17.6;1.3479
688.0;1221.0;1316.0;-200.0;248.0;?;-200.0;1293.0;2144.0;61.7;19.9;?;1.3393
?;?;1358.0;?;220.0;?;-200.0;1303.0;?;57.4;20.2;20.0;?
714.0;1234.0;2202.0;-200.0;243.0;108.0;-200.0;?;2108.0;45.9;?;22.6;?
?;1138.0;1947.0;-200.0;?;93.0;-200.0;1152.0;1877.0;34.3;15.1;?;1.2284
914.0;?;1227.0;-200.0;-200.0;-200.0;-200.0;1009.0;1697.0;31.0;10.9;27.4;?
921.0;?;950.0;-200.0;-200.0;-200.0;-200.0;1019.0;1720.0;?;11.1;26.2;?
?;966.0;917.0;-200.0;-200.0;-200.0;-200.0;1054.0;1742.0;32.4;12.1;26.8;1.1263
1025.0;905.0;707.0;-200.0;-200.0;-200.0;-200.0;923.0;1582.0;27.7;8.6;28.7;1.071
?;903.0;740.0;-200.0;-200.0;-200.0;?;968.0;1565.0;25.0;9.7;28.7;0.9684
988.0;914.0;775.0;-200.0;-200.0;-200.0;-200.0;1014.0;1597.0;22.3;11.0;29.1;?
849.0;?;1035.0;?;-200.0;-200.0;-200.0;1199.0;1781.0;24.5;16.6;?;0.9655
876.0;1043.0;1001.0;-200.0;-200.0;-200.0;-200.0;1139.0;1756.0;28.3;14.7;27.2;1.0016
792.0;1125.0;1101.0;-200.0;-200.0;?;?;?;1899.0;?;19.5;25.3;0.952
?;1058.0;1034.0;-200.0;-200.0;-200.0;-200.0;1134.0;1797.0;34.8;14.5;24.1;1.0333
1015.0;?;786.0;-200.0;-200.0;-200.0;?;892.0;1611.0;43.1;7.8;23.0;1.1993
