InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RUA^ accY;Accelerometer LUA^ accX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA accX;InertialMeasurementUnit RUA accY
?;805;956.0;520.0;-13;?;-1023.0;?
102;?;949.0;514.0;-11;40;-970.0;150.0
102;798;957.0;532.0;-45;?;-930.0;261.0
102;?;?;490.0;-72;-49;-937.0;312.0
102;793;898.0;?;-67;3;-945.0;301.0
102;811;851.0;447.0;?;-135;-941.0;316.0
102;?;?;470.0;-36;?;-914.0;?
?;?;846.0;?;363;-197;-935.0;344.0
?;799;830.0;490.0;?;-367;-949.0;405.0
?;604;?;?;114;675;-930.0;411.0
102;544;?;348.0;-249;2595;-948.0;?
102;517;760.0;?;-149;1573;-898.0;471.0
?;?;?;396.0;63;-854;-913.0;486.0
102;?;693.0;?;194;-743;-889.0;507.0
102;1032;646.0;395.0;-38;54;-861.0;?
?;551;?;412.0;-20;-11;?;?
102;903;611.0;284.0;?;-9;-863.0;589.0
?;770;570.0;495.0;-19;-21;?;635.0
102;789;?;?;-10;-34;-791.0;639.0
102;821;?;485.0;87;13;-755.0;?
102;777;549.0;532.0;64;-27;-719.0;659.0
102;?;498.0;509.0;55;-29;-678.0;?
?;784;461.0;415.0;39;21;-649.0;?
102;?;?;402.0;15;?;-609.0;?
102;806;431.0;344.0;6;-40;-568.0;755.0
?;792;391.0;359.0;14;-47;-528.0;775.0
?;?;404.0;379.0;?;-20;-547.0;744.0
102;790;396.0;?;?;?;-510.0;789.0
?;801;402.0;404.0;7;-33;-481.0;?
102;805;392.0;395.0;?;?;?;810.0
102;805;390.0;411.0;6;-8;-426.0;838.0
102;797;376.0;417.0;?;-28;-378.0;?
?;791;350.0;431.0;-47;8;?;?
102;799;369.0;?;-15;12;-358.0;838.0
102;804;350.0;391.0;-4;?;-348.0;859.0
102;798;351.0;399.0;?;-12;-334.0;888.0
102;795;348.0;380.0;?;-29;-330.0;916.0
?;791;340.0;400.0;30;-10;?;?
102;791;338.0;398.0;30;?;?;910.0
101;800;?;?;?;-17;-299.0;?
?;?;?;392.0;-44;-7;-261.0;?
102;?;343.0;?;?;28;-286.0;927.0
102;794;346.0;360.0;-21;-34;?;923.0
102;794;?;?;-48;-12;?;912.0
102;?;342.0;385.0;-13;45;?;905.0
101;794;318.0;390.0;-14;-11;-259.0;903.0
101;796;314.0;392.0;-1;?;-256.0;?
102;795;329.0;376.0;?;-11;?;926.0
101;792;?;?;?;-17;-246.0;914.0
101;795;331.0;357.0;27;33;-247.0;925.0
101;797;?;381.0;26;16;-242.0;926.0
101;794;330.0;352.0;-19;-9;-243.0;943.0
101;790;330.0;398.0;-19;22;-237.0;960.0
101;797;328.0;379.0;16;-1;-235.0;950.0
?;803;334.0;379.0;54;-11;-232.0;939.0
101;797;334.0;373.0;37;-14;-235.0;943.0
101;798;324.0;390.0;-10;4;?;943.0
101;799;341.0;364.0;-24;-2;?;951.0
101;794;321.0;380.0;-12;-31;-234.0;941.0
?;795;317.0;393.0;-13;?;?;945.0
?;796;?;399.0;-10;23;?;951.0
101;797;?;?;33;7;-233.0;?
?;794;316.0;?;42;-10;-236.0;947.0
101;797;?;366.0;8;-5;-234.0;942.0
101;802;302.0;380.0;33;9;-233.0;948.0
101;?;299.0;?;39;-10;-238.0;939.0
101;796;310.0;370.0;?;2;?;?
101;?;300.0;379.0;-18;13;-232.0;945.0
101;798;310.0;390.0;-3;-22;-236.0;958.0
?;?;310.0;390.0;-13;?;-231.0;956.0
101;796;307.0;401.0;?;?;-228.0;?
101;798;301.0;?;16;-16;?;?
101;?;311.0;395.0;?;-44;-225.0;935.0
101;?;310.0;391.0;5;10;-217.0;944.0
?;793;?;385.0;-19;2;-220.0;948.0
101;?;?;384.0;-14;-18;-227.0;964.0
101;794;?;389.0;-34;9;-220.0;964.0
101;794;310.0;?;-1;?;-222.0;974.0
101;795;298.0;376.0;44;-33;-223.0;960.0
101;794;326.0;377.0;-7;-2;-234.0;950.0
101;799;305.0;378.0;-35;-6;-224.0;954.0
101;799;308.0;396.0;?;-11;-222.0;?
101;?;310.0;391.0;?;1;?;942.0
101;798;320.0;?;15;19;-229.0;?
?;795;310.0;?;43;2;-225.0;955.0
101;797;321.0;381.0;-40;-20;-224.0;955.0
101;799;319.0;387.0;-7;24;-226.0;951.0
?;794;319.0;384.0;44;31;-229.0;944.0
101;797;304.0;397.0;-36;-33;?;960.0
101;797;?;392.0;-42;-37;-225.0;962.0
101;798;311.0;393.0;-8;-13;?;956.0
101;797;312.0;383.0;-30;-5;-230.0;959.0
?;801;325.0;404.0;-4;16;-227.0;960.0
101;801;308.0;?;28;-12;-234.0;948.0
?;793;322.0;391.0;6;-42;?;957.0
101;796;294.0;382.0;-12;-7;-230.0;954.0
101;795;306.0;385.0;-12;1;-233.0;942.0
101;801;301.0;393.0;?;8;-228.0;952.0
101;802;309.0;372.0;7;17;?;968.0
101;797;300.0;371.0;-14;-17;?;967.0
101;801;?;371.0;-14;-21;-232.0;?
101;795;280.0;399.0;-26;?;-232.0;956.0
101;798;291.0;?;-3;-5;?;964.0
101;?;292.0;382.0;-22;?;?;959.0
101;799;316.0;389.0;-2;-17;-226.0;961.0
?;801;300.0;375.0;44;2;-223.0;?
101;799;292.0;373.0;-20;10;-229.0;950.0
101;796;303.0;382.0;-17;?;?;946.0
101;794;289.0;381.0;16;9;-216.0;955.0
101;787;275.0;401.0;-9;?;-225.0;957.0
101;800;296.0;383.0;-10;?;-217.0;?
101;798;293.0;389.0;?;?;-219.0;951.0
101;?;289.0;374.0;?;-17;-217.0;?
101;?;291.0;386.0;0;-44;-222.0;952.0
101;781;271.0;382.0;-15;50;-217.0;960.0
101;798;260.0;380.0;?;-166;-225.0;958.0
101;797;269.0;371.0;-264;-135;-216.0;951.0
101;703;275.0;390.0;-232;?;-223.0;959.0
102;754;324.0;379.0;-61;?;-215.0;962.0
?;?;316.0;395.0;?;?;-217.0;959.0
?;788;325.0;425.0;-590;1039;-218.0;956.0
102;760;?;?;?;1273;-212.0;?
102;819;320.0;453.0;-505;1169;?;964.0
?;?;327.0;417.0;-341;1110;-196.0;965.0
102;738;?;379.0;414;550;-193.0;960.0
101;604;377.0;?;397;690;-214.0;934.0
101;598;398.0;392.0;196;1056;-268.0;?
101;537;419.0;419.0;-162;339;-278.0;964.0
101;585;?;454.0;-343;-648;-266.0;987.0
102;806;?;474.0;?;-1338;-244.0;1015.0
102;805;528.0;420.0;383;-1390;-258.0;953.0
102;884;599.0;?;?;-531;-281.0;918.0
102;884;672.0;333.0;-15;-15;-302.0;892.0
102;767;728.0;428.0;75;?;-329.0;870.0
101;810;828.0;362.0;-4;-35;-350.0;850.0
102;800;897.0;329.0;-13;-105;-385.0;829.0
101;791;?;?;40;?;-414.0;770.0
100;838;976.0;314.0;47;-83;-452.0;767.0
?;?;?;286.0;41;-69;-442.0;758.0
109;803;?;278.0;?;-12;-474.0;724.0
112;809;?;237.0;10;-46;-542.0;694.0
114;815;884.0;226.0;26;-72;-617.0;635.0
?;813;872.0;191.0;2;0;-688.0;642.0
92;808;803.0;146.0;-7;3;-776.0;654.0
?;810;748.0;136.0;1;25;-803.0;688.0
78;?;?;?;15;62;-833.0;688.0
71;808;762.0;280.0;26;-1;-831.0;685.0
69;809;760.0;?;?;?;-818.0;?
51;?;748.0;352.0;18;11;-813.0;734.0
34;?;712.0;340.0;11;-47;-794.0;778.0
24;809;738.0;298.0;25;-23;-793.0;842.0
14;803;701.0;266.0;?;12;-750.0;837.0
?;803;?;275.0;-12;-13;-680.0;744.0
4;805;734.0;248.0;46;-20;-705.0;684.0
1;799;702.0;257.0;-8;-47;-713.0;645.0
-1;807;713.0;?;21;-42;-684.0;654.0
-1;?;779.0;272.0;14;?;-697.0;645.0
?;800;733.0;283.0;-21;-44;?;?
-1;807;875.0;283.0;0;-29;-667.0;664.0
?;805;902.0;284.0;-105;-22;-672.0;?
-2;804;886.0;260.0;-122;0;-646.0;614.0
-2;800;874.0;?;?;17;-644.0;581.0
-2;?;910.0;?;-172;7;?;?
-2;806;1008.0;?;-167;63;-632.0;?
?;808;1031.0;380.0;-319;?;?;510.0
-2;799;1073.0;410.0;?;-103;-680.0;523.0
-2;786;1118.0;394.0;-1011;-151;?;?
-2;780;1164.0;400.0;-1226;-190;-817.0;?
-2;720;1167.0;456.0;-1452;?;-780.0;439.0
-2;707;1135.0;487.0;-1538;?;-787.0;416.0
-2;716;1148.0;519.0;?;542;?;401.0
-2;?;1152.0;?;-1174;1002;-843.0;346.0
-2;554;1107.0;534.0;-998;1204;-921.0;322.0
-2;520;1117.0;553.0;-758;?;-946.0;261.0
-2;?;?;603.0;-390;1252;-1015.0;226.0
-2;?;?;622.0;-202;376;-1042.0;?
?;528;1125.0;?;-159;469;-1047.0;200.0
-2;525;?;?;-30;798;-1028.0;178.0
-2;?;1365.0;581.0;24;736;-1029.0;178.0
-2;524;1224.0;?;-53;943;-1037.0;139.0
-2;525;1110.0;523.0;94;?;-1023.0;103.0
-2;525;1087.0;?;298;-413;-1023.0;?
?;501;1081.0;599.0;253;-398;?;161.0
-2;485;1081.0;594.0;165;-362;?;?
-2;506;1086.0;568.0;103;?;-1008.0;220.0
?;484;1066.0;?;26;-205;?;205.0
-2;?;1070.0;577.0;-78;?;-1085.0;23.0
-2;434;?;?;?;241;-1058.0;27.0
-2;436;1119.0;581.0;-124;228;-1041.0;?
?;472;1101.0;593.0;?;487;?;244.0
-2;490;1098.0;587.0;?;592;-960.0;201.0
-2;?;1101.0;588.0;-265;?;-982.0;156.0
-2;497;1096.0;561.0;?;549;-993.0;?
-2;?;1118.0;578.0;-445;407;-983.0;173.0
?;?;1101.0;563.0;-436;428;-992.0;167.0
?;549;1109.0;578.0;-439;660;-1001.0;160.0
-2;?;?;561.0;-542;695;?;176.0
-2;579;1102.0;543.0;-494;902;?;183.0
-2;615;1132.0;560.0;?;1000;-1014.0;187.0
-2;607;1137.0;537.0;-443;1023;?;163.0
-2;608;?;521.0;-446;?;-1024.0;167.0
-2;?;1094.0;511.0;-510;878;-1031.0;168.0
-2;609;1090.0;?;-97;1837;-1041.0;174.0
-2;604;1088.0;504.0;?;2630;-1023.0;?
?;611;1109.0;?;90;2272;?;165.0
-2;605;1068.0;?;133;2448;-1003.0;110.0
?;605;1082.0;479.0;130;2441;-1023.0;48.0
-2;621;1069.0;459.0;?;?;-1025.0;-19.0
-2;574;1099.0;422.0;141;2775;-1016.0;45.0
-2;716;1007.0;411.0;?;1261;-982.0;?
-2;?;?;400.0;117;-774;-959.0;?
-2;?;?;339.0;100;-371;-941.0;90.0
-1;826;1000.0;?;3;-133;-950.0;123.0
0;826;1011.0;300.0;-14;-209;-965.0;?
-1;825;1057.0;355.0;-1;-105;-935.0;364.0
1;?;1130.0;?;?;?;-962.0;344.0
-2;?;1159.0;268.0;33;-96;-975.0;335.0
0;809;1145.0;?;23;-74;-911.0;238.0
16;809;1117.0;29.0;-11;-66;?;173.0
24;806;?;18.0;-16;-58;-830.0;373.0
24;809;?;60.0;-12;-67;-838.0;285.0
26;806;992.0;159.0;-16;-60;-856.0;264.0
26;809;986.0;258.0;-12;-65;?;?
27;808;1009.0;296.0;?;-61;-974.0;290.0
26;803;1023.0;272.0;-40;?;-1030.0;325.0
23;815;1016.0;266.0;-28;5;-1011.0;305.0
23;?;1037.0;249.0;?;?;-980.0;214.0
19;?;1048.0;239.0;-48;-9;-961.0;134.0
12;797;1070.0;?;-117;-19;?;107.0
?;778;1070.0;211.0;?;51;-870.0;?
?;?;?;243.0;-195;-32;-881.0;134.0
7;?;1130.0;?;?;?;-899.0;154.0
6;834;1133.0;228.0;-630;-90;-916.0;204.0
?;843;1187.0;?;?;-240;-915.0;227.0
8;809;1189.0;207.0;-1652;-494;-901.0;203.0
7;777;1243.0;244.0;-2302;-717;-924.0;220.0
?;?;1314.0;245.0;-3367;-1257;-937.0;203.0
?;833;1230.0;?;?;?;-942.0;169.0
?;761;?;390.0;-5556;-1520;-954.0;169.0
6;979;?;430.0;-6482;-2151;-956.0;167.0
6;1302;1188.0;449.0;-5944;-1736;-984.0;162.0
6;1087;?;450.0;-1639;1040;-1005.0;202.0
6;1066;1184.0;423.0;-1362;1358;-1006.0;199.0
6;959;996.0;439.0;182;1301;?;282.0
6;814;990.0;419.0;3513;2917;-1149.0;329.0
?;784;?;500.0;3934;3528;?;176.0
6;796;919.0;369.0;4370;3090;-1030.0;-4.0
?;891;918.0;251.0;?;1913;-1047.0;9.0
6;942;?;259.0;5533;691;?;46.0
6;1501;934.0;329.0;?;252;-1093.0;33.0
6;?;950.0;?;?;-1197;-1101.0;37.0
?;?;1101.0;?;?;-1369;-997.0;?
7;-138;1203.0;?;?;-1417;-904.0;125.0
7;?;1219.0;493.0;4854;-310;?;?
7;818;1492.0;513.0;?;?;-841.0;279.0
8;2149;1492.0;500.0;?;-467;?;?
10;777;?;512.0;?;-3010;-863.0;303.0
9;767;997.0;510.0;-1792;778;-854.0;303.0
7;650;?;359.0;?;497;-868.0;?
6;729;1122.0;?;?;259;-958.0;319.0
?;849;1037.0;256.0;-117;144;-1083.0;302.0
8;763;879.0;267.0;50;?;?;224.0
12;?;861.0;355.0;-42;80;?;239.0
14;?;?;?;-2;-107;?;223.0
15;?;900.0;373.0;22;?;-1101.0;-45.0
19;793;870.0;?;-90;-22;-842.0;-198.0
23;788;864.0;226.0;-157;21;?;-224.0
25;789;?;157.0;?;5;-983.0;-244.0
29;796;1005.0;?;-227;44;-967.0;-66.0
32;?;1181.0;127.0;-239;32;-803.0;?
33;811;1308.0;196.0;-306;44;-733.0;243.0
31;837;1340.0;224.0;-872;-6;-750.0;267.0
?;857;1369.0;290.0;-1531;-486;-796.0;264.0
38;750;1485.0;348.0;-3002;-724;?;305.0
?;?;1218.0;431.0;-5356;?;-761.0;306.0
40;?;1059.0;482.0;-7797;-710;-803.0;286.0
42;1033;?;?;-8732;1179;-844.0;284.0
42;1652;1370.0;547.0;?;1072;-962.0;342.0
41;2213;1240.0;627.0;-755;998;-1149.0;390.0
41;?;1075.0;502.0;?;849;-1175.0;353.0
?;653;977.0;527.0;2064;127;-1202.0;304.0
?;853;901.0;659.0;3335;225;-1269.0;394.0
41;?;855.0;483.0;?;232;?;342.0
41;748;867.0;332.0;4205;219;-966.0;147.0
41;707;934.0;315.0;5080;?;-1046.0;155.0
41;863;969.0;367.0;5544;191;-1228.0;82.0
42;1306;?;371.0;5840;?;-1202.0;9.0
42;1717;1080.0;?;6167;?;?;28.0
42;742;1216.0;409.0;?;?;-909.0;129.0
42;-2263;1266.0;463.0;3837;1477;-829.0;221.0
43;-3419;?;406.0;755;1716;-772.0;203.0
44;-1960;1531.0;416.0;-2263;?;-770.0;188.0
45;-15;?;398.0;-3454;-122;?;?
46;1076;934.0;402.0;-3325;?;-871.0;176.0
47;852;?;402.0;-1436;304;?;160.0
48;762;1099.0;?;-69;396;-930.0;?
?;853;1097.0;336.0;?;?;-1052.0;174.0
39;769;?;?;-31;?;-1168.0;133.0
?;803;?;364.0;-69;-105;-1188.0;164.0
?;785;964.0;?;-27;?;-1303.0;251.0
46;801;980.0;441.0;19;-33;-1330.0;?
40;?;984.0;?;-91;-50;-912.0;?
31;800;977.0;?;?;5;-731.0;?
22;796;?;?;-180;17;-861.0;-185.0
15;?;907.0;180.0;-179;?;-991.0;-254.0
10;783;919.0;196.0;-186;?;-948.0;38.0
13;747;1023.0;?;?;?;-859.0;142.0
27;772;1137.0;209.0;-421;-79;-852.0;201.0
35;772;?;219.0;-554;-29;?;214.0
47;773;1346.0;243.0;-1138;-379;-881.0;?
66;791;1525.0;309.0;-2098;?;-854.0;227.0
71;785;1536.0;?;-3317;-994;-830.0;241.0
76;?;1226.0;401.0;-5908;-1817;?;263.0
79;817;1126.0;451.0;?;-646;-794.0;?
77;864;1158.0;565.0;?;605;-829.0;364.0
?;976;?;624.0;-5607;590;?;377.0
76;?;1163.0;?;?;1113;-1033.0;349.0
76;795;1097.0;487.0;1013;1635;-1139.0;324.0
76;470;1078.0;592.0;1107;1409;-1291.0;317.0
76;630;1159.0;437.0;2692;524;-1454.0;?
77;731;?;306.0;4863;?;-1261.0;-95.0
118;814;581.0;135.0;-10;-97;-757.0;305.0
122;805;763.0;?;20;-69;-686.0;195.0
119;774;716.0;?;20;-49;-654.0;377.0
110;749;665.0;69.0;-10;-68;?;?
?;754;?;37.0;?;?;-777.0;761.0
?;755;694.0;46.0;-1;-59;?;773.0
?;748;585.0;55.0;?;?;?;763.0
104;775;618.0;?;2;-20;-715.0;784.0
104;793;713.0;?;-69;?;-621.0;725.0
103;?;?;585.0;2;7;-674.0;?
104;790;806.0;527.0;?;-4;?;434.0
104;789;518.0;?;?;-13;-767.0;?
104;?;747.0;323.0;?;46;?;684.0
104;777;929.0;230.0;-567;-152;-853.0;653.0
105;789;?;249.0;?;-155;-660.0;?
105;769;924.0;?;-1029;?;-638.0;?
105;799;780.0;352.0;-2226;-511;?;?
105;984;884.0;337.0;-2447;?;?;?
105;1028;909.0;344.0;-2852;-202;?;659.0
105;?;?;423.0;-983;67;-764.0;?
104;944;892.0;?;751;?;?;662.0
105;842;902.0;391.0;640;506;-764.0;?
?;785;?;377.0;1401;1256;-908.0;514.0
?;?;867.0;317.0;1408;1372;-989.0;508.0
?;?;?;308.0;?;622;-813.0;536.0
?;669;795.0;?;1772;?;?;522.0
105;636;819.0;?;894;466;-882.0;463.0
105;662;855.0;395.0;851;443;-874.0;534.0
105;630;854.0;?;452;?;-866.0;?
?;520;909.0;436.0;?;1417;-870.0;545.0
105;143;?;426.0;216;2063;-873.0;491.0
105;343;912.0;369.0;-244;2365;-863.0;472.0
105;?;919.0;371.0;-165;?;?;?
105;226;?;357.0;-906;1116;?;?
105;2346;873.0;354.0;-1676;101;-797.0;473.0
?;840;857.0;360.0;-473;-677;-823.0;388.0
105;238;813.0;326.0;140;-312;-853.0;388.0
106;1088;992.0;317.0;-127;97;-855.0;450.0
106;657;863.0;298.0;30;-47;-879.0;437.0
105;?;?;329.0;-50;11;-856.0;472.0
106;794;765.0;375.0;-41;?;-839.0;407.0
107;?;819.0;324.0;-20;-14;-896.0;436.0
107;827;923.0;281.0;?;19;-895.0;440.0
105;777;?;200.0;-20;21;-885.0;530.0
94;810;799.0;?;-15;9;?;?
85;?;754.0;106.0;16;-33;?;441.0
?;795;?;165.0;-11;-23;-786.0;562.0
74;798;828.0;251.0;17;-22;-765.0;?
69;812;772.0;291.0;23;-4;-704.0;736.0
67;?;748.0;310.0;2;11;-643.0;632.0
?;791;691.0;262.0;9;?;-697.0;409.0
55;?;718.0;?;7;0;-783.0;396.0
51;803;723.0;222.0;8;0;-712.0;592.0
38;?;814.0;187.0;-5;-1;-603.0;?
31;798;800.0;?;17;-1;-599.0;555.0
33;807;755.0;181.0;17;?;-607.0;?
32;802;721.0;?;-18;?;-628.0;386.0
33;801;735.0;303.0;-11;82;-565.0;451.0
32;805;686.0;323.0;?;59;-536.0;508.0
32;792;700.0;338.0;-1;23;?;?
32;794;642.0;360.0;15;?;-519.0;512.0
32;801;652.0;353.0;3;?;?;531.0
33;799;710.0;293.0;13;48;-633.0;573.0
33;805;?;267.0;?;42;-583.0;642.0
33;796;641.0;262.0;-18;57;-560.0;?
?;797;660.0;238.0;-20;?;-568.0;735.0
33;807;537.0;266.0;-8;32;?;740.0
?;?;717.0;273.0;?;0;-557.0;721.0
33;792;?;264.0;13;-63;-503.0;698.0
?;799;994.0;275.0;17;?;?;669.0
33;?;1126.0;321.0;-20;-27;-518.0;616.0
?;810;325.0;355.0;-14;-24;-536.0;636.0
33;809;765.0;377.0;11;-43;-497.0;698.0
?;807;845.0;393.0;?;-98;-493.0;701.0
33;805;858.0;318.0;57;-104;-484.0;668.0
33;799;536.0;294.0;56;-123;?;?
33;?;736.0;302.0;54;-113;-627.0;596.0
33;?;658.0;332.0;7;-78;-611.0;?
33;?;597.0;323.0;?;-72;-1121.0;-2.0
?;810;635.0;?;?;-72;-374.0;?
33;814;672.0;307.0;24;-74;?;?
?;807;630.0;272.0;44;-92;-554.0;713.0
33;796;?;286.0;52;-92;-805.0;?
32;?;639.0;320.0;-27;-40;?;1007.0
33;?;662.0;?;-51;9;-538.0;859.0
32;806;542.0;290.0;-10;0;-570.0;?
33;802;474.0;276.0;?;-34;?;602.0
33;802;540.0;253.0;7;?;-447.0;?
28;801;565.0;241.0;-16;-6;-492.0;?
?;804;?;225.0;-27;1;-508.0;685.0
25;796;459.0;208.0;-22;1;-477.0;716.0
17;790;240.0;224.0;-40;15;-468.0;?
18;803;?;254.0;-54;32;-490.0;648.0
18;809;930.0;276.0;-62;40;-457.0;733.0
17;805;627.0;287.0;-72;33;-369.0;758.0
17;803;1046.0;322.0;?;31;-358.0;600.0
17;?;893.0;316.0;-50;51;-373.0;551.0
17;803;788.0;316.0;-87;62;-436.0;?
?;803;884.0;306.0;?;62;-410.0;?
17;801;846.0;400.0;-84;87;-342.0;?
17;800;?;?;-134;?;-205.0;481.0
17;821;?;451.0;-305;147;-827.0;504.0
?;801;850.0;466.0;-487;362;-749.0;855.0
17;769;?;?;-558;684;-652.0;697.0
17;773;528.0;?;?;916;?;766.0
17;753;699.0;498.0;-621;1043;-768.0;1007.0
17;?;?;460.0;-660;1068;-848.0;821.0
17;736;1123.0;447.0;-649;1053;-902.0;661.0
?;?;948.0;439.0;-584;?;-851.0;524.0
17;717;967.0;436.0;-474;965;-976.0;413.0
17;692;766.0;584.0;-347;930;-879.0;510.0
17;708;819.0;620.0;-232;915;-806.0;532.0
17;702;829.0;521.0;?;908;-627.0;637.0
16;?;?;482.0;26;?;-599.0;103.0
16;722;?;456.0;195;474;?;?
16;689;?;?;?;405;-1488.0;302.0
16;565;946.0;505.0;371;322;-1027.0;?
?;?;?;548.0;187;737;-1140.0;532.0
16;312;957.0;625.0;-72;1565;-889.0;454.0
16;372;?;624.0;-482;1970;-874.0;386.0
16;491;959.0;568.0;-812;1903;-894.0;434.0
16;?;907.0;486.0;?;1545;-929.0;442.0
16;617;848.0;392.0;-985;1168;?;555.0
16;619;926.0;354.0;-1071;1229;-965.0;?
16;?;894.0;?;-1081;1313;-1014.0;562.0
16;682;?;?;-1062;?;-1034.0;?
16;751;?;392.0;-1080;1303;-958.0;457.0
16;874;?;430.0;-1001;1360;-954.0;248.0
?;826;1027.0;?;?;1474;-993.0;219.0
16;877;1028.0;425.0;?;?;-986.0;?
16;831;1051.0;?;-665;1711;-860.0;282.0
16;688;1137.0;446.0;-578;2491;-853.0;244.0
15;586;1195.0;459.0;?;3228;-841.0;275.0
?;495;?;?;-1434;3743;-853.0;?
15;361;1145.0;411.0;-1626;?;-822.0;615.0
15;261;?;328.0;-2769;2953;-876.0;551.0
15;732;1234.0;363.0;-894;1082;-938.0;?
15;1045;1289.0;363.0;670;-636;-935.0;402.0
15;700;1317.0;376.0;-199;-1008;-935.0;343.0
?;623;1182.0;?;?;-495;-972.0;113.0
15;834;1010.0;335.0;59;-409;-1058.0;-37.0
13;832;987.0;278.0;-32;-293;-1049.0;-209.0
10;795;997.0;?;73;-207;-1057.0;-254.0
?;?;971.0;198.0;59;-317;-1066.0;-211.0
1;818;960.0;?;-3;-243;-1113.0;-130.0
?;820;1006.0;176.0;61;-275;-1112.0;?
-13;783;1111.0;?;?;-306;-1195.0;?
-11;759;?;169.0;139;-92;?;65.0
-25;822;1064.0;137.0;?;?;-974.0;125.0
-42;849;?;130.0;-110;?;-865.0;177.0
-45;822;?;190.0;-107;-23;-866.0;181.0
-47;819;1012.0;285.0;-106;-19;?;?
-53;?;?;362.0;-230;84;-829.0;?
-65;861;1054.0;324.0;-209;109;-841.0;71.0
-62;841;1071.0;224.0;-62;10;-938.0;?
-76;?;1073.0;?;-110;7;?;224.0
-104;830;1086.0;213.0;-48;85;-1004.0;237.0
-109;822;1095.0;275.0;-73;82;-921.0;193.0
-120;795;1108.0;203.0;-203;71;?;131.0
-130;842;1087.0;146.0;-150;111;-885.0;80.0
-128;827;1098.0;?;?;53;?;110.0
-126;?;?;274.0;-1077;-100;-915.0;160.0
-116;?;?;334.0;-1788;-557;?;184.0
?;666;1398.0;241.0;-3189;?;-955.0;179.0
-106;739;1081.0;348.0;?;?;-946.0;?
-105;1055;?;460.0;-5911;-2476;?;?
-102;920;1043.0;557.0;-8135;-3215;-939.0;204.0
-101;891;?;468.0;-5356;-1747;-926.0;199.0
?;1556;1321.0;360.0;?;-679;-938.0;176.0
-100;1497;1207.0;327.0;-2586;-685;?;157.0
?;658;1180.0;385.0;1008;1986;-1174.0;?
-98;646;1084.0;?;3035;2954;-1276.0;135.0
-98;876;940.0;337.0;3334;1863;-1149.0;-81.0
?;701;942.0;351.0;4804;?;-827.0;-147.0
-98;815;968.0;438.0;4966;1168;-843.0;45.0
-97;?;980.0;447.0;5413;639;?;172.0
-97;856;938.0;?;5478;609;-1094.0;178.0
-98;1059;928.0;409.0;?;573;-1129.0;46.0
-98;822;959.0;450.0;5163;?;-1125.0;13.0
-99;491;1044.0;462.0;4712;-510;-1060.0;16.0
?;-1294;1111.0;401.0;2852;-81;-927.0;-26.0
-101;?;1148.0;445.0;?;500;-876.0;39.0
?;1282;1386.0;493.0;-2107;?;-899.0;204.0
-101;968;1571.0;?;-3041;-803;-895.0;219.0
-103;?;1341.0;555.0;?;-1008;-896.0;274.0
?;?;982.0;577.0;-2116;-471;-858.0;297.0
-99;806;?;517.0;?;16;-868.0;338.0
-98;944;1076.0;517.0;389;111;-927.0;346.0
-98;?;1114.0;411.0;535;-16;-1013.0;?
?;620;1044.0;278.0;8;-68;?;338.0
?;?;951.0;208.0;350;-42;-1145.0;287.0
-98;729;937.0;235.0;150;-57;-1337.0;190.0
-105;790;963.0;307.0;19;-62;-1400.0;48.0
-119;779;1007.0;371.0;-253;-76;-1031.0;-74.0
-130;761;1000.0;371.0;-385;-118;-759.0;-83.0
?;799;979.0;332.0;-271;-121;-828.0;-66.0
?;769;926.0;337.0;-277;?;-960.0;-111.0
-127;765;911.0;316.0;-295;-124;-971.0;-17.0
-123;765;909.0;276.0;-307;-84;-883.0;144.0
-127;?;984.0;265.0;-359;-97;-823.0;310.0
-134;773;1116.0;?;?;-40;-816.0;312.0
-134;746;1266.0;252.0;-583;-38;-845.0;?
-138;792;1410.0;249.0;?;-173;-886.0;270.0
-145;708;?;242.0;?;-588;-875.0;266.0
-145;652;1405.0;311.0;-4059;?;-843.0;254.0
-145;739;1136.0;?;-5295;-1346;?;268.0
-140;596;1108.0;587.0;-5800;-1733;-803.0;303.0
?;?;?;642.0;-4822;-586;-806.0;339.0
?;2066;1084.0;505.0;-4799;536;-914.0;363.0
-136;1820;1069.0;444.0;-4429;276;-1033.0;282.0
?;1873;1052.0;644.0;-4568;321;?;236.0
?;2017;1031.0;?;-5439;?;-1299.0;250.0
-136;1115;1096.0;404.0;987;?;-1416.0;291.0
-136;581;1012.0;268.0;4947;521;-1157.0;116.0
?;776;1016.0;296.0;3744;412;-968.0;80.0
-137;526;1050.0;?;5128;526;-992.0;135.0
?;600;1039.0;?;5005;584;-978.0;121.0
-137;?;963.0;312.0;?;157;-949.0;107.0
-137;1595;989.0;362.0;4904;-107;-927.0;101.0
-137;1219;1084.0;427.0;5120;-220;-936.0;139.0
-137;-84;1157.0;410.0;4379;-372;-948.0;153.0
-137;-1261;1238.0;409.0;3961;?;-930.0;138.0
-137;-1234;1375.0;392.0;?;-350;-911.0;126.0
-137;?;1520.0;461.0;-457;-291;-924.0;?
-135;311;1224.0;475.0;-2785;-283;-951.0;142.0
