InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
165.0;119.0;-514.0;360.0;-11;193.0
212.0;56.0;-550.0;409.0;-11;197.0
?;?;-551.0;408.0;-11;223.0
?;61.0;-666.0;?;?;198.0
?;77.0;-580.0;98.0;-11;185.0
183.0;156.0;-567.0;-25.0;-11;128.0
213.0;222.0;-524.0;-67.0;-12;14.0
201.0;277.0;-595.0;-100.0;-12;-41.0
223.0;?;?;?;-12;134.0
203.0;481.0;-560.0;?;-12;280.0
197.0;293.0;-550.0;30.0;?;225.0
233.0;221.0;-526.0;42.0;?;125.0
?;32.0;-452.0;?;-13;?
?;-47.0;-464.0;66.0;-14;48.0
230.0;-194.0;-465.0;-250.0;-14;69.0
269.0;-116.0;-440.0;-415.0;-15;129.0
230.0;194.0;-438.0;-338.0;-15;178.0
?;471.0;-436.0;-295.0;-16;?
250.0;-278.0;-374.0;-155.0;?;?
233.0;247.0;-399.0;?;-18;208.0
212.0;496.0;-318.0;?;-18;?
179.0;301.0;-262.0;-232.0;?;40.0
124.0;?;?;-152.0;-19;-9.0
?;42.0;?;-34.0;-19;18.0
98.0;-34.0;-336.0;?;-20;-11.0
?;-20.0;-319.0;263.0;-20;?
87.0;8.0;?;348.0;-20;12.0
74.0;15.0;?;470.0;-22;56.0
?;-104.0;-371.0;?;-22;90.0
111.0;-134.0;?;?;?;135.0
69.0;-32.0;-358.0;736.0;-24;146.0
101.0;-84.0;-306.0;832.0;-26;131.0
104.0;?;-306.0;897.0;?;52.0
97.0;-160.0;-295.0;915.0;-30;68.0
99.0;-196.0;-337.0;885.0;-32;?
95.0;-173.0;-497.0;854.0;?;31.0
115.0;-86.0;-449.0;?;-34;56.0
124.0;4.0;-438.0;953.0;?;?
113.0;37.0;-423.0;896.0;-33;45.0
108.0;7.0;-447.0;905.0;-33;-34.0
?;-61.0;?;900.0;-33;-75.0
88.0;?;-337.0;900.0;-32;-90.0
65.0;-47.0;-332.0;801.0;-32;-25.0
67.0;-53.0;-425.0;?;?;-45.0
?;?;-475.0;669.0;-32;-94.0
77.0;-27.0;?;601.0;-32;-104.0
114.0;-35.0;-382.0;537.0;?;?
45.0;-40.0;-324.0;354.0;-32;-158.0
87.0;-58.0;-279.0;?;-32;-132.0
?;-40.0;-347.0;174.0;?;-10.0
71.0;-32.0;-381.0;133.0;-32;70.0
35.0;?;-321.0;131.0;-32;57.0
37.0;-80.0;-325.0;91.0;-32;-7.0
?;-90.0;-410.0;3.0;-32;?
99.0;-71.0;-392.0;-56.0;-32;?
68.0;?;-422.0;-51.0;-31;-54.0
3.0;-37.0;-446.0;3.0;-31;-138.0
?;-13.0;-493.0;?;-31;?
42.0;?;?;292.0;-31;-81.0
55.0;?;?;357.0;?;-70.0
31.0;?;-692.0;?;-31;-120.0
?;112.0;-542.0;?;-30;-77.0
28.0;162.0;-519.0;479.0;?;-138.0
58.0;?;-634.0;340.0;-26;-20.0
?;455.0;-602.0;101.0;-20;91.0
97.0;?;?;-192.0;-16;170.0
115.0;?;-578.0;-336.0;-9;?
136.0;-4.0;-519.0;?;0;?
?;-176.0;?;-479.0;-1;28.0
229.0;-183.0;?;-415.0;?;76.0
266.0;-125.0;-429.0;-156.0;2;-3.0
341.0;?;-401.0;?;-5;?
359.0;37.0;-372.0;255.0;?;50.0
263.0;56.0;-355.0;-59.0;-21;121.0
?;157.0;?;?;-31;159.0
290.0;?;-404.0;123.0;-33;173.0
279.0;303.0;?;?;-32;?
212.0;?;-479.0;?;-45;226.0
144.0;?;?;?;-71;?
?;325.0;-526.0;690.0;?;?
112.0;?;-690.0;627.0;-94;246.0
?;411.0;-732.0;685.0;-99;204.0
59.0;450.0;?;729.0;?;306.0
?;402.0;-579.0;754.0;-105;321.0
?;474.0;-582.0;713.0;-108;231.0
?;677.0;-612.0;550.0;-108;156.0
95.0;?;-689.0;355.0;-106;173.0
147.0;408.0;-587.0;?;?;60.0
90.0;1513.0;?;127.0;-105;-95.0
87.0;?;-479.0;14.0;-105;-151.0
263.0;-135.0;-488.0;-66.0;-105;-20.0
368.0;-90.0;-477.0;-275.0;-105;70.0
?;?;?;-500.0;?;169.0
316.0;-142.0;-361.0;-791.0;-106;150.0
305.0;247.0;-409.0;-1230.0;?;62.0
?;263.0;-415.0;-1722.0;-107;72.0
291.0;159.0;-407.0;-1912.0;-107;?
?;179.0;-403.0;-1952.0;-108;-31.0
174.0;-2.0;-438.0;-1942.0;?;-43.0
141.0;-119.0;-508.0;?;-106;-55.0
156.0;-122.0;-568.0;-1751.0;?;-81.0
78.0;-147.0;-788.0;-1563.0;-105;-192.0
76.0;?;-630.0;-1321.0;-119;-152.0
50.0;-70.0;-641.0;?;-124;-33.0
?;13.0;?;-737.0;-120;-3.0
84.0;144.0;-527.0;-511.0;-163;?
59.0;69.0;-520.0;-240.0;?;360.0
103.0;242.0;?;?;219;174.0
99.0;?;?;435.0;155;343.0
103.0;703.0;-446.0;902.0;169;373.0
?;544.0;?;1334.0;211;349.0
?;396.0;-454.0;1641.0;-55;93.0
418.0;28.0;-381.0;1566.0;-211;-33.0
332.0;91.0;-331.0;1120.0;-152;-2.0
259.0;-225.0;-320.0;?;-171;?
231.0;-159.0;-319.0;312.0;-168;-71.0
237.0;-137.0;-328.0;481.0;-155;-8.0
235.0;-150.0;-397.0;631.0;-158;?
184.0;?;-450.0;?;-148;77.0
?;?;-368.0;662.0;-142;68.0
?;-240.0;-681.0;710.0;?;50.0
101.0;-281.0;-731.0;652.0;-131;40.0
73.0;-307.0;-633.0;553.0;-136;111.0
28.0;77.0;-636.0;?;-147;85.0
?;?;-559.0;675.0;-152;-44.0
24.0;910.0;-663.0;783.0;-153;?
32.0;?;-560.0;848.0;-161;65.0
?;839.0;-511.0;785.0;?;54.0
55.0;239.0;?;?;?;11.0
69.0;540.0;-411.0;650.0;-161;71.0
151.0;-48.0;-420.0;476.0;-160;196.0
291.0;?;-416.0;213.0;-159;?
338.0;-31.0;-366.0;36.0;-157;?
255.0;-130.0;-342.0;-355.0;-156;242.0
313.0;?;-306.0;-844.0;?;?
?;?;-310.0;-1218.0;-153;-75.0
182.0;171.0;-325.0;?;-156;-82.0
142.0;126.0;?;-1612.0;-151;-97.0
94.0;41.0;-437.0;-1662.0;-154;?
?;55.0;-436.0;?;-156;-10.0
70.0;-53.0;-468.0;-1333.0;-145;-52.0
60.0;?;-846.0;-1064.0;-169;-130.0
22.0;-8.0;?;?;-140;-244.0
-8.0;-8.0;?;?;-180;-193.0
-29.0;50.0;?;-289.0;-162;-58.0
-17.0;?;-663.0;13.0;125;128.0
45.0;63.0;-490.0;264.0;187;341.0
118.0;127.0;-549.0;?;99;?
43.0;?;?;700.0;?;229.0
27.0;1072.0;-408.0;843.0;?;253.0
111.0;550.0;?;967.0;79;82.0
239.0;?;-420.0;1218.0;73;?
345.0;-423.0;-365.0;1431.0;51;-154.0
409.0;-15.0;-348.0;1424.0;62;-131.0
?;-398.0;-363.0;?;54;-73.0
250.0;-300.0;-372.0;632.0;76;-26.0
?;?;-348.0;889.0;115;24.0
297.0;-293.0;?;1072.0;81;76.0
195.0;-266.0;-388.0;?;75;125.0
160.0;-239.0;-591.0;1026.0;48;143.0
103.0;-260.0;?;919.0;?;68.0
96.0;-268.0;-492.0;821.0;7;1.0
78.0;-162.0;-670.0;785.0;?;168.0
?;?;?;834.0;?;159.0
38.0;780.0;-674.0;878.0;17;59.0
?;986.0;-610.0;907.0;16;-57.0
49.0;1746.0;?;845.0;?;-43.0
114.0;667.0;-320.0;647.0;17;-155.0
102.0;-384.0;-396.0;459.0;17;?
58.0;?;-363.0;362.0;17;?
162.0;?;-442.0;?;17;309.0
265.0;?;-387.0;?;16;199.0
355.0;-252.0;-359.0;-487.0;17;59.0
339.0;-167.0;?;?;16;-116.0
?;-83.0;-368.0;?;15;-274.0
240.0;?;-411.0;-1832.0;14;-245.0
163.0;-136.0;-425.0;?;14;-218.0
124.0;-34.0;?;?;13;-69.0
94.0;-2.0;-368.0;-1526.0;?;-45.0
90.0;9.0;?;-1349.0;11;-144.0
109.0;32.0;-857.0;-1141.0;?;?
?;91.0;-674.0;?;12;-109.0
53.0;79.0;-635.0;-645.0;?;?
?;60.0;-674.0;-431.0;17;60.0
62.0;111.0;-685.0;?;17;66.0
59.0;?;-628.0;?;20;?
65.0;275.0;-558.0;263.0;26;?
97.0;?;-419.0;504.0;?;?
90.0;747.0;-368.0;?;?;391.0
285.0;?;-369.0;?;?;?
361.0;537.0;-285.0;1387.0;14;95.0
385.0;-273.0;-323.0;?;13;?
380.0;-197.0;-313.0;1669.0;0;22.0
361.0;?;-301.0;934.0;-10;38.0
?;?;?;719.0;-43;16.0
331.0;?;-355.0;?;-88;23.0
277.0;-156.0;-336.0;863.0;?;-35.0
195.0;?;-641.0;697.0;-174;-30.0
137.0;?;-812.0;?;?;-30.0
86.0;-101.0;-390.0;433.0;41;-49.0
74.0;-213.0;-765.0;402.0;5;?
62.0;-300.0;-522.0;477.0;19;?
62.0;-302.0;-621.0;574.0;12;-71.0
40.0;?;-616.0;?;13;?
27.0;944.0;-498.0;681.0;15;?
62.0;1804.0;-506.0;791.0;12;?
?;1793.0;-478.0;865.0;?;205.0
187.0;-433.0;-458.0;869.0;13;146.0
179.0;997.0;-499.0;778.0;13;53.0
351.0;365.0;-489.0;623.0;?;-16.0
295.0;-553.0;-478.0;514.0;12;-45.0
263.0;-321.0;-473.0;321.0;12;-72.0
234.0;-15.0;-505.0;288.0;12;-78.0
190.0;?;-508.0;323.0;11;-58.0
178.0;31.0;-512.0;269.0;11;-59.0
168.0;117.0;?;143.0;11;-78.0
161.0;177.0;-489.0;100.0;11;-87.0
141.0;189.0;-514.0;49.0;?;-71.0
152.0;?;-522.0;53.0;11;-59.0
138.0;?;?;90.0;11;?
123.0;?;-488.0;131.0;11;-16.0
142.0;?;?;188.0;10;-25.0
?;107.0;?;197.0;?;?
144.0;325.0;?;?;10;?
150.0;81.0;-540.0;168.0;10;124.0
129.0;390.0;-521.0;171.0;9;238.0
135.0;?;-542.0;113.0;10;?
143.0;903.0;-563.0;111.0;10;?
?;?;-583.0;157.0;8;292.0
140.0;-661.0;-550.0;223.0;7;199.0
133.0;-485.0;?;307.0;2;-121.0
?;?;-470.0;292.0;?;?
154.0;-335.0;-422.0;137.0;1;-42.0
173.0;-191.0;-398.0;-29.0;?;257.0
210.0;14.0;?;?;-6;406.0
181.0;127.0;-488.0;-337.0;?;252.0
222.0;233.0;-493.0;?;-95;245.0
232.0;218.0;-549.0;?;-109;201.0
?;?;-563.0;-1445.0;-104;125.0
198.0;477.0;-630.0;-1729.0;?;?
?;415.0;-860.0;-1723.0;?;?
161.0;?;-683.0;-1464.0;-43;-144.0
?;359.0;-625.0;-1057.0;-52;?
108.0;-92.0;-728.0;-457.0;-65;-154.0
175.0;?;?;185.0;-65;-298.0
205.0;301.0;-518.0;693.0;-101;-258.0
?;92.0;-541.0;1118.0;?;-75.0
232.0;20.0;-438.0;1478.0;?;?
?;264.0;-414.0;1785.0;-114;-79.0
337.0;435.0;-487.0;2103.0;?;?
407.0;264.0;-547.0;2031.0;?;61.0
?;178.0;?;1503.0;-127;-76.0
315.0;158.0;?;1202.0;-128;-171.0
473.0;161.0;-446.0;1432.0;-129;-273.0
182.0;113.0;-413.0;1540.0;-129;?
?;56.0;-391.0;1456.0;-131;-254.0
214.0;-19.0;?;1023.0;-131;-51.0
166.0;117.0;-466.0;728.0;-130;1.0
192.0;50.0;-608.0;471.0;-133;115.0
227.0;8.0;?;230.0;-126;-65.0
225.0;-8.0;-547.0;143.0;-134;55.0
210.0;2.0;-830.0;29.0;-128;20.0
165.0;83.0;-784.0;-49.0;-128;156.0
146.0;128.0;-751.0;-137.0;-149;?
?;209.0;?;?;?;273.0
97.0;115.0;-710.0;-260.0;-190;137.0
96.0;?;-645.0;-281.0;-84;231.0
122.0;17.0;-526.0;-329.0;177;295.0
181.0;282.0;?;?;90;57.0
130.0;695.0;-477.0;-323.0;4;159.0
144.0;?;-402.0;-74.0;20;322.0
210.0;814.0;-420.0;141.0;-15;?
?;-106.0;-389.0;263.0;-6;?
592.0;?;-391.0;325.0;-10;74.0
474.0;?;-359.0;116.0;-6;?
399.0;108.0;-369.0;-477.0;1;80.0
311.0;119.0;-433.0;?;-4;123.0
338.0;40.0;-447.0;-128.0;?;136.0
262.0;68.0;-480.0;?;-6;146.0
200.0;?;-455.0;100.0;-7;165.0
170.0;?;-803.0;191.0;-6;154.0
137.0;129.0;-796.0;230.0;-5;174.0
?;123.0;-788.0;?;?;226.0
79.0;103.0;-839.0;289.0;?;?
?;235.0;?;334.0;3;23.0
?;361.0;?;317.0;4;-86.0
?;865.0;?;291.0;5;-39.0
101.0;1572.0;-480.0;182.0;5;-32.0
91.0;1295.0;-490.0;137.0;4;?
86.0;-25.0;-491.0;47.0;?;261.0
273.0;685.0;-454.0;-102.0;?;304.0
403.0;1864.0;-418.0;-359.0;?;91.0
497.0;50.0;-425.0;?;5;?
404.0;-546.0;?;-1058.0;5;-105.0
334.0;-389.0;-511.0;-1500.0;5;-220.0
233.0;-132.0;-608.0;-1674.0;5;-50.0
212.0;-101.0;?;-1748.0;5;-89.0
212.0;-180.0;-575.0;-1889.0;5;-90.0
166.0;-68.0;?;-2082.0;6;-104.0
159.0;8.0;?;-2189.0;6;-27.0
151.0;-47.0;-749.0;-2258.0;?;24.0
126.0;64.0;-771.0;?;8;?
?;176.0;-608.0;-1916.0;8;-53.0
150.0;?;-490.0;?;?;132.0
136.0;54.0;-504.0;-1470.0;18;?
?;?;-482.0;-1222.0;19;-14.0
161.0;131.0;-360.0;-585.0;19;?
227.0;192.0;?;23.0;17;365.0
400.0;621.0;-404.0;680.0;14;225.0
?;979.0;-344.0;1202.0;?;165.0
?;560.0;-354.0;?;5;112.0
410.0;134.0;-390.0;?;?;87.0
377.0;30.0;-417.0;872.0;-3;268.0
306.0;183.0;-551.0;1267.0;?;167.0
260.0;-104.0;-488.0;1325.0;-6;249.0
205.0;-131.0;-746.0;1207.0;-11;164.0
149.0;?;-807.0;1108.0;-13;110.0
135.0;-138.0;-688.0;863.0;-12;36.0
94.0;-176.0;-778.0;675.0;-12;49.0
66.0;-275.0;-667.0;546.0;-12;25.0
99.0;?;?;411.0;-9;?
?;-636.0;-608.0;362.0;-8;-45.0
72.0;?;-375.0;214.0;-8;-157.0
168.0;772.0;-319.0;132.0;-8;-13.0
60.0;1948.0;-341.0;151.0;-8;152.0
167.0;1241.0;?;211.0;-8;232.0
?;-548.0;-378.0;100.0;?;145.0
427.0;1259.0;-369.0;-83.0;-8;?
367.0;65.0;-405.0;?;?;24.0
?;-180.0;-475.0;-922.0;-7;-62.0
?;?;-488.0;-926.0;-7;-151.0
198.0;?;-452.0;-976.0;-7;?
?;-243.0;?;-995.0;-6;-11.0
114.0;-86.0;-777.0;-1049.0;-6;-133.0
105.0;-222.0;-432.0;-1169.0;-4;?
100.0;?;-898.0;?;-1;?
?;59.0;-747.0;-1032.0;0;89.0
?;170.0;-662.0;-1011.0;4;-65.0
94.0;234.0;-622.0;-782.0;15;?
?;68.0;-528.0;?;?;?
136.0;83.0;?;-441.0;?;101.0
93.0;297.0;-378.0;1.0;13;305.0
215.0;327.0;-394.0;489.0;8;?
348.0;?;-383.0;786.0;0;?
432.0;1224.0;-367.0;973.0;-13;?
519.0;999.0;-359.0;1073.0;-23;?
?;304.0;-338.0;869.0;-31;-45.0
342.0;-250.0;?;879.0;?;?
307.0;41.0;-482.0;1222.0;-128;30.0
234.0;-429.0;-361.0;1289.0;-95;62.0
192.0;-292.0;-679.0;?;?;131.0
155.0;?;-1006.0;1194.0;?;43.0
141.0;-303.0;-498.0;1115.0;-31;44.0
128.0;?;?;1035.0;-82;-86.0
118.0;-372.0;?;949.0;-151;27.0
90.0;-507.0;-759.0;858.0;?;105.0
16.0;-521.0;?;796.0;?;234.0
73.0;196.0;-564.0;768.0;-154;374.0
131.0;903.0;-485.0;873.0;?;574.0
58.0;2921.0;-425.0;1096.0;-153;518.0
129.0;660.0;-389.0;1223.0;-151;215.0
347.0;-250.0;?;?;-152;?
436.0;?;-469.0;857.0;-152;147.0
364.0;385.0;-414.0;486.0;-151;167.0
432.0;-489.0;-452.0;?;-151;?
346.0;?;-518.0;102.0;-150;-19.0
301.0;-211.0;-488.0;208.0;-149;-61.0
221.0;-88.0;-433.0;149.0;-149;-41.0
172.0;-44.0;-454.0;75.0;-150;-64.0
166.0;7.0;?;91.0;-150;-12.0
153.0;71.0;-691.0;136.0;-151;?
?;?;-869.0;116.0;-150;2.0
165.0;151.0;-724.0;?;-152;?
159.0;153.0;-589.0;118.0;-152;59.0
104.0;192.0;-685.0;115.0;-153;-10.0
100.0;335.0;-558.0;191.0;-162;61.0
?;380.0;?;274.0;-155;301.0
86.0;?;?;357.0;-179;659.0
102.0;467.0;-529.0;474.0;-166;699.0
121.0;1271.0;-567.0;542.0;?;519.0
187.0;793.0;-587.0;602.0;-209;510.0
430.0;-377.0;-610.0;?;?;454.0
388.0;-190.0;?;844.0;?;389.0
488.0;-194.0;-671.0;?;118;415.0
311.0;-536.0;-627.0;358.0;135;388.0
321.0;-330.0;-620.0;111.0;132;323.0
?;-385.0;-577.0;85.0;?;236.0
318.0;?;-574.0;?;146;?
324.0;-220.0;-655.0;80.0;?;267.0
317.0;-265.0;-677.0;-42.0;23;291.0
341.0;-20.0;?;-41.0;29;?
360.0;-18.0;-665.0;-41.0;22;226.0
378.0;261.0;-644.0;6.0;17;150.0
?;?;-483.0;?;20;177.0
346.0;168.0;-592.0;-53.0;15;188.0
324.0;270.0;-554.0;?;18;?
349.0;?;?;152.0;17;267.0
295.0;1254.0;-471.0;227.0;?;186.0
308.0;977.0;-458.0;200.0;16;81.0
334.0;380.0;-413.0;113.0;?;?
?;133.0;?;68.0;15;155.0
262.0;479.0;-531.0;?;14;129.0
?;-227.0;-587.0;-65.0;?;118.0
285.0;-144.0;?;34.0;?;102.0
260.0;-33.0;?;167.0;15;45.0
231.0;182.0;?;88.0;19;1.0
208.0;209.0;-639.0;55.0;28;-29.0
?;228.0;-604.0;23.0;31;16.0
92.0;?;?;52.0;28;73.0
45.0;260.0;-501.0;85.0;24;119.0
81.0;?;-544.0;221.0;18;192.0
107.0;113.0;-575.0;328.0;?;203.0
207.0;158.0;?;397.0;4;?
237.0;213.0;?;291.0;3;41.0
276.0;167.0;-567.0;91.0;1;73.0
341.0;56.0;-541.0;?;?;35.0
?;?;?;-284.0;4;?
314.0;87.0;-633.0;?;-5;31.0
159.0;-21.0;-570.0;?;4;?
124.0;-29.0;-529.0;-329.0;-11;?
148.0;-20.0;-511.0;?;-78;?
240.0;58.0;-463.0;-194.0;-100;50.0
280.0;123.0;-486.0;-136.0;-96;?
266.0;177.0;-583.0;-348.0;-98;37.0
259.0;148.0;-484.0;?;-81;5.0
235.0;?;-539.0;-403.0;-67;24.0
237.0;195.0;-481.0;?;-67;66.0
215.0;169.0;-387.0;-455.0;-67;12.0
204.0;104.0;-439.0;-436.0;-65;?
195.0;130.0;-399.0;-426.0;?;-90.0
150.0;186.0;-358.0;?;-65;?
?;228.0;-367.0;?;-65;-162.0
155.0;107.0;-381.0;-574.0;-65;-211.0
159.0;117.0;-355.0;-523.0;?;-174.0
120.0;?;-415.0;?;?;-143.0
142.0;57.0;-419.0;-382.0;-65;?
107.0;67.0;-412.0;-299.0;-65;?
94.0;?;-396.0;-170.0;-65;-129.0
81.0;165.0;-402.0;-139.0;-64;-57.0
67.0;215.0;-394.0;-129.0;-65;-39.0
60.0;256.0;-381.0;?;-65;-22.0
?;?;-381.0;-155.0;?;9.0
45.0;74.0;-362.0;-191.0;-63;-12.0
53.0;?;-394.0;-213.0;-62;5.0
75.0;-92.0;-459.0;-223.0;-62;-3.0
72.0;161.0;-438.0;-249.0;-59;1.0
59.0;-54.0;-412.0;?;-59;-29.0
73.0;-95.0;-402.0;-206.0;?;-31.0
?;70.0;-407.0;-212.0;-55;-2.0
56.0;?;-455.0;?;?;48.0
50.0;65.0;-422.0;-231.0;-53;122.0
?;160.0;?;-195.0;-50;157.0
55.0;?;-519.0;-155.0;-52;104.0
46.0;351.0;?;?;-47;68.0
56.0;427.0;-492.0;-175.0;?;?
68.0;492.0;?;-63.0;-60;?
?;465.0;-458.0;70.0;-62;?
?;?;-447.0;149.0;-105;?
?;212.0;-420.0;65.0;-135;75.0
?;399.0;-438.0;-55.0;?;?
124.0;174.0;?;-40.0;-132;?
120.0;131.0;-492.0;45.0;-130;-6.0
117.0;246.0;-498.0;109.0;-127;30.0
103.0;?;-541.0;?;-127;41.0
93.0;139.0;?;229.0;-114;73.0
84.0;133.0;?;288.0;-106;?
88.0;137.0;-580.0;272.0;-105;82.0
80.0;?;-588.0;?;-98;54.0
77.0;?;-569.0;238.0;-95;?
?;102.0;-591.0;227.0;?;38.0
86.0;89.0;-579.0;241.0;?;38.0
96.0;232.0;?;257.0;-94;-13.0
?;31.0;-563.0;266.0;-93;-41.0
149.0;569.0;-575.0;258.0;?;-49.0
178.0;455.0;-573.0;?;-93;-44.0
187.0;339.0;-559.0;99.0;-93;-4.0
180.0;490.0;?;18.0;-93;2.0
?;?;-571.0;-83.0;-92;-27.0
183.0;-130.0;-589.0;-128.0;-92;?
198.0;30.0;?;-140.0;-92;?
191.0;?;-598.0;-165.0;?;-54.0
195.0;116.0;-575.0;-138.0;-92;-22.0
190.0;33.0;-581.0;-115.0;?;-24.0
?;-39.0;-583.0;-107.0;-93;?
179.0;-69.0;?;-83.0;-94;-48.0
185.0;-112.0;-557.0;-54.0;-94;-58.0
188.0;?;-579.0;-36.0;-94;-28.0
183.0;-61.0;-594.0;-75.0;-95;-19.0
196.0;-50.0;-573.0;?;-96;5.0
206.0;1.0;-569.0;?;-96;18.0
207.0;?;-562.0;50.0;?;24.0
?;55.0;?;46.0;-97;20.0
202.0;95.0;-561.0;29.0;-97;-1.0
207.0;91.0;-568.0;3.0;-97;14.0
?;44.0;-552.0;-30.0;-98;8.0
206.0;4.0;-587.0;-61.0;?;8.0
207.0;-26.0;-581.0;-79.0;-98;-15.0
206.0;?;-556.0;?;-98;-19.0
?;125.0;-564.0;?;?;-20.0
?;166.0;-572.0;-147.0;-98;-12.0
195.0;147.0;-560.0;?;-98;-1.0
193.0;73.0;-545.0;-92.0;-98;?
189.0;47.0;-559.0;-57.0;?;19.0
197.0;50.0;-552.0;-38.0;-98;?
?;?;-550.0;-39.0;-98;-8.0
192.0;99.0;-542.0;0.0;-98;-16.0
198.0;109.0;-522.0;31.0;-98;?
?;119.0;?;33.0;?;-1.0
188.0;105.0;-533.0;42.0;-98;-3.0
186.0;102.0;-570.0;81.0;-98;25.0
188.0;104.0;-572.0;73.0;-98;19.0
187.0;67.0;-577.0;79.0;?;?
185.0;84.0;-555.0;?;-98;?
183.0;100.0;?;64.0;-98;2.0
175.0;104.0;-557.0;?;-98;-42.0
?;108.0;-591.0;?;-98;-48.0
157.0;?;?;26.0;-99;-42.0
137.0;157.0;-589.0;?;-98;26.0
158.0;?;-571.0;-54.0;-99;58.0
190.0;112.0;-600.0;33.0;-99;47.0
?;108.0;-589.0;116.0;-99;0.0
?;?;-568.0;133.0;-99;-44.0
196.0;100.0;-562.0;21.0;-98;?
194.0;122.0;-530.0;-70.0;-98;-33.0
?;140.0;?;?;-98;23.0
207.0;138.0;-540.0;-131.0;-98;-106.0
?;140.0;-510.0;-82.0;-97;-137.0
216.0;?;-499.0;-85.0;-97;-201.0
?;?;-549.0;-105.0;-97;-205.0
222.0;127.0;-525.0;-76.0;-95;-233.0
?;139.0;-509.0;?;-96;-260.0
?;150.0;-503.0;-179.0;-95;-238.0
172.0;142.0;-478.0;-149.0;-95;?
157.0;136.0;-495.0;?;?;?
146.0;156.0;-483.0;-93.0;-93;?
?;135.0;-450.0;?;-99;66.0
167.0;118.0;?;-33.0;-86;181.0
167.0;139.0;-414.0;18.0;-58;239.0
171.0;149.0;-400.0;79.0;?;156.0
190.0;157.0;-379.0;270.0;?;66.0
154.0;161.0;-349.0;365.0;?;67.0
157.0;?;-367.0;?;-32;46.0
?;155.0;-400.0;443.0;-29;18.0
133.0;221.0;-389.0;506.0;?;38.0
120.0;311.0;-384.0;607.0;-32;41.0
?;462.0;?;668.0;-36;?
111.0;543.0;-356.0;687.0;-42;1.0
?;?;-362.0;703.0;-45;-9.0
77.0;?;-380.0;728.0;-41;30.0
79.0;?;?;677.0;-29;133.0
57.0;-222.0;-385.0;696.0;-22;135.0
72.0;-279.0;?;747.0;-16;96.0
95.0;?;-502.0;817.0;-10;?
87.0;-290.0;-653.0;939.0;?;?
65.0;-294.0;-689.0;981.0;-5;?
32.0;-5.0;-676.0;1006.0;-6;96.0
?;224.0;?;1041.0;?;44.0
32.0;?;-619.0;1080.0;-5;28.0
?;234.0;-537.0;1162.0;?;-52.0
71.0;510.0;-464.0;?;-5;16.0
81.0;415.0;?;?;-2;193.0
93.0;206.0;?;?;?;123.0
125.0;-14.0;-473.0;945.0;-2;-68.0
?;-196.0;-473.0;685.0;?;-127.0
270.0;?;-451.0;300.0;-2;-140.0
219.0;?;?;-163.0;-2;-201.0
217.0;-101.0;-401.0;-323.0;-2;-184.0
?;6.0;?;-323.0;-2;-195.0
187.0;88.0;-396.0;-327.0;-2;?
137.0;147.0;-360.0;?;-2;-78.0
?;158.0;-419.0;?;-2;-80.0
122.0;?;-430.0;-367.0;-2;-151.0
131.0;55.0;-456.0;-250.0;-2;-100.0
?;-11.0;-507.0;-92.0;-2;-146.0
116.0;-130.0;?;127.0;-2;-164.0
99.0;-171.0;-605.0;371.0;?;?
91.0;-101.0;-750.0;553.0;?;?
?;?;?;650.0;?;-238.0
67.0;62.0;-609.0;?;0;-156.0
56.0;142.0;-730.0;488.0;4;-65.0
?;199.0;-731.0;?;?;42.0
77.0;265.0;-585.0;269.0;16;30.0
112.0;516.0;-660.0;?;21;158.0
150.0;689.0;-586.0;49.0;?;216.0
137.0;?;-495.0;?;23;?
158.0;-254.0;-443.0;?;?;319.0
?;-142.0;-450.0;31.0;18;272.0
263.0;-489.0;?;246.0;12;?
382.0;-229.0;-360.0;462.0;10;61.0
?;-152.0;-388.0;346.0;9;131.0
334.0;-76.0;-405.0;-66.0;-3;?
332.0;-33.0;?;27.0;-14;128.0
322.0;-5.0;-468.0;546.0;-19;175.0
250.0;?;-407.0;805.0;-39;194.0
?;129.0;-532.0;?;-58;237.0
149.0;226.0;-678.0;783.0;-61;?
138.0;248.0;-688.0;768.0;-65;168.0
145.0;240.0;-542.0;819.0;?;172.0
103.0;?;?;836.0;-77;231.0
86.0;334.0;-777.0;826.0;-79;114.0
68.0;467.0;-601.0;734.0;-78;4.0
52.0;576.0;-591.0;709.0;?;-25.0
92.0;1174.0;-429.0;?;-79;?
148.0;941.0;-453.0;403.0;-80;-163.0
?;247.0;-397.0;238.0;?;-64.0
97.0;225.0;-422.0;?;?;88.0
294.0;1224.0;-437.0;?;-80;233.0
257.0;449.0;-344.0;-215.0;-80;65.0
391.0;-406.0;-349.0;?;-80;63.0
355.0;-98.0;-343.0;-935.0;-80;18.0
329.0;-162.0;-378.0;-1317.0;-80;-100.0
240.0;4.0;?;-1545.0;-80;-7.0
161.0;-128.0;-452.0;-1614.0;-80;-107.0
132.0;-35.0;?;?;-80;-99.0
?;?;-491.0;?;-79;-116.0
99.0;65.0;-923.0;?;-79;-148.0
66.0;59.0;?;-1101.0;-79;-144.0
51.0;119.0;-818.0;-922.0;-76;-63.0
?;95.0;?;-625.0;-74;?
