InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
-5;?;?;?;3;-17;13.0;?
-2;-3;-20;-887;-3;-20;?;-20
3;3;7;-884;3;-16;12.0;7
?;3;13;-890;3;-19;0.0;13
2;34;3;-887;34;-19;?;3
-5;?;7;-885;7;-13;?;7
-10;0;?;?;?;-17;?;19
?;12;22;-889;12;-20;?;22
?;7;24;-888;7;-16;13.0;24
0;43;33;-888;43;?;?;33
1;22;17;-888;22;-19;10.0;17
1;?;?;-888;?;-18;32.0;13
?;54;29;-887;?;-15;?;?
1;38;15;-889;38;?;-14.0;15
-1;?;?;-890;22;-20;8.0;2
-7;5;?;-888;5;?;26.0;-6
?;18;-29;-891;18;-22;2.0;-29
5;25;?;-892;25;?;9.0;-13
-6;0;-19;-888;0;?;?;-19
?;-22;-38;-891;-22;?;-11.0;-38
?;?;-6;-892;-37;-21;?;-6
1;-38;?;-892;-38;-21;-10.0;-5
-4;-15;-31;-896;-15;-27;-22.0;?
-2;2;-48;-892;2;-21;?;-48
?;-22;-42;-886;?;-11;6.0;-42
-7;-50;-26;?;-50;?;-25.0;?
5;-36;-28;?;-36;-16;?;?
1;?;-12;-884;?;-12;6.0;-12
-10;-51;-1;-897;-51;-20;-4.0;-1
16;-26;-27;-884;-26;-18;-18.0;-27
-18;-27;-37;?;-27;-20;?;?
-30;-76;-28;-913;-76;-23;?;?
24;-66;?;-882;?;-19;11.0;-49
-1;-52;?;?;?;-29;15.0;-61
1;-83;-42;-888;-83;-22;8.0;-42
19;?;-40;-873;-47;-12;38.0;-40
?;-49;-33;?;?;-21;50.0;-33
6;-60;-31;?;-60;-21;17.0;?
3;-16;-38;-885;-16;-16;-22.0;-38
1;-43;-27;?;-43;-17;-15.0;-27
?;-30;-51;?;-30;-18;17.0;-51
-8;-51;-48;?;?;-16;31.0;-48
1;-69;?;?;-69;-17;28.0;-23
2;-24;-14;?;-24;?;18.0;?
11;-64;12;-881;-64;-22;48.0;?
13;-60;-2;-874;-60;-16;25.0;-2
6;-6;-6;-876;-6;-15;15.0;-6
-2;5;5;?;5;-19;12.0;5
-1;?;-17;?;-16;-13;26.0;?
4;-36;-28;-877;-36;-13;21.0;-28
4;-17;-28;?;-17;-22;38.0;-28
12;-18;-30;-875;-18;-20;?;-30
?;-49;-17;-878;-49;-19;50.0;-17
4;-51;-1;-885;?;-28;39.0;-1
26;-9;5;-873;-9;-23;30.0;5
8;?;25;-876;27;-17;49.0;25
-25;8;?;?;8;-23;77.0;34
6;-38;-4;-883;-38;-21;24.0;-4
?;-43;-25;-872;-43;-19;?;?
-2;-2;11;-883;-2;-19;90.0;11
-15;28;-13;-891;?;-18;?;-13
-2;0;-35;-884;0;?;75.0;-35
6;?;1;-878;?;-16;85.0;1
2;-17;-18;?;-17;-18;61.0;-18
2;8;13;-885;8;-25;88.0;13
-2;-7;20;-882;-7;-20;?;?
?;-30;-37;?;-30;-16;111.0;-37
9;-25;-16;?;-25;-15;110.0;-16
3;-15;-14;-875;-15;-11;110.0;-14
?;-31;-42;-882;-31;-21;90.0;-42
5;-34;-46;-882;-34;-26;91.0;-46
9;5;?;-876;5;-19;104.0;-5
6;?;22;-876;?;-18;105.0;?
?;?;2;?;34;?;91.0;2
-5;16;10;-882;16;?;99.0;?
-9;15;13;-881;15;-16;?;13
0;10;?;-879;?;-17;110.0;18
?;2;19;?;2;-16;101.0;19
-6;-9;0;-882;-9;?;?;0
2;-16;3;-878;-16;-17;103.0;3
-5;-14;-4;?;-14;-18;100.0;-4
1;-23;-13;-889;-23;-28;?;-13
1;10;9;-883;?;-22;?;?
-3;17;28;-880;?;?;100.0;28
?;-18;34;-882;-18;-18;?;34
5;?;33;-879;?;-16;91.0;33
0;2;16;?;2;-18;110.0;16
-3;-22;1;-885;?;-19;98.0;1
1;4;-20;-880;4;-17;102.0;-20
10;30;?;-875;30;-15;97.0;-5
5;23;36;-876;?;-13;108.0;36
-4;15;24;-878;15;-12;124.0;?
?;0;4;?;0;-14;114.0;4
2;-19;?;-883;?;?;110.0;3
13;0;0;-879;0;?;104.0;0
16;33;-11;-878;33;?;?;-11
8;34;-4;-883;?;-23;?;-4
8;43;21;-881;43;-22;114.0;21
13;?;?;-875;64;-18;?;24
?;68;23;?;68;-19;130.0;23
-8;84;21;-890;84;-22;120.0;21
-7;61;25;?;?;-21;100.0;25
-6;12;21;-884;12;-20;100.0;21
3;-4;3;-882;-4;-22;102.0;3
?;-20;19;-888;-20;-24;126.0;19
-5;11;7;-883;?;-16;111.0;7
?;14;-31;-880;14;?;104.0;?
3;-22;-5;-885;-22;-21;105.0;-5
?;-16;22;-880;?;-17;105.0;22
?;-16;5;-876;-16;-17;100.0;5
9;-3;6;?;-3;?;87.0;6
1;?;26;-881;12;-18;92.0;26
?;21;?;-884;?;-19;?;36
-4;38;27;?;38;-15;90.0;?
?;45;-9;-880;?;-17;98.0;?
5;46;-12;?;46;-18;110.0;-12
-2;?;19;-882;29;-13;110.0;19
-4;31;10;-887;?;-16;109.0;10
-3;49;-12;?;49;?;114.0;-12
?;26;8;-887;26;-14;115.0;8
?;4;?;-889;4;?;105.0;12
-5;?;1;-890;?;-19;?;1
0;-1;13;?;-1;-21;87.0;13
?;-38;?;-885;-38;?;?;4
-5;-44;?;-883;-44;-13;97.0;9
3;-22;7;-888;?;-21;102.0;?
8;-16;-28;-885;-16;-20;98.0;-28
5;-27;?;-887;?;-22;96.0;-7
-2;-8;22;?;-8;-23;78.0;?
?;10;20;-886;10;?;98.0;20
0;3;5;-885;?;-18;91.0;?
-5;30;-7;-887;30;-15;90.0;-7
6;26;?;-887;26;-19;80.0;12
2;-32;23;-880;?;-12;101.0;23
-6;-13;22;-885;-13;-15;100.0;22
-3;5;24;-889;5;-21;?;24
0;-7;19;-888;-7;-20;94.0;19
?;5;1;-886;5;?;129.0;1
3;4;10;-882;4;?;89.0;10
?;?;43;-891;21;-23;92.0;43
-8;15;20;-889;15;-20;92.0;?
-1;2;?;-881;?;-15;109.0;-2
?;19;19;-882;?;?;104.0;19
?;13;10;-882;13;-18;?;?
-2;13;10;-887;13;-20;82.0;10
-7;10;41;?;10;?;80.0;41
12;?;35;-876;-2;?;80.0;35
?;44;?;-880;?;-15;80.0;39
-9;76;36;-890;76;-21;91.0;36
?;54;2;-888;54;-18;?;2
-13;?;28;-880;70;?;90.0;28
-13;82;42;-874;82;0;75.0;42
-16;60;17;-891;?;-18;88.0;17
?;78;19;-893;78;-27;?;19
-1;64;?;-883;64;?;37.0;83
0;57;57;?;57;-22;156.0;?
14;73;?;-886;?;-24;164.0;18
-15;46;?;-893;46;-30;151.0;91
104;315;?;-919;315;-74;92.0;3
107;499;478;?;499;-196;118.0;478
207;654;-43;-959;654;-146;72.0;-43
528;877;-1369;?;877;156;106.0;-1369
554;1651;-2189;-325;1651;459;74.0;-2189
557;2391;-2972;-226;2391;580;80.0;-2972
443;53;-224;-436;53;?;59.0;-224
413;-1925;1923;-628;-1925;-126;-11.0;1923
808;-1435;1149;-693;-1435;-254;-45.0;1149
733;-1538;1255;-683;-1538;-232;56.0;1255
86;-1239;103;-700;?;-29;-33.0;103
-153;-913;-247;-829;-913;-60;-78.0;-247
-23;-1028;503;-675;-1028;88;42.0;?
-251;-867;-179;-933;-867;?;?;-179
-398;-1097;-480;-654;-1097;?;-78.0;-480
-513;-698;?;?;?;?;-42.0;44
?;1348;574;-2232;1348;-1089;?;574
-612;?;244;-1499;2505;-9;?;244
-729;748;-1214;?;748;?;-28.0;-1214
-330;-792;-1221;-1524;-792;-1088;?;-1221
379;-397;68;-853;-397;?;-65.0;?
-18;-16;94;-891;-16;0;-30.0;94
4;53;-13;-882;53;-99;-29.0;-13
?;-22;55;-794;-22;90;-25.0;55
-17;?;-63;-953;-85;-91;-73.0;-63
?;45;43;-844;?;?;-38.0;43
27;52;48;-893;52;-25;-41.0;48
32;54;50;-889;54;-20;-32.0;50
-2;13;45;-874;?;4;?;45
?;-58;-28;-899;?;-22;17.0;?
62;18;?;-898;18;-30;?;7
20;101;77;-887;?;?;-275.0;77
18;156;85;-895;156;?;-135.0;85
38;?;120;-909;260;?;-186.0;120
-3;244;?;-887;244;-9;?;109
-19;?;70;-887;?;-4;-271.0;70
-22;134;55;-901;134;-16;-121.0;55
?;48;24;-890;48;?;28.0;24
-1;-8;12;-891;?;?;-6.0;12
-16;-40;-11;-895;?;?;-76.0;?
9;?;-62;?;-111;-13;-31.0;-62
22;-120;-57;-896;?;-21;-121.0;-57
2;-43;-28;?;-43;-19;?;-28
11;-34;-15;-898;-34;-22;-366.0;-15
7;?;-8;-901;-45;?;-236.0;-8
?;7;-10;?;?;-10;-179.0;?
?;?;4;-890;-7;-13;-192.0;4
5;-42;-17;-892;-42;-17;-125.0;-17
6;-9;?;?;-9;-18;50.0;-20
7;17;18;-899;?;-25;-26.0;18
2;34;12;-897;34;-24;-81.0;?
2;38;10;-896;?;-25;-144.0;?
1;?;22;-891;5;-17;-291.0;22
?;-12;19;-887;?;-10;-352.0;19
6;-4;9;-896;-4;-20;-186.0;?
3;-9;15;-898;-9;-22;-162.0;15
-11;?;13;-897;-17;?;-134.0;13
-11;-4;-8;?;-4;-18;-121.0;-8
-6;24;7;-891;24;?;-124.0;7
-3;9;4;-893;9;?;-148.0;4
2;-7;?;-902;-7;-27;-148.0;-5
3;5;28;-897;5;-20;-128.0;28
2;?;33;?;13;-15;?;?
4;32;8;-896;32;-21;?;8
7;27;-4;-895;27;-19;-103.0;-4
5;?;15;-895;31;-18;-144.0;15
-3;47;20;?;?;?;-135.0;20
-7;?;14;-894;44;-17;-131.0;14
-3;?;?;-895;44;?;-102.0;?
9;29;28;-889;29;-15;-100.0;28
14;?;17;-887;21;-13;-90.0;17
6;24;31;-890;24;-14;-86.0;?
-4;7;29;?;7;-17;-64.0;29
?;5;?;-900;?;-22;-104.0;23
0;14;23;?;14;?;-84.0;23
4;-8;?;?;?;-16;-97.0;?
1;-25;?;-891;-25;?;-101.0;?
10;0;-1;-895;0;-20;-122.0;-1
12;?;-17;-901;30;?;?;-17
-2;33;15;-898;?;-22;?;15
-4;24;32;?;24;?;-115.0;32
?;17;33;-897;17;-19;-146.0;?
3;6;28;-890;6;-16;?;?
10;?;20;-889;1;-15;-130.0;?
?;-11;23;-895;-11;-18;-131.0;23
?;-17;11;?;-17;-17;-151.0;11
0;-15;-24;?;-15;?;-149.0;-24
?;-40;-34;-894;?;-17;?;-34
-7;-43;-11;-893;-43;-18;-157.0;-11
-4;?;8;?;-22;-20;-125.0;?
?;-44;?;-898;-44;-24;?;13
13;-25;12;-894;-25;-23;-71.0;?
9;23;12;-890;23;-18;-113.0;12
-4;-3;?;?;-3;-13;-84.0;?
-1;?;-8;-890;14;-18;-165.0;?
1;28;-4;-894;28;-22;-224.0;-4
-1;5;?;-896;5;-22;-174.0;-13
?;54;?;-890;54;-20;-73.0;-28
?;62;14;?;62;-16;-42.0;14
-3;28;22;-896;28;?;-87.0;?
?;22;6;?;22;-21;-119.0;6
-8;5;?;-891;5;-16;-151.0;16
4;-8;9;-893;-8;-19;-131.0;9
9;?;-17;-893;-17;-20;-143.0;-17
5;-28;-18;-888;-28;-15;?;-18
4;-9;28;-891;?;-14;-139.0;28
-1;8;22;-895;8;-17;-218.0;22
0;-20;34;-893;?;-20;-231.0;34
4;-36;?;-887;?;?;-166.0;23
2;-9;-37;-884;-9;-12;-38.0;-37
3;14;5;-889;14;?;-49.0;5
-4;-4;-7;-888;-4;-18;-142.0;-7
1;-24;1;-890;?;-19;?;1
6;?;30;-894;-8;-23;-108.0;?
-5;?;-20;-890;?;-19;-50.0;?
-1;?;8;-888;?;-17;-22.0;?
?;-22;1;-886;-22;?;-19.0;?
-3;?;-43;?;-22;-17;-111.0;?
-3;?;0;?;9;?;?;0
-1;6;2;-890;6;?;-190.0;2
-4;-29;-38;-890;-29;-20;-151.0;-38
-3;-21;?;-888;-21;-19;-114.0;-4
?;5;25;-893;?;-20;-99.0;25
0;-15;?;-898;-15;-25;-94.0;14
7;-25;16;-892;-25;-23;-78.0;16
?;1;?;-887;1;-17;?;25
9;14;?;-886;14;-14;-122.0;21
2;13;?;?;?;-14;-127.0;-4
2;18;?;-885;18;-17;?;-13
?;37;6;-892;?;-23;?;?
-4;40;11;-891;40;-22;-132.0;11
-2;2;0;-885;2;?;-122.0;?
-1;?;3;-886;-27;-17;-101.0;3
-3;-19;12;-888;-19;?;-80.0;12
-8;-19;17;?;-19;-21;?;17
0;-43;24;?;?;?;-86.0;24
12;-38;-23;?;-38;-17;-107.0;-23
?;2;-29;-892;2;?;-126.0;?
-7;24;23;-897;24;?;-191.0;?
-2;8;?;-889;8;-19;-173.0;-1
-1;-2;?;-891;-2;-23;-136.0;-5
-7;14;2;?;14;?;-48.0;2
-5;6;-11;-885;6;-14;-7.0;-11
0;-6;-22;-884;-6;-14;?;-22
1;3;-28;?;3;-19;-80.0;-28
?;-5;22;-892;-5;-20;-91.0;22
-3;-6;?;?;?;-19;?;39
1;-8;30;-892;-8;-19;?;30
-2;19;32;-890;19;-18;-247.0;32
-7;41;35;-886;41;-15;-180.0;35
2;-4;?;-890;-4;-14;-195.0;43
3;-20;18;-890;-20;-19;-182.0;18
0;-7;12;-888;-7;-20;-134.0;12
0;-10;3;?;-10;-16;-87.0;?
1;-18;-7;-886;-18;-15;-56.0;?
2;?;2;?;10;?;-89.0;2
?;44;2;-894;44;-22;?;?
-1;-1;14;-891;?;?;-142.0;14
0;-29;-9;?;?;-16;?;-9
?;?;-9;-889;1;-19;-173.0;?
-1;?;?;-892;12;-22;-137.0;16
?;?;1;-892;-10;?;-128.0;1
?;-27;2;-889;-27;-16;?;2
-3;-18;-3;-885;-18;-14;-132.0;-3
5;-26;-12;-888;-26;-17;-141.0;?
?;-40;?;-889;?;-16;-141.0;0
-3;-18;17;?;-18;-16;?;17
-2;4;?;-888;?;-18;-131.0;21
0;-13;?;-888;-13;-18;-143.0;-12
0;-38;?;-891;-38;-20;-137.0;-36
-1;-14;4;?;-14;-24;-131.0;4
2;29;21;-895;29;-20;-130.0;21
2;16;-1;-892;16;?;-133.0;-1
-1;15;14;-894;15;-20;-121.0;?
2;?;32;-889;53;-16;-101.0;32
2;27;26;-887;?;-15;-105.0;26
0;?;20;-889;8;-18;?;20
2;15;25;-886;15;-15;-114.0;25
0;15;18;-889;15;-18;-108.0;18
-3;13;-8;-894;?;?;-121.0;?
0;-22;-12;?;-22;?;-110.0;-12
1;-24;11;?;-24;-14;?;11
-1;?;3;-886;?;-14;-131.0;3
-2;-17;-10;-887;?;-16;-142.0;-10
-4;-5;?;-893;-5;-22;-140.0;-8
-4;?;-8;-892;-7;-21;-143.0;-8
0;?;1;-890;-16;-19;-155.0;1
2;-12;6;?;-12;-18;-162.0;6
2;-2;21;?;-2;-15;-164.0;21
2;-15;?;-891;-15;-18;?;-3
1;-26;-25;-894;-26;-23;-157.0;-25
-1;-8;11;-892;-8;-22;-151.0;11
-6;-4;1;-890;?;-20;-143.0;1
-5;-11;-16;-889;-11;-19;?;?
2;-2;1;-891;-2;-17;-137.0;?
5;-15;-19;-891;?;-17;?;-19
5;-25;-24;-888;-25;-18;?;-24
2;2;10;-890;?;-20;?;10
0;?;?;?;8;-22;-82.0;?
?;?;15;-888;-4;?;-91.0;15
?;22;26;-889;22;-15;-104.0;?
3;49;3;?;49;-15;-129.0;3
3;?;5;-888;42;-17;-140.0;5
3;25;14;-888;25;-17;-148.0;14
7;22;-26;-884;22;?;-140.0;-26
?;?;-1;-884;20;-17;-141.0;-1
-2;-18;24;-891;-18;?;-139.0;24
5;-18;-6;-894;-18;?;?;-6
-1;24;?;-892;24;?;-114.0;-7
0;-1;1;-888;-1;-19;?;1
1;?;7;-888;-16;-20;-119.0;?
?;10;-21;-885;10;?;-111.0;?
?;-15;-40;?;-15;?;-120.0;?
-2;-21;?;-889;-21;-21;-141.0;-24
-2;14;?;?;14;-18;-139.0;-18
0;-11;-17;-886;-11;?;?;-17
1;?;-27;-887;-29;?;-106.0;-27
-1;15;-16;?;?;?;?;-16
3;?;?;-890;12;-18;-126.0;12
2;-21;?;-889;-21;-18;-139.0;10
?;-17;2;-886;-17;-16;-153.0;2
-3;?;?;-885;-16;-16;-153.0;?
-5;-24;-15;?;?;-22;-166.0;-15
-3;?;-43;-892;-31;?;-145.0;?
0;?;-25;-890;-18;-19;-141.0;-25
-1;-7;-8;?;-7;-16;-133.0;-8
-1;?;-8;?;-7;?;-123.0;-8
-5;20;12;-888;20;-17;-110.0;12
?;25;?;-886;25;-13;-131.0;-8
2;24;-12;-892;24;-21;?;-12
?;?;23;-892;?;?;-111.0;23
-5;-27;5;-888;-27;-16;?;5
-7;-7;-18;-892;-7;-22;-119.0;-18
2;?;-9;-887;?;-15;-108.0;-9
1;10;-19;-889;10;?;-111.0;-19
?;29;-33;?;29;?;?;-33
?;?;-22;-891;2;-18;-131.0;-22
-6;-6;-6;-889;-6;-20;?;?
3;-15;2;?;-15;?;-126.0;2
?;-44;-6;?;-44;?;-147.0;?
-3;?;0;?;-46;-16;-126.0;0
-3;?;22;-887;?;-16;-104.0;?
-6;?;?;-889;?;-19;-107.0;2
-2;17;-5;-892;17;-21;-112.0;-5
6;6;12;-891;?;-15;-90.0;12
-1;5;-5;?;5;-14;-109.0;-5
?;17;-1;-889;17;-15;?;-1
-5;-41;-7;-890;?;-16;-112.0;?
-5;-46;-14;-888;-46;-13;-110.0;-14
11;-10;12;-885;-10;-9;-124.0;12
13;-113;?;-895;-113;-25;-118.0;-31
12;?;-54;-899;-163;?;-96.0;-54
11;-22;?;?;-22;-13;-56.0;4
-4;-10;-4;?;-10;?;?;?
-8;?;-28;?;?;-21;-162.0;-28
3;-46;?;-893;-46;?;-194.0;-19
3;-72;?;-893;-72;-14;-163.0;-46
3;-55;-44;-886;-55;-12;-139.0;-44
?;15;?;-891;15;-21;-144.0;-31
13;-1;1;-900;-1;-25;-94.0;?
10;?;18;-895;?;-17;-60.0;18
3;23;-19;-893;23;-17;?;-19
3;-19;-12;-893;-19;-18;-75.0;-12
-3;-53;?;-893;-53;-15;-73.0;-11
6;-50;-18;-898;?;?;-48.0;-18
10;20;19;-906;20;-31;-32.0;19
-7;47;29;-905;47;-33;-23.0;29
-4;-17;1;-895;-17;-16;-50.0;1
3;-19;-25;?;-19;?;-70.0;-25
-1;-28;-34;-887;-28;-9;?;-34
6;-45;-15;-894;-45;-16;-118.0;-15
?;-70;?;-893;-70;-13;-211.0;-9
?;?;?;-477;-983;190;39.0;1757
497;?;2303;?;-1020;-391;207.0;2303
?;-830;1444;-736;-830;-55;-141.0;1444
?;-731;-278;-322;-731;718;-102.0;?
?;-204;-846;-479;-204;466;67.0;-846
-159;64;-913;-502;64;452;-123.0;-913
-217;-1027;34;-479;?;389;-50.0;34
-554;-1166;1128;-639;?;?;136.0;1128
?;-1205;2314;-981;-1205;-214;37.0;?
-651;-1490;2119;-557;-1490;-159;-26.0;?
?;?;-307;?;-1788;?;?;-307
153;-2099;-904;?;-2099;-115;57.0;-904
362;?;93;?;-26;-250;19.0;93
55;683;234;-838;683;-147;-20.0;234
-122;-120;73;-985;?;6;-69.0;?
-58;?;78;-856;?;-15;-14.0;78
-12;-78;-10;-887;-78;-9;-30.0;-10
-15;-120;?;?;-120;-6;?;?
37;51;?;-875;51;-23;-2.0;19
76;?;1;-902;?;-22;-38.0;1
41;52;21;-886;52;-22;?;21
19;48;18;-892;48;-17;22.0;18
33;?;22;-889;65;-18;-51.0;22
16;160;56;?;160;?;-12.0;56
8;?;70;-903;194;-28;-47.0;?
13;161;53;-899;?;-18;-52.0;53
10;267;103;?;267;-2;?;?
14;?;181;-882;368;?;-196.0;?
-5;212;145;-915;212;?;-237.0;?
-12;?;54;-892;26;-8;?;54
44;45;?;?;45;-15;-354.0;37
?;101;51;-898;101;?;-503.0;?
31;167;?;?;?;-28;-413.0;91
?;239;109;-898;239;-23;-583.0;109
-11;172;65;-890;172;?;-422.0;65
-31;53;53;-889;53;?;-209.0;53
30;2;40;-899;2;-15;16.0;40
?;-12;31;?;?;?;-15.0;31
55;10;32;?;10;?;?;32
70;152;76;?;152;-57;?;76
82;376;214;?;376;-63;-86.0;?
?;464;?;-904;464;-18;-127.0;261
-15;396;200;-892;396;-1;-196.0;200
?;359;207;?;359;?;-104.0;207
-12;303;?;-886;303;12;-317.0;186
-6;222;109;?;?;-19;-261.0;?
?;189;101;-904;189;?;?;101
5;175;106;-895;175;1;?;106
18;188;87;-919;188;-23;-213.0;87
-9;?;36;-904;26;2;?;?
-11;-37;29;-890;-37;11;?;29
?;-69;14;-888;-69;?;54.0;14
-59;-401;-148;-868;-401;47;?;-148
?;-388;-220;-916;-388;-27;-286.0;-220
65;-225;-160;-932;?;-51;-294.0;-160
?;-323;-174;?;-323;?;?;-174
67;-236;-142;?;-236;?;-487.0;-142
-12;-157;-124;-909;-157;-16;-264.0;-124
-81;?;?;-891;-394;?;-209.0;-246
109;-462;-229;?;-462;-7;?;-229
?;-260;-115;-905;-260;-26;-257.0;-115
?;-258;-99;-895;?;-15;-261.0;-99
18;-212;-51;-885;-212;-6;-276.0;-51
53;-5;?;-917;?;-41;-302.0;12
39;2;6;?;2;-35;-190.0;6
17;4;-6;-902;4;?;?;-6
5;25;-14;-901;25;-18;-75.0;-14
5;-27;-17;-895;?;-10;-230.0;-17
3;?;-7;-898;-37;-15;-161.0;-7
25;-38;-8;-897;-38;-15;-51.0;-8
28;-29;?;?;-29;-25;-121.0;0
29;-3;?;-901;-3;?;?;?
37;115;51;?;?;-22;-434.0;?
7;?;89;-901;191;-22;-344.0;89
-15;?;53;-900;?;-16;-317.0;?
4;53;22;-898;?;-16;-269.0;22
5;59;35;?;59;?;-238.0;?
-11;-37;-8;?;-37;-14;-257.0;-8
?;-60;-56;-894;-60;-14;?;-56
16;-2;-21;-896;?;-18;-272.0;-21
?;?;-1;-896;2;-19;-293.0;-1
9;-7;-46;-892;?;-13;?;-46
2;-46;?;-892;-46;-14;-430.0;-57
27;-71;-29;-898;?;-25;-306.0;-29
?;-64;-37;-899;-64;-24;-250.0;-37
9;-52;-31;-894;-52;-17;-267.0;-31
15;-25;-8;-897;-25;-22;-288.0;?
?;-26;-17;-897;-26;-22;?;-17
11;-31;?;-890;-31;?;-275.0;-6
?;?;?;?;-21;-17;-226.0;9
6;-40;-9;-889;-40;-12;-205.0;?
6;-42;-18;-892;-42;-15;-201.0;-18
12;-16;-7;-900;-16;?;-213.0;?
13;-8;11;-893;-8;-17;?;11
6;10;-4;-893;10;-19;-291.0;-4
?;?;-42;-897;8;-21;-254.0;-42
7;6;-22;?;6;-16;-252.0;-22
6;?;-12;-897;12;-22;-258.0;-12
?;3;-17;-896;3;?;-232.0;-17
?;4;19;-890;4;?;?;19
8;-8;1;-892;?;?;-278.0;1
5;12;-3;-894;?;?;-219.0;-3
9;41;11;-893;41;-16;-223.0;11
8;29;-11;?;29;-15;?;-11
?;13;13;?;13;-13;-245.0;?
-2;?;26;-890;?;-18;-277.0;26
0;17;13;-897;17;-25;-273.0;13
2;17;48;?;17;-20;-278.0;48
?;-24;34;-891;-24;-18;-267.0;34
?;-20;?;-894;-20;-19;-265.0;-26
?;13;-8;-890;13;?;-300.0;-8
?;?;30;-890;5;-15;?;?
0;?;28;-897;8;-19;-251.0;28
-1;12;?;-896;?;-18;-262.0;16
0;-6;10;-893;-6;?;-256.0;10
3;-32;0;-894;-32;-24;?;0
2;-28;2;-894;-28;-23;-217.0;2
0;10;?;?;10;-18;-237.0;?
2;?;-19;-895;9;-15;-257.0;-19
-2;28;?;-899;28;-20;-240.0;?
0;1;5;-893;1;?;-260.0;5
3;-47;-18;?;?;?;-255.0;-18
?;-9;1;-898;-9;-22;-242.0;1
-1;-20;-7;-893;-20;-16;?;-7
?;-13;4;-892;-13;?;-241.0;4
0;32;6;-894;32;?;-249.0;6
2;13;-5;-893;13;-19;?;?
6;17;36;?;17;-20;?;36
2;25;17;-894;25;?;-242.0;17
-1;?;-24;?;?;?;-250.0;-24
-1;13;?;?;?;?;-243.0;17
-1;12;?;-894;12;-18;-250.0;20
?;-25;?;-893;-25;-19;-255.0;-30
2;-16;-14;?;-16;-19;?;-14
-3;-17;21;-895;?;-18;-258.0;?
7;-11;9;-887;-11;-13;-246.0;9
3;-8;?;?;-8;-19;-232.0;?
0;-26;-7;-900;-26;-24;-217.0;-7
5;-24;-10;-895;-24;-19;-269.0;?
-2;-7;-7;-899;?;-20;-277.0;-7
-2;-6;10;-899;?;-21;-241.0;?
-2;-5;7;-894;-5;-17;-241.0;7
-3;13;-3;-894;13;-19;-250.0;-3
?;-12;9;-896;-12;-21;-232.0;9
-1;8;10;-892;?;?;-221.0;?
9;?;2;-890;52;-18;?;2
?;-15;11;?;?;-22;-240.0;11
?;?;?;-891;-29;?;-245.0;0
?;24;-18;-887;?;-15;?;-18
3;12;-16;?;12;-17;-215.0;-16
?;5;-6;-889;5;-12;-206.0;-6
2;3;2;-892;3;-18;-211.0;2
3;-18;2;-898;-18;?;-246.0;2
?;6;-8;-893;6;?;-255.0;-8
3;7;-35;?;7;-14;?;-35
?;?;-33;-895;12;-19;-265.0;-33
2;32;-16;-895;32;-18;-253.0;-16
5;-6;11;-890;-6;-12;-235.0;11
?;-35;46;-895;-35;-18;-212.0;46
7;-36;-1;?;-36;-18;-211.0;?
6;-5;-11;-888;-5;-13;-212.0;-11
2;13;?;-893;13;-17;-241.0;?
1;3;1;-894;?;?;-231.0;1
-8;3;11;-898;3;-18;?;?
-7;?;13;-901;-16;-22;-228.0;13
5;1;9;-893;1;?;?;9
9;13;-11;-889;13;?;-212.0;-11
3;2;?;-893;2;-17;-221.0;3
-1;15;6;-894;15;-17;-232.0;6
0;23;?;-896;23;-19;?;-38
-2;20;1;-895;20;-15;?;1
0;-16;10;?;-16;?;-221.0;?
?;-18;11;-894;-18;-19;?;11
3;23;?;-893;?;-19;-234.0;?
5;10;?;-897;?;-20;-231.0;10
3;-8;-7;-898;-8;-21;-221.0;-7
2;?;-23;-894;-2;-18;-222.0;-23
0;-26;9;?;-26;?;-228.0;9
0;?;15;-890;-14;-14;-213.0;15
4;1;?;?;1;-17;?;5
7;-17;20;-898;-17;-23;-233.0;20
4;1;-23;-894;?;-19;?;-23
0;-20;-27;-898;-20;?;-231.0;?
-2;-52;-14;-901;-52;-24;?;-14
-1;-15;-15;-899;-15;-21;?;-15
0;0;6;-897;0;-19;-224.0;?
0;-28;-10;-896;?;-18;-234.0;?
0;-30;-12;-896;-30;-18;-236.0;-12
2;?;14;-894;-7;-16;-228.0;14
3;?;-11;-894;15;-18;-232.0;-11
4;4;-26;-891;4;-15;-221.0;-26
0;?;9;?;-5;-14;?;?
-3;24;?;-896;24;-18;?;?
5;19;-12;-891;19;-15;-249.0;-12
?;-8;18;?;-8;-16;?;18
2;0;?;?;0;-20;?;6
-4;-19;-25;-899;-19;-19;-252.0;-25
-1;-8;?;-900;-8;-21;-252.0;-1
3;?;12;-896;23;?;-242.0;12
-1;-5;-14;-896;?;-18;?;-14
1;?;-11;-897;21;-19;-227.0;?
6;27;13;?;27;-24;-219.0;?
1;15;-12;-898;15;-21;-227.0;?
?;19;?;-891;19;-15;-240.0;-12
6;-17;22;?;-17;?;-233.0;22
-3;14;-2;-900;14;-20;-230.0;-2
?;18;-6;-897;18;?;-240.0;-6
