InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit BACK magneticX;Accelerometer BACK accZ;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LLA magneticY;Accelerometer HIP accZ
?;-737.0;641.0;40.0;-869.0;627.0;-56.0;-441.0
814.0;-747.0;762.0;20.0;-880.0;647.0;-48.0;-484.0
822.0;-751.0;865.0;?;-850.0;666.0;-48.0;-547.0
845.0;?;668.0;?;-766.0;685.0;-50.0;-536.0
872.0;-762.0;445.0;-32.0;-783.0;704.0;-52.0;-605.0
856.0;-763.0;285.0;-45.0;-779.0;721.0;-61.0;?
885.0;-763.0;188.0;-59.0;-767.0;?;-64.0;-539.0
876.0;-769.0;-90.0;-74.0;-718.0;746.0;-65.0;-544.0
?;-769.0;-110.0;?;-749.0;759.0;-68.0;-532.0
867.0;-767.0;-147.0;-99.0;-751.0;766.0;-73.0;-557.0
836.0;-768.0;-57.0;-112.0;?;776.0;-81.0;?
849.0;-768.0;156.0;-124.0;-736.0;784.0;-87.0;-526.0
835.0;-765.0;364.0;-138.0;-740.0;785.0;-97.0;-506.0
836.0;-766.0;484.0;-154.0;-739.0;789.0;-105.0;-505.0
848.0;-764.0;919.0;-166.0;-740.0;790.0;-114.0;-483.0
841.0;-763.0;416.0;-177.0;-749.0;790.0;-122.0;-474.0
833.0;?;1483.0;-192.0;-750.0;788.0;-128.0;-482.0
837.0;-763.0;1156.0;-199.0;-720.0;782.0;-139.0;?
829.0;-760.0;182.0;-207.0;-741.0;781.0;-142.0;-500.0
821.0;-762.0;119.0;-214.0;-739.0;776.0;-143.0;-475.0
820.0;-763.0;303.0;-219.0;-738.0;?;-145.0;-459.0
815.0;-758.0;215.0;-222.0;-729.0;771.0;-148.0;-462.0
821.0;-759.0;316.0;-226.0;-745.0;767.0;-151.0;?
?;-759.0;333.0;?;-752.0;765.0;-153.0;-469.0
821.0;-758.0;300.0;-230.0;-767.0;768.0;-153.0;-459.0
823.0;-759.0;?;-228.0;?;762.0;-152.0;-483.0
812.0;-759.0;425.0;?;-733.0;762.0;-147.0;-497.0
814.0;-759.0;450.0;-224.0;-729.0;764.0;-146.0;?
?;-762.0;474.0;-222.0;-735.0;760.0;-144.0;-467.0
781.0;-761.0;488.0;-221.0;-751.0;761.0;-144.0;?
?;-759.0;482.0;-218.0;-730.0;?;-142.0;-468.0
825.0;-761.0;501.0;-216.0;-758.0;759.0;-141.0;-472.0
823.0;-759.0;539.0;-210.0;-770.0;759.0;?;-439.0
824.0;-758.0;537.0;-208.0;-779.0;759.0;-136.0;-434.0
804.0;-760.0;534.0;-207.0;-772.0;757.0;-134.0;-439.0
796.0;-763.0;526.0;-203.0;-788.0;757.0;-130.0;-446.0
810.0;-762.0;534.0;-203.0;-783.0;754.0;-126.0;-474.0
822.0;-762.0;543.0;-203.0;-799.0;751.0;-123.0;-480.0
820.0;?;538.0;-203.0;-792.0;748.0;-120.0;-475.0
824.0;-760.0;?;-201.0;-817.0;745.0;-119.0;-436.0
840.0;-762.0;549.0;-198.0;-822.0;742.0;-114.0;-457.0
855.0;-762.0;576.0;-195.0;-837.0;736.0;-109.0;-412.0
864.0;-761.0;572.0;-190.0;-840.0;735.0;-100.0;-431.0
869.0;-762.0;555.0;-187.0;?;731.0;-92.0;-398.0
879.0;-761.0;541.0;-181.0;-835.0;722.0;?;-395.0
883.0;-761.0;557.0;-174.0;-850.0;720.0;-80.0;-375.0
895.0;-761.0;587.0;-168.0;-849.0;710.0;-72.0;-382.0
893.0;-760.0;551.0;-164.0;-860.0;701.0;-68.0;-339.0
902.0;-758.0;535.0;-159.0;-850.0;691.0;-60.0;-314.0
905.0;-760.0;542.0;-151.0;-871.0;685.0;-52.0;-281.0
909.0;-755.0;537.0;-144.0;-868.0;676.0;-46.0;-268.0
910.0;-754.0;542.0;-136.0;-872.0;670.0;-35.0;-203.0
319.0;-611.0;486.0;270.0;-524.0;462.0;?;605.0
316.0;-603.0;511.0;285.0;-487.0;453.0;-94.0;572.0
317.0;-596.0;536.0;301.0;-494.0;442.0;-92.0;561.0
293.0;-587.0;533.0;316.0;-473.0;437.0;?;545.0
283.0;-580.0;?;328.0;-483.0;435.0;-82.0;583.0
251.0;-574.0;468.0;340.0;-477.0;428.0;-72.0;578.0
236.0;-566.0;455.0;347.0;-481.0;?;-62.0;619.0
211.0;-557.0;?;355.0;-533.0;431.0;-59.0;635.0
215.0;?;?;363.0;-610.0;430.0;-56.0;?
204.0;?;447.0;371.0;-509.0;429.0;-57.0;583.0
194.0;-538.0;477.0;375.0;-559.0;431.0;-57.0;495.0
185.0;-533.0;539.0;378.0;-607.0;?;-60.0;459.0
170.0;-530.0;647.0;380.0;-660.0;430.0;-65.0;526.0
162.0;-526.0;643.0;386.0;?;429.0;?;458.0
161.0;-526.0;616.0;391.0;-668.0;423.0;-71.0;388.0
178.0;-527.0;487.0;?;-653.0;424.0;-78.0;368.0
250.0;-531.0;600.0;392.0;-652.0;423.0;-86.0;316.0
250.0;-534.0;595.0;397.0;-669.0;419.0;-95.0;327.0
250.0;-539.0;397.0;394.0;-652.0;417.0;-108.0;338.0
?;-544.0;51.0;393.0;-638.0;415.0;-121.0;286.0
321.0;-550.0;215.0;395.0;-678.0;412.0;-126.0;292.0
339.0;-560.0;300.0;?;-647.0;409.0;-134.0;294.0
357.0;-568.0;252.0;393.0;-663.0;406.0;-139.0;314.0
346.0;-570.0;258.0;397.0;-719.0;403.0;-135.0;323.0
363.0;-572.0;343.0;397.0;-710.0;402.0;-133.0;327.0
367.0;-574.0;373.0;397.0;?;404.0;-128.0;343.0
368.0;-573.0;294.0;402.0;-665.0;399.0;?;335.0
360.0;-576.0;283.0;401.0;-714.0;396.0;-116.0;342.0
355.0;-578.0;236.0;402.0;-672.0;395.0;-106.0;316.0
?;-577.0;109.0;404.0;-655.0;387.0;-92.0;?
?;-575.0;137.0;406.0;-688.0;378.0;-82.0;312.0
364.0;-572.0;210.0;406.0;-699.0;?;?;322.0
376.0;-567.0;25.0;410.0;?;360.0;-81.0;345.0
374.0;-554.0;664.0;414.0;-743.0;351.0;?;338.0
371.0;-546.0;316.0;?;-685.0;340.0;-76.0;370.0
386.0;-533.0;191.0;416.0;-724.0;330.0;-80.0;352.0
391.0;-523.0;290.0;?;?;320.0;-80.0;?
370.0;-512.0;219.0;?;-774.0;313.0;-66.0;374.0
358.0;-496.0;-78.0;421.0;-741.0;301.0;-59.0;394.0
387.0;-480.0;77.0;421.0;-750.0;292.0;-54.0;?
403.0;-462.0;126.0;422.0;-750.0;281.0;-73.0;376.0
385.0;-454.0;?;425.0;-772.0;274.0;?;384.0
431.0;-448.0;?;426.0;-804.0;272.0;-93.0;356.0
418.0;-447.0;?;424.0;?;272.0;-83.0;311.0
420.0;-441.0;57.0;425.0;-795.0;271.0;?;279.0
444.0;-440.0;22.0;422.0;-804.0;276.0;-81.0;284.0
434.0;-444.0;20.0;416.0;-792.0;?;-58.0;282.0
437.0;-443.0;0.0;413.0;?;288.0;-44.0;283.0
437.0;-447.0;-30.0;410.0;-728.0;?;-24.0;?
?;-453.0;-22.0;404.0;-732.0;304.0;7.0;?
441.0;-458.0;-55.0;401.0;-682.0;310.0;43.0;266.0
471.0;-467.0;-70.0;397.0;-656.0;320.0;94.0;261.0
477.0;-480.0;-48.0;393.0;-616.0;340.0;139.0;273.0
476.0;-488.0;-29.0;393.0;?;351.0;170.0;239.0
475.0;-502.0;-24.0;391.0;-565.0;367.0;?;193.0
?;-518.0;-36.0;?;-520.0;392.0;215.0;171.0
437.0;-534.0;-67.0;398.0;-464.0;?;203.0;118.0
410.0;-553.0;-45.0;399.0;?;432.0;170.0;?
377.0;?;-30.0;?;-302.0;450.0;131.0;94.0
352.0;-582.0;-1.0;?;-248.0;470.0;93.0;80.0
310.0;-596.0;-15.0;418.0;-357.0;490.0;?;67.0
277.0;-606.0;-37.0;424.0;-306.0;512.0;25.0;83.0
?;-613.0;?;435.0;-326.0;528.0;2.0;162.0
?;-617.0;-40.0;442.0;-389.0;539.0;-7.0;196.0
183.0;-612.0;-40.0;?;-345.0;551.0;10.0;130.0
172.0;-594.0;-28.0;458.0;-354.0;557.0;47.0;191.0
160.0;-563.0;-20.0;465.0;-401.0;558.0;115.0;?
149.0;-524.0;-1.0;470.0;?;554.0;190.0;309.0
124.0;?;35.0;478.0;-403.0;550.0;253.0;347.0
131.0;-437.0;48.0;483.0;-365.0;540.0;316.0;427.0
173.0;-394.0;96.0;485.0;?;529.0;368.0;457.0
210.0;-354.0;81.0;491.0;-340.0;?;412.0;386.0
132.0;-322.0;52.0;493.0;-331.0;501.0;?;407.0
115.0;-292.0;?;496.0;-354.0;487.0;478.0;408.0
156.0;-261.0;?;504.0;?;467.0;504.0;347.0
170.0;-223.0;56.0;511.0;-362.0;448.0;533.0;337.0
162.0;-190.0;46.0;516.0;-366.0;424.0;557.0;361.0
145.0;-164.0;37.0;523.0;-347.0;404.0;579.0;381.0
?;-139.0;50.0;529.0;-378.0;386.0;597.0;405.0
113.0;-113.0;21.0;535.0;-413.0;366.0;609.0;415.0
130.0;-90.0;20.0;542.0;-428.0;344.0;?;421.0
130.0;-65.0;9.0;547.0;-451.0;?;622.0;408.0
126.0;-40.0;37.0;550.0;-490.0;303.0;627.0;370.0
?;-21.0;41.0;559.0;-682.0;282.0;633.0;500.0
95.0;2.0;?;560.0;-612.0;263.0;633.0;558.0
103.0;?;234.0;?;-584.0;243.0;?;439.0
124.0;?;?;560.0;-647.0;225.0;635.0;352.0
141.0;?;297.0;559.0;-687.0;204.0;637.0;473.0
?;85.0;384.0;560.0;-506.0;188.0;?;293.0
?;103.0;385.0;561.0;-455.0;171.0;644.0;27.0
170.0;123.0;270.0;556.0;-448.0;155.0;645.0;173.0
278.0;138.0;-62.0;547.0;-405.0;142.0;642.0;397.0
376.0;151.0;-162.0;538.0;-394.0;134.0;636.0;348.0
423.0;171.0;-42.0;539.0;-393.0;120.0;632.0;206.0
303.0;?;89.0;538.0;-380.0;100.0;627.0;?
276.0;195.0;63.0;538.0;-421.0;79.0;?;?
253.0;221.0;-21.0;533.0;-398.0;55.0;619.0;290.0
269.0;253.0;-122.0;528.0;-431.0;27.0;?;277.0
212.0;282.0;-72.0;524.0;-435.0;-6.0;588.0;?
135.0;307.0;-32.0;525.0;-476.0;-31.0;566.0;318.0
110.0;325.0;-46.0;521.0;?;-61.0;546.0;284.0
125.0;337.0;0.0;524.0;-570.0;-85.0;518.0;297.0
121.0;350.0;405.0;523.0;-749.0;-105.0;493.0;253.0
115.0;?;438.0;520.0;-626.0;?;?;396.0
91.0;367.0;774.0;519.0;-606.0;-141.0;445.0;?
95.0;375.0;1149.0;512.0;-670.0;-161.0;421.0;?
89.0;379.0;677.0;504.0;-728.0;-172.0;?;254.0
163.0;384.0;-267.0;496.0;-702.0;-180.0;365.0;91.0
152.0;?;938.0;?;-642.0;?;345.0;439.0
147.0;398.0;980.0;482.0;?;-205.0;327.0;527.0
209.0;406.0;?;478.0;-533.0;-216.0;314.0;426.0
305.0;414.0;-218.0;467.0;-539.0;-226.0;303.0;348.0
284.0;?;81.0;460.0;-555.0;-236.0;301.0;330.0
316.0;438.0;-128.0;458.0;-526.0;-239.0;304.0;?
341.0;447.0;-168.0;455.0;?;-245.0;312.0;451.0
336.0;451.0;-111.0;?;-577.0;-245.0;332.0;429.0
276.0;?;81.0;453.0;-572.0;-247.0;365.0;447.0
246.0;457.0;70.0;451.0;-542.0;-252.0;399.0;528.0
227.0;462.0;?;450.0;-540.0;-257.0;428.0;481.0
205.0;461.0;136.0;450.0;-613.0;-258.0;?;431.0
?;461.0;128.0;450.0;-641.0;-259.0;469.0;394.0
207.0;456.0;95.0;450.0;?;-259.0;481.0;515.0
217.0;452.0;5.0;452.0;-608.0;-260.0;487.0;440.0
248.0;?;21.0;456.0;-572.0;-266.0;493.0;413.0
234.0;450.0;77.0;458.0;-556.0;-269.0;495.0;305.0
199.0;449.0;144.0;458.0;-579.0;-274.0;?;276.0
214.0;452.0;185.0;456.0;-649.0;-283.0;490.0;227.0
229.0;452.0;?;455.0;-621.0;-288.0;480.0;?
278.0;451.0;516.0;456.0;-624.0;-287.0;467.0;124.0
297.0;451.0;942.0;455.0;-615.0;-284.0;444.0;173.0
307.0;451.0;-10.0;456.0;-600.0;-287.0;418.0;243.0
289.0;453.0;191.0;456.0;-535.0;-293.0;?;259.0
282.0;453.0;-182.0;458.0;-582.0;-295.0;380.0;215.0
312.0;450.0;-197.0;458.0;-573.0;?;371.0;221.0
331.0;447.0;-224.0;458.0;-560.0;-305.0;360.0;229.0
322.0;447.0;-190.0;459.0;-570.0;-310.0;342.0;270.0
316.0;448.0;-267.0;457.0;-607.0;-313.0;321.0;273.0
?;447.0;-195.0;457.0;-608.0;-317.0;307.0;252.0
?;450.0;-337.0;457.0;-554.0;-321.0;300.0;223.0
259.0;453.0;-141.0;?;-539.0;-323.0;296.0;249.0
260.0;456.0;-282.0;454.0;-503.0;-328.0;297.0;?
263.0;461.0;1059.0;450.0;-514.0;-329.0;302.0;360.0
258.0;466.0;580.0;447.0;-531.0;-333.0;307.0;345.0
254.0;471.0;524.0;444.0;-535.0;-335.0;309.0;?
262.0;?;?;441.0;-525.0;-334.0;318.0;319.0
265.0;480.0;420.0;439.0;-502.0;-339.0;327.0;351.0
250.0;480.0;?;438.0;-508.0;-337.0;343.0;341.0
198.0;483.0;235.0;435.0;-500.0;?;353.0;386.0
?;485.0;-166.0;434.0;-518.0;-329.0;365.0;383.0
186.0;484.0;-69.0;433.0;-510.0;-326.0;374.0;371.0
197.0;?;136.0;?;-520.0;-323.0;380.0;377.0
195.0;487.0;93.0;427.0;-509.0;-323.0;383.0;364.0
?;486.0;46.0;426.0;-508.0;-319.0;?;355.0
186.0;?;60.0;427.0;-489.0;-319.0;390.0;344.0
?;489.0;-7.0;426.0;-521.0;-318.0;395.0;396.0
185.0;489.0;-51.0;426.0;-503.0;-314.0;397.0;382.0
179.0;491.0;38.0;425.0;-482.0;-316.0;402.0;390.0
175.0;?;45.0;426.0;-489.0;-316.0;400.0;389.0
180.0;492.0;14.0;425.0;-491.0;-317.0;404.0;392.0
177.0;493.0;42.0;427.0;-448.0;-318.0;406.0;399.0
182.0;494.0;37.0;425.0;-467.0;-323.0;407.0;388.0
?;495.0;218.0;429.0;-467.0;-325.0;407.0;412.0
186.0;497.0;259.0;?;-466.0;-327.0;?;394.0
188.0;499.0;88.0;429.0;-470.0;-328.0;393.0;405.0
171.0;499.0;-15.0;430.0;-480.0;-328.0;389.0;379.0
161.0;501.0;-57.0;428.0;-441.0;-331.0;386.0;?
155.0;500.0;-94.0;427.0;-439.0;-332.0;384.0;351.0
152.0;?;-23.0;424.0;-409.0;-337.0;385.0;372.0
149.0;506.0;53.0;421.0;-421.0;-342.0;384.0;385.0
148.0;507.0;?;418.0;-406.0;-348.0;378.0;385.0
?;507.0;21.0;418.0;-433.0;-352.0;371.0;394.0
138.0;511.0;?;417.0;-442.0;-355.0;?;?
140.0;511.0;-13.0;415.0;-416.0;-362.0;354.0;359.0
132.0;?;-24.0;415.0;-444.0;-362.0;347.0;346.0
129.0;513.0;-17.0;414.0;-447.0;-369.0;343.0;350.0
114.0;?;8.0;416.0;-463.0;-370.0;334.0;331.0
119.0;510.0;20.0;417.0;-472.0;-375.0;324.0;331.0
105.0;511.0;0.0;418.0;-547.0;?;318.0;317.0
113.0;511.0;11.0;419.0;-625.0;-380.0;312.0;281.0
117.0;510.0;29.0;421.0;-587.0;-385.0;305.0;297.0
119.0;508.0;20.0;421.0;-702.0;-385.0;302.0;351.0
125.0;506.0;?;421.0;-700.0;-388.0;297.0;354.0
126.0;503.0;?;422.0;-681.0;-388.0;295.0;?
126.0;?;-55.0;427.0;-662.0;-388.0;295.0;417.0
161.0;503.0;-78.0;429.0;-604.0;?;294.0;505.0
208.0;503.0;-67.0;435.0;-589.0;-388.0;294.0;457.0
249.0;503.0;-63.0;438.0;-628.0;-389.0;302.0;476.0
235.0;500.0;-30.0;445.0;-620.0;?;315.0;441.0
269.0;493.0;-4.0;?;-602.0;-390.0;330.0;?
331.0;486.0;-24.0;457.0;-652.0;-388.0;349.0;473.0
318.0;480.0;-47.0;463.0;-623.0;-384.0;361.0;484.0
314.0;472.0;-33.0;471.0;-607.0;-378.0;369.0;449.0
278.0;468.0;-38.0;476.0;-555.0;-372.0;373.0;405.0
268.0;463.0;-40.0;480.0;-558.0;-365.0;380.0;379.0
282.0;452.0;-49.0;482.0;-544.0;-356.0;394.0;381.0
?;448.0;-27.0;483.0;-538.0;-352.0;411.0;439.0
270.0;442.0;-11.0;485.0;-559.0;-348.0;425.0;415.0
270.0;436.0;-6.0;486.0;-601.0;-343.0;434.0;439.0
271.0;438.0;-9.0;486.0;-608.0;-339.0;438.0;404.0
253.0;440.0;-44.0;484.0;-577.0;-335.0;442.0;?
238.0;?;?;484.0;-555.0;-330.0;442.0;382.0
212.0;448.0;52.0;484.0;-538.0;-326.0;442.0;414.0
196.0;452.0;146.0;484.0;-541.0;-325.0;449.0;425.0
187.0;452.0;267.0;484.0;-562.0;-319.0;453.0;?
225.0;456.0;384.0;483.0;?;-315.0;457.0;397.0
?;458.0;?;483.0;-564.0;-312.0;459.0;327.0
256.0;459.0;604.0;481.0;-576.0;-307.0;462.0;404.0
230.0;?;580.0;482.0;-545.0;-306.0;?;318.0
209.0;459.0;418.0;?;-553.0;-304.0;484.0;305.0
203.0;460.0;247.0;483.0;-555.0;?;495.0;454.0
200.0;459.0;-162.0;483.0;?;-294.0;500.0;376.0
?;459.0;-333.0;483.0;-560.0;-295.0;506.0;398.0
219.0;458.0;-266.0;481.0;-550.0;-292.0;510.0;?
220.0;?;-13.0;479.0;-550.0;?;511.0;383.0
216.0;456.0;291.0;482.0;-539.0;-285.0;517.0;393.0
210.0;453.0;?;481.0;-544.0;-285.0;521.0;402.0
206.0;452.0;?;482.0;-560.0;-280.0;523.0;399.0
212.0;450.0;493.0;480.0;?;?;524.0;426.0
214.0;449.0;574.0;482.0;-553.0;-274.0;524.0;395.0
217.0;447.0;661.0;480.0;-538.0;-271.0;?;?
209.0;447.0;562.0;482.0;-533.0;-270.0;525.0;402.0
?;443.0;486.0;483.0;-517.0;-267.0;525.0;?
213.0;443.0;?;483.0;-549.0;?;524.0;391.0
209.0;444.0;335.0;484.0;-529.0;-267.0;521.0;399.0
208.0;443.0;277.0;?;-518.0;-270.0;520.0;392.0
202.0;445.0;322.0;?;-520.0;?;519.0;?
196.0;446.0;386.0;481.0;-536.0;-269.0;516.0;384.0
196.0;446.0;418.0;481.0;-541.0;-271.0;?;387.0
194.0;447.0;458.0;482.0;-540.0;-272.0;513.0;386.0
195.0;448.0;460.0;482.0;-538.0;-270.0;513.0;412.0
188.0;448.0;430.0;481.0;-511.0;-269.0;515.0;407.0
184.0;452.0;429.0;478.0;-532.0;-273.0;513.0;412.0
184.0;452.0;435.0;478.0;-527.0;-273.0;514.0;415.0
?;452.0;?;479.0;?;-275.0;514.0;407.0
?;454.0;404.0;480.0;-539.0;-273.0;513.0;376.0
181.0;453.0;408.0;479.0;-538.0;-273.0;515.0;385.0
181.0;452.0;?;479.0;-520.0;-275.0;514.0;410.0
184.0;453.0;405.0;477.0;-532.0;?;515.0;417.0
183.0;453.0;429.0;479.0;-539.0;-271.0;516.0;?
182.0;451.0;394.0;478.0;-554.0;-271.0;517.0;399.0
183.0;450.0;391.0;?;?;?;517.0;432.0
?;451.0;424.0;478.0;-528.0;-269.0;?;222.0
?;450.0;426.0;480.0;-540.0;-267.0;519.0;185.0
186.0;?;426.0;479.0;-540.0;-267.0;521.0;457.0
185.0;448.0;427.0;478.0;-540.0;-266.0;521.0;362.0
183.0;447.0;434.0;481.0;-531.0;-264.0;?;420.0
187.0;447.0;413.0;480.0;-537.0;-263.0;525.0;396.0
188.0;?;416.0;481.0;-521.0;-262.0;527.0;395.0
192.0;446.0;398.0;481.0;-543.0;-260.0;528.0;389.0
194.0;442.0;406.0;482.0;-540.0;-260.0;?;?
193.0;?;436.0;481.0;-549.0;-260.0;532.0;412.0
191.0;441.0;425.0;483.0;-513.0;?;534.0;415.0
193.0;440.0;413.0;484.0;-521.0;-256.0;537.0;416.0
192.0;439.0;?;486.0;-528.0;-253.0;540.0;434.0
189.0;437.0;432.0;?;-549.0;-249.0;?;381.0
183.0;436.0;438.0;487.0;-557.0;-246.0;544.0;?
186.0;435.0;?;485.0;-539.0;-245.0;544.0;402.0
180.0;431.0;393.0;486.0;-549.0;-239.0;545.0;370.0
184.0;430.0;426.0;485.0;-550.0;-235.0;546.0;445.0
189.0;429.0;406.0;486.0;-559.0;-229.0;548.0;410.0
187.0;424.0;426.0;485.0;-559.0;-223.0;550.0;517.0
190.0;422.0;414.0;485.0;-529.0;-220.0;557.0;482.0
191.0;418.0;419.0;483.0;-529.0;-212.0;560.0;481.0
195.0;413.0;426.0;483.0;-517.0;-206.0;564.0;472.0
190.0;408.0;424.0;483.0;-507.0;-196.0;569.0;530.0
195.0;405.0;409.0;480.0;-519.0;-191.0;577.0;436.0
200.0;399.0;412.0;478.0;-539.0;-178.0;581.0;453.0
193.0;395.0;435.0;?;-503.0;-172.0;589.0;425.0
182.0;390.0;433.0;475.0;-511.0;?;596.0;456.0
177.0;382.0;445.0;471.0;-523.0;?;603.0;?
168.0;374.0;430.0;470.0;?;-147.0;612.0;?
168.0;365.0;437.0;468.0;-512.0;-139.0;623.0;472.0
?;354.0;?;466.0;-578.0;-130.0;630.0;525.0
168.0;348.0;430.0;467.0;-590.0;-119.0;636.0;511.0
168.0;341.0;415.0;467.0;?;-109.0;640.0;540.0
168.0;329.0;455.0;?;-609.0;-97.0;646.0;539.0
162.0;317.0;487.0;466.0;-709.0;-94.0;648.0;499.0
155.0;307.0;?;?;-636.0;-81.0;651.0;434.0
?;295.0;571.0;471.0;-666.0;?;653.0;445.0
173.0;285.0;565.0;472.0;-652.0;-60.0;654.0;342.0
196.0;274.0;544.0;473.0;-653.0;-51.0;654.0;354.0
220.0;264.0;521.0;476.0;-647.0;-43.0;648.0;326.0
251.0;253.0;397.0;480.0;-672.0;?;647.0;267.0
293.0;245.0;418.0;482.0;-642.0;?;644.0;?
331.0;242.0;406.0;486.0;-593.0;-24.0;643.0;184.0
325.0;240.0;356.0;489.0;-589.0;-24.0;640.0;244.0
340.0;240.0;315.0;492.0;-592.0;-25.0;637.0;225.0
370.0;246.0;322.0;496.0;-579.0;-22.0;637.0;180.0
366.0;249.0;311.0;496.0;-603.0;-25.0;640.0;212.0
376.0;250.0;316.0;497.0;-620.0;-26.0;642.0;?
366.0;249.0;289.0;?;-602.0;-27.0;648.0;222.0
344.0;254.0;297.0;501.0;-580.0;-37.0;656.0;?
323.0;262.0;340.0;499.0;-599.0;-46.0;657.0;294.0
321.0;267.0;394.0;?;-572.0;?;656.0;350.0
328.0;275.0;311.0;494.0;-642.0;-61.0;652.0;299.0
321.0;280.0;295.0;?;-589.0;-69.0;641.0;305.0
318.0;287.0;254.0;488.0;-553.0;-77.0;629.0;267.0
325.0;290.0;116.0;485.0;?;-84.0;621.0;261.0
319.0;293.0;237.0;479.0;-508.0;-87.0;613.0;364.0
302.0;289.0;597.0;473.0;-527.0;-87.0;607.0;405.0
278.0;285.0;853.0;466.0;-512.0;-87.0;600.0;385.0
259.0;282.0;623.0;459.0;-543.0;-88.0;593.0;340.0
272.0;280.0;?;454.0;-541.0;-84.0;587.0;306.0
278.0;279.0;51.0;449.0;-557.0;-87.0;578.0;355.0
228.0;278.0;-14.0;446.0;-499.0;-88.0;567.0;386.0
?;276.0;?;444.0;-496.0;-90.0;558.0;367.0
181.0;278.0;122.0;440.0;-510.0;-99.0;545.0;369.0
191.0;?;?;435.0;-500.0;-112.0;536.0;367.0
208.0;285.0;?;433.0;-511.0;-126.0;528.0;?
201.0;?;?;429.0;?;-140.0;521.0;359.0
237.0;?;37.0;426.0;-503.0;-150.0;?;367.0
221.0;?;60.0;422.0;?;-160.0;508.0;353.0
193.0;331.0;89.0;419.0;-536.0;-168.0;503.0;371.0
183.0;338.0;51.0;417.0;-506.0;-173.0;500.0;360.0
183.0;?;?;413.0;-524.0;-182.0;496.0;352.0
160.0;356.0;-11.0;410.0;-492.0;-186.0;494.0;364.0
176.0;363.0;-111.0;?;-495.0;-194.0;491.0;375.0
166.0;371.0;-77.0;407.0;-466.0;?;484.0;396.0
?;377.0;8.0;?;-473.0;-201.0;479.0;418.0
178.0;380.0;325.0;399.0;-474.0;-202.0;471.0;417.0
171.0;382.0;272.0;395.0;-462.0;-201.0;462.0;387.0
173.0;?;55.0;392.0;-433.0;-198.0;453.0;?
166.0;389.0;-21.0;389.0;-420.0;-201.0;437.0;408.0
155.0;392.0;-88.0;?;-410.0;-200.0;425.0;405.0
141.0;?;-99.0;382.0;-420.0;-203.0;418.0;?
137.0;?;-62.0;379.0;-408.0;-205.0;410.0;436.0
129.0;391.0;38.0;375.0;-415.0;-205.0;404.0;421.0
?;392.0;?;371.0;-428.0;-208.0;399.0;415.0
122.0;403.0;1.0;?;-381.0;-212.0;393.0;401.0
125.0;416.0;-43.0;370.0;-381.0;-217.0;?;385.0
?;427.0;-29.0;367.0;-399.0;?;393.0;400.0
82.0;438.0;-47.0;362.0;?;-232.0;392.0;433.0
77.0;444.0;-46.0;360.0;?;-239.0;393.0;435.0
74.0;454.0;-32.0;?;-393.0;-247.0;392.0;434.0
72.0;462.0;-41.0;358.0;-428.0;-257.0;?;417.0
68.0;470.0;-47.0;?;-376.0;-266.0;386.0;431.0
72.0;?;-23.0;?;-402.0;-273.0;?;405.0
66.0;487.0;-19.0;356.0;-404.0;-281.0;383.0;411.0
61.0;491.0;?;357.0;-370.0;-288.0;383.0;399.0
48.0;494.0;-69.0;?;-400.0;-292.0;384.0;432.0
51.0;496.0;-40.0;?;-386.0;-297.0;384.0;415.0
54.0;?;-41.0;352.0;-371.0;-303.0;383.0;395.0
66.0;500.0;-48.0;350.0;-379.0;-309.0;385.0;408.0
61.0;504.0;-38.0;349.0;-368.0;-309.0;385.0;412.0
58.0;503.0;-28.0;348.0;-374.0;-313.0;384.0;438.0
52.0;506.0;-37.0;347.0;-407.0;-314.0;381.0;438.0
60.0;510.0;?;347.0;-435.0;?;376.0;443.0
53.0;512.0;-65.0;347.0;-425.0;-316.0;378.0;437.0
?;513.0;-57.0;349.0;-440.0;-317.0;376.0;426.0
38.0;514.0;-62.0;349.0;?;-316.0;376.0;415.0
35.0;515.0;-51.0;349.0;-411.0;-314.0;?;456.0
31.0;514.0;-46.0;350.0;-440.0;-313.0;377.0;431.0
35.0;?;-27.0;?;-430.0;-313.0;?;?
44.0;508.0;-56.0;356.0;-431.0;-313.0;381.0;432.0
69.0;506.0;-34.0;355.0;?;-313.0;385.0;424.0
75.0;504.0;-55.0;357.0;?;-312.0;388.0;425.0
79.0;502.0;-69.0;357.0;?;-312.0;390.0;422.0
81.0;500.0;-60.0;356.0;-439.0;-314.0;?;404.0
86.0;502.0;-67.0;358.0;-430.0;?;396.0;396.0
81.0;498.0;-48.0;359.0;-424.0;-311.0;?;420.0
86.0;?;-49.0;358.0;-409.0;-312.0;402.0;424.0
85.0;494.0;-49.0;358.0;-404.0;-312.0;410.0;?
?;491.0;-47.0;358.0;-405.0;-312.0;413.0;428.0
76.0;494.0;-58.0;357.0;-403.0;-310.0;413.0;415.0
72.0;495.0;-64.0;358.0;-411.0;-313.0;418.0;415.0
72.0;494.0;-43.0;359.0;-421.0;-312.0;422.0;425.0
72.0;497.0;-60.0;357.0;-421.0;?;423.0;445.0
75.0;496.0;-44.0;360.0;-410.0;-311.0;424.0;443.0
