InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Ay
-38;-16;-158;17;-815.0;-823.0;777;149.0;?;663
-58;-4;-158;17;-603.0;?;626;130.0;182;660
-84;11;-160;7;-599.0;-877.0;0;160.0;-164;674
-54;-34;-161;6;?;-792.0;6;?;?;681
-99;-66;-161;14;-551.0;-618.0;66;231.0;?;664
-88;-80;-161;4;-818.0;-430.0;-46;339.0;-17;699
-150;?;?;-5;-948.0;-329.0;8;283.0;?;674
-318;-371;-162;-23;-739.0;?;21;188.0;-110;727
-391;-428;-162;-47;-539.0;-213.0;65;?;-42;713
-404;-581;-162;94;-593.0;?;25;181.0;-86;473
144;-570;-162;336;-669.0;-193.0;13;164.0;-123;548
1348;74;-163;305;-507.0;-167.0;?;135.0;-70;646
2036;762;-163;60;-549.0;?;53;-10.0;-49;645
1898;548;-163;-21;?;-358.0;32;-111.0;-56;657
1451;18;-163;37;-407.0;-540.0;-44;-302.0;-63;428
911;-86;-163;54;-32.0;-538.0;-17;?;-30;344
619;-173;-163;-3;-472.0;-456.0;-2;?;-20;?
538;-148;-163;-56;-817.0;-506.0;-49;-901.0;-47;435
652;-298;-163;-3;132.0;-417.0;-10;-1039.0;-30;464
878;-596;-163;28;449.0;-400.0;23;-794.0;-13;609
670;-518;-163;-119;218.0;-359.0;-22;?;-32;827
569;-501;-163;-164;255.0;-398.0;-15;-449.0;-19;861
1110;-543;?;72;275.0;-473.0;14;-346.0;9;785
1411;-654;-163;220;167.0;-534.0;-6;-181.0;28;895
1328;-462;-163;144;?;-689.0;26;-42.0;5;669
1618;-154;-163;139;350.0;-842.0;52;86.0;-34;145
1594;?;-163;136;505.0;-850.0;-10;282.0;-23;172
?;-123;-163;110;492.0;-668.0;-23;370.0;-18;249
1847;-302;-163;192;317.0;?;-2;493.0;-26;68
692;395;-163;-84;95.0;-216.0;-40;624.0;-17;550
-707;1542;-163;-520;-5.0;-96.0;-69;731.0;?;1162
?;1190;-163;-384;105.0;-156.0;-74;763.0;?;1005
-339;344;-163;-58;307.0;16.0;-57;905.0;38;735
-227;28;-163;19;144.0;-147.0;-21;1107.0;?;671
-18;36;-163;13;-73.0;-265.0;-56;1233.0;2;666
-90;?;?;21;-122.0;-413.0;-66;1257.0;-13;680
-37;61;-163;17;-278.0;-779.0;-26;1421.0;-35;672
-60;68;-163;19;-385.0;-711.0;-36;1362.0;-32;676
-61;70;-163;19;12.0;-831.0;-36;1158.0;-34;676
-27;4;-162;18;23.0;-1005.0;-18;1084.0;5;670
-27;-42;-162;20;-83.0;-1201.0;-10;988.0;28;670
-22;12;-162;?;-39.0;-1112.0;-16;874.0;11;?
-13;46;?;20;-171.0;-693.0;6;794.0;9;658
-15;45;-162;?;-216.0;-456.0;3;688.0;-3;660
-14;47;-162;?;?;-476.0;-67;568.0;-20;660
-23;4;-162;20;10.0;-252.0;-78;448.0;-23;659
-25;-16;-162;19;-79.0;-172.0;?;417.0;?;660
?;-11;?;21;-94.0;-62.0;-56;404.0;-25;658
?;-23;-162;23;-24.0;-74.0;-8;399.0;-34;658
-46;?;-162;22;50.0;280.0;-25;363.0;?;660
-49;-22;-162;22;-46.0;268.0;-28;267.0;-43;659
-7;-7;-162;18;9.0;111.0;-18;159.0;?;666
8;?;-162;15;128.0;95.0;-34;116.0;-47;672
12;?;-162;18;36.0;53.0;-2;108.0;-27;?
40;-12;-162;21;52.0;-15.0;?;-14.0;30;657
36;-10;-162;21;59.0;-2.0;37;-108.0;?;658
35;?;-162;17;73.0;-32.0;5;-186.0;3;666
38;?;-162;16;16.0;14.0;10;-263.0;-2;668
34;11;-162;17;?;?;-28;?;-4;?
37;12;-162;?;76.0;538.0;46;-346.0;10;?
36;12;-162;17;?;428.0;154;-387.0;44;667
36;12;-162;17;92.0;450.0;147;-464.0;40;668
36;11;-162;17;23.0;627.0;154;-558.0;37;668
35;13;?;17;66.0;794.0;66;?;?;667
44;?;-162;16;71.0;901.0;-4;-792.0;65;668
28;14;-162;17;34.0;970.0;27;-930.0;?;?
45;8;?;16;?;949.0;14;-1054.0;52;668
59;-20;-162;11;?;751.0;16;-1162.0;51;673
35;-24;-162;11;-35.0;456.0;19;?;45;674
106;-19;-162;11;75.0;320.0;14;-1357.0;63;672
-22;-22;-162;12;-216.0;191.0;24;-1201.0;16;?
148;-21;-162;10;-629.0;309.0;40;-1171.0;13;?
-3;-20;-162;12;-385.0;514.0;9;-1431.0;46;674
10;-21;-162;11;-49.0;?;-43;?;-17;674
416;-17;-162;5;-44.0;456.0;11;-1473.0;-19;673
-1938;-136;-162;63;-216.0;470.0;61;-1301.0;-10;658
-3735;-349;-162;170;?;529.0;0;-842.0;?;596
-3308;306;-162;189;-352.0;781.0;18;-824.0;?;614
-3026;973;?;42;-220.0;1132.0;63;-598.0;-1;815
-2159;728;-162;-137;-292.0;1627.0;-15;-376.0;9;963
-1984;707;-162;-160;-169.0;1886.0;-18;-164.0;-16;964
-2113;635;-162;-139;203.0;2101.0;42;-94.0;?;?
-2095;849;-162;-167;415.0;2152.0;21;24.0;?;955
-1974;432;-162;-93;481.0;1857.0;38;221.0;-23;956
-1426;-195;-162;363;412.0;1620.0;32;342.0;19;521
-341;?;-162;388;274.0;1559.0;-14;?;-15;65
1392;1576;-162;-376;440.0;1487.0;30;386.0;-23;636
857;494;-162;-308;609.0;1398.0;-13;426.0;12;879
-205;170;-162;128;628.0;1204.0;31;544.0;50;551
189;280;-162;?;827.0;1156.0;64;526.0;73;629
?;237;-162;17;921.0;?;9;465.0;94;687
68;161;?;26;873.0;1070.0;-12;370.0;101;681
146;132;-161;-3;847.0;1034.0;-153;226.0;37;691
73;110;-161;22;1172.0;951.0;-58;131.0;?;679
?;134;-160;3;1733.0;1005.0;-249;-112.0;-8;?
92;104;-161;13;1786.0;898.0;-1;-104.0;111;684
25;22;-161;15;1917.0;823.0;-171;-171.0;37;681
-23;10;-153;?;1914.0;941.0;?;-175.0;-503;672
5;3;-144;16;1376.0;1006.0;-2440;-160.0;-516;674
34;-5;-139;15;424.0;273.0;-350;588.0;171;?
36;-22;-139;26;-153.0;190.0;-283;-29.0;159;661
36;-12;-139;11;-286.0;85.0;-287;-134.0;159;?
37;14;-139;?;489.0;87.0;-347;-205.0;183;674
22;-14;-140;23;802.0;133.0;-96;-192.0;59;660
-3;-37;-140;20;478.0;230.0;62;-394.0;-36;660
12;-30;?;23;391.0;358.0;9;-623.0;1;658
3;-32;-140;21;332.0;394.0;?;-667.0;-16;660
2;-32;-140;?;308.0;99.0;29;-781.0;-51;660
24;-36;-140;24;410.0;-18.0;20;-776.0;-53;656
-97;-8;-140;12;335.0;-27.0;?;-473.0;-52;669
-226;18;-140;14;308.0;97.0;23;-294.0;-54;671
-163;8;-140;7;194.0;188.0;28;-230.0;-51;675
-195;12;?;13;-20.0;81.0;26;-112.0;-53;?
-206;13;-140;16;-244.0;40.0;25;-43.0;?;?
-122;6;-140;-7;-395.0;46.0;27;-12.0;-47;683
-327;25;-140;?;-418.0;142.0;25;-32.0;-64;650
166;-40;-140;-85;-456.0;199.0;27;?;-26;721
781;-274;-140;-226;-371.0;226.0;26;-30.0;8;743
639;-482;-140;-64;-440.0;168.0;27;-128.0;-23;615
631;-366;?;-2;?;38.0;28;-143.0;-31;673
674;-28;-140;-42;-241.0;69.0;?;-103.0;-57;752
1200;70;-140;-21;?;-29.0;?;?;-48;689
1340;-69;-140;14;-340.0;-164.0;3;?;-13;662
?;-59;-140;271;-356.0;-269.0;5;52.0;-25;499
1453;158;-140;74;?;?;6;217.0;-22;640
800;234;-140;-533;-705.0;-299.0;9;90.0;-20;1071
35;52;-140;-213;?;-516.0;-1;13.0;-25;?
-336;-13;-140;?;-692.0;-828.0;31;92.0;-20;516
-450;-108;-140;-72;-613.0;-888.0;38;74.0;-44;667
?;-246;-140;42;-420.0;-854.0;-12;68.0;-49;581
297;-176;-141;54;?;-676.0;-14;213.0;-22;589
?;-167;-141;35;-379.0;-726.0;-3;234.0;-6;611
326;-178;-140;69;-386.0;-907.0;?;?;9;577
370;-154;-141;20;-401.0;-922.0;5;247.0;-33;638
472;-46;-141;43;-382.0;-668.0;-1;297.0;-46;650
257;-130;-141;22;-465.0;-213.0;-26;380.0;-24;661
-21;-100;-141;195;-446.0;-546.0;-16;383.0;-52;607
94;391;-141;396;-473.0;-904.0;7;417.0;-23;?
-4;165;-141;?;-440.0;-847.0;-12;427.0;-5;1045
-206;-225;-141;-966;-427.0;-704.0;-27;427.0;-15;1497
-66;14;-141;-492;-433.0;-359.0;-20;385.0;-11;1134
-1;128;?;29;-496.0;-312.0;-27;367.0;-10;665
-72;71;-141;42;-491.0;-298.0;?;?;?;642
?;-4;-141;12;-356.0;-332.0;-88;59.0;1;668
-88;-31;-141;26;-232.0;-369.0;-36;-49.0;3;650
-75;-13;-141;11;-304.0;-191.0;-90;-122.0;1;667
-49;-8;-142;17;-240.0;-257.0;-160;-163.0;-53;657
-33;-13;-142;17;-136.0;-258.0;-270;-145.0;-85;659
-7;-42;-144;17;?;-52.0;-542;-125.0;-119;657
-11;-15;-146;16;-216.0;-10.0;-778;-192.0;-211;653
-6;23;-148;22;?;?;-1136;-188.0;-339;655
?;15;-150;26;-289.0;184.0;-1834;-108.0;-672;652
59;16;-151;18;-476.0;?;-2658;-66.0;-853;?
67;35;-151;18;-560.0;-9.0;-3011;4.0;-716;?
67;35;-151;18;-539.0;-133.0;?;33.0;-330;?
?;31;-151;17;-500.0;-319.0;?;2.0;?;654
76;38;?;18;-488.0;-392.0;-152;17.0;-35;653
38;25;-150;18;-473.0;-504.0;577;?;709;655
-26;8;-150;21;-531.0;-486.0;1891;123.0;1501;?
-35;-12;-151;20;-552.0;?;2063;100.0;1021;652
-27;-32;-152;16;-465.0;-462.0;2348;98.0;?;656
-14;-10;-153;21;-429.0;-496.0;?;?;-617;?
-25;6;-155;19;-281.0;-404.0;1703;132.0;-497;?
-10;-2;-157;14;-374.0;-216.0;609;?;302;658
32;2;-156;17;-331.0;-127.0;262;?;337;655
?;1;-156;16;-203.0;-155.0;267;256.0;349;656
24;0;?;16;-190.0;-186.0;101;211.0;86;656
30;4;-156;17;-153.0;-237.0;74;126.0;-19;?
14;-13;-156;?;?;-54.0;?;25.0;64;656
3;-41;-156;14;-79.0;-209.0;-93;43.0;-5;660
?;-23;?;15;-8.0;-171.0;?;-1.0;29;658
-5;?;-156;18;39.0;56.0;-34;-1.0;19;656
-17;26;-156;13;43.0;197.0;-41;40.0;?;663
17;7;-156;14;-20.0;?;?;-15.0;8;660
45;-3;-156;15;-76.0;?;44;?;49;?
6;6;-156;15;-156.0;-57.0;?;100.0;?;655
?;11;-156;17;-106.0;20.0;67;87.0;-14;?
35;12;-156;15;11.0;-173.0;67;?;-12;656
?;16;-156;14;-44.0;-354.0;?;71.0;?;656
-1;-20;-156;16;-157.0;?;66;80.0;-14;654
-15;-22;-156;18;-170.0;116.0;69;59.0;-4;657
0;24;-156;20;-136.0;93.0;61;100.0;14;?
6;-11;-156;20;-138.0;14.0;33;69.0;5;646
?;-74;-157;20;-76.0;289.0;17;18.0;-21;648
4;-77;-156;20;-17.0;372.0;16;?;-23;649
8;-77;-156;20;-101.0;75.0;17;117.0;-23;647
1;-72;-156;?;-142.0;?;?;?;-19;649
11;-82;-156;?;-31.0;-62.0;18;58.0;-26;646
0;-68;-156;19;-54.0;-93.0;15;90.0;-18;649
-34;-3;-157;15;-66.0;384.0;16;85.0;17;?
-10;-11;-156;?;-151.0;103.0;23;113.0;?;650
-15;-25;-156;?;-240.0;-109.0;-3;102.0;19;647
?;9;-156;22;-225.0;-129.0;14;91.0;?;651
10;24;-156;21;-144.0;-106.0;17;59.0;-42;649
-7;9;-157;20;-76.0;245.0;-37;26.0;-9;650
-15;-19;-157;23;-121.0;89.0;-36;65.0;-10;647
-14;-23;-156;23;-121.0;-96.0;-31;70.0;-15;645
-16;-20;-156;23;-91.0;-90.0;-35;15.0;-7;646
-15;-21;?;23;-63.0;?;-35;?;-16;645
-15;-22;-157;23;-73.0;195.0;-29;-37.0;-5;646
-15;-20;-157;23;-109.0;184.0;?;?;20;646
-15;17;-157;27;-158.0;102.0;16;12.0;20;644
-13;34;-156;29;-132.0;66.0;20;23.0;17;643
-22;-9;-156;?;-92.0;123.0;4;-22.0;23;647
-23;-15;-156;18;-35.0;?;?;-28.0;12;651
-14;2;-157;19;-10.0;697.0;8;-30.0;?;651
-15;1;-157;19;86.0;955.0;7;-34.0;-1;652
-7;20;-157;22;-64.0;1152.0;15;53.0;8;654
-1;?;-156;23;-211.0;1261.0;?;75.0;9;653
-10;24;-156;22;-321.0;970.0;12;115.0;10;654
?;?;-156;23;?;897.0;28;42.0;6;651
14;0;-157;21;-240.0;698.0;49;-19.0;-2;648
-5;12;-157;16;-58.0;321.0;?;-87.0;-1;654
-6;?;-157;16;-30.0;117.0;46;-161.0;?;654
-3;10;-156;16;44.0;146.0;47;-134.0;-2;653
-6;14;-156;16;-6.0;169.0;48;-177.0;?;654
-4;?;-156;16;-6.0;170.0;45;-193.0;-2;653
-5;13;-157;?;79.0;367.0;48;-229.0;-1;654
-5;12;?;16;138.0;?;47;-226.0;-1;654
-5;9;?;16;145.0;469.0;44;-227.0;-3;653
-4;18;-156;16;?;516.0;?;-190.0;2;654
-7;0;-156;17;?;523.0;10;-199.0;-11;652
0;29;-156;15;110.0;431.0;-24;-168.0;0;656
4;22;-157;18;117.0;362.0;12;-166.0;46;657
-14;-42;-157;?;74.0;270.0;8;-207.0;41;650
-10;1;?;18;46.0;203.0;2;-212.0;-4;?
11;-1;-156;20;59.0;131.0;20;-170.0;-17;651
14;-24;-156;21;24.0;90.0;-2;-217.0;-1;650
2;10;-156;16;30.0;104.0;-29;?;11;655
8;-2;-157;18;-42.0;58.0;-22;-197.0;8;654
7;0;-157;18;-85.0;?;-23;-151.0;9;654
-23;13;-157;17;-94.0;87.0;-40;-148.0;17;653
-9;-1;-156;20;-88.0;39.0;?;-158.0;?;650
11;?;-156;23;-61.0;37.0;-41;-182.0;18;650
0;-5;-156;21;-52.0;7.0;-46;-131.0;21;649
-17;0;-157;17;-28.0;-7.0;-42;?;?;653
-17;-10;-157;15;-123.0;-14.0;-42;-94.0;19;?
33;5;-157;?;-100.0;7.0;-52;-68.0;24;653
54;18;-156;24;-111.0;-23.0;3;-90.0;-4;646
36;1;-156;18;-102.0;-72.0;49;-94.0;-29;?
21;-12;-157;16;-113.0;-49.0;28;?;-16;656
5;-10;-157;20;?;-29.0;17;-82.0;-1;650
5;-10;-157;20;?;-40.0;17;-73.0;-1;650
8;-12;-156;20;-22.0;-38.0;16;-85.0;?;650
-5;0;-156;19;-54.0;8.0;?;-50.0;2;651
-21;18;-156;17;-60.0;25.0;15;-38.0;-6;655
-7;6;-157;19;-16.0;24.0;?;-50.0;7;652
15;-10;-157;21;5.0;12.0;27;-36.0;29;648
-1;-10;-157;21;?;0.0;27;-10.0;3;653
-22;-19;-156;23;-39.0;38.0;27;-1.0;-6;652
-26;-20;-156;23;-25.0;0.0;26;5.0;4;651
?;-25;?;24;-50.0;42.0;28;13.0;-7;651
-27;-13;-157;22;-48.0;40.0;22;-1.0;6;653
-35;23;-157;15;-37.0;20.0;-14;-13.0;41;658
-11;7;-157;19;-43.0;28.0;-18;-38.0;43;?
16;-7;-156;23;-44.0;30.0;16;-27.0;18;?
3;19;-156;16;?;12.0;-8;-19.0;0;655
?;14;-156;16;-37.0;-7.0;-40;-17.0;0;653
6;-15;-157;17;-80.0;-8.0;?;-10.0;-4;654
-5;-10;-157;16;-63.0;-32.0;-44;1.0;-22;656
-22;11;-157;18;-37.0;-43.0;-47;-1.0;-24;655
-29;4;-156;14;-33.0;-16.0;-34;27.0;-12;657
-10;4;-156;17;-35.0;-42.0;-38;-3.0;?;656
10;16;-156;21;-12.0;-26.0;-25;14.0;-5;652
4;24;?;17;-52.0;-25.0;?;8.0;10;652
5;23;-157;?;-61.0;-16.0;-3;3.0;9;652
8;-13;-157;16;-27.0;-32.0;-12;-7.0;9;656
0;-30;-156;14;-3.0;-56.0;-16;-11.0;8;659
18;?;?;17;-46.0;?;-9;-1.0;13;656
?;13;-156;15;?;-21.0;-21;11.0;?;656
-25;?;-157;14;-29.0;?;-33;-3.0;-24;658
-6;22;-157;18;-14.0;-17.0;-24;23.0;-22;656
-11;18;-157;?;-29.0;4.0;-27;15.0;-21;656
-13;-11;-156;17;-23.0;?;2;38.0;-17;655
2;-25;-156;18;?;1.0;21;43.0;-14;656
-11;-16;-156;17;-19.0;-4.0;16;75.0;-42;654
-13;3;-157;15;-38.0;14.0;15;97.0;-25;653
4;2;-157;15;-16.0;30.0;-11;100.0;9;658
15;-12;-157;19;-8.0;-4.0;-11;109.0;-18;655
9;?;?;18;-17.0;-63.0;6;137.0;-6;654
-21;25;-156;16;?;-106.0;-24;121.0;11;651
-19;7;-156;19;19.0;-154.0;-42;152.0;-5;647
-5;27;-157;20;9.0;-221.0;2;?;-14;650
?;36;-157;?;62.0;-288.0;18;183.0;-40;648
45;-6;-156;?;59.0;-361.0;-12;167.0;-31;?
10;8;-156;?;80.0;-421.0;2;166.0;-11;654
?;?;-156;14;106.0;-471.0;22;172.0;?;656
-16;0;-157;16;104.0;-513.0;14;119.0;-10;655
-5;37;-157;23;78.0;-494.0;17;115.0;-12;656
-5;38;-157;23;39.0;-485.0;17;?;-12;656
-5;?;-156;17;36.0;-471.0;16;98.0;-11;651
0;-7;-156;?;-4.0;-500.0;16;98.0;-13;651
5;3;-156;18;-7.0;-504.0;18;85.0;-10;654
-8;0;-157;?;-72.0;-535.0;15;?;?;651
-4;1;-157;22;-117.0;-607.0;?;105.0;-11;652
-11;-8;-157;20;?;-509.0;11;93.0;7;654
-32;-3;-156;?;?;-596.0;-27;99.0;11;654
-3;40;?;17;-191.0;-646.0;-33;75.0;5;657
-25;30;-156;20;-199.0;-592.0;-38;78.0;-7;?
-37;-2;-157;?;?;-429.0;-9;100.0;6;646
?;1;-157;20;-187.0;-397.0;47;87.0;30;652
0;-18;-157;14;?;-173.0;?;125.0;?;654
2;-7;-156;?;-279.0;48.0;12;158.0;?;654
-6;36;-156;22;-240.0;?;38;150.0;?;650
-4;16;?;23;-257.0;-278.0;?;?;?;648
41;-26;-157;22;-123.0;-222.0;32;108.0;11;650
36;-21;-157;22;18.0;-119.0;27;87.0;?;?
21;-1;-157;18;60.0;-13.0;-18;83.0;?;653
-9;-5;-156;16;31.0;-25.0;-24;101.0;-20;656
-10;-14;-156;13;0.0;-229.0;-34;104.0;15;655
-26;-6;-156;17;60.0;-710.0;-41;128.0;21;656
-14;1;?;22;47.0;-315.0;-23;?;-29;653
45;1;?;18;60.0;-157.0;-44;172.0;?;652
12;?;-157;17;49.0;-185.0;-50;122.0;-27;656
?;-21;-156;20;-27.0;55.0;-10;62.0;-1;652
21;-6;-156;?;-59.0;307.0;10;70.0;15;648
-22;35;-156;?;-129.0;610.0;-33;61.0;24;651
11;27;-157;15;?;848.0;-62;14.0;28;657
17;-19;-157;16;20.0;318.0;-26;-15.0;10;656
?;-19;-156;21;?;-416.0;-10;-31.0;0;649
-19;15;-156;22;155.0;-844.0;-16;?;-4;?
-4;21;-156;22;?;-251.0;22;27.0;10;651
3;7;?;19;-20.0;-176.0;49;36.0;17;650
-16;?;?;14;-87.0;-193.0;35;90.0;-3;654
-16;1;-156;14;-144.0;271.0;36;108.0;-2;654
-13;0;-156;14;-90.0;547.0;?;67.0;1;?
?;2;?;15;28.0;119.0;34;41.0;?;653
-11;-1;-156;?;125.0;-408.0;40;-83.0;3;654
-20;3;-156;16;249.0;-255.0;31;-6.0;-7;652
-23;-1;?;?;143.0;-330.0;16;-15.0;-9;648
3;-10;-156;19;47.0;-614.0;8;79.0;26;653
?;?;-156;20;-16.0;-562.0;2;?;36;657
-16;10;-156;21;-50.0;-305.0;31;57.0;16;650
-12;-7;?;20;-139.0;-266.0;46;75.0;3;650
-19;-9;-156;19;-150.0;-658.0;18;58.0;-19;657
-25;2;-157;20;-3.0;-769.0;7;-16.0;?;655
-24;20;-156;21;213.0;-365.0;24;-34.0;?;650
-37;14;-156;17;243.0;-127.0;?;18.0;-7;652
-10;-23;-156;18;?;-2.0;1;19.0;-18;654
25;-3;-156;21;110.0;-145.0;-11;103.0;?;649
10;23;-156;18;16.0;-198.0;11;192.0;35;649
6;0;-157;17;-64.0;-298.0;6;215.0;29;658
8;0;-156;16;-150.0;-21.0;5;241.0;27;659
-8;-12;-156;20;-71.0;126.0;10;255.0;37;649
11;-21;-156;21;-92.0;-335.0;2;235.0;12;649
4;18;-156;17;-308.0;?;12;179.0;16;652
-29;16;-156;16;?;?;1;-8.0;-1;653
-14;-10;-157;18;-153.0;-732.0;-3;-167.0;-31;656
-4;-1;-156;19;87.0;-183.0;42;?;14;652
-12;-2;-156;19;245.0;175.0;?;-204.0;2;653
-20;15;-156;?;278.0;17.0;-9;-182.0;-9;652
-24;13;-156;18;382.0;186.0;2;?;14;653
-13;-26;-156;15;338.0;299.0;-7;14.0;9;661
-15;-21;-157;15;145.0;?;-23;141.0;9;660
-18;-3;-156;16;-164.0;263.0;?;196.0;?;654
6;17;-156;17;-108.0;359.0;53;96.0;-12;653
19;23;-156;?;-91.0;565.0;?;166.0;5;654
15;25;-156;18;-234.0;-205.0;54;168.0;-4;654
15;19;-156;18;-479.0;-533.0;36;65.0;0;654
6;1;-157;16;-402.0;-797.0;-22;-19.0;?;652
-3;3;-156;17;-315.0;-466.0;-21;-43.0;12;652
-6;-12;-156;19;?;17.0;-56;-232.0;-12;653
-4;7;-156;19;266.0;341.0;-32;-242.0;-20;654
-28;19;-156;17;394.0;95.0;40;-123.0;8;655
-55;0;?;16;358.0;-192.0;-15;-111.0;6;653
?;1;?;19;385.0;37.0;-63;-44.0;-2;650
10;-22;-156;22;369.0;152.0;-42;117.0;31;648
-22;?;-156;24;329.0;445.0;-17;162.0;43;647
-38;40;-156;25;224.0;?;?;206.0;9;648
-36;33;-156;25;316.0;416.0;-25;220.0;-15;648
-33;31;-156;25;277.0;289.0;-23;?;-11;648
2;3;-156;25;45.0;249.0;-23;285.0;-11;650
13;-6;-156;?;36.0;252.0;-14;146.0;-21;651
-14;-28;-156;20;145.0;310.0;37;95.0;?;652
?;-15;-156;15;301.0;379.0;?;47.0;-6;656
32;32;-156;11;176.0;445.0;37;85.0;2;661
24;21;-156;12;135.0;384.0;-3;2.0;21;659
?;11;-156;17;142.0;331.0;7;-16.0;?;653
-8;27;-156;20;160.0;233.0;-24;4.0;-31;652
1;41;-156;21;105.0;?;-37;11.0;18;655
-18;?;-156;20;87.0;?;-34;11.0;13;651
-35;1;-156;18;?;86.0;-30;?;-10;650
-14;11;-157;?;122.0;90.0;-36;-15.0;-14;654
-21;-25;-156;20;?;85.0;-73;7.0;-35;652
-33;-44;-156;21;16.0;75.0;-30;-30.0;-71;651
-6;2;-157;20;-37.0;147.0;30;-59.0;-381;654
-16;?;-157;16;42.0;52.0;75;-104.0;-484;655
-19;7;-158;15;40.0;243.0;106;-24.0;-458;650
16;12;-158;23;21.0;188.0;104;-61.0;-431;646
17;24;-158;24;?;348.0;95;-28.0;27;?
23;4;-158;18;-68.0;319.0;25;5.0;170;651
9;8;-158;15;88.0;259.0;19;-50.0;57;652
-41;9;-158;16;212.0;239.0;32;-73.0;96;648
-13;17;-158;15;269.0;222.0;-9;-50.0;47;651
5;22;-158;18;286.0;302.0;-3;-121.0;19;658
-34;-10;-158;25;223.0;317.0;-2;-106.0;-20;654
1;16;-158;?;186.0;?;-5;-113.0;-60;653
3;?;-158;16;387.0;115.0;-6;-156.0;-63;654
-34;-19;-158;16;?;208.0;6;-90.0;-65;657
?;0;-158;16;335.0;360.0;40;-140.0;-89;?
-25;-21;-158;18;265.0;580.0;36;-139.0;-84;?
-17;-10;-159;13;570.0;686.0;41;-51.0;-28;655
-20;-20;-159;9;458.0;793.0;47;135.0;-25;657
?;25;-159;15;234.0;786.0;-11;118.0;6;652
-61;38;-159;7;532.0;894.0;-8;146.0;42;647
-16;53;-159;13;503.0;985.0;38;146.0;-11;648
-28;48;-159;12;397.0;1076.0;-1;88.0;-33;649
-120;6;-159;?;464.0;?;-19;0.0;-21;640
513;215;-159;10;538.0;864.0;-6;-38.0;-26;678
1325;44;-159;-118;371.0;907.0;-23;35.0;-14;778
2508;-218;-159;?;?;907.0;-3;130.0;-35;724
3327;-2;-159;145;-339.0;566.0;-10;133.0;-63;634
3577;42;-159;72;-638.0;570.0;-44;-5.0;-44;708
3904;25;-159;63;-739.0;?;4;-299.0;-37;723
?;36;?;-8;-57.0;620.0;13;-855.0;2;720
671;-1;-159;-110;502.0;506.0;-11;-1225.0;?;?
1085;19;-159;-64;560.0;401.0;0;-1544.0;19;735
976;11;-159;-84;872.0;322.0;-15;-1574.0;10;742
997;12;-159;-84;848.0;284.0;-15;-1318.0;10;743
208;6;-159;?;1112.0;163.0;-5;-1125.0;-21;?
-215;-4;-159;61;1118.0;30.0;-28;-947.0;-45;635
-3;7;-159;-9;778.0;-137.0;9;-537.0;-12;703
-152;11;-159;26;183.0;-225.0;?;-218.0;8;668
-49;-1;-159;?;-321.0;-314.0;-91;106.0;?;609
-81;-29;-159;3;-595.0;?;?;128.0;-27;701
-113;?;-159;9;-624.0;-560.0;-176;352.0;-49;698
?;3;-159;-88;-649.0;-580.0;-12;477.0;-9;785
-149;46;-160;?;-786.0;-622.0;?;632.0;-49;783
-134;25;-161;73;?;-725.0;-653;711.0;199;622
-135;36;-161;40;-765.0;-785.0;-158;?;532;654
-61;59;?;?;?;-799.0;-101;885.0;661;671
6;16;-164;28;-1093.0;-941.0;28;?;1372;654
-15;31;-165;19;-1209.0;-1158.0;-21;936.0;2158;677
-18;8;-165;26;-1236.0;-1443.0;-821;?;2653;?
10;-42;-165;17;-1423.0;-1630.0;?;1129.0;3183;663
5;24;-165;15;-1542.0;-1740.0;-1182;1143.0;3080;670
3;32;-161;16;-1824.0;-1852.0;-1365;?;2528;?
11;-25;-159;7;-2019.0;-1913.0;-1317;1117.0;2309;677
-15;-65;-157;7;-2082.0;-1962.0;-1312;1044.0;2283;681
-4;-97;-156;?;-1973.0;-1942.0;?;999.0;2299;668
?;-95;-156;22;-2031.0;-1909.0;-1376;925.0;2263;658
15;-98;-156;20;-2219.0;-1928.0;-1366;872.0;2284;?
24;-102;-155;19;?;-1923.0;-1033;937.0;3089;660
-55;-111;-155;12;-2349.0;-1910.0;-1153;973.0;4339;661
-52;-193;-155;-35;-2406.0;-1896.0;-1661;?;5144;677
61;-271;-155;1;-2487.0;?;-1500;1126.0;4925;697
850;-610;-158;?;?;-1866.0;-1725;1076.0;?;769
1580;-998;-161;-288;-2636.0;-1840.0;-1517;?;-377;960
1505;-991;-163;-335;-2630.0;-1855.0;132;1047.0;-3043;1006
2377;-1390;-171;-109;-2535.0;-1967.0;280;1007.0;-1816;788
3308;-1971;-177;?;?;-1895.0;-151;976.0;-275;780
3818;-1524;-176;110;-2250.0;-1999.0;?;886.0;-414;887
3547;-1865;-177;?;-2094.0;-1842.0;?;844.0;-251;866
3597;-1802;-178;104;-1869.0;-1470.0;-12;804.0;-104;868
5806;878;-178;?;-1599.0;-1224.0;9;745.0;-97;794
?;1672;-179;-194;-1334.0;-939.0;-30;707.0;-30;669
