InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
289;672.0;1859;1184.0;312;-124;124;289
117;610.0;1351;1085.0;457;92;-92;117
?;526.0;613;993.0;440;18;-18;141
171;448.0;721;788.0;448;-32;32;?
77;425.0;693;575.0;250;68;-68;77
132;303.0;489;532.0;132;56;-56;132
119;90.0;320;425.0;-67;?;-44;119
96;-276.0;391;-21.0;228;61;-61;96
115;-858.0;-15;-514.0;178;5;-5;115
74;-1335.0;-1291;-892.0;-117;-90;90;74
-4;-1456.0;-2246;-1330.0;187;7;-7;-4
47;-1573.0;-3484;-1732.0;-1929;-518;518;47
36;-1586.0;-1959;-2108.0;?;-412;412;36
36;-1483.0;846;-2308.0;1543;-1443;1443;36
278;-1318.0;675;-2381.0;-455;?;3083;278
377;-1092.0;-215;-2307.0;-449;-2854;2854;377
-790;-844.0;-1478;-2068.0;1733;-5892;5892;-790
-2431;-616.0;-1136;-1651.0;1019;-8689;8689;-2431
-518;-430.0;220;?;-88;-6491;?;-518
2119;-168.0;-80;-680.0;-11;?;2673;2119
1277;87.0;-48;-238.0;74;246;-246;?
685;?;13;489.0;-4;1011;-1011;?
839;522.0;-92;1133.0;8;1297;-1297;839
692;812.0;6;1601.0;-18;681;-681;692
869;1084.0;-39;1795.0;8;2006;-2006;869
1879;1245.0;-24;1809.0;4;4862;-4862;1879
2720;1160.0;-27;?;-2;4698;-4698;2720
2634;762.0;-29;?;-10;4550;-4550;2634
3687;348.0;-32;686.0;-8;4694;-4694;3687
3294;372.0;19;459.0;-30;4583;-4583;3294
4409;556.0;0;318.0;-11;4109;-4109;4409
2001;557.0;96;303.0;-20;1450;-1450;2001
-5262;543.0;139;314.0;29;-1298;1298;-5262
-3067;469.0;174;269.0;144;-3404;?;-3067
-273;420.0;607;316.0;-3;-4483;4483;-273
-1105;?;71;406.0;174;-2200;2200;-1105
298;491.0;552;289.0;-108;259;-259;298
-45;605.0;910;137.0;252;51;-51;-45
-103;?;-995;75.0;1135;-25;25;-103
35;705.0;-238;73.0;-94;34;-34;35
-74;?;1125;10.0;-68;-19;19;-74
?;617.0;382;-70.0;565;-19;19;63
-137;519.0;250;-66.0;-186;-174;174;-137
-31;424.0;297;23.0;229;15;-15;-31
?;216.0;298;-64.0;300;32;-32;35
33;188.0;251;-326.0;73;2;-2;33
56;182.0;-460;-660.0;990;57;-57;56
23;422.0;-893;-1093.0;923;38;-38;23
3;361.0;-1547;-1108.0;659;26;-26;3
22;52.0;-2033;-1037.0;789;48;-48;22
23;-109.0;-1134;-1047.0;-27;79;-79;23
21;-60.0;-1166;-946.0;668;23;?;21
10;-91.0;-1256;-720.0;1582;-19;19;10
-37;-194.0;78;-654.0;111;-42;42;-37
-32;-188.0;563;-366.0;-798;-132;132;-32
-37;187.0;67;-305.0;-200;-185;185;-37
-62;188.0;-129;-255.0;111;-257;257;-62
-7;258.0;-52;-481.0;18;-430;430;-7
8;42.0;-35;-574.0;18;-541;541;8
36;-337.0;-59;-793.0;33;-473;473;36
52;-607.0;-77;-595.0;58;-452;452;52
111;-652.0;-66;-509.0;49;-400;400;?
770;-558.0;-73;-267.0;76;-232;232;770
1537;-215.0;-68;-461.0;83;?;227;1537
1722;14.0;-49;?;53;-167;167;1722
2328;91.0;-54;-253.0;?;-320;320;2328
?;189.0;-48;-140.0;54;-237;237;1927
122;242.0;-49;-134.0;54;296;?;122
-397;79.0;-50;-304.0;56;288;-288;-397
-448;-9.0;-47;-307.0;52;281;-281;-448
27;-86.0;-53;-313.0;59;51;-51;27
955;-170.0;-43;-222.0;?;-404;404;955
?;-201.0;-28;-124.0;32;?;444;?
755;-283.0;-32;61.0;51;-519;519;755
921;-245.0;-29;76.0;59;-448;448;?
904;?;-33;-115.0;63;-454;454;904
956;431.0;-38;?;71;-526;526;956
900;?;?;-735.0;62;-528;528;900
849;523.0;?;-889.0;64;-712;712;849
729;422.0;-10;-919.0;64;-857;?;729
428;474.0;-3;-689.0;51;-740;740;428
767;252.0;-10;-370.0;61;-171;171;?
1422;-6.0;-9;-219.0;50;218;-218;1422
930;-169.0;3;-92.0;30;48;-48;930
84;-210.0;3;111.0;38;-62;62;84
53;-149.0;6;248.0;?;33;-33;53
66;-87.0;5;399.0;23;73;-73;66
24;98.0;3;365.0;?;36;-36;24
42;291.0;3;239.0;26;-43;43;42
-58;316.0;-3;185.0;36;-96;96;-58
-26;250.0;-4;143.0;?;-29;29;-26
12;153.0;-3;163.0;21;44;-44;12
23;52.0;-4;156.0;34;19;-19;23
33;0.0;-4;137.0;44;-3;?;33
-1;-28.0;-3;150.0;36;-7;7;-1
25;-14.0;1;178.0;29;?;-1;?
74;-30.0;-4;172.0;36;26;-26;74
66;-56.0;-14;212.0;45;26;-26;66
72;-83.0;-5;279.0;30;29;-29;72
98;-70.0;9;270.0;16;6;?;98
107;-60.0;3;166.0;22;-20;20;107
103;-69.0;4;-7.0;20;-14;14;103
105;29.0;6;-284.0;13;-15;15;105
103;18.0;0;-365.0;13;23;-23;103
40;-47.0;3;?;10;43;-43;40
32;-13.0;-7;-269.0;4;-33;33;32
53;6.0;-8;-346.0;3;-23;23;53
18;-23.0;4;-356.0;8;24;-24;18
31;-55.0;-4;-379.0;15;-22;?;31
96;-50.0;-2;-363.0;12;-13;13;96
137;-4.0;-3;-361.0;8;3;-3;137
52;58.0;-8;-312.0;5;-5;5;52
-18;122.0;-2;-254.0;2;12;-12;-18
-11;227.0;-4;-140.0;3;4;-4;-11
-47;242.0;-8;-43.0;9;-3;3;-47
-53;221.0;-9;112.0;9;-3;3;-53
-50;161.0;-8;247.0;9;-3;3;-50
-36;159.0;-6;334.0;?;-2;2;-36
-1;85.0;-5;402.0;7;12;-12;-1
-11;-7.0;-6;448.0;3;13;-13;-11
-19;-94.0;-3;442.0;5;-21;21;-19
-18;-185.0;-1;440.0;4;-29;29;-18
-15;-238.0;-5;395.0;11;-3;3;-15
-7;-269.0;-8;324.0;19;37;-37;-7
-28;-227.0;-6;233.0;16;57;-57;-28
-39;-141.0;-7;157.0;18;34;?;-39
-29;-131.0;-8;119.0;18;0;0;-29
-52;-131.0;0;60.0;?;-9;9;-52
-56;-128.0;0;80.0;7;6;-6;-56
-24;-94.0;-3;55.0;13;-19;19;-24
-4;-48.0;-2;96.0;10;3;-3;-4
23;-10.0;-6;92.0;9;56;-56;23
26;17.0;-5;112.0;13;14;-14;26
-5;64.0;-1;172.0;11;-1;?;-5
-3;91.0;-1;211.0;7;9;-9;-3
-4;125.0;-2;207.0;7;-6;6;-4
-20;109.0;-2;235.0;7;39;-39;-20
-9;84.0;-3;215.0;7;34;-34;-9
-15;62.0;-3;177.0;9;?;15;-15
?;62.0;-3;110.0;9;28;-28;-24
-10;68.0;-3;69.0;8;13;-13;-10
-13;52.0;1;57.0;2;-10;10;?
-18;25.0;4;53.0;1;16;-16;-18
-8;6.0;1;12.0;3;-24;24;-8
-8;39.0;3;19.0;1;-28;28;-8
-9;72.0;3;9.0;1;-20;20;-9
-8;81.0;3;14.0;-1;-25;25;-8
-8;88.0;3;35.0;3;-25;25;-8
-12;115.0;4;0.0;6;-19;19;-12
-48;138.0;5;-4.0;1;?;-25;-48
-60;135.0;0;-23.0;7;32;?;-60
4;165.0;-4;-48.0;11;9;-9;4
7;134.0;2;-38.0;5;11;-11;7
-58;104.0;2;-10.0;3;17;-17;-58
-28;49.0;-3;-23.0;10;17;-17;-28
21;15.0;-2;-15.0;9;25;-25;21
-4;-24.0;2;48.0;1;22;-22;-4
6;-36.0;0;171.0;6;-10;10;?
30;27.0;-3;178.0;8;-31;31;30
19;?;-3;-34.0;1;?;20;19
24;121.0;-3;24.0;3;-27;27;24
32;?;-3;88.0;3;-35;35;32
21;68.0;-3;90.0;3;-9;9;21
-12;14.0;-4;88.0;3;-6;6;-12
-16;89.0;-3;-85.0;3;-17;17;-16
-24;28.0;-7;-108.0;3;-13;13;-24
-13;-44.0;-7;?;10;-13;13;-13
39;60.0;2;-111.0;?;12;-12;39
10;86.0;2;-162.0;-22;26;-26;10
-26;109.0;-5;?;-5;-11;11;-26
-10;110.0;-5;-177.0;11;1;-1;-10
-10;100.0;-7;-218.0;0;13;-13;-10
4;?;-3;-246.0;3;?;3;4
13;160.0;4;-216.0;3;23;-23;13
-12;156.0;-4;-142.0;3;8;-8;-12
?;146.0;-11;-54.0;7;-11;11;-21
?;96.0;-3;47.0;1;1;-1;-19
-17;51.0;6;87.0;-4;-6;6;-17
-9;46.0;2;117.0;1;-14;14;?
-10;?;-5;125.0;5;-15;15;-10
12;71.0;2;?;2;8;-8;12
28;89.0;2;86.0;7;20;-20;28
18;46.0;-2;121.0;7;13;-13;18
26;?;2;143.0;-1;18;-18;26
32;-22.0;-1;232.0;3;36;-36;32
8;-14.0;-3;268.0;?;48;-48;8
-28;-28.0;2;224.0;0;20;-20;-28
-41;-47.0;0;219.0;6;-7;7;-41
5;-76.0;3;162.0;12;-16;16;5
29;-68.0;8;81.0;5;-11;11;?
-18;-78.0;?;-3.0;1;-4;4;-18
-48;-89.0;1;10.0;-1;-13;13;-48
-50;-87.0;3;29.0;-3;0;?;-50
-48;-33.0;-2;-21.0;2;6;?;-48
-52;33.0;?;-211.0;4;14;-14;-52
?;-93.0;4;-241.0;0;38;-38;-47
-30;-67.0;3;-375.0;0;27;-27;-30
-30;-95.0;2;-561.0;1;23;-23;-30
-22;-79.0;2;-752.0;-1;32;-32;-22
-24;-48.0;1;-850.0;3;15;-15;-24
-29;-28.0;3;-862.0;-2;6;-6;-29
-31;-31.0;1;-848.0;4;6;-6;-31
-30;-41.0;-3;-833.0;25;6;-6;-30
12;71.0;7;-943.0;22;23;-23;12
27;394.0;12;-1164.0;18;26;-26;27
19;455.0;9;-1196.0;19;29;-29;19
?;455.0;10;-1107.0;21;19;-19;23
22;416.0;7;-884.0;27;-5;5;22
22;269.0;1;-537.0;22;-4;4;22
19;132.0;1;-401.0;21;-5;5;19
29;63.0;1;-198.0;21;1;-1;29
-5;-14.0;3;196.0;23;-26;26;-5
-59;-62.0;9;633.0;21;-74;74;-59
-45;-62.0;8;?;13;-61;?;-45
-11;77.0;0;1069.0;22;-27;27;-11
-5;204.0;?;1008.0;25;-21;21;-5
-14;198.0;-2;1071.0;20;-30;30;-14
6;?;-6;1119.0;?;-7;7;6
19;226.0;-3;1025.0;19;32;-32;19
-21;228.0;3;961.0;9;2;-2;-21
-40;246.0;3;825.0;10;-43;43;-40
-29;252.0;0;623.0;16;-23;23;-29
-33;263.0;0;472.0;9;-11;11;-33
-18;232.0;-1;318.0;1;-7;7;-18
4;195.0;-1;?;4;20;-20;4
1;96.0;1;6.0;2;-5;5;1
-6;-6.0;?;-115.0;-1;-19;19;-6
-20;-84.0;8;-222.0;2;18;-18;-20
?;-49.0;3;-297.0;6;-13;13;-4
20;-62.0;-5;-308.0;-1;-30;30;20
36;-64.0;2;-288.0;0;-1;1;36
32;-76.0;2;-198.0;-2;-4;4;32
?;-25.0;?;-148.0;-11;-3;3;2
32;2.0;5;-88.0;0;-36;36;32
32;57.0;9;47.0;-4;-63;63;32
-5;69.0;11;170.0;2;-30;30;-5
32;41.0;?;256.0;-53;-13;13;32
63;98.0;-6;266.0;-95;-4;4;?
25;52.0;13;316.0;-2;-8;8;25
-18;25.0;7;313.0;-49;-36;36;-18
-1;2.0;26;283.0;-107;-9;9;-1
9;?;1;200.0;-3;34;?;9
-10;-17.0;-51;135.0;?;11;-11;-10
0;-34.0;-38;32.0;-98;6;-6;0
-4;-54.0;-55;-34.0;-184;20;?;-4
-14;-88.0;-6;-31.0;-52;-12;12;-14
-4;-157.0;51;-25.0;-11;-19;19;-4
-36;?;-38;-68.0;192;-2;2;-36
?;-240.0;-96;-155.0;455;-40;40;-70
-69;-238.0;-95;-177.0;445;-37;37;-69
?;-248.0;-107;-194.0;478;15;-15;-61
-19;?;-27;-185.0;193;-9;9;-19
-46;-153.0;34;?;-37;-15;15;-46
-66;-133.0;?;-192.0;76;28;-28;-66
-76;-97.0;18;-131.0;34;13;-13;-76
-69;-90.0;25;-105.0;25;-21;21;-69
42;-80.0;?;-65.0;39;-95;95;42
-73;-61.0;17;-48.0;17;-188;188;-73
16;-28.0;17;-20.0;56;-142;142;16
5;82.0;3;23.0;55;-311;311;5
126;124.0;7;60.0;35;-337;337;126
421;133.0;7;133.0;60;-128;128;421
260;52.0;?;178.0;58;-198;198;260
?;1.0;11;161.0;42;249;-249;1021
724;-70.0;7;103.0;46;337;-337;724
-331;-75.0;3;50.0;40;-254;254;-331
269;-9.0;3;-28.0;42;-155;155;269
308;3.0;1;?;48;-126;126;308
65;-18.0;-5;-167.0;48;-431;431;65
254;10.0;-9;-255.0;44;-427;427;254
-14;52.0;-3;-276.0;51;-582;582;-14
-187;124.0;6;-227.0;50;-888;888;-187
-224;160.0;3;-114.0;38;-919;919;-224
?;217.0;-1;9.0;41;-949;949;-195
321;274.0;3;120.0;41;-1075;1075;321
615;288.0;-1;206.0;47;-1272;1272;615
906;378.0;-3;259.0;47;-1484;1484;906
?;343.0;-2;339.0;43;-1127;1127;1960
3064;272.0;-8;402.0;44;-637;637;3064
3165;178.0;-8;413.0;42;-632;632;?
2862;?;-3;339.0;52;-611;611;2862
3452;115.0;4;225.0;18;-721;721;3452
2226;130.0;6;29.0;25;-421;421;2226
86;169.0;6;-122.0;3;169;-169;86
259;191.0;1;-177.0;-11;120;-120;259
374;254.0;-2;-198.0;91;94;-94;374
107;?;4;-190.0;68;97;-97;?
139;417.0;2;-107.0;261;12;-12;139
-14;483.0;132;32.0;540;28;-28;?
34;543.0;317;121.0;282;-32;32;34
26;591.0;375;176.0;-151;-27;27;26
-4;711.0;217;225.0;-204;-15;15;-4
6;732.0;-166;286.0;115;-39;39;6
0;?;-245;340.0;293;14;-14;0
12;842.0;-308;271.0;208;45;-45;12
-15;838.0;-433;109.0;162;3;-3;-15
-48;585.0;-428;143.0;163;13;?;-48
-47;305.0;-487;361.0;-20;59;-59;-47
?;391.0;365;418.0;-654;71;-71;-58
-27;645.0;1208;343.0;-1234;51;-51;?
-11;714.0;699;272.0;-810;4;-4;-11
-5;598.0;332;289.0;-403;21;-21;-5
-2;?;461;226.0;-590;22;-22;-2
-128;443.0;135;206.0;-171;-50;50;-128
-173;476.0;-20;150.0;?;-33;33;-173
?;584.0;86;96.0;-73;-131;?;-173
-231;759.0;31;61.0;3;-289;289;?
-218;856.0;49;38.0;-22;-262;262;-218
-218;960.0;27;107.0;1;-261;261;-218
-222;1232.0;16;236.0;-4;?;270;-222
-219;1395.0;36;329.0;-38;-262;262;-219
-218;1280.0;24;499.0;-18;-264;264;-218
-222;1153.0;25;662.0;-23;-268;268;-222
-219;1017.0;3;697.0;-1;-264;264;-219
-216;821.0;6;720.0;?;-259;259;-216
-233;686.0;13;617.0;-12;-282;282;-233
-194;529.0;14;480.0;-16;-230;230;-194
-258;372.0;25;317.0;-22;-317;317;-258
-160;209.0;17;168.0;-18;-182;182;-160
145;?;2;51.0;-14;239;-239;?
158;115.0;8;5.0;-14;257;-257;158
131;82.0;4;27.0;-9;219;-219;131
147;-15.0;1;143.0;-10;241;-241;147
?;-134.0;9;270.0;-16;247;-247;151
122;-163.0;11;311.0;?;206;-206;122
-27;-204.0;11;278.0;-20;-2;2;-27
-41;-184.0;1;194.0;-5;-20;20;-41
-16;-87.0;-1;110.0;0;12;-12;-16
-40;-10.0;?;27.0;-10;-19;19;-40
-17;35.0;13;-25.0;?;11;-11;-17
-11;?;5;27.0;-5;39;-39;?
?;-11.0;2;28.0;-1;37;-37;-10
9;-27.0;6;13.0;-3;24;-24;9
12;-106.0;8;34.0;-3;37;-37;12
11;-57.0;7;42.0;-4;-11;11;11
-10;-19.0;8;34.0;-6;-38;38;-10
-54;-27.0;7;11.0;-3;35;-35;-54
-51;-34.0;-3;?;?;30;-30;-51
-15;-56.0;?;32.0;7;-15;15;-15
-4;-81.0;5;42.0;-5;-5;5;?
-12;?;8;65.0;-9;-38;38;-12
-3;-133.0;7;64.0;-4;-29;29;-3
0;-137.0;4;54.0;?;15;-15;0
-17;-109.0;-4;?;6;-20;20;-17
-13;-74.0;0;56.0;2;-26;26;-13
?;?;6;17.0;-5;-38;38;-5
?;14.0;0;86.0;-1;-60;60;-11
-6;31.0;-5;109.0;1;-53;53;-6
-10;-6.0;-9;189.0;7;-53;53;-10
-27;-53.0;-9;275.0;8;-27;27;-27
-32;-84.0;1;282.0;-2;-20;20;-32
-24;?;2;?;-2;-27;27;-24
-34;-22.0;-1;143.0;2;-22;22;-34
?;-48.0;0;82.0;?;-25;25;-22
-20;-30.0;0;?;-2;-12;12;?
?;-75.0;2;62.0;-4;13;-13;-15
24;-55.0;0;52.0;-1;19;-19;24
-45;-57.0;-1;36.0;0;9;-9;-45
-46;-48.0;5;68.0;-5;9;-9;-46
14;-18.0;0;41.0;-2;18;-18;14
-30;-13.0;-6;55.0;3;16;-16;-30
1;2.0;1;55.0;-3;-9;9;1
23;-20.0;3;49.0;-4;-20;20;23
-1;-6.0;2;73.0;-3;1;-1;-1
4;-7.0;2;110.0;-4;5;-5;4
0;2.0;-4;98.0;0;9;-9;0
-9;17.0;-4;110.0;3;6;-6;-9
-12;-12.0;3;90.0;-5;0;0;-12
12;-13.0;1;102.0;-3;44;-44;12
-12;-1.0;-6;78.0;4;13;-13;?
-45;-8.0;-3;76.0;0;-30;30;-45
-38;-28.0;-2;80.0;-1;-25;25;-38
-39;-28.0;-7;52.0;3;-24;24;-39
-24;-44.0;0;3.0;-4;30;-30;?
-6;-21.0;5;-9.0;?;4;-4;-6
11;14.0;2;-11.0;-6;-37;37;11
-17;27.0;5;12.0;-10;-21;21;-17
-75;-63.0;3;36.0;-9;-49;49;-75
-70;-39.0;-5;18.0;-2;-45;45;-70
-50;-80.0;3;66.0;-9;?;8;-50
-49;-77.0;11;29.0;-16;-7;7;-49
-49;-104.0;10;-16.0;-15;-18;18;-49
-49;-99.0;11;-65.0;-16;-11;11;-49
-50;-176.0;10;-119.0;-16;-15;15;-50
-50;-205.0;10;-91.0;-16;-15;15;-50
-47;-136.0;12;?;-15;-8;8;?
-55;-51.0;2;-301.0;-5;-26;26;-55
-31;-46.0;-8;-358.0;3;23;-23;-31
-4;-40.0;-1;-313.0;-2;?;-74;-4
13;-22.0;6;-324.0;-8;78;-78;13
14;38.0;6;-329.0;-8;79;-79;14
-36;31.0;5;-331.0;-6;8;-8;-36
?;65.0;1;-284.0;-2;-20;20;-19
-22;39.0;0;?;1;5;?;-22
-50;?;7;-126.0;-6;-10;10;-50
-29;46.0;4;-67.0;-2;-13;13;-29
-30;2.0;-8;33.0;14;-13;13;-30
?;-15.0;-3;73.0;11;-14;14;4
-5;-24.0;6;156.0;1;-18;18;-5
-35;-59.0;3;188.0;6;-28;28;-35
?;-90.0;3;?;5;-19;19;-28
-28;-68.0;5;153.0;3;6;-6;-28
-1;-51.0;-3;?;12;-8;8;-1
?;-41.0;-2;64.0;11;-45;45;-4
-1;-61.0;8;44.0;0;-22;22;-1
15;?;12;-14.0;-5;-2;2;15
13;138.0;10;-2.0;-2;-3;3;13
22;93.0;-1;117.0;9;?;5;22
-1;51.0;-9;239.0;15;-47;47;-1
-24;46.0;-2;360.0;8;-60;60;-24
0;-6.0;?;448.0;1;-41;41;0
15;-69.0;7;455.0;-3;-8;8;15
25;-79.0;?;385.0;-3;30;-30;25
22;-71.0;2;260.0;3;26;?;22
-15;-75.0;1;185.0;4;1;-1;-15
4;-39.0;-5;96.0;10;-25;25;4
34;-147.0;-4;46.0;9;-40;40;34
12;-207.0;-2;-9.0;8;-27;27;?
?;-247.0;-5;-35.0;13;-14;14;2
?;-246.0;-1;-106.0;9;-14;14;2
1;-152.0;-1;-105.0;8;-14;14;1
3;-151.0;0;?;9;-16;16;3
0;-146.0;2;74.0;9;-10;10;0
4;-193.0;2;169.0;9;-19;19;4
0;-271.0;2;117.0;9;-11;11;0
1;-162.0;2;3.0;9;-12;12;1
24;-107.0;6;-68.0;2;-69;69;24
-7;-34.0;8;?;0;-46;46;-7
-38;-60.0;7;52.0;1;-19;19;-38
-23;-123.0;7;112.0;?;-18;18;?
-19;-147.0;7;100.0;1;19;-19;-19
-19;-154.0;7;96.0;1;17;-17;-19
-19;-149.0;7;35.0;1;16;-16;-19
-13;-154.0;8;-15.0;0;1;-1;-13
?;?;7;-51.0;1;-21;21;-7
-9;-154.0;8;-109.0;?;?;10;-9
-8;-156.0;7;-110.0;1;-15;15;-8
-9;-169.0;0;-144.0;4;-16;16;-9
3;-170.0;2;-130.0;4;15;-15;3
32;-168.0;-5;-114.0;13;42;-42;32
44;-148.0;-16;-141.0;28;47;-47;44
41;-119.0;3;-110.0;7;46;-46;41
42;-104.0;26;-100.0;-21;46;-46;42
42;-97.0;25;-62.0;-20;?;-46;42
41;-73.0;28;28.0;-23;46;-46;41
42;-129.0;12;39.0;-5;46;-46;42
42;-105.0;-3;61.0;13;48;-48;42
42;-75.0;0;90.0;9;45;-45;42
42;-45.0;-5;110.0;15;47;-47;42
42;-2.0;-6;136.0;16;49;-49;42
41;50.0;-5;187.0;15;39;-39;41
44;124.0;-5;260.0;15;61;?;44
39;132.0;-6;327.0;15;29;-29;39
44;22.0;-4;410.0;14;62;-62;44
42;72.0;3;535.0;9;44;-44;42
38;12.0;3;568.0;9;15;-15;38
55;-51.0;3;?;9;154;-154;55
-13;-118.0;2;545.0;?;-383;383;-13
-87;-89.0;1;468.0;11;-866;866;-87
-65;-181.0;1;?;12;-767;767;-65
-71;-175.0;-3;210.0;19;-781;781;-71
-77;-64.0;-3;-35.0;20;-761;761;-77
-60;41.0;-3;-219.0;19;-849;849;-60
-88;51.0;-3;-261.0;20;-637;637;-88
-49;90.0;-3;-265.0;19;-986;986;-49
-102;66.0;-3;-229.0;19;-508;508;-102
-327;6.0;-3;?;19;1340;-1340;-327
-310;-55.0;-3;-79.0;19;1557;-1557;-310
-141;-116.0;-2;-28.0;19;?;-1513;-141
-132;-73.0;-4;-3.0;20;1551;-1551;-132
-101;-69.0;0;11.0;16;1713;-1713;-101
-145;-52.0;12;9.0;1;1391;-1391;-145
-344;-62.0;7;26.0;-2;-383;383;-344
-371;-25.0;-6;34.0;?;-645;645;-371
-342;-9.0;-1;24.0;2;-354;354;-342
-365;?;1;8.0;0;-576;576;-365
-350;56.0;-1;42.0;2;-439;439;?
-356;50.0;2;24.0;-6;-497;497;-356
-356;-22.0;2;?;-6;-493;493;-356
-355;-75.0;5;56.0;-5;-476;476;-355
-354;-148.0;-1;2.0;5;-494;494;-354
-359;-230.0;-6;-113.0;13;-489;489;-359
-351;-340.0;-2;?;11;-482;482;-351
?;-443.0;-4;-242.0;16;-491;491;-357
-359;-477.0;-6;-265.0;21;-494;494;-359
-340;-536.0;-9;-367.0;23;-456;456;-340
-391;?;2;-438.0;17;?;556;-391
-246;-765.0;7;-456.0;18;-285;285;-246
-6;-776.0;-6;-481.0;27;97;-97;-6
10;-770.0;-4;-543.0;25;-3;3;?
1;-895.0;8;-527.0;16;-28;28;1
-16;-1026.0;10;-460.0;13;45;-45;-16
-38;-1086.0;8;-287.0;24;45;-45;-38
-25;-1123.0;2;-149.0;31;63;-63;-25
-31;-1155.0;8;73.0;29;53;?;-31
-29;-1055.0;13;119.0;23;?;-57;-29
-30;-801.0;0;64.0;28;59;-59;-30
-12;?;?;70.0;13;25;-25;-12
22;-604.0;?;31.0;-34;-17;17;22
34;-413.0;-16;-68.0;64;-23;?;34
33;?;-10;-295.0;100;-26;26;33
33;-181.0;50;-371.0;-29;-24;24;33
16;?;9;-360.0;7;2;-2;16
-4;-162.0;-14;-560.0;40;3;-3;-4
-12;-319.0;4;-519.0;16;-9;9;-12
-3;-297.0;-9;-540.0;40;1;-1;-3
16;?;-2;-506.0;25;5;-5;16
32;-310.0;5;-474.0;19;5;-5;32
20;-201.0;3;?;22;?;0;20
-2;?;11;-460.0;10;-16;16;-2
44;36.0;7;?;15;-5;5;44
37;51.0;4;-595.0;21;-12;12;37
4;42.0;12;-433.0;11;?;23;4
41;82.0;9;-379.0;13;-14;14;41
7;164.0;5;-391.0;24;-54;54;7
-19;193.0;6;?;26;-72;72;-19
0;187.0;5;-548.0;25;-60;60;0
-13;?;6;?;25;-67;67;-13
-6;100.0;5;-461.0;25;-64;64;-6
?;56.0;5;-409.0;25;-64;64;-7
-13;58.0;6;-351.0;25;-65;65;-13
3;40.0;3;-248.0;28;-64;64;3
-42;121.0;1;-213.0;29;-65;65;-42
-99;214.0;4;-141.0;24;-64;64;-99
-88;240.0;3;-65.0;26;-64;64;-88
-88;323.0;-1;-10.0;35;-64;64;-88
-93;390.0;-1;42.0;36;-63;63;-93
-85;411.0;-1;31.0;35;-66;66;-85
-95;495.0;-1;45.0;36;-62;62;-95
-84;518.0;-1;-25.0;36;?;67;-84
-91;491.0;-1;-101.0;36;-63;63;-91
-94;407.0;-1;-123.0;36;-61;61;-94
-72;308.0;-1;-164.0;36;-75;75;-72
-120;181.0;-1;-144.0;36;-45;45;-120
-46;88.0;0;-123.0;36;-91;91;-46
-139;14.0;-1;?;36;-33;33;-139
-63;30.0;-1;-264.0;36;-81;81;-63
495;?;?;-350.0;35;-436;436;495
452;128.0;-3;-357.0;37;-402;402;452
221;154.0;8;-314.0;29;-228;228;221
211;219.0;18;?;18;-232;232;211
92;233.0;13;?;18;-138;138;92
52;237.0;14;-302.0;17;-75;75;52
-36;208.0;15;?;17;-64;64;-36
-12;208.0;14;-290.0;18;-85;85;-12
?;198.0;15;-254.0;16;-100;100;3
-44;162.0;?;?;18;-111;111;-44
-1;149.0;14;-69.0;16;-108;108;-1
-18;140.0;14;-49.0;9;-64;64;-18
-23;118.0;14;0.0;9;-61;61;-23
-15;117.0;14;38.0;9;-67;67;-15
-15;122.0;13;42.0;9;-48;48;-15
15;119.0;15;24.0;8;28;-28;15
18;152.0;13;56.0;9;15;-15;18
-25;112.0;14;?;9;-169;169;-25
-47;135.0;16;47.0;6;-334;334;-47
-50;131.0;-5;49.0;30;-463;463;-50
-96;138.0;?;46.0;48;-533;533;-96
62;117.0;-14;62.0;38;-663;663;62
225;142.0;-18;99.0;44;-692;692;225
182;114.0;-17;58.0;43;-535;535;182
22;115.0;1;?;16;-314;314;22
-628;98.0;4;42.0;10;275;-275;-628
-1405;163.0;6;?;8;687;-687;-1405
-2123;219.0;8;-80.0;4;749;?;-2123
-1789;262.0;-5;-45.0;21;713;-713;-1789
-651;371.0;-3;-32.0;18;462;-462;-651
-584;495.0;3;5.0;12;429;-429;-584
-78;608.0;-19;95.0;36;339;-339;-78
930;662.0;-18;?;37;-50;50;930
998;543.0;-3;302.0;23;-215;215;998
1057;550.0;-6;184.0;26;-204;204;1057
1062;669.0;-5;63.0;25;-206;206;1062
961;772.0;-7;108.0;29;-188;188;961
1205;790.0;9;179.0;6;-245;245;1205
574;703.0;31;204.0;-19;-50;50;574
-317;687.0;20;187.0;-9;?;-344;-317
-160;634.0;28;135.0;-28;239;-239;-160
-22;576.0;33;46.0;-35;-96;96;-22
-25;526.0;-5;10.0;10;-143;143;-25
20;539.0;7;-45.0;-6;-163;163;20
-13;533.0;26;9.0;-33;-223;?;-13
50;502.0;10;51.0;?;-214;214;50
33;482.0;21;34.0;-35;-217;217;33
25;386.0;22;90.0;-36;-217;217;25
64;293.0;19;116.0;-33;-226;226;64
