InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
-832.0;-501.0;597.0;?;12;26;940.0;713
-827.0;-628.0;712.0;-729.0;12;-99;1068.0;1124
-821.0;-637.0;?;-729.0;116;140;?;?
-814.0;-642.0;702.0;-731.0;-42;-140;907.0;659
-805.0;-651.0;694.0;-732.0;40;2;868.0;745
-794.0;-666.0;687.0;-733.0;23;23;?;872
?;-683.0;685.0;-734.0;2;3;884.0;601
-775.0;-697.0;684.0;?;27;0;?;?
-768.0;-707.0;682.0;-732.0;?;-45;965.0;532
?;-715.0;?;-731.0;?;?;864.0;691
?;-723.0;674.0;?;12;5;856.0;1422
-743.0;-731.0;669.0;-733.0;25;74;926.0;1419
-732.0;-736.0;?;-736.0;72;80;1018.0;631
-721.0;?;666.0;-739.0;16;134;1027.0;-1212
-712.0;-742.0;666.0;-746.0;63;-7;?;-4111
-705.0;-743.0;666.0;?;-1;-177;1248.0;-1389
?;?;667.0;?;128;-485;1258.0;3206
-700.0;-743.0;?;-759.0;253;-1425;1117.0;1389
-702.0;-744.0;667.0;?;-933;?;780.0;456
-707.0;-745.0;666.0;-761.0;-1810;?;715.0;?
?;-744.0;667.0;-761.0;-765;-1724;1001.0;614
-715.0;?;670.0;-761.0;735;-1380;1243.0;923
-717.0;-738.0;?;-762.0;1093;-869;?;790
?;-734.0;?;-765.0;822;-800;742.0;775
-724.0;-727.0;681.0;-768.0;809;-1029;686.0;?
-722.0;-720.0;684.0;-771.0;458;332;826.0;773
?;-712.0;684.0;-775.0;319;959;871.0;825
?;-705.0;682.0;-778.0;127;1459;897.0;?
-729.0;-695.0;681.0;-779.0;-736;2922;842.0;809
-734.0;-684.0;681.0;-778.0;?;2947;775.0;?
-734.0;-669.0;?;-778.0;-976;2677;758.0;?
-731.0;-651.0;689.0;-778.0;-1232;?;816.0;812
?;?;695.0;-777.0;1640;1329;?;?
-721.0;?;?;-776.0;1602;412;953.0;?
-714.0;-607.0;?;-773.0;-1619;-4668;1165.0;791
-708.0;-600.0;708.0;-770.0;-174;-4625;1908.0;744
-702.0;-598.0;712.0;-767.0;448;-879;?;749
-698.0;-603.0;713.0;-765.0;-456;131;751.0;816
-692.0;-616.0;712.0;-762.0;115;-145;1060.0;652
-687.0;-635.0;708.0;?;-69;-88;1155.0;622
?;-660.0;?;-750.0;?;34;998.0;694
-675.0;-689.0;690.0;-742.0;56;27;?;488
?;-717.0;676.0;?;-35;27;959.0;687
-666.0;?;657.0;-731.0;42;19;951.0;997
?;-765.0;636.0;-726.0;-5;30;940.0;?
-667.0;-778.0;?;-723.0;12;23;961.0;485
-675.0;?;617.0;-720.0;?;25;976.0;359
?;-788.0;614.0;?;10;28;933.0;?
-687.0;-787.0;?;?;?;27;?;422
-697.0;-784.0;616.0;-719.0;10;25;992.0;?
-708.0;?;620.0;?;10;26;?;555
-722.0;-775.0;?;-722.0;10;?;?;?
?;-768.0;?;-727.0;10;26;1029.0;-21
-744.0;?;643.0;-735.0;10;?;986.0;-182
?;-748.0;654.0;-739.0;10;30;992.0;?
-766.0;-737.0;664.0;-738.0;?;21;1005.0;318
-777.0;-727.0;672.0;-744.0;11;31;?;341
-787.0;-716.0;681.0;-753.0;19;?;947.0;234
?;-707.0;689.0;-758.0;19;?;?;135
-814.0;-700.0;694.0;-763.0;16;40;968.0;1
-829.0;-696.0;697.0;-768.0;?;-101;?;636
-843.0;-693.0;700.0;?;17;54;906.0;1063
?;?;703.0;-780.0;29;-157;1082.0;788
-866.0;-686.0;?;-788.0;?;6;1116.0;806
-875.0;-685.0;706.0;-797.0;?;113;?;?
-880.0;-684.0;705.0;-805.0;49;?;958.0;790
-875.0;-684.0;703.0;?;-26;?;?;817
?;?;701.0;-807.0;155;-2662;841.0;788
?;-687.0;?;-802.0;363;-2222;?;812
?;-688.0;698.0;-798.0;329;-1951;869.0;?
-871.0;-686.0;698.0;-794.0;342;?;869.0;?
-869.0;-681.0;700.0;-789.0;68;-777;861.0;805
-865.0;-674.0;703.0;-785.0;-142;-620;?;802
-860.0;?;708.0;-782.0;?;-1434;898.0;?
?;-647.0;715.0;-777.0;-13;?;916.0;807
-841.0;-500.0;720.0;-756.0;18;-36;978.0;806
-845.0;-513.0;711.0;-754.0;23;-12;995.0;807
?;?;?;-753.0;20;-4;973.0;812
?;-526.0;701.0;-751.0;?;-9;?;810
-840.0;-532.0;696.0;-749.0;12;?;961.0;808
?;-540.0;688.0;-748.0;?;-23;?;?
-832.0;-549.0;678.0;-746.0;14;-6;913.0;?
-828.0;-557.0;669.0;-744.0;21;13;975.0;808
-825.0;-563.0;659.0;-741.0;54;-47;1007.0;807
-823.0;-571.0;?;-739.0;31;?;927.0;790
-821.0;-576.0;641.0;-738.0;-6;29;850.0;816
?;-582.0;?;-737.0;-9;-45;?;819
?;-589.0;?;-737.0;?;-5;1000.0;798
-818.0;-595.0;621.0;-737.0;-156;-396;999.0;816
-819.0;-596.0;?;-738.0;-79;-422;1080.0;816
-820.0;-592.0;621.0;-741.0;149;1404;1020.0;813
-822.0;-586.0;619.0;-746.0;174;?;947.0;?
-823.0;?;622.0;-750.0;186;1506;908.0;?
?;-577.0;?;-755.0;?;1134;892.0;795
-819.0;-575.0;635.0;?;-270;1313;838.0;794
-815.0;-573.0;?;-764.0;?;1717;829.0;792
-812.0;-572.0;640.0;?;?;1704;753.0;813
-807.0;?;638.0;-772.0;243;2358;719.0;817
-802.0;?;636.0;-772.0;?;925;962.0;824
?;-567.0;637.0;-770.0;260;-895;1039.0;833
?;-568.0;637.0;-766.0;17;160;947.0;807
-786.0;?;636.0;-760.0;3;?;923.0;804
-782.0;-571.0;?;?;-2;-343;899.0;810
?;-576.0;632.0;?;-5;7;942.0;797
?;-582.0;629.0;?;24;-130;860.0;?
-775.0;-588.0;627.0;-727.0;?;-52;893.0;810
-775.0;-592.0;625.0;?;16;-73;851.0;825
-773.0;-596.0;623.0;-714.0;23;?;908.0;?
?;-601.0;621.0;?;?;-104;856.0;?
-766.0;-606.0;619.0;?;?;-119;868.0;802
-763.0;-610.0;614.0;?;?;-106;840.0;799
?;-614.0;612.0;-700.0;20;-60;856.0;801
?;-616.0;611.0;-699.0;20;-36;844.0;801
?;-618.0;609.0;?;20;-18;?;800
-750.0;-620.0;607.0;-698.0;21;-17;846.0;?
-747.0;-622.0;?;?;24;-3;829.0;800
-747.0;-623.0;?;-695.0;22;?;850.0;800
?;-623.0;605.0;?;?;-13;840.0;801
-744.0;-623.0;?;-694.0;18;?;836.0;801
-742.0;-624.0;603.0;-691.0;?;4;801.0;800
?;-625.0;602.0;-688.0;?;-49;808.0;801
?;-626.0;600.0;?;?;-25;775.0;803
-745.0;-627.0;599.0;-686.0;21;-5;811.0;801
-746.0;-627.0;598.0;?;26;?;843.0;800
?;-627.0;598.0;-689.0;25;41;835.0;801
-750.0;-627.0;597.0;-690.0;25;53;825.0;799
-751.0;-627.0;596.0;?;21;15;819.0;803
-751.0;-628.0;594.0;?;?;-36;816.0;797
-750.0;-628.0;593.0;-699.0;19;-7;796.0;790
-744.0;-627.0;593.0;-704.0;14;34;789.0;799
-737.0;-626.0;593.0;-708.0;20;-11;815.0;801
-730.0;-626.0;594.0;-711.0;28;-2;?;800
-724.0;?;594.0;-712.0;22;-10;810.0;800
-722.0;-626.0;592.0;?;16;?;850.0;801
?;-625.0;593.0;-711.0;18;-31;809.0;802
-720.0;-623.0;593.0;-712.0;17;-36;826.0;?
-720.0;-621.0;594.0;-712.0;17;-37;836.0;798
-721.0;-620.0;594.0;-713.0;17;?;?;800
-721.0;?;594.0;-713.0;17;?;799.0;800
-722.0;?;595.0;-714.0;17;-34;824.0;800
-723.0;-617.0;596.0;-714.0;?;-36;821.0;800
?;-617.0;596.0;-714.0;17;-35;837.0;?
?;-615.0;596.0;?;19;-27;839.0;802
?;-614.0;596.0;-714.0;19;-24;841.0;801
-737.0;-611.0;596.0;-715.0;19;?;833.0;799
?;?;597.0;-717.0;19;-24;830.0;798
-745.0;-607.0;598.0;-719.0;?;-26;831.0;801
-747.0;?;600.0;?;19;-25;822.0;?
-749.0;-603.0;?;-722.0;19;-24;820.0;?
-750.0;-601.0;600.0;-721.0;19;?;831.0;806
-751.0;-598.0;602.0;?;19;-21;842.0;803
-752.0;-595.0;604.0;-718.0;19;-31;857.0;801
-754.0;?;606.0;?;?;?;842.0;807
?;-590.0;607.0;-711.0;22;?;845.0;809
-760.0;?;609.0;-707.0;?;40;?;802
?;?;?;-702.0;22;35;931.0;?
-767.0;-580.0;?;-699.0;21;?;?;805
-856.0;-499.0;671.0;-721.0;-48;-512;?;803
-862.0;-485.0;678.0;-721.0;-29;-906;782.0;?
?;-470.0;?;-720.0;29;-1011;843.0;800
-872.0;-455.0;694.0;-719.0;?;-913;836.0;801
-876.0;-442.0;705.0;?;82;-673;828.0;?
?;-431.0;716.0;-717.0;163;-425;850.0;801
-881.0;-419.0;?;?;163;?;802.0;803
?;?;?;-716.0;?;846;806.0;805
?;-397.0;741.0;-715.0;?;1506;864.0;817
-882.0;-390.0;749.0;-715.0;-174;564;?;813
-882.0;?;762.0;-714.0;0;177;958.0;801
-881.0;-383.0;774.0;-714.0;-35;?;?;?
?;-381.0;782.0;-714.0;16;144;974.0;?
-879.0;-380.0;792.0;-713.0;?;31;?;808
-877.0;-381.0;798.0;-711.0;15;97;862.0;816
-875.0;-381.0;802.0;-709.0;17;-12;1022.0;?
?;-385.0;?;?;12;?;1018.0;788
-870.0;?;799.0;-705.0;20;33;980.0;724
-868.0;?;794.0;-702.0;25;-4;983.0;696
-865.0;-403.0;791.0;?;26;-36;942.0;?
-863.0;-409.0;?;-697.0;18;?;958.0;577
-860.0;-416.0;790.0;-695.0;15;-28;1021.0;367
-856.0;-420.0;790.0;?;11;-49;1024.0;564
-853.0;-422.0;791.0;-692.0;13;-30;?;850
-849.0;-422.0;792.0;?;?;4;986.0;894
?;-421.0;793.0;-691.0;26;-12;978.0;878
-843.0;-417.0;795.0;-690.0;16;-59;946.0;927
-841.0;-409.0;798.0;?;?;-23;970.0;776
-840.0;-400.0;807.0;?;?;20;963.0;?
-839.0;-392.0;?;-685.0;14;3;987.0;582
-839.0;-385.0;852.0;-683.0;18;-4;988.0;583
-840.0;-378.0;873.0;-681.0;?;-24;961.0;586
-841.0;-372.0;885.0;-678.0;27;-12;?;547
?;-370.0;897.0;-676.0;16;-11;943.0;518
-842.0;?;906.0;-674.0;13;-25;?;520
-843.0;?;912.0;?;22;-3;?;482
?;-374.0;916.0;-673.0;8;?;969.0;483
-846.0;-372.0;920.0;?;7;15;922.0;489
-848.0;-366.0;926.0;-675.0;?;5;?;478
-849.0;-356.0;933.0;?;?;-8;939.0;491
-850.0;-361.0;932.0;-681.0;24;-4;985.0;478
?;?;925.0;-684.0;36;?;936.0;488
-852.0;?;923.0;-685.0;18;13;912.0;490
-853.0;?;?;-687.0;23;?;928.0;?
-853.0;-380.0;925.0;-690.0;?;32;985.0;?
-852.0;-382.0;924.0;-695.0;?;51;?;335
-851.0;-388.0;921.0;-699.0;22;8;1023.0;?
-850.0;-398.0;917.0;-704.0;?;-12;998.0;?
?;-407.0;?;-708.0;14;?;948.0;119
-845.0;-412.0;909.0;-711.0;13;6;?;307
-842.0;?;904.0;?;?;-21;?;?
-838.0;-412.0;898.0;-721.0;24;1;1037.0;419
-833.0;-412.0;?;-726.0;13;-22;1026.0;?
-827.0;-413.0;859.0;?;9;-36;?;637
-820.0;?;?;?;?;?;1013.0;?
?;?;799.0;-744.0;19;?;1024.0;?
-804.0;-450.0;769.0;-749.0;21;-131;1044.0;903
?;-473.0;748.0;-754.0;12;?;1052.0;861
-785.0;-503.0;737.0;-758.0;17;-138;1039.0;756
-774.0;-536.0;732.0;-762.0;17;-137;1036.0;113
-761.0;?;723.0;-765.0;22;-139;?;-70
-747.0;-608.0;710.0;-769.0;22;-232;1003.0;361
-730.0;?;?;-773.0;-34;-193;?;754
-710.0;-680.0;?;-776.0;?;-424;1044.0;639
-689.0;-712.0;662.0;-778.0;?;-121;1055.0;656
?;-738.0;?;?;-270;1110;1056.0;1051
?;-757.0;632.0;-781.0;-74;1897;1094.0;911
-624.0;-769.0;613.0;-780.0;-28;?;978.0;758
?;-774.0;597.0;-779.0;?;5268;878.0;835
-585.0;-774.0;583.0;-776.0;363;?;?;801
-568.0;?;570.0;-774.0;?;?;1038.0;809
?;-769.0;559.0;-771.0;561;6562;1034.0;802
?;-765.0;548.0;-769.0;?;4600;929.0;808
?;-759.0;?;-768.0;-253;2444;808.0;812
?;-750.0;?;-766.0;54;?;851.0;802
-513.0;-738.0;529.0;-763.0;-77;?;?;812
-496.0;-725.0;525.0;-758.0;-58;1438;935.0;803
-478.0;?;522.0;-750.0;42;2539;909.0;803
-459.0;-699.0;521.0;-744.0;-87;2954;889.0;817
-439.0;-687.0;518.0;-737.0;-79;?;874.0;802
-417.0;-674.0;515.0;-729.0;?;3010;?;?
-395.0;-661.0;511.0;?;-37;?;935.0;810
-373.0;-650.0;507.0;-712.0;?;2984;976.0;?
?;?;504.0;?;-162;3013;949.0;?
-327.0;-634.0;500.0;-691.0;1039;1498;939.0;648
-305.0;-626.0;495.0;?;1493;801;1200.0;701
-282.0;-619.0;?;?;1308;1221;?;738
-258.0;-610.0;480.0;-659.0;1347;944;1143.0;?
?;-602.0;469.0;?;1372;1089;835.0;?
?;-594.0;457.0;-633.0;1413;1137;780.0;1102
-174.0;-588.0;444.0;-617.0;378;?;1041.0;1108
-145.0;-580.0;430.0;?;-141;?;1072.0;1025
-117.0;-567.0;?;-576.0;?;?;1020.0;977
-89.0;-553.0;397.0;-555.0;1;-33;849.0;928
-58.0;-545.0;380.0;-534.0;?;9;?;659
?;-541.0;365.0;-508.0;49;16;880.0;?
3.0;-525.0;?;?;20;2;958.0;761
36.0;-498.0;316.0;-452.0;52;12;966.0;653
70.0;-470.0;285.0;-423.0;17;?;?;678
99.0;-450.0;258.0;-399.0;43;?;925.0;648
?;-433.0;237.0;-379.0;32;-3;?;?
146.0;-413.0;218.0;-360.0;?;?;?;495
164.0;-390.0;200.0;-344.0;75;-67;961.0;-1862
178.0;?;183.0;-330.0;-48;113;1017.0;-4311
189.0;?;169.0;-319.0;150;-196;1189.0;-1464
199.0;?;158.0;-309.0;106;-248;1247.0;?
205.0;-310.0;?;-299.0;78;?;1237.0;417
?;-291.0;?;-290.0;133;?;1083.0;748
210.0;-274.0;128.0;-287.0;-1016;-3535;730.0;1076
210.0;-263.0;122.0;-287.0;?;-2251;690.0;635
207.0;-254.0;117.0;-288.0;1405;-695;?;905
203.0;-250.0;111.0;-292.0;1006;805;1130.0;771
201.0;-250.0;101.0;-297.0;800;1105;875.0;794
202.0;-256.0;89.0;?;?;1021;797.0;815
?;-268.0;?;-296.0;726;1645;845.0;783
204.0;-286.0;73.0;-294.0;632;1704;891.0;837
202.0;-310.0;70.0;-293.0;710;2025;?;810
?;-333.0;66.0;-291.0;-771;2661;852.0;?
?;?;59.0;-288.0;-2903;?;846.0;804
197.0;-369.0;50.0;-286.0;?;1792;904.0;811
195.0;-383.0;41.0;-284.0;?;?;908.0;809
?;-393.0;34.0;?;546;1928;929.0;800
194.0;-400.0;?;?;943;-339;1009.0;815
197.0;-404.0;?;-277.0;-506;?;1142.0;820
204.0;-404.0;?;-274.0;?;-844;1101.0;819
210.0;-401.0;33.0;-270.0;68;-138;958.0;834
?;-393.0;36.0;-267.0;-5;172;888.0;822
224.0;-381.0;?;?;71;-37;937.0;885
232.0;-363.0;40.0;?;23;152;995.0;?
?;-339.0;44.0;-260.0;30;?;1036.0;?
248.0;-316.0;50.0;?;40;27;1060.0;833
?;?;?;-267.0;35;91;1052.0;?
271.0;-288.0;69.0;-270.0;?;55;963.0;?
282.0;?;?;-270.0;?;27;?;854
292.0;-265.0;79.0;?;29;41;?;775
301.0;?;74.0;-272.0;33;?;?;740
?;-241.0;66.0;?;35;?;996.0;783
?;-235.0;59.0;-268.0;24;30;985.0;714
320.0;-232.0;53.0;-264.0;?;2;1009.0;?
323.0;-232.0;?;?;21;9;1071.0;366
327.0;-236.0;42.0;-271.0;12;?;1093.0;489
329.0;-241.0;35.0;-279.0;20;-6;989.0;?
335.0;-247.0;27.0;-284.0;19;-17;905.0;858
344.0;-255.0;20.0;-285.0;23;-12;?;?
349.0;-264.0;16.0;-287.0;28;?;?;?
?;-273.0;15.0;-293.0;15;?;?;783
347.0;?;16.0;-300.0;9;-3;?;795
337.0;-291.0;18.0;?;17;5;?;779
324.0;-300.0;20.0;-319.0;?;-17;952.0;778
310.0;-306.0;22.0;-327.0;16;-58;959.0;795
296.0;?;23.0;?;?;?;938.0;?
277.0;-310.0;26.0;-347.0;14;?;953.0;?
?;-311.0;31.0;-359.0;?;3;966.0;789
226.0;?;?;?;13;-35;956.0;785
193.0;-313.0;?;-378.0;16;-37;938.0;803
155.0;?;52.0;-385.0;18;20;958.0;821
109.0;?;60.0;-395.0;18;2;?;?
?;-309.0;68.0;-405.0;20;-25;1000.0;728
?;-308.0;76.0;?;23;9;952.0;?
17.0;?;?;?;23;6;?;732
44.0;-306.0;88.0;?;?;?;?;739
89.0;-304.0;88.0;?;?;12;940.0;713
141.0;-300.0;83.0;-358.0;?;-13;949.0;?
?;-297.0;75.0;-331.0;21;-40;939.0;889
233.0;-295.0;68.0;-301.0;19;-20;940.0;?
265.0;-294.0;65.0;?;18;5;967.0;840
?;-295.0;62.0;-251.0;13;-10;993.0;?
294.0;-294.0;59.0;-235.0;15;?;?;848
300.0;?;54.0;-227.0;18;4;956.0;846
302.0;-287.0;47.0;-224.0;18;1;956.0;808
302.0;-283.0;39.0;-222.0;24;-28;937.0;814
?;-279.0;32.0;-219.0;25;-37;948.0;?
302.0;-274.0;25.0;-216.0;19;?;957.0;741
306.0;-269.0;19.0;-211.0;15;6;965.0;802
315.0;-265.0;13.0;?;16;-4;954.0;684
331.0;-260.0;?;-195.0;14;6;970.0;751
350.0;-256.0;5.0;-186.0;22;16;?;594
370.0;-251.0;1.0;-177.0;25;?;898.0;520
388.0;-244.0;-4.0;-170.0;8;-35;943.0;1090
404.0;-239.0;-7.0;-164.0;?;-84;1000.0;?
420.0;-235.0;?;-159.0;-14;-245;1035.0;1407
434.0;-231.0;-7.0;-153.0;?;-56;979.0;2207
446.0;-228.0;-5.0;-147.0;?;-214;956.0;782
?;-225.0;-2.0;?;?;?;939.0;?
464.0;-222.0;1.0;-140.0;51;210;1010.0;954
464.0;-222.0;5.0;-140.0;-285;-2239;1157.0;702
456.0;-225.0;?;-142.0;?;-4350;998.0;870
442.0;-232.0;20.0;?;603;-281;829.0;?
423.0;-241.0;29.0;-149.0;320;4725;?;809
398.0;-249.0;36.0;-146.0;190;4205;?;818
376.0;-253.0;?;?;5;?;810.0;796
?;-253.0;40.0;-143.0;-41;477;?;813
334.0;-254.0;?;?;?;-587;921.0;800
?;-257.0;49.0;-140.0;246;?;1037.0;803
307.0;?;59.0;-132.0;344;?;1012.0;809
292.0;-270.0;70.0;-127.0;272;481;?;?
?;?;78.0;-127.0;-49;?;874.0;799
257.0;-278.0;83.0;-131.0;-84;369;901.0;803
237.0;-281.0;86.0;-135.0;23;186;964.0;802
212.0;-282.0;?;?;-2;51;992.0;?
194.0;-283.0;88.0;-143.0;13;-92;1012.0;814
182.0;-286.0;89.0;-149.0;23;-150;1006.0;818
173.0;-291.0;91.0;-153.0;14;?;966.0;810
164.0;-295.0;92.0;-156.0;23;-171;904.0;?
?;-296.0;94.0;-160.0;21;?;893.0;803
163.0;-298.0;96.0;-163.0;24;57;922.0;807
158.0;-301.0;102.0;-168.0;19;48;971.0;807
154.0;?;?;-173.0;23;?;952.0;?
146.0;-318.0;122.0;-178.0;22;34;934.0;810
?;-323.0;?;-186.0;17;2;971.0;807
?;-326.0;130.0;-196.0;?;6;948.0;806
126.0;-329.0;131.0;-202.0;30;-7;959.0;807
124.0;?;133.0;?;19;-6;922.0;807
125.0;-337.0;?;-216.0;24;-2;?;804
123.0;?;139.0;-220.0;16;-10;954.0;807
122.0;-341.0;142.0;-225.0;12;7;950.0;808
125.0;-342.0;145.0;-229.0;23;13;966.0;806
130.0;-343.0;147.0;-232.0;21;6;956.0;809
127.0;-343.0;150.0;-235.0;?;15;947.0;809
125.0;-344.0;?;?;21;-7;?;809
?;-344.0;156.0;-234.0;14;-24;949.0;812
126.0;-343.0;158.0;?;16;?;954.0;810
127.0;-342.0;158.0;-233.0;20;?;945.0;808
128.0;-340.0;157.0;-232.0;18;13;?;809
126.0;-340.0;157.0;-232.0;16;-24;966.0;807
125.0;-340.0;158.0;-232.0;18;4;948.0;808
125.0;-341.0;158.0;-232.0;20;10;?;807
?;-340.0;?;-231.0;18;-5;956.0;806
125.0;-340.0;156.0;?;?;20;947.0;?
124.0;-340.0;?;-228.0;19;?;923.0;807
125.0;?;156.0;-226.0;?;-24;?;?
?;-342.0;156.0;-226.0;19;-13;943.0;?
123.0;-343.0;155.0;?;15;2;934.0;811
123.0;?;154.0;-227.0;20;-16;947.0;811
123.0;-343.0;153.0;-227.0;16;?;947.0;805
125.0;-343.0;153.0;?;3;5;947.0;807
126.0;-344.0;153.0;?;?;0;948.0;811
128.0;-345.0;?;-229.0;20;?;955.0;?
130.0;-346.0;154.0;-229.0;21;?;931.0;806
133.0;-347.0;155.0;-230.0;19;2;?;805
142.0;-347.0;156.0;-231.0;19;-17;922.0;?
146.0;-348.0;?;-231.0;29;?;956.0;809
148.0;-349.0;159.0;-231.0;21;29;944.0;815
155.0;?;161.0;-228.0;16;-5;945.0;809
159.0;?;?;-227.0;15;-5;958.0;810
157.0;-353.0;164.0;-229.0;18;?;?;?
155.0;?;?;-230.0;20;-23;949.0;800
153.0;-356.0;164.0;-232.0;17;?;968.0;?
151.0;-358.0;163.0;-235.0;15;-35;962.0;807
149.0;-360.0;164.0;-237.0;1;-87;953.0;804
?;-362.0;?;-240.0;13;-97;966.0;804
141.0;-364.0;?;?;14;-182;966.0;805
139.0;-366.0;?;-245.0;?;-269;983.0;809
137.0;-367.0;?;-248.0;?;-267;?;?
133.0;-369.0;172.0;-252.0;29;-358;947.0;813
?;?;?;-256.0;?;-348;975.0;808
120.0;-371.0;?;-262.0;-3;-370;952.0;806
115.0;-372.0;?;-268.0;?;-508;891.0;?
109.0;-373.0;181.0;-275.0;93;-991;906.0;811
101.0;-375.0;186.0;-284.0;81;-981;885.0;811
92.0;-378.0;?;-294.0;29;?;?;807
80.0;-381.0;?;-306.0;?;350;984.0;813
66.0;?;205.0;?;?;49;?;?
53.0;?;?;-335.0;0;144;940.0;809
41.0;-396.0;219.0;-350.0;12;136;?;811
28.0;-402.0;226.0;-364.0;14;155;891.0;?
17.0;?;232.0;-378.0;-38;-482;870.0;804
?;-416.0;?;-389.0;2;-770;?;810
-2.0;-425.0;245.0;-398.0;-11;?;927.0;808
-13.0;?;254.0;-406.0;37;-692;?;807
-23.0;?;262.0;-412.0;?;-997;893.0;?
-35.0;-453.0;269.0;-417.0;?;-1263;?;?
-45.0;-462.0;276.0;?;105;-992;882.0;?
-54.0;-470.0;?;?;267;?;?;?
-62.0;-477.0;288.0;-426.0;182;-692;863.0;805
-69.0;-483.0;294.0;-427.0;250;-1013;903.0;809
-74.0;-490.0;?;-427.0;219;-768;963.0;806
-74.0;?;307.0;-429.0;?;1719;1102.0;801
-72.0;?;314.0;-430.0;663;2276;967.0;803
-68.0;?;321.0;-431.0;-231;?;925.0;?
?;-507.0;327.0;-429.0;-581;960;1191.0;788
?;-510.0;333.0;-426.0;97;206;?;800
-28.0;-511.0;340.0;?;?;169;887.0;855
-5.0;-511.0;343.0;-412.0;-29;189;?;845
18.0;-508.0;344.0;?;44;?;1025.0;733
?;-504.0;342.0;?;-32;201;1040.0;655
78.0;?;339.0;-380.0;38;98;1000.0;588
107.0;-503.0;?;-363.0;4;109;?;522
133.0;-501.0;329.0;?;16;?;?;499
?;-503.0;324.0;-321.0;27;63;1026.0;?
179.0;-511.0;322.0;-306.0;17;120;1002.0;?
?;-521.0;318.0;-296.0;31;109;?;814
208.0;-530.0;?;-298.0;10;81;965.0;936
220.0;-535.0;?;-307.0;4;?;?;839
231.0;?;292.0;-324.0;?;58;941.0;711
?;-540.0;282.0;-347.0;8;83;897.0;?
?;-544.0;?;-372.0;79;154;915.0;890
?;-551.0;269.0;-395.0;?;35;1026.0;756
301.0;-559.0;268.0;-412.0;-4;-81;1081.0;781
313.0;-570.0;?;-418.0;-10;-41;1038.0;779
320.0;-582.0;271.0;-415.0;-10;-44;926.0;779
327.0;-592.0;273.0;?;?;-35;882.0;737
?;?;?;-375.0;30;-20;929.0;770
363.0;-604.0;279.0;?;15;-51;944.0;874
392.0;?;282.0;-300.0;14;-34;1010.0;840
422.0;-608.0;284.0;-263.0;?;-4;1033.0;768
?;-610.0;285.0;-233.0;17;-4;987.0;766
?;-611.0;284.0;?;12;?;?;767
488.0;-610.0;281.0;-200.0;16;-30;967.0;772
504.0;-609.0;?;-190.0;16;-30;971.0;?
514.0;-606.0;269.0;-180.0;13;-13;946.0;781
518.0;-600.0;?;-172.0;20;-26;946.0;792
525.0;-594.0;254.0;-169.0;20;-19;959.0;761
529.0;?;247.0;?;18;8;968.0;745
536.0;-586.0;239.0;-180.0;24;?;?;745
543.0;-581.0;232.0;?;18;-35;?;738
553.0;-575.0;225.0;-201.0;15;-9;966.0;?
563.0;-569.0;217.0;-214.0;21;-17;947.0;753
575.0;?;211.0;-222.0;17;?;958.0;?
589.0;-562.0;?;-229.0;19;-7;965.0;751
603.0;-562.0;201.0;-231.0;18;7;949.0;?
?;-562.0;?;?;17;-34;922.0;753
632.0;-563.0;185.0;-227.0;21;-26;950.0;755
?;-568.0;177.0;-221.0;18;5;942.0;749
657.0;-572.0;173.0;-214.0;18;-22;933.0;755
667.0;?;171.0;-205.0;14;-24;949.0;753
676.0;-577.0;167.0;-194.0;13;-33;?;?
687.0;-575.0;157.0;?;?;-8;933.0;749
696.0;-578.0;139.0;?;20;-3;936.0;748
?;-577.0;?;-155.0;17;-35;?;751
711.0;?;114.0;-144.0;17;3;938.0;749
721.0;-571.0;101.0;?;22;-30;954.0;747
733.0;-568.0;90.0;-121.0;20;-31;938.0;752
745.0;-560.0;79.0;?;19;?;909.0;757
759.0;-552.0;66.0;-99.0;18;-36;948.0;?
773.0;-546.0;53.0;-86.0;18;?;?;?
785.0;?;42.0;-72.0;21;-24;957.0;756
792.0;-550.0;35.0;-65.0;16;?;?;757
799.0;-547.0;31.0;-56.0;21;4;?;759
?;-545.0;?;-48.0;21;-4;960.0;757
?;?;23.0;-43.0;16;6;930.0;?
815.0;?;19.0;-40.0;22;33;943.0;764
818.0;?;14.0;-37.0;16;?;948.0;762
821.0;?;10.0;-34.0;21;?;932.0;756
823.0;-547.0;6.0;-30.0;?;-37;934.0;763
?;?;?;?;19;2;915.0;765
826.0;-547.0;?;-28.0;?;-16;?;?
825.0;-552.0;-7.0;-27.0;21;?;?;?
824.0;-553.0;-12.0;-26.0;17;23;936.0;758
?;-553.0;?;?;15;-2;937.0;758
823.0;-555.0;-21.0;-22.0;18;-3;937.0;756
825.0;?;-25.0;-19.0;?;-8;?;750
?;-552.0;-22.0;-15.0;?;-15;948.0;751
?;?;-18.0;-13.0;23;?;944.0;756
830.0;?;-16.0;-11.0;19;?;932.0;759
?;-547.0;-15.0;-9.0;15;-11;928.0;760
835.0;-547.0;-13.0;-7.0;17;?;942.0;756
