InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
16;16;34;39.0;-11
-9;-9;34;51.0;-4
-18;-18;34;66.0;-3
-12;-12;34;?;-4
-16;-16;34;?;-3
-14;-14;34;?;-3
-14;-14;34;?;-3
-16;-16;34;?;-5
-12;-12;34;?;-1
-22;-22;34;?;-8
-7;-7;34;?;2
-20;-20;34;?;-7
-20;-20;34;?;-7
10;10;34;?;15
-63;-63;33;?;-38
57;57;36;?;50
-102;-102;32;723.0;-70
51;51;34;753.0;51
791;791;5;?;721
806;806;-24;?;819
1336;1336;59;?;783
2005;2005;50;?;754
1737;1737;97;?;854
1853;1853;52;551.0;739
2168;2168;-200;446.0;-309
2002;2002;-9;369.0;-630
1638;1638;171;217.0;-426
1608;1608;98;122.0;-543
1492;1492;135;162.0;-452
965;965;115;307.0;-335
606;606;91;422.0;-241
277;277;95;497.0;-164
-42;-42;106;497.0;-140
113;113;119;420.0;-106
223;223;-80;382.0;33
68;68;-73;255.0;160
42;42;4;80.0;212
?;-630;-414;75.0;188
?;-2559;-538;113.0;-46
-3853;-3853;-1105;131.0;139
-392;-392;324;160.0;1105
4263;4263;1680;190.0;288
2998;2998;?;187.0;-1740
399;399;-1075;236.0;-863
365;365;132;196.0;142
558;558;-575;91.0;-297
316;316;-60;5.0;-50
37;37;7;-89.0;-26
?;3;-45;-243.0;-43
?;28;77;-415.0;33
?;13;-25;-465.0;?
?;15;37;-461.0;?
-16;-16;6;-390.0;?
-14;-14;9;-159.0;?
-25;-25;12;13.0;?
-99;-99;9;34.0;?
-73;-73;36;105.0;?
-68;-68;9;120.0;?
-105;-105;-33;205.0;?
-220;-220;-7;246.0;?
-330;-330;-12;254.0;?
47;47;50;291.0;?
177;177;215;300.0;-153
709;709;447;270.0;147
387;387;270;325.0;203
-1606;-1606;42;265.0;-728
-2048;-2048;519;255.0;-1143
-1964;-1964;570;225.0;-345
-1274;-1274;320;240.0;-6
301;301;282;176.0;-216
-161;-161;-46;86.0;-347
-1404;-1404;-338;-64.0;-521
-1828;-1828;-410;-134.0;-441
-1904;-1904;-257;-153.0;-449
-1791;-1791;-357;-164.0;98
-1312;-1312;-466;-290.0;696
-1086;-1086;-850;-410.0;917
-494;-494;-1804;-427.0;1022
1976;1976;-328;-396.0;552
3349;?;2308;-365.0;1245
996;?;273;-319.0;225
-64;?;-1379;-273.0;-779
1193;1193;468;-299.0;862
601;601;22;-289.0;161
21;21;-329;-355.0;-320
194;194;241;-385.0;233
-50;-50;-88;-344.0;-96
-2;-2;57;-344.0;47
-11;-11;31;-303.0;15
-51;-51;-9;-270.0;-27
-50;-50;57;-75.0;26
-63;-63;2;111.0;-25
-22;-22;47;126.0;20
16;16;29;293.0;-3
77;77;16;303.0;-33
-103;-103;84;299.0;6
-426;-426;61;304.0;-60
-321;-321;206;367.0;-116
-133;-133;118;386.0;-186
278;278;172;391.0;-272
1280;1280;717;395.0;123
1562;1562;766;398.0;320
451;451;801;360.0;-390
-885;-885;591;295.0;-503
-1072;-1072;360;314.0;13
128;128;620;360.0;26
484;484;288;186.0;-56
-477;-477;-58;158.0;-138
-715;-715;-63;-25.0;-144
-2286;-2286;-348;-130.0;-224
-1408;-1408;8;-131.0;68
-888;-888;58;-114.0;323
-1240;-1240;-237;-243.0;603
2849;2849;128;-331.0;1345
-1939;-1939;-1576;-303.0;1
-3045;-3045;-2367;-248.0;-949
2964;2964;182;-190.0;619
-198;-198;253;-123.0;378
-762;-762;-1125;-157.0;-755
733;733;130;-138.0;114
266;266;516;-150.0;377
530;530;-187;-178.0;-128
-22;-22;79;-206.0;49
61;61;-8;-206.0;-8
55;55;16;-218.0;8
-93;-93;82;-290.0;54
-42;-42;-30;-170.0;-24
-454;-454;-208;103.0;-364
-1193;-1193;376;188.0;936
920;920;-502;198.0;-560
2844;2844;-2264;147.0;-980
866;866;-1128;128.0;1454
-185;-185;547;72.0;207
-172;-172;364;66.0;-221
-157;-157;20;73.0;384
44;44;69;-3.0;-122
-80;-80;-4;-218.0;112
-40;-40;21;-234.0;19
-43;-43;55;-276.0;25
-75;-75;62;-303.0;98
-15;-15;63;-393.0;32
-10;-10;40;-440.0;60
-13;-13;68;-429.0;55
-6;-6;60;-320.0;45
-27;-27;47;-256.0;38
28;28;49;-205.0;38
80;80;52;-140.0;31
91;91;61;-118.0;35
78;78;51;-132.0;30
26;26;28;-185.0;18
32;32;29;-148.0;16
22;22;21;6.0;4
-8;-8;15;48.0;4
0;0;27;70.0;18
-7;-7;22;77.0;12
-5;-5;31;97.0;11
23;23;39;119.0;12
10;10;20;114.0;-2
-15;-15;29;131.0;12
-15;-15;29;122.0;6
-29;-29;38;117.0;13
-73;-73;65;114.0;33
-53;-53;50;61.0;0
15;15;72;116.0;-3
-126;-126;-2;115.0;-67
-93;-93;-25;140.0;-164
-167;-167;-47;143.0;-139
-163;-163;-46;127.0;-142
599;599;219;128.0;-45
852;852;247;111.0;144
1129;1129;347;176.0;-136
1689;1689;455;254.0;-432
1555;1555;108;231.0;-390
1382;?;69;172.0;-410
1171;1171;229;107.0;-287
1082;1082;194;126.0;-226
1074;1074;359;200.0;-89
1207;1207;508;171.0;246
?;1433;825;144.0;661
?;1831;1002;128.0;972
?;2228;-184;143.0;798
?;700;-1072;?;821
-741;-741;-199;?;700
-289;-289;397;?;211
45;45;80;?;119
-1;-1;24;?;81
-36;-36;47;?;21
-57;-57;29;?;66
-32;-32;75;?;62
-61;-61;38;?;53
-55;-55;51;?;49
-46;-46;51;?;49
-39;-39;57;?;57
-29;-29;63;-107.0;56
-8;-8;44;-109.0;36
-35;-35;48;-64.0;28
-56;-56;67;-93.0;40
11;11;88;-48.0;42
38;38;67;-25.0;22
42;42;54;-15.0;18
58;58;48;4.0;10
43;43;26;43.0;-7
36;36;37;38.0;1
34;34;48;-48.0;7
48;48;45;-62.0;11
53;53;35;65.0;4
9;9;26;42.0;-10
23;23;34;-136.0;2
37;37;52;-116.0;13
34;34;55;-24.0;10
56;56;21;-69.0;-8
-178;-178;-14;-75.0;-56
-93;-93;38;6.0;-39
-219;-219;6;-71.0;-60
-226;-226;6;-120.0;-60
1449;1449;248;-107.0;125
2285;2285;316;-101.0;170
1546;1546;?;-116.0;165
1575;1575;43;-108.0;31
1663;1663;-297;-98.0;-233
1648;1648;-292;-101.0;-229
1892;1892;-295;-73.0;-222
691;691;-148;-67.0;-147
-243;-243;78;-35.0;15
53;53;58;-10.0;20
?;-66;45;6.0;-4
?;-32;53;6.0;1
?;34;55;29.0;6
?;-48;37;-41.0;-15
?;-35;39;-80.0;-11
?;-52;74;-148.0;20
?;17;62;-98.0;9
?;12;48;-77.0;-3
?;-2;50;-58.0;-1
?;10;45;-35.0;-6
2;2;53;-34.0;1
7;7;43;-90.0;-8
-5;-5;21;-59.0;-26
-32;-32;38;-33.0;-10
-25;-25;37;19.0;-13
-7;-7;20;-41.0;-29
-23;-23;35;-198.0;-15
-21;-21;36;-347.0;-15
-14;-14;30;-262.0;-22
-35;-35;42;-152.0;-11
-15;-15;41;-98.0;-11
-2;-2;33;-67.0;-18
-3;-3;39;12.0;-11
7;7;39;21.0;-9
34;34;30;102.0;-13
120;120;27;140.0;-10
150;150;27;179.0;?
128;128;22;249.0;?
146;146;19;337.0;?
131;131;19;441.0;?
80;80;6;542.0;?
80;80;-3;570.0;?
86;86;6;619.0;?
60;60;-1;612.0;?
81;81;12;550.0;?
128;?;27;550.0;?
118;?;-14;482.0;?
128;?;2;433.0;?
116;?;19;389.0;?
?;?;-33;354.0;-17
106;?;11;330.0;42
144;?;-22;280.0;-4
136;?;-41;290.0;-29
1343;1343;752;235.0;936
5001;5001;1564;152.0;1779
5535;5535;668;94.0;705
3846;3846;-400;133.0;-452
3475;3475;-222;161.0;-228
2221;2221;-317;195.0;-199
2026;2026;-509;205.0;-347
1384;1384;41;154.0;77
-191;-191;432;199.0;266
-288;-288;409;155.0;129
-444;-444;374;159.0;120
-540;-540;207;152.0;-44
-295;-295;41;247.0;-241
-260;-260;53;216.0;-129
-227;-227;-6;230.0;-365
-89;-89;-68;224.0;-554
-64;-64;-138;219.0;-607
-380;-380;-384;88.0;-794
-1065;-1065;-673;48.0;-824
-1142;-1142;-822;22.0;-1603
530;530;-241;-8.0;-637
2354;2354;335;-18.0;1003
2169;2169;348;39.0;-55
929;929;542;29.0;-665
495;495;324;-6.0;-377
416;416;-29;-70.0;-348
203;203;-9;-129.0;-230
114;114;-16;?;-262
96;96;66;?;-165
183;183;58;?;-164
221;221;13;?;-202
164;164;33;?;-177
213;213;18;?;-190
170;170;25;?;-186
24;24;35;10.0;-188
14;14;36;82.0;-190
-16;-16;38;80.0;-181
-76;-76;42;47.0;-158
-73;-73;28;58.0;-154
-84;-84;50;74.0;-107
-31;-31;58;68.0;-57
-85;-85;13;96.0;-62
-399;-399;66;77.0;90
-381;-381;115;78.0;198
-214;-214;145;105.0;331
337;337;280;159.0;261
234;234;267;155.0;230
-1398;-1398;204;139.0;1095
-1355;-1355;455;169.0;1491
-686;-686;605;302.0;1016
-528;-528;561;262.0;746
91;91;405;145.0;603
-758;-758;93;83.0;489
-1449;-1449;-57;-28.0;292
-1076;-1076;-202;-10.0;194
-1760;-1760;4;-71.0;153
-1914;-1914;-11;-83.0;-194
-1543;-1543;-328;-89.0;-1013
-1359;-1359;-85;-83.0;-1790
294;294;-617;-143.0;-2648
785;785;-1286;-132.0;-3816
1348;1348;-576;-186.0;-1905
3675;3675;399;-184.0;1495
3337;3337;281;-150.0;1092
1314;1314;-569;-155.0;-621
571;571;-551;-148.0;-394
240;240;-85;-208.0;2
-49;-49;-4;-276.0;-94
?;-6;26;-349.0;-40
?;27;32;-293.0;-55
?;26;28;-340.0;-70
?;-12;31;-370.0;-39
?;-88;6;-230.0;-72
?;-79;27;-95.0;-50
?;-88;44;117.0;-45
?;-67;22;271.0;-63
?;-44;32;298.0;-54
?;-108;29;310.0;-41
?;-153;16;269.0;-61
?;-219;23;260.0;-15
?;-180;21;249.0;-47
-180;-180;21;237.0;-47
-377;-377;43;254.0;176
-313;-313;87;194.0;266
-429;-429;110;147.0;449
257;257;252;173.0;408
925;925;336;156.0;800
-22;-22;171;134.0;1543
-481;-481;242;172.0;945
-304;-304;582;267.0;707
969;969;758;374.0;908
2084;?;581;267.0;407
1727;?;425;177.0;423
1474;?;400;135.0;430
457;?;289;84.0;78
-122;?;576;24.0;-46
658;?;786;-9.0;-185
502;?;769;-43.0;-312
696;?;720;-88.0;-510
-1673;?;-240;-62.0;-2366
-5316;?;-1319;-58.0;-3517
1563;?;-1135;-22.0;6
7425;?;-170;-47.0;2331
2730;?;-1160;-11.0;824
364;364;-1594;-12.0;-97
1062;1062;478;-22.0;-532
1013;1013;-88;-90.0;-292
631;631;-674;-132.0;65
108;108;246;-205.0;-138
100;100;-77;-319.0;-10
59;59;27;-378.0;-40
28;28;78;-339.0;-54
-11;-11;-42;-328.0;-21
-40;-40;65;-233.0;-48
-20;-20;19;-89.0;-49
-56;-56;42;126.0;-39
-58;-58;31;201.0;-30
-4;-4;34;125.0;-38
-32;-32;43;228.0;-38
88;88;50;293.0;-52
-111;-111;43;311.0;-14
-352;-352;64;326.0;157
41;41;131;350.0;255
366;366;219;381.0;386
1369;1369;416;340.0;437
2933;2933;564;344.0;-43
1424;1424;466;326.0;580
-799;-799;352;280.0;1347
-413;-413;383;219.0;449
-360;-360;406;402.0;231
249;249;315;350.0;425
?;865;133;173.0;262
?;-171;-109;148.0;465
?;-496;-191;69.0;358
?;-799;-206;-74.0;291
-1634;-1634;-221;-115.0;330
-1406;-1406;209;-89.0;-350
-518;-518;511;-122.0;-1247
960;960;178;-239.0;-2407
1629;1629;-156;-257.0;-2522
-199;-199;-374;-237.0;-1268
-952;-952;-495;-237.0;-1166
683;683;-6;-229.0;-547
1775;1775;660;-174.0;359
1321;1321;207;-184.0;77
663;663;-982;-183.0;311
665;665;-1084;-206.0;369
459;459;-205;-309.0;-65
248;248;167;-277.0;-186
268;268;23;-189.0;-147
137;137;3;-259.0;-123
66;66;28;-215.0;-109
64;64;43;-10.0;-120
62;62;13;77.0;-116
23;23;-3;200.0;-104
?;75;3;228.0;-68
?;2;-26;277.0;-70
?;-129;-23;307.0;-11
?;-133;-20;387.0;97
?;-234;3;418.0;-13
?;183;60;490.0;222
?;218;62;566.0;421
?;487;?;611.0;440
?;2233;?;633.0;711
?;3179;?;654.0;521
?;3017;?;642.0;142
?;2631;?;719.0;-146
?;2512;?;813.0;-226
?;2288;?;822.0;-250
?;1880;?;565.0;-724
2507;2507;?;465.0;-858
2656;2656;?;320.0;-563
2176;2176;?;227.0;-657
1947;1947;422;234.0;-581
1631;1631;662;206.0;-808
1478;1478;978;197.0;-994
1033;1033;522;178.0;-211
1124;1125;573;148.0;-41
2804;2804;-539;103.0;1056
3808;3808;-1224;91.0;1362
2381;2381;-17;86.0;-219
608;608;-275;73.0;140
-21;-21;-254;72.0;245
-154;-154;202;59.0;-218
-117;-117;-27;83.0;10
-27;-27;75;104.0;-95
-46;-46;103;55.0;-85
-5;-5;65;16.0;-58
14;14;48;-62.0;-47
14;14;53;-129.0;-42
84;84;57;-259.0;-53
72;72;34;-303.0;-26
36;36;57;-286.0;-45
67;67;51;-254.0;-34
95;95;29;-268.0;-10
117;117;32;-242.0;-18
105;105;14;-138.0;-7
46;46;12;-7.0;-20
66;66;25;153.0;-28
84;84;6;287.0;-5
-38;-38;13;394.0;-47
-12;-12;45;510.0;-87
-89;-89;101;546.0;-214
979;979;415;598.0;-435
2638;2638;728;688.0;-574
4072;4072;987;690.0;-779
6175;6175;1248;727.0;-784
4239;4239;523;670.0;-315
681;681;-140;577.0;-269
694;694;64;424.0;-620
211;211;-9;342.0;-617
-746;-746;96;348.0;-640
-691;-691;313;345.0;-658
-711;-711;284;273.0;-608
-602;-602;310;315.0;-523
-606;-606;172;356.0;-279
-911;-911;-158;356.0;-124
-1042;-1042;-315;331.0;-91
-1281;-1281;-133;171.0;25
-1458;?;-434;94.0;997
-816;?;-541;39.0;1642
331;?;-939;22.0;2467
1729;?;-740;10.0;2061
2775;?;630;5.0;-1040
2180;?;-1056;35.0;-325
734;734;-1150;-10.0;1069
40;40;1076;-65.0;-15
154;154;363;-131.0;317
363;363;35;-273.0;81
361;361;198;-413.0;-140
420;420;5;-452.0;78
232;232;136;-473.0;-57
-85;-85;25;-581.0;75
-41;-41;54;-574.0;41
-63;-63;45;-428.0;28
-131;-131;27;-152.0;17
-80;-80;35;?;-1
-83;-83;37;?;6
-92;-92;24;?;-10
-95;-95;30;?;-8
-305;-305;100;?;-88
-461;-461;31;?;-194
-193;-193;8;?;-224
-343;-343;375;-153.0;-533
78;78;434;-203.0;-770
241;241;225;-256.0;?
-1376;-1376;538;-273.0;?
-1430;-1430;602;-300.0;?
-1094;-1094;103;-311.0;?
-1775;-1775;-302;-313.0;?
-2032;-2032;-712;-308.0;-785
-2408;?;-1140;-298.0;-634
-2662;?;-1328;-271.0;-548
-2909;?;-1119;-237.0;-182
-2360;-2360;-581;-411.0;17
-2700;-2700;-868;-417.0;655
-2214;-2214;-1016;-325.0;1632
-1412;-1412;-593;-330.0;2378
-4153;-4153;-1517;-327.0;3241
-2756;-2756;-1468;-322.0;2595
1677;1677;996;-278.0;-241
3645;3645;3389;-258.0;-2689
3024;3024;?;-248.0;-1958
222;222;?;-263.0;168
-28;-28;?;-244.0;364
407;407;?;-237.0;-18
-150;-150;?;-300.0;143
55;55;?;-334.0;68
-49;-49;?;-336.0;85
-86;-86;?;-391.0;102
-64;-64;?;-215.0;68
-143;-143;?;98.0;71
-183;?;23;162.0;60
-57;?;49;203.0;43
-69;?;55;251.0;28
-316;-316;-9;237.0;-32
-312;-312;-19;216.0;-39
-679;-679;-108;161.0;-1
-487;-487;154;127.0;-363
339;339;550;150.0;-816
694;694;152;142.0;-463
154;154;127;205.0;-769
-1210;-1210;960;259.0;-2095
-1162;-1162;727;246.0;-1429
-871;-871;259;244.0;-564
-907;-907;431;386.0;-901
225;225;137;268.0;-492
-314;-314;-109;122.0;?
-1404;-1404;-92;92.0;?
-353;-353;162;-49.0;?
?;-1460;-183;-84.0;?
?;-389;94;-64.0;?
?;-380;-258;-117.0;?
?;-5916;-2212;-231.0;?
?;-1296;-885;-227.0;?
?;3864;27;-237.0;?
?;1844;-385;-232.0;?
?;2651;-541;-214.0;?
?;1760;-1730;-201.0;?
?;429;-136;-201.0;?
609;609;887;-269.0;?
193;193;19;-326.0;6
20;20;68;-285.0;-60
23;23;-21;-311.0;20
-29;-29;7;-280.0;-4
-48;-48;46;-201.0;-38
-73;-73;-4;169.0;1
-12;-12;31;298.0;-21
-115;-115;-18;361.0;-7
5;5;18;311.0;-31
77;77;46;377.0;-103
-370;-370;-108;314.0;-112
100;100;-87;345.0;-65
-528;-528;43;377.0;-313
594;594;-26;420.0;-135
1940;1940;3;459.0;-1008
-386;-386;178;481.0;-2407
463;463;248;480.0;-1054
1580;1580;348;397.0;-383
1757;1757;565;399.0;-1135
3190;3190;472;551.0;-627
2362;2362;-25;549.0;-426
1092;1092;-161;364.0;-371
-262;-262;152;254.0;11
-519;-519;311;-45.0;-178
858;858;471;-99.0;330
1108;1108;1240;-81.0;453
1213;1213;1051;-29.0;563
4349;4349;75;-80.0;1579
6057;6057;84;-112.0;1373
1090;1090;-358;-127.0;2411
-350;-350;1049;-80.0;573
-543;-543;-229;-33.0;-986
-3691;-3691;-4341;3.0;1292
-510;-510;-1821;20.0;-735
836;836;320;58.0;-1026
-548;-548;-282;133.0;463
311;311;244;54.0;-289
-82;-82;-4;28.0;57
-3;-3;47;-17.0;-12
88;88;102;-59.0;-90
-65;-65;27;-94.0;27
27;27;95;-240.0;-69
-30;-30;41;-322.0;1
-14;-14;65;-77.0;-25
-16;-16;49;61.0;-31
46;46;22;57.0;-28
39;39;18;81.0;-32
9;9;43;83.0;-25
34;34;54;100.0;-11
24;24;46;162.0;-9
33;33;37;205.0;-13
42;42;21;252.0;-20
-19;-19;40;283.0;-14
-6;-6;36;315.0;-16
-23;-23;13;304.0;-21
-84;-84;33;315.0;-4
-40;-40;33;469.0;2
-48;-48;28;452.0;-6
-37;-37;41;352.0;-6
-15;-15;48;340.0;-7
-35;-35;46;364.0;-3
-4;-4;51;587.0;1
-44;-44;47;531.0;-7
-66;-66;35;284.0;0
55;55;78;217.0;2
101;101;93;206.0;-9
2;2;55;259.0;-2
-2;-2;57;267.0;1
58;58;51;185.0;-7
-4;-4;23;49.0;2
-7;?;30;-51.0;3
52;?;33;-171.0;-2
28;?;22;-175.0;2
16;?;19;-62.0;-3
12;?;3;15.0;0
-33;?;13;105.0;?
-73;?;43;99.0;?
-49;?;30;78.0;?
-39;?;21;-12.0;?
-35;?;36;-56.0;?
-18;?;35;5.0;?
-86;?;57;57.0;?
31;?;97;34.0;?
3;?;?;24.0;?
159;?;62;100.0;?
165;165;104;126.0;?
-220;-220;40;66.0;?
103;103;-129;15.0;-284
-1090;-1090;67;-22.0;278
-2233;-2233;598;-110.0;665
-1476;-1476;466;-155.0;490
-1650;?;7;-284.0;506
-1768;?;201;-305.0;279
-1561;?;277;-253.0;77
-1678;?;126;-363.0;183
-1591;?;216;-403.0;56
-1548;?;223;-407.0;-142
-1484;?;201;-334.0;-186
-1586;-1586;198;-314.0;-212
-1701;-1701;179;-268.0;-226
-1556;-1556;221;-222.0;-254
-1421;-1421;252;-219.0;-302
?;-1638;218;-189.0;?
?;-1528;227;-97.0;?
?;-553;432;-97.0;?
?;167;626;-63.0;?
?;276;347;-56.0;?
?;380;63;-56.0;?
?;261;51;-37.0;?
?;-48;-31;17.0;?
?;-111;69;41.0;?
-9;-9;?;-11.0;?
19;19;?;-29.0;28
31;31;?;-121.0;-31
25;25;?;-175.0;-3
-19;-19;?;-181.0;8
-15;-15;?;-170.0;-13
6;6;?;-184.0;-6
4;4;?;-236.0;-5
5;5;?;-184.0;2
-14;-14;?;-104.0;-3
-35;-35;41;-74.0;-4
-26;-26;40;47.0;-1
-31;-31;47;109.0;-8
-34;-34;54;140.0;-12
-22;-22;49;191.0;-7
24;24;42;196.0;-1
64;64;39;205.0;3
-8;-8;37;183.0;3
-24;-24;41;212.0;-2
27;27;45;205.0;-5
1;1;44;266.0;-4
13;13;42;184.0;-3
55;55;36;190.0;3
41;41;30;232.0;7
11;11;30;208.0;5
-9;-9;33;184.0;2
-2;-2;36;86.0;-1
-2;-2;32;63.0;2
-35;-35;?;41.0;2
-7;-7;?;18.0;-6
16;16;?;27.0;-7
-27;-27;?;-27.0;5
-10;-10;?;-42.0;5
9;9;?;-60.0;-2
-39;-39;?;-53.0;-2
-25;-25;?;-72.0;-5
-2;-2;?;-77.0;-3
-18;-18;31;-130.0;4
-26;-26;37;-147.0;-2
-44;-44;44;-121.0;-8
-25;-25;37;-125.0;-2
-6;-6;31;-129.0;4
-1;-1;39;-95.0;-4
6;6;44;-126.0;?
6;6;33;-142.0;?
-8;-8;29;-81.0;?
-48;-48;33;-70.0;?
-8;-8;34;-70.0;?
10;10;38;-64.0;?
-13;-13;33;-87.0;?
?;?;26;-49.0;?
?;?;39;-36.0;?
?;?;45;-33.0;-9
?;?;38;-40.0;-1
-2;?;38;-34.0;-1
7;?;32;-32.0;6
6;?;32;-15.0;7
4;?;41;-15.0;-4
12;?;38;-12.0;-1
24;?;37;-32.0;1
38;?;43;0.0;?
21;?;34;-27.0;?
-13;?;33;-23.0;?
4;?;47;-11.0;-11
61;61;39;-34.0;-4
-8;-8;44;41.0;-9
82;82;?;67.0;2
7;7;?;52.0;-10
17;17;?;74.0;-19
186;186;?;-13.0;3
-153;-153;?;-21.0;-55
1101;1101;?;-34.0;22
2559;2559;?;-11.0;47
2218;2218;41;-29.0;125
3031;3031;-240;-11.0;424
3621;3621;-234;-35.0;202
2545;2545;522;-33.0;-228
3090;3090;693;-46.0;-240
3216;3216;-234;-79.0;-42
1010;1010;-681;-31.0;107
-22;-22;-246;10.0;121
-104;-104;-3;29.0;104
-195;-195;58;68.0;12
22;22;106;87.0;-21
-20;-20;99;123.0;2
-18;-18;94;77.0;31
110;?;17;91.0;79
59;?;77;79.0;-27
-3;?;64;23.0;-12
3;?;-3;12.0;62
-34;?;56;17.0;6
-25;?;43;64.0;19
-23;?;40;130.0;22
-28;?;49;188.0;13
-22;?;40;278.0;22
-32;?;45;294.0;17
-23;-23;44;390.0;18
-25;-25;44;461.0;18
-29;-29;44;571.0;20
-21;-21;46;581.0;13
-31;-31;40;625.0;27
-22;-22;48;639.0;8
-28;-28;41;697.0;26
-26;-26;44;710.0;19
-4;-4;55;724.0;-4
-165;-165;3;691.0;86
?;1135;269;634.0;-267
?;6126;891;602.0;-664
?;9022;843;567.0;-41
?;6088;67;536.0;429
?;3193;-240;486.0;-89
?;2036;50;392.0;-244
1648;1648;243;276.0;-94
1778;1778;303;163.0;-84
1464;1464;375;170.0;44
1217;1217;405;159.0;96
936;936;392;189.0;209
850;850;362;231.0;249
568;568;282;302.0;222
-68;-68;103;326.0;161
92;92;-25;314.0;97
112;112;-20;304.0;101
-1176;-1176;-258;227.0;81
-1854;-1854;-698;135.0;378
-948;-948;-588;84.0;530
-838;-838;-263;52.0;626
-636;-636;-339;46.0;523
722;722;-726;33.0;-482
367;367;-1023;50.0;-914
-423;-423;-476;-21.0;-303
52;52;-11;-47.0;-73
213;213;-106;-88.0;-174
54;?;-11;-119.0;-113
-6;?;-6;-130.0;-111
-13;?;-19;-158.0;-105
38;?;30;-243.0;-72
-8;?;3;-205.0;-89
-53;?;-3;-150.0;-95
-55;?;5;60.0;-78
-89;?;20;236.0;-56
-17;?;20;238.0;-51
-20;?;45;285.0;22
31;?;-21;304.0;-108
-59;?;65;321.0;54
-369;?;374;321.0;476
-271;-271;243;301.0;?
18;18;-21;312.0;?
850;850;232;304.0;?
2184;2184;297;293.0;?
1341;1341;221;293.0;?
-772;-772;467;276.0;?
-1092;-1092;495;225.0;?
-815;-815;522;235.0;?
45;45;552;360.0;?
1135;1135;291;356.0;?
560;560;129;176.0;?
-433;-433;-33;113.0;?
-1384;-1384;-110;-65.0;-128
-1813;-1813;198;-54.0;92
-219;-219;301;-8.0;206
-19;-19;19;-44.0;185
-628;-628;-340;-175.0;149
641;641;-729;-303.0;563
757;757;-771;-314.0;923
1336;1336;-1141;-207.0;-971
1681;1681;-1734;-162.0;-2034
403;403;1043;-143.0;1515
679;679;2348;-114.0;2591
1257;1257;-706;-150.0;-509
807;807;-307;-171.0;-139
234;234;595;-287.0;666
36;36;-239;-307.0;-69
37;37;147;-286.0;257
37;37;3;-292.0;134
30;30;-26;-314.0;111
0;0;79;-229.0;200
32;32;-15;4.0;115
15;15;58;261.0;182
-14;-14;-12;288.0;111
-26;-26;23;286.0;137
-37;-37;42;309.0;153
27;27;-59;367.0;54
-182;-182;124;350.0;188
-317;-317;-126;422.0;-71
34;34;147;412.0;133
1697;1697;770;421.0;827
3318;3318;248;414.0;831
1941;1941;551;452.0;1251
486;486;760;426.0;893
835;835;459;430.0;399
1636;1636;876;539.0;1033
2433;2433;734;489.0;932
2021;2021;547;246.0;818
?;1531;737;245.0;1110
?;1325;631;135.0;950
?;1364;920;-19.0;942
?;1291;866;-52.0;753
?;815;457;19.0;-109
?;-330;395;-18.0;-998
?;-2860;-724;-85.0;-2239
?;-1756;-653;-80.0;-2552
?;2696;809;-87.0;281
?;2926;-95;-42.0;1048
?;829;-1029;-29.0;-1234
?;804;51;-48.0;-506
?;760;310;-40.0;314
?;195;-103;-84.0;-188
?;143;84;-123.0;168
14;14;100;-175.0;102
18;18;70;-122.0;74
25;25;57;-218.0;97
-49;-49;33;-257.0;50
-94;-94;?;-253.0;99
-185;-185;?;-149.0;71
-173;-173;?;84.0;81
-156;-156;?;226.0;69
-128;-128;?;265.0;62
-74;-74;?;299.0;84
-112;-112;?;298.0;80
-158;-158;?;335.0;?
-338;-338;?;341.0;?
-303;-303;?;365.0;?
402;402;?;355.0;?
726;726;?;?;?
621;621;?;?;?
944;944;?;?;?
848;848;282;?;?
609;609;693;?;?
1411;1411;752;?;?
2010;2010;553;?;?
1436;1436;456;?;?
1225;1225;405;?;?
941;941;500;?;?
971;971;752;?;?
2161;2161;1089;?;-209
543;543;888;21.0;-1495
-1338;-1338;170;-26.0;-2700
-3753;-3753;-780;?;-2556
-3521;-3521;-165;?;-2129
2618;2618;247;-97.0;-1076
1077;1077;-1970;-78.0;-652
-831;-831;-74;-71.0;-1465
1648;1648;2032;-29.0;-1094
438;438;-140;-17.0;-176
450;450;-27;-47.0;-332
489;489;299;-76.0;-324
126;126;-79;-68.0;-208
393;393;179;-78.0;-292
156;156;23;-76.0;-221
192;192;51;-161.0;-263
63;63;25;72.0;-244
16;?;-4;148.0;-228
71;?;?;347.0;-251
-36;?;?;398.0;-217
-36;?;?;366.0;-191
-255;?;?;385.0;-131
-297;?;-12;390.0;-95
-84;?;148;?;-100
-413;?;139;?;59
1089;?;342;?;143
2136;?;650;?;-33
2245;?;599;?;38
4271;?;533;?;320
4129;?;336;483.0;278
3298;?;319;583.0;22
3509;?;503;771.0;-281
3090;3090;486;686.0;-408
3022;3022;509;568.0;-478
2675;2675;637;521.0;-779
2489;2489;746;295.0;-954
2576;2576;823;246.0;-1167
2399;2399;949;206.0;-1215
2263;2263;744;182.0;-965
1291;1291;434;212.0;-355
-172;-172;358;63.0;473
-184;-184;218;46.0;64
422;422;684;-2.0;-991
400;400;1043;-56.0;-1150
476;476;1011;-105.0;-1215
447;447;999;-156.0;-1178
