InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
?;99.0;?;-427.0;280.0;43;120;468.0;-6
?;80.0;?;-424.0;295.0;43;120;436.0;-6
?;68.0;?;-416.0;306.0;43;120;386.0;-5
-62.0;58.0;?;-414.0;316.0;43;121;356.0;-4
-90.0;46.0;?;-405.0;322.0;43;122;335.0;-3
-111.0;34.0;?;-399.0;323.0;43;122;308.0;-2
-126.0;19.0;?;-386.0;325.0;43;122;287.0;-2
-148.0;6.0;?;-371.0;321.0;43;122;275.0;-2
-165.0;-4.0;?;-358.0;314.0;43;121;270.0;-1
-184.0;-8.0;?;-339.0;304.0;44;120;268.0;-1
-206.0;-17.0;?;-325.0;291.0;?;120;274.0;-1
-219.0;-25.0;?;-309.0;276.0;?;122;283.0;0
-233.0;-35.0;?;-298.0;259.0;?;125;305.0;1
-238.0;-46.0;?;-282.0;246.0;?;126;325.0;1
-236.0;-50.0;?;-270.0;237.0;?;127;336.0;2
-236.0;?;?;-262.0;226.0;?;128;354.0;2
-235.0;?;-323;-256.0;217.0;?;128;373.0;2
-235.0;?;-305;-248.0;210.0;?;128;389.0;2
-243.0;?;-295;-240.0;204.0;?;129;400.0;2
?;?;-266;-235.0;199.0;?;130;409.0;3
?;?;-271;-230.0;194.0;44;130;416.0;3
?;?;-267;-227.0;191.0;44;130;420.0;3
?;?;-273;-221.0;192.0;44;130;415.0;3
?;?;-265;-218.0;191.0;44;130;415.0;3
?;?;-237;-210.0;188.0;44;131;416.0;2
?;?;-207;-207.0;189.0;44;132;412.0;1
?;23.0;-201;-205.0;191.0;44;132;406.0;1
?;28.0;-251;-204.0;193.0;44;133;398.0;-1
?;26.0;-299;-200.0;194.0;44;134;391.0;-3
?;19.0;-352;-194.0;198.0;44;135;?;-4
?;14.0;-116;-193.0;199.0;44;137;383.0;-5
?;12.0;97;-189.0;203.0;44;137;377.0;-5
?;7.0;-120;-192.0;205.0;44;137;372.0;-6
-294.0;12.0;-166;-191.0;210.0;44;137;368.0;-7
-283.0;20.0;-50;?;213.0;44;136;366.0;-7
-264.0;26.0;-77;?;220.0;44;137;359.0;-8
-243.0;34.0;-123;?;226.0;44;137;355.0;-8
-218.0;41.0;-162;?;240.0;44;137;348.0;-8
-190.0;44.0;-159;?;252.0;44;137;339.0;-8
-165.0;41.0;-145;?;266.0;44;137;330.0;-8
-132.0;35.0;-147;?;281.0;44;137;316.0;-8
-99.0;29.0;-156;?;299.0;44;137;301.0;-8
-61.0;16.0;-156;?;316.0;44;137;280.0;-8
?;-2.0;-142;?;335.0;44;137;261.0;-8
?;-26.0;-135;?;350.0;44;137;245.0;-8
?;-47.0;-134;?;368.0;45;137;229.0;-7
57.0;-70.0;-133;?;383.0;45;137;213.0;-7
85.0;-93.0;-127;-273.0;396.0;48;137;198.0;-7
105.0;-114.0;?;-276.0;405.0;52;137;189.0;-7
126.0;-132.0;?;-280.0;416.0;55;137;177.0;-7
143.0;-150.0;?;-284.0;425.0;57;137;166.0;-6
158.0;-169.0;?;-284.0;431.0;57;?;151.0;-6
173.0;-189.0;?;-284.0;436.0;57;?;142.0;-6
186.0;-211.0;?;-283.0;443.0;?;?;133.0;-6
201.0;-226.0;?;-280.0;447.0;?;?;125.0;-6
213.0;-242.0;?;-277.0;449.0;?;?;123.0;-6
223.0;-258.0;?;-275.0;450.0;?;?;123.0;-6
231.0;-271.0;?;-273.0;446.0;?;?;133.0;-6
241.0;-284.0;?;-270.0;448.0;?;?;139.0;-5
241.0;-294.0;?;-269.0;450.0;?;?;144.0;-5
238.0;-308.0;?;-267.0;451.0;?;?;150.0;-5
237.0;-318.0;?;-264.0;450.0;?;?;155.0;-5
234.0;-331.0;?;-264.0;452.0;?;?;154.0;-5
232.0;-342.0;-48;-264.0;455.0;?;?;156.0;-5
229.0;-348.0;-38;-264.0;454.0;?;?;153.0;-5
224.0;-356.0;-24;-269.0;456.0;?;137;149.0;-5
220.0;-364.0;-25;-267.0;457.0;?;137;145.0;-5
212.0;-373.0;-24;-270.0;458.0;57;137;136.0;-5
213.0;-381.0;-12;-272.0;459.0;57;137;130.0;-4
216.0;-388.0;?;-271.0;460.0;57;137;123.0;-4
214.0;-396.0;-12;-272.0;463.0;57;137;119.0;-4
217.0;-402.0;-12;-275.0;463.0;?;137;112.0;-4
219.0;-411.0;-5;-276.0;462.0;?;137;108.0;-4
223.0;-419.0;-3;-278.0;463.0;?;137;105.0;-4
226.0;-424.0;-10;-282.0;466.0;?;137;100.0;-4
229.0;-427.0;-9;-283.0;465.0;?;137;101.0;-4
232.0;-433.0;-2;-284.0;464.0;?;137;101.0;-4
234.0;-438.0;-3;-287.0;466.0;57;137;104.0;-4
237.0;-440.0;-4;-291.0;467.0;57;137;109.0;-4
238.0;-443.0;0;-292.0;469.0;57;137;114.0;-4
241.0;-446.0;?;-294.0;469.0;57;137;119.0;-4
242.0;-452.0;?;-299.0;469.0;57;137;125.0;-4
245.0;-453.0;?;-300.0;470.0;57;137;134.0;-4
249.0;-455.0;?;-303.0;469.0;57;137;136.0;-4
252.0;-460.0;?;-302.0;471.0;57;137;142.0;-4
255.0;-461.0;?;-307.0;470.0;57;137;145.0;-4
259.0;-465.0;5;-306.0;469.0;57;137;145.0;-4
261.0;-468.0;-1;-306.0;469.0;57;137;147.0;-4
265.0;-470.0;0;-307.0;469.0;57;137;?;-4
271.0;-470.0;1;-304.0;470.0;57;137;?;-4
273.0;-473.0;-2;-304.0;470.0;57;137;?;?
277.0;-474.0;4;-304.0;467.0;57;137;?;?
280.0;-477.0;4;?;469.0;57;137;134.0;?
285.0;-479.0;-2;?;469.0;57;137;133.0;?
286.0;?;-3;?;469.0;57;?;128.0;-4
290.0;?;-2;-301.0;470.0;57;?;126.0;-4
291.0;?;-4;-300.0;469.0;57;?;122.0;-4
?;?;-4;-300.0;470.0;57;?;121.0;-4
?;?;-3;-299.0;470.0;57;?;119.0;-4
?;?;-4;-298.0;468.0;57;?;121.0;-4
?;?;-2;-298.0;470.0;57;?;121.0;-4
?;?;1;-298.0;469.0;57;?;120.0;-4
?;?;0;-294.0;467.0;57;?;119.0;-4
?;?;0;-295.0;467.0;57;137;121.0;-4
?;?;2;-296.0;467.0;57;137;?;-4
309.0;?;0;-293.0;466.0;57;137;125.0;-4
309.0;?;-1;-295.0;467.0;57;137;126.0;-4
312.0;?;3;-292.0;465.0;?;137;124.0;?
314.0;?;4;-294.0;465.0;?;137;126.0;?
312.0;-490.0;0;-292.0;463.0;?;137;126.0;?
315.0;-486.0;0;-292.0;467.0;?;137;125.0;?
313.0;-489.0;1;-297.0;467.0;?;137;125.0;?
311.0;-489.0;-2;-296.0;468.0;57;137;122.0;?
313.0;-488.0;-1;-298.0;468.0;57;137;122.0;?
315.0;?;2;-294.0;468.0;57;137;122.0;?
315.0;?;?;-299.0;470.0;57;137;124.0;?
316.0;?;?;-295.0;468.0;57;137;121.0;?
317.0;?;?;-299.0;468.0;57;137;125.0;?
317.0;?;?;-299.0;467.0;57;137;125.0;?
320.0;?;?;-300.0;469.0;57;137;126.0;?
321.0;?;?;-299.0;469.0;57;?;127.0;?
323.0;?;?;-298.0;469.0;57;?;126.0;?
322.0;?;?;-299.0;469.0;57;?;127.0;?
324.0;?;?;-299.0;467.0;57;?;127.0;?
323.0;?;?;-300.0;467.0;57;?;128.0;-4
325.0;?;?;-300.0;467.0;57;137;130.0;-4
325.0;?;?;-299.0;469.0;57;137;128.0;-4
325.0;?;?;-301.0;470.0;57;137;127.0;-4
328.0;?;?;-299.0;470.0;57;137;126.0;-4
328.0;?;?;-302.0;470.0;57;137;127.0;-4
328.0;?;0;-300.0;471.0;57;137;125.0;-4
329.0;?;-2;-300.0;470.0;57;137;126.0;-4
331.0;?;-1;-298.0;468.0;58;?;127.0;-4
331.0;?;-1;-300.0;467.0;58;?;127.0;-4
?;-493.0;0;-300.0;468.0;58;?;127.0;-4
332.0;-493.0;-2;-299.0;468.0;58;137;128.0;-4
334.0;-495.0;-3;-298.0;467.0;58;137;?;-4
334.0;-495.0;0;-302.0;469.0;58;137;?;-4
336.0;-496.0;0;-297.0;471.0;58;137;?;-4
336.0;-496.0;1;-300.0;469.0;58;137;?;-4
338.0;-495.0;1;-299.0;471.0;58;137;122.0;-4
338.0;-496.0;4;-296.0;471.0;58;137;122.0;-4
337.0;-496.0;10;-302.0;469.0;58;137;122.0;-4
338.0;-496.0;9;-300.0;469.0;58;137;121.0;-4
337.0;-496.0;7;-302.0;471.0;58;137;121.0;-4
336.0;-495.0;7;-297.0;470.0;?;137;124.0;-4
337.0;-496.0;7;-301.0;470.0;?;?;122.0;-4
335.0;-496.0;6;-297.0;469.0;?;?;123.0;-4
336.0;-497.0;7;-299.0;471.0;?;?;122.0;-4
337.0;-495.0;7;-302.0;468.0;?;?;123.0;-4
334.0;-495.0;6;-299.0;470.0;?;?;124.0;-4
331.0;-492.0;6;-300.0;470.0;?;?;125.0;-4
326.0;-492.0;5;-304.0;472.0;?;?;123.0;-4
321.0;-490.0;7;-305.0;472.0;?;?;124.0;-4
318.0;-488.0;5;-305.0;471.0;?;?;122.0;-4
310.0;-486.0;-5;-303.0;472.0;?;?;123.0;-4
307.0;-482.0;-2;-299.0;469.0;?;?;124.0;-4
302.0;-479.0;3;-300.0;466.0;?;?;127.0;-4
295.0;-474.0;0;-298.0;463.0;?;?;130.0;-4
289.0;-468.0;?;-295.0;463.0;?;?;132.0;-4
283.0;-462.0;?;-295.0;462.0;61;137;132.0;-4
273.0;-450.0;?;-292.0;463.0;61;137;134.0;-4
262.0;-437.0;?;-292.0;463.0;62;137;135.0;-4
250.0;-423.0;?;-293.0;464.0;58;137;134.0;-4
238.0;-401.0;?;-290.0;466.0;58;137;132.0;-4
227.0;-378.0;?;-290.0;464.0;56;137;132.0;-4
223.0;-356.0;?;-284.0;?;50;137;131.0;-4
214.0;-330.0;?;-285.0;?;49;137;129.0;-4
210.0;-303.0;4;-280.0;?;50;137;129.0;-4
202.0;-272.0;2;-277.0;463.0;49;137;129.0;-4
191.0;-245.0;0;-274.0;460.0;50;137;129.0;-4
178.0;-220.0;-2;-267.0;456.0;50;137;132.0;-4
167.0;-192.0;-1;-252.0;449.0;50;137;138.0;-4
156.0;-173.0;2;-250.0;444.0;50;137;141.0;-4
145.0;-151.0;1;-242.0;437.0;52;137;147.0;-4
132.0;-133.0;2;-236.0;430.0;52;137;?;-4
113.0;-118.0;3;-231.0;423.0;52;137;158.0;-4
92.0;?;1;-227.0;416.0;52;138;162.0;-4
71.0;?;6;-222.0;412.0;52;137;166.0;-4
53.0;?;2;-217.0;408.0;52;137;170.0;-4
?;?;-9;-216.0;402.0;52;139;175.0;-4
?;?;43;-212.0;397.0;52;130;179.0;-4
?;?;100;-212.0;392.0;52;127;184.0;-3
?;?;66;-209.0;385.0;52;125;191.0;-3
?;?;1;-205.0;381.0;52;109;197.0;-2
?;?;-15;-203.0;?;52;103;203.0;-1
?;-95.0;-7;-196.0;?;52;101;206.0;-1
-134.0;-92.0;-21;-197.0;?;52;97;204.0;0
-164.0;-89.0;-28;-191.0;?;52;93;?;1
-189.0;-86.0;-42;-189.0;?;52;88;?;1
-222.0;-81.0;-46;-186.0;?;52;87;?;1
-256.0;-79.0;-40;-188.0;?;52;87;208.0;1
-284.0;-77.0;-103;-189.0;?;52;83;219.0;1
?;-76.0;-110;-187.0;?;52;80;231.0;2
?;-80.0;-27;-190.0;?;52;80;242.0;2
?;-84.0;6;-189.0;320.0;52;80;256.0;2
?;-86.0;16;-187.0;315.0;52;80;266.0;2
?;-88.0;17;-187.0;306.0;52;79;280.0;2
?;-88.0;-27;-189.0;297.0;51;77;297.0;1
?;-86.0;-42;-183.0;292.0;51;?;312.0;1
?;-83.0;-19;-187.0;288.0;51;?;328.0;1
?;-76.0;?;-183.0;281.0;51;77;343.0;1
?;-73.0;?;-182.0;275.0;52;77;356.0;1
?;-70.0;?;-180.0;272.0;52;77;369.0;1
?;-66.0;?;-180.0;265.0;51;77;381.0;1
?;-63.0;?;-181.0;262.0;?;77;389.0;1
?;-57.0;?;-179.0;259.0;?;78;395.0;1
?;-52.0;?;-178.0;257.0;?;78;396.0;1
?;-46.0;-1;-179.0;254.0;?;78;398.0;1
?;-43.0;27;-179.0;256.0;?;78;403.0;1
?;-33.0;28;-178.0;256.0;?;78;402.0;1
?;-26.0;-6;-179.0;257.0;?;?;398.0;1
-326.0;-24.0;-31;-178.0;258.0;?;77;391.0;1
-328.0;-21.0;-54;-179.0;259.0;?;77;385.0;?
-320.0;-19.0;-53;-181.0;261.0;?;77;?;?
-309.0;-21.0;14;-179.0;262.0;?;76;?;?
-294.0;-24.0;96;-182.0;266.0;?;75;?;?
-281.0;-27.0;111;-183.0;270.0;?;73;?;?
-278.0;-35.0;122;-186.0;276.0;?;72;356.0;?
-274.0;-39.0;111;-186.0;275.0;?;72;352.0;?
-271.0;-43.0;49;-188.0;280.0;?;69;349.0;?
-268.0;-45.0;6;-190.0;284.0;?;67;342.0;?
-269.0;-48.0;-73;?;286.0;?;64;335.0;?
-270.0;-44.0;-144;-197.0;290.0;?;62;330.0;?
-279.0;-33.0;-164;-203.0;295.0;?;?;328.0;?
-294.0;-16.0;-264;-210.0;303.0;?;?;323.0;?
-308.0;7.0;-274;-219.0;310.0;?;?;318.0;?
-315.0;31.0;-60;-230.0;321.0;?;?;314.0;?
-306.0;59.0;89;-242.0;330.0;?;?;312.0;?
-285.0;86.0;125;-252.0;340.0;52;49;307.0;6
-262.0;110.0;96;-268.0;351.0;52;50;307.0;7
-239.0;130.0;1;-281.0;360.0;52;54;307.0;9
-219.0;147.0;-2;-296.0;371.0;52;54;308.0;9
-191.0;170.0;-8;-310.0;382.0;53;55;313.0;10
-165.0;185.0;-55;-323.0;395.0;57;56;318.0;11
-160.0;198.0;-46;-340.0;407.0;54;55;324.0;11
-159.0;200.0;-19;-352.0;417.0;49;56;328.0;11
-141.0;208.0;-21;-362.0;426.0;45;56;341.0;11
-114.0;202.0;-49;-376.0;435.0;38;56;352.0;11
-77.0;190.0;-49;-391.0;445.0;40;?;358.0;11
-26.0;179.0;-31;-405.0;450.0;29;?;?;11
24.0;164.0;-32;-414.0;451.0;43;57;?;12
77.0;161.0;-35;?;447.0;35;57;?;12
101.0;163.0;-25;?;438.0;46;58;?;13
119.0;167.0;-4;?;423.0;126;59;?;14
161.0;162.0;7;?;402.0;127;59;?;14
223.0;157.0;-10;?;374.0;161;59;?;14
295.0;161.0;-10;?;338.0;60;59;?;15
361.0;160.0;-16;?;312.0;-177;59;?;15
408.0;162.0;-61;?;293.0;-154;59;?;16
423.0;163.0;-29;-465.0;288.0;-46;59;?;17
414.0;161.0;63;-469.0;292.0;-16;59;?;18
385.0;152.0;46;-472.0;304.0;-5;60;?;20
361.0;148.0;52;-471.0;313.0;-10;60;?;22
351.0;144.0;74;-473.0;325.0;-8;60;?;25
?;145.0;66;-474.0;340.0;-8;60;?;32
?;148.0;152;-474.0;355.0;-7;61;?;35
?;155.0;158;-473.0;369.0;-7;61;379.0;35
?;165.0;188;-471.0;375.0;-7;61;353.0;35
?;175.0;125;-469.0;379.0;-7;61;341.0;35
?;184.0;206;-469.0;380.0;-7;61;317.0;34
?;192.0;663;-466.0;378.0;-6;61;301.0;23
?;203.0;663;-460.0;373.0;-6;60;283.0;2
?;209.0;347;-456.0;372.0;-6;60;285.0;-16
?;219.0;83;-449.0;365.0;-5;61;298.0;-25
?;230.0;-174;-443.0;356.0;-6;63;319.0;-34
?;239.0;-559;?;336.0;-5;66;342.0;-48
?;254.0;?;?;310.0;-5;70;376.0;-52
?;265.0;?;?;281.0;-5;73;400.0;-49
510.0;271.0;?;?;256.0;-5;79;423.0;-40
486.0;277.0;?;?;230.0;?;88;459.0;-32
461.0;282.0;?;?;206.0;?;97;496.0;-28
431.0;291.0;-1077;?;180.0;?;104;533.0;-26
401.0;295.0;-292;?;163.0;?;108;554.0;-26
375.0;290.0;-85;?;147.0;?;106;559.0;-30
349.0;284.0;-696;?;133.0;?;103;565.0;-33
323.0;276.0;-1356;?;119.0;?;101;567.0;-34
295.0;262.0;-1492;?;110.0;?;99;564.0;-35
273.0;254.0;-951;?;100.0;?;97;557.0;-37
257.0;251.0;-807;?;?;?;97;552.0;-37
245.0;249.0;-871;?;?;?;97;548.0;-37
239.0;248.0;-726;?;?;?;96;546.0;-37
246.0;248.0;-659;?;?;?;96;544.0;-38
252.0;255.0;-611;?;153.0;20;96;550.0;-38
252.0;270.0;-576;?;188.0;24;96;566.0;-38
247.0;282.0;-666;?;233.0;25;95;579.0;-39
246.0;286.0;-698;?;287.0;26;94;590.0;-39
242.0;293.0;-653;?;341.0;33;94;590.0;-39
247.0;293.0;-628;?;379.0;40;94;589.0;-38
262.0;286.0;-602;?;411.0;49;94;?;-38
264.0;277.0;-583;?;435.0;55;93;?;-38
239.0;271.0;-579;?;458.0;56;93;?;-37
192.0;265.0;-553;-455.0;476.0;69;92;?;-37
133.0;267.0;-377;-442.0;494.0;89;91;?;-36
74.0;272.0;-436;-425.0;507.0;97;?;?;-36
27.0;277.0;-372;-399.0;504.0;97;?;?;-33
-9.0;283.0;-406;-374.0;488.0;98;?;?;-32
-44.0;290.0;-846;-342.0;467.0;98;?;?;-34
-83.0;299.0;-230;-317.0;458.0;99;?;?;-27
-127.0;311.0;236;-300.0;452.0;99;?;?;-28
-167.0;322.0;167;-279.0;447.0;99;?;85.0;-21
-197.0;330.0;593;-261.0;444.0;98;?;65.0;-4
-221.0;338.0;573;-241.0;440.0;98;?;67.0;-4
-230.0;343.0;187;-219.0;425.0;98;?;73.0;5
-233.0;339.0;-348;-192.0;408.0;97;?;75.0;12
-238.0;345.0;-627;-169.0;384.0;97;?;103.0;8
?;347.0;-834;-148.0;369.0;96;?;143.0;5
?;345.0;-1558;-134.0;365.0;96;?;199.0;-8
?;338.0;-2312;-122.0;368.0;96;?;224.0;-21
?;327.0;-2979;-113.0;366.0;96;118;242.0;-29
?;310.0;-2746;-103.0;365.0;96;126;258.0;-28
?;290.0;-1209;-96.0;370.0;97;132;270.0;-22
?;273.0;442;-95.0;363.0;?;134;279.0;-21
?;255.0;837;-94.0;355.0;?;127;294.0;-24
?;240.0;813;-90.0;353.0;?;127;314.0;-24
?;227.0;1038;-83.0;?;?;129;331.0;-24
?;219.0;-9;-82.0;?;?;122;?;-22
?;207.0;-853;-79.0;346.0;?;118;?;-19
-189.0;203.0;-552;-75.0;338.0;?;119;?;-20
-196.0;204.0;-615;-67.0;332.0;?;118;?;-20
-206.0;204.0;-628;-59.0;328.0;?;118;397.0;-20
-211.0;208.0;-576;-52.0;322.0;?;119;395.0;-20
-220.0;217.0;-632;-47.0;321.0;?;118;380.0;-20
-239.0;232.0;-588;-42.0;323.0;?;118;362.0;-20
-261.0;257.0;-602;-40.0;325.0;108;118;348.0;-19
-281.0;281.0;-586;-45.0;316.0;114;118;324.0;-18
-297.0;299.0;-583;-37.0;293.0;125;117;297.0;-18
-299.0;308.0;-610;?;257.0;142;117;259.0;-18
-300.0;307.0;-540;?;213.0;151;115;234.0;-17
-314.0;310.0;-496;?;171.0;151;115;218.0;-17
-353.0;317.0;-488;?;138.0;151;114;198.0;-16
-389.0;324.0;-494;?;110.0;152;114;173.0;-16
-414.0;333.0;?;?;81.0;164;109;146.0;-13
-419.0;336.0;?;?;60.0;171;85;126.0;0
-410.0;340.0;?;?;43.0;171;69;110.0;10
-406.0;348.0;?;?;33.0;173;60;94.0;17
-399.0;356.0;?;?;28.0;172;52;83.0;26
-391.0;366.0;?;?;23.0;172;?;79.0;26
-381.0;370.0;?;?;22.0;172;?;84.0;26
-369.0;375.0;?;?;17.0;172;?;91.0;22
-352.0;378.0;?;?;18.0;173;?;111.0;19
-337.0;380.0;?;?;24.0;172;?;139.0;10
-326.0;384.0;?;198.0;27.0;173;?;?;-11
-318.0;385.0;?;200.0;26.0;172;?;?;-24
-315.0;393.0;?;205.0;24.0;169;?;?;-37
-303.0;395.0;?;201.0;27.0;176;?;270.0;-49
-289.0;394.0;?;200.0;23.0;160;?;291.0;-53
-278.0;394.0;?;185.0;32.0;180;?;309.0;-56
-273.0;391.0;?;168.0;49.0;164;?;320.0;-57
-274.0;387.0;?;155.0;64.0;165;?;328.0;-61
-279.0;385.0;?;141.0;78.0;216;?;336.0;-77
-283.0;386.0;?;132.0;88.0;-33;?;345.0;-84
-299.0;386.0;?;120.0;98.0;-219;119;353.0;-82
-320.0;387.0;?;113.0;101.0;-150;119;364.0;-85
-340.0;384.0;?;107.0;103.0;-165;119;378.0;-84
-359.0;384.0;-649;101.0;97.0;-156;119;392.0;-83
-364.0;379.0;-599;95.0;91.0;-135;119;403.0;-83
-364.0;379.0;-644;99.0;83.0;-106;119;415.0;-82
-357.0;375.0;-604;96.0;76.0;-59;119;425.0;-82
-352.0;381.0;-610;95.0;72.0;-55;119;438.0;-80
-362.0;388.0;-590;97.0;68.0;-46;119;450.0;-79
-373.0;401.0;-589;88.0;64.0;-42;119;462.0;?
-401.0;413.0;-583;88.0;51.0;-36;118;472.0;?
-417.0;416.0;-557;93.0;41.0;-28;118;486.0;?
-414.0;415.0;?;101.0;22.0;-25;117;507.0;?
-405.0;414.0;?;108.0;5.0;-29;117;524.0;?
?;415.0;?;108.0;-5.0;-64;115;542.0;?
?;415.0;?;111.0;-12.0;-111;114;539.0;?
?;416.0;?;115.0;-16.0;?;112;540.0;?
?;414.0;?;120.0;-19.0;?;109;538.0;-69
?;408.0;?;120.0;-18.0;?;106;520.0;-64
?;409.0;?;124.0;-21.0;?;99;501.0;-57
?;404.0;-965;124.0;-28.0;?;88;478.0;-51
?;402.0;-49;?;-31.0;?;80;469.0;-51
?;399.0;292;?;-33.0;?;73;467.0;-62
?;392.0;33;?;-35.0;?;68;?;-76
-348.0;379.0;119;?;-37.0;?;65;?;-87
-319.0;361.0;-45;?;-38.0;?;65;?;-99
-274.0;336.0;-303;?;-48.0;?;69;?;-115
-225.0;308.0;-479;?;-57.0;?;71;?;-117
-198.0;300.0;-701;?;-61.0;?;80;?;-107
-213.0;301.0;-724;?;-59.0;?;87;706.0;-99
-215.0;305.0;-733;?;-69.0;?;89;745.0;-97
-198.0;329.0;-839;143.0;-83.0;?;91;758.0;-101
-190.0;360.0;-707;137.0;-93.0;?;92;764.0;-106
-231.0;425.0;-641;133.0;-97.0;?;92;770.0;-108
-273.0;491.0;-777;124.0;-104.0;?;92;774.0;-108
-272.0;515.0;-692;128.0;-119.0;?;91;777.0;-108
-248.0;522.0;-567;136.0;-135.0;?;91;787.0;-104
-244.0;536.0;-505;141.0;-147.0;-154;88;802.0;-96
-233.0;545.0;-590;149.0;-160.0;-154;85;815.0;-87
-222.0;548.0;-935;154.0;-164.0;-157;85;828.0;-82
-189.0;547.0;-819;160.0;-173.0;?;77;831.0;-92
-162.0;540.0;-514;161.0;-172.0;?;69;837.0;-96
-151.0;538.0;-502;161.0;-169.0;?;68;842.0;-90
-137.0;534.0;-492;164.0;-165.0;?;68;836.0;-92
-126.0;539.0;-493;163.0;-160.0;?;68;826.0;-91
-121.0;540.0;-482;156.0;-151.0;?;69;803.0;-90
-117.0;543.0;-565;155.0;-145.0;?;65;786.0;-93
-116.0;545.0;-628;146.0;-137.0;?;63;776.0;-94
-112.0;544.0;-593;141.0;-125.0;?;64;760.0;-94
-106.0;539.0;-601;138.0;-112.0;?;64;748.0;-94
-92.0;534.0;-588;123.0;-98.0;?;64;742.0;-92
-77.0;527.0;-584;120.0;-80.0;?;64;738.0;-92
?;522.0;-580;107.0;-63.0;-126;64;736.0;-91
?;516.0;-569;98.0;-49.0;-192;64;743.0;-90
?;517.0;-576;88.0;-38.0;-101;64;755.0;-89
?;521.0;?;76.0;-25.0;184;64;780.0;-89
?;526.0;?;64.0;-11.0;191;64;797.0;-88
?;540.0;?;59.0;1.0;145;64;811.0;-87
?;542.0;?;49.0;13.0;163;64;820.0;-85
?;537.0;?;37.0;20.0;139;64;828.0;-85
16.0;?;?;33.0;21.0;147;64;836.0;-81
85.0;?;?;22.0;21.0;144;64;838.0;-75
123.0;?;?;18.0;25.0;140;64;844.0;-75
163.0;?;?;12.0;30.0;141;64;841.0;-75
207.0;?;?;7.0;30.0;140;64;842.0;-74
256.0;?;?;7.0;31.0;142;64;840.0;-65
291.0;?;?;5.0;26.0;139;64;842.0;-58
301.0;?;?;9.0;19.0;133;64;847.0;-59
303.0;?;?;9.0;17.0;129;64;855.0;-56
307.0;?;-59;20.0;14.0;128;64;864.0;-49
307.0;?;-46;29.0;18.0;128;64;873.0;-45
312.0;?;-10;36.0;16.0;129;64;879.0;-44
324.0;?;-20;45.0;18.0;129;63;880.0;-45
326.0;?;-91;51.0;18.0;129;61;882.0;-46
334.0;?;-90;55.0;20.0;129;61;880.0;-46
330.0;329.0;-87;57.0;22.0;130;58;871.0;-42
327.0;312.0;-18;58.0;26.0;131;49;869.0;-30
325.0;297.0;-148;58.0;30.0;131;45;867.0;-20
315.0;280.0;10;57.0;33.0;?;39;864.0;-16
338.0;254.0;-12;62.0;33.0;?;31;866.0;-10
361.0;232.0;-757;62.0;34.0;?;26;869.0;-8
380.0;212.0;-312;68.0;32.0;?;19;873.0;-7
403.0;193.0;187;68.0;31.0;?;14;880.0;-6
408.0;180.0;-44;63.0;32.0;?;14;882.0;-7
396.0;173.0;78;59.0;31.0;?;14;878.0;?
370.0;171.0;-106;51.0;30.0;?;14;873.0;?
364.0;161.0;-177;42.0;33.0;?;14;867.0;?
350.0;154.0;-90;38.0;37.0;?;13;861.0;?
331.0;147.0;-163;28.0;44.0;?;14;855.0;?
317.0;137.0;-129;22.0;53.0;?;14;851.0;?
?;124.0;-114;14.0;59.0;?;?;847.0;?
?;110.0;-124;11.0;?;?;?;851.0;?
?;99.0;-128;0.0;?;?;?;853.0;?
?;85.0;-120;?;?;?;?;858.0;?
?;74.0;-128;-10.0;?;?;?;866.0;?
?;62.0;-127;-21.0;?;?;?;880.0;?
319.0;51.0;-121;-25.0;?;?;?;891.0;?
319.0;40.0;-134;-30.0;?;?;?;?;-6
322.0;31.0;?;-35.0;?;?;?;?;-6
335.0;22.0;?;-36.0;?;126;?;?;-6
334.0;19.0;-106;-42.0;67.0;125;14;?;-6
332.0;16.0;-96;-44.0;63.0;125;14;?;-6
327.0;17.0;-87;-43.0;57.0;125;14;?;-6
318.0;16.0;-88;-45.0;48.0;125;14;972.0;-6
314.0;17.0;-80;-45.0;38.0;125;14;978.0;-6
?;17.0;-72;-44.0;26.0;125;14;979.0;-5
?;23.0;-74;-47.0;21.0;124;14;982.0;-5
?;31.0;-59;-49.0;21.0;?;14;984.0;-5
?;33.0;-38;-48.0;21.0;?;14;986.0;-5
?;34.0;-32;-49.0;25.0;?;14;985.0;-5
?;37.0;-29;?;27.0;?;14;975.0;-5
?;38.0;-28;?;30.0;?;14;972.0;-5
?;38.0;-19;?;35.0;?;14;966.0;-5
?;39.0;-19;?;40.0;?;14;957.0;-5
283.0;42.0;-22;?;45.0;?;14;947.0;-4
266.0;41.0;-4;?;47.0;?;14;929.0;-4
247.0;47.0;-7;?;48.0;?;14;921.0;-4
232.0;53.0;-14;?;48.0;?;14;913.0;-4
214.0;61.0;-20;?;48.0;?;14;909.0;-4
202.0;69.0;-1;?;49.0;?;14;909.0;-4
172.0;79.0;22;?;51.0;?;15;911.0;?
145.0;94.0;-14;?;51.0;91;16;913.0;?
