NMHC(GT);CO(GT);NO2(GT);NOx(GT);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);PT08.S3(NOx)
-200.0;-200.0;72.0;74.0;41.2;7.1;21.2;1.0246;918.0;?;1488.0;943.0;807.0
-200.0;-200.0;97.0;?;40.9;16.6;21.6;1.0468;1125.0;1199.0;1850.0;1304.0;601.0
?;-200.0;136.0;287.0;36.6;26.6;24.0;?;1281.0;1469.0;2179.0;1669.0;491.0
-200.0;-200.0;140.0;230.0;29.5;17.9;26.8;1.0209;1145.0;1238.0;1809.0;?;600.0
-200.0;-200.0;171.0;261.0;?;17.9;?;0.8936;1088.0;?;?;1359.0;654.0
-200.0;?;150.0;178.0;16.6;14.0;?;0.8892;1043.0;1117.0;1586.0;1076.0;742.0
-200.0;?;117.0;?;16.7;?;35.3;0.9402;998.0;981.0;1480.0;?;786.0
-200.0;-200.0;?;96.0;?;9.5;36.4;1.0033;998.0;958.0;1484.0;?;800.0
-200.0;-200.0;95.0;83.0;19.5;7.1;34.8;1.0667;960.0;860.0;1417.0;559.0;887.0
-200.0;-200.0;137.0;120.0;16.1;?;38.6;1.0853;?;1060.0;?;830.0;725.0
?;-200.0;129.0;108.0;16.5;11.7;38.5;1.1037;1050.0;1039.0;1558.0;734.0;756.0
-200.0;-200.0;135.0;?;18.1;12.8;37.4;1.1467;1096.0;1078.0;1600.0;801.0;713.0
-200.0;-200.0;?;102.0;19.8;14.0;35.7;?;1081.0;1117.0;?;828.0;689.0
-200.0;-200.0;122.0;118.0;?;13.9;?;1.1663;1096.0;1112.0;1694.0;865.0;687.0
-200.0;-200.0;118.0;107.0;28.1;?;29.7;1.1544;1051.0;1039.0;?;916.0;?
-200.0;-200.0;135.0;?;32.1;13.8;28.5;1.2296;1106.0;1109.0;?;1106.0;658.0
-200.0;-200.0;134.0;133.0;40.5;?;27.6;1.4715;1177.0;?;1868.0;1226.0;601.0
-200.0;-200.0;?;98.0;45.6;11.9;26.3;1.5349;1111.0;1046.0;1754.0;1106.0;651.0
-200.0;-200.0;?;?;?;11.1;25.7;1.5025;1083.0;?;1720.0;1087.0;677.0
?;?;81.0;62.0;46.3;8.0;25.1;?;1005.0;900.0;1620.0;1000.0;747.0
?;-200.0;69.0;55.0;51.3;5.6;?;1.467;942.0;791.0;1551.0;859.0;?
?;-200.0;-200.0;-200.0;52.1;?;23.1;1.4518;907.0;?;1669.0;919.0;782.0
-200.0;-200.0;51.0;35.0;51.2;3.5;23.7;1.4795;?;680.0;1477.0;777.0;932.0
-200.0;-200.0;?;52.0;?;4.1;23.0;1.4516;882.0;716.0;1494.0;790.0;?
-200.0;-200.0;48.0;36.0;?;4.9;23.0;?;894.0;761.0;1504.0;768.0;862.0
-200.0;-200.0;105.0;182.0;50.9;19.4;23.0;1.4105;1263.0;1279.0;2132.0;?;?
?;-200.0;150.0;297.0;49.3;26.3;24.4;1.4814;1380.0;1463.0;2322.0;1691.0;470.0
-200.0;-200.0;160.0;237.0;?;22.0;26.8;1.6157;1333.0;1350.0;2186.0;?;?
-200.0;-200.0;?;235.0;32.6;?;32.2;1.5412;1264.0;1244.0;1972.0;1496.0;?
-200.0;-200.0;?;?;26.0;?;34.8;?;1115.0;1053.0;1722.0;1086.0;?
-200.0;-200.0;104.0;?;24.8;?;36.1;1.4628;1078.0;956.0;1628.0;763.0;742.0
-200.0;-200.0;101.0;80.0;21.8;10.1;?;1.3977;1055.0;980.0;1610.0;688.0;742.0
-200.0;-200.0;118.0;93.0;21.8;10.5;36.9;1.3384;?;?;?;694.0;752.0
-200.0;-200.0;121.0;96.0;18.7;?;?;1.2884;1033.0;1006.0;1564.0;?;749.0
-200.0;-200.0;124.0;?;18.9;9.6;?;?;1043.0;962.0;?;686.0;?
-200.0;-200.0;127.0;104.0;21.8;13.0;38.2;1.4312;1118.0;1084.0;1723.0;?;684.0
?;-200.0;?;121.0;23.3;15.5;36.6;1.4042;?;1165.0;1840.0;?;649.0
-200.0;-200.0;137.0;116.0;28.7;16.5;33.3;1.4454;1153.0;1194.0;1874.0;1038.0;628.0
-200.0;-200.0;135.0;121.0;?;14.5;?;1.5064;1145.0;1134.0;1828.0;1108.0;647.0
-200.0;-200.0;118.0;114.0;38.9;13.2;29.1;?;?;1092.0;?;1135.0;?
-200.0;-200.0;?;112.0;40.3;14.8;28.1;?;1149.0;1143.0;1827.0;1143.0;620.0
-200.0;-200.0;85.0;81.0;?;?;27.0;?;1052.0;1002.0;?;908.0;716.0
-200.0;-200.0;158.0;?;-200.0;-200.0;-200.0;-200.0;?;?;-200.0;?;-200.0
-200.0;-200.0;77.0;81.0;?;6.4;25.7;1.523;935.0;832.0;?;778.0;809.0
-200.0;-200.0;56.0;43.0;?;5.5;25.1;1.6044;?;?;?;728.0;864.0
?;-200.0;-200.0;-200.0;56.5;5.2;23.7;?;930.0;772.0;?;728.0;854.0
-200.0;?;37.0;26.0;?;3.9;23.8;1.6068;880.0;704.0;?;676.0;913.0
-200.0;?;49.0;40.0;54.6;4.7;?;1.5823;916.0;748.0;?;742.0;878.0
-200.0;?;71.0;72.0;58.8;7.3;22.6;1.5903;975.0;871.0;?;942.0;771.0
-200.0;1.0;71.0;68.0;53.4;6.4;24.0;1.5748;948.0;829.0;?;926.0;801.0
-200.0;1.5;86.0;89.0;51.0;9.2;?;1.6131;1069.0;947.0;?;1039.0;728.0
?;2.8;125.0;151.0;47.1;12.5;27.3;1.6807;1210.0;1067.0;1879.0;1158.0;?
-200.0;3.4;160.0;215.0;33.4;15.7;32.8;?;1272.0;1170.0;1957.0;1347.0;620.0
-200.0;3.3;174.0;196.0;28.0;?;36.0;1.6304;?;1175.0;1895.0;?;614.0
?;2.9;146.0;161.0;23.8;14.6;38.5;?;1171.0;1135.0;1797.0;1073.0;654.0
-200.0;2.2;127.0;120.0;?;11.7;39.8;?;1072.0;?;1611.0;817.0;?
?;1.6;114.0;88.0;22.0;7.4;?;1.4402;970.0;873.0;1423.0;?;859.0
?;0.9;65.0;?;20.0;?;40.0;1.4517;938.0;816.0;1418.0;506.0;917.0
-200.0;?;77.0;47.0;19.8;6.9;40.4;1.4724;976.0;852.0;1467.0;559.0;866.0
-200.0;1.0;68.0;40.0;20.7;?;39.1;1.427;958.0;?;1452.0;530.0;886.0
-200.0;1.3;92.0;58.0;24.3;8.1;37.3;1.5222;1014.0;903.0;1554.0;612.0;?
-200.0;?;?;?;30.9;10.2;34.0;1.6158;?;987.0;1711.0;774.0;737.0
-200.0;?;114.0;90.0;34.5;10.7;31.8;1.5911;1080.0;1004.0;1704.0;899.0;724.0
?;2.2;?;95.0;37.7;13.0;30.1;?;1128.0;1082.0;1817.0;1066.0;?
-200.0;1.8;85.0;85.0;42.3;11.4;28.6;1.6251;?;1027.0;?;?;684.0
-200.0;2.3;?;?;?;13.3;27.7;1.6304;1141.0;1095.0;1816.0;?;642.0
-200.0;2.0;82.0;106.0;47.5;11.2;26.6;1.6265;1104.0;1020.0;1771.0;1086.0;681.0
-200.0;1.8;70.0;77.0;50.7;9.8;25.7;1.6491;1065.0;970.0;1724.0;1049.0;698.0
-200.0;?;40.0;28.0;53.9;6.2;25.1;1.689;971.0;821.0;1637.0;811.0;820.0
?;0.5;-200.0;?;58.7;3.6;24.8;1.8089;891.0;691.0;1553.0;629.0;941.0
-200.0;0.6;26.0;?;?;4.0;23.5;1.8223;936.0;713.0;1584.0;723.0;?
?;?;?;17.0;59.4;2.6;?;1.7838;845.0;625.0;?;646.0;993.0
-200.0;0.4;?;24.0;62.0;2.6;?;1.7547;872.0;627.0;1530.0;670.0;?
-200.0;0.4;21.0;19.0;63.1;2.9;?;1.8619;903.0;648.0;1559.0;?;975.0
-200.0;0.8;?;?;60.7;4.2;?;1.892;971.0;?;1624.0;687.0;876.0
-200.0;0.8;36.0;46.0;52.4;5.5;27.3;1.8707;1006.0;?;?;733.0;?
-200.0;?;48.0;53.0;37.3;?;?;?;1012.0;804.0;1638.0;766.0;832.0
?;?;39.0;32.0;31.3;4.5;35.4;1.7736;975.0;737.0;?;?;896.0
-200.0;0.6;34.0;30.0;?;4.3;37.4;1.7808;944.0;730.0;1495.0;560.0;933.0
-200.0;0.5;?;24.0;?;?;39.2;1.4104;857.0;685.0;?;451.0;1055.0
-200.0;0.6;42.0;?;18.5;3.5;38.1;?;824.0;683.0;1270.0;393.0;1119.0
-200.0;?;85.0;63.0;17.7;3.9;?;1.2989;868.0;707.0;1325.0;417.0;1063.0
-200.0;0.9;92.0;69.0;19.1;4.7;39.7;1.3646;908.0;748.0;1373.0;451.0;1020.0
-200.0;?;?;61.0;19.8;5.3;38.5;1.326;912.0;?;1379.0;?;991.0
?;?;100.0;73.0;24.6;6.4;36.6;?;986.0;830.0;1482.0;536.0;906.0
?;1.4;?;75.0;32.7;8.0;33.1;1.62;1037.0;900.0;1584.0;?;817.0
-200.0;1.5;?;?;38.7;9.2;30.7;1.678;1088.0;948.0;1667.0;766.0;743.0
-200.0;1.7;85.0;71.0;42.7;9.1;29.5;1.7316;1093.0;944.0;1655.0;?;?
-200.0;1.7;?;73.0;52.6;9.1;27.8;1.9398;1142.0;945.0;1736.0;793.0;682.0
-200.0;1.7;88.0;86.0;55.5;9.5;27.4;?;1170.0;959.0;?;?;666.0
-200.0;1.9;68.0;65.0;57.1;9.1;27.3;2.0426;1142.0;945.0;1775.0;799.0;672.0
-200.0;1.2;97.0;74.0;60.1;5.0;26.7;2.067;986.0;762.0;1573.0;553.0;821.0
-200.0;0.7;51.0;45.0;61.6;3.7;26.2;?;?;?;1542.0;465.0;916.0
-200.0;0.3;-200.0;-200.0;62.8;2.2;25.5;2.0236;?;595.0;1463.0;406.0;1097.0
-200.0;?;5.0;2.0;?;1.6;?;1.9831;854.0;?;1418.0;396.0;1203.0
-200.0;0.4;35.0;29.0;62.4;?;?;1.9602;910.0;?;1504.0;468.0;1061.0
?;0.8;56.0;42.0;62.7;5.6;24.6;1.9158;?;791.0;1650.0;?;829.0
-200.0;?;110.0;146.0;58.9;13.0;25.7;1.9156;1193.0;1085.0;1947.0;1097.0;610.0
-200.0;-200.0;-200.0;-200.0;?;17.8;?;1.9206;1297.0;1233.0;2129.0;?;544.0
-200.0;1.9;124.0;163.0;50.7;11.5;28.4;1.9329;?;1031.0;1866.0;1067.0;633.0
-200.0;?;115.0;?;36.9;11.1;?;1.7953;?;1017.0;1774.0;964.0;?
-200.0;1.9;119.0;?;32.7;?;34.0;1.7146;1113.0;1013.0;1781.0;?;?
-200.0;1.7;107.0;90.0;29.2;10.7;35.6;1.6684;1084.0;1004.0;1761.0;839.0;706.0
?;1.4;99.0;76.0;25.6;8.5;37.1;?;1009.0;921.0;1635.0;692.0;778.0
-200.0;1.2;95.0;73.0;?;8.7;36.1;1.5505;1002.0;928.0;1636.0;629.0;?
-200.0;1.4;105.0;?;23.8;9.4;37.9;1.5392;1007.0;956.0;1654.0;666.0;763.0
?;?;117.0;80.0;22.2;9.5;38.0;1.4483;996.0;959.0;?;?;?
-200.0;?;157.0;121.0;22.7;12.9;36.9;?;1050.0;1082.0;1731.0;?;705.0
-200.0;?;173.0;129.0;25.7;13.7;35.5;?;1100.0;?;1801.0;?;676.0
-200.0;?;?;103.0;32.2;12.2;?;1.5779;?;1057.0;1775.0;836.0;689.0
-200.0;1.7;116.0;87.0;38.2;11.8;?;?;1079.0;1042.0;1773.0;846.0;697.0
-200.0;1.2;91.0;58.0;?;9.9;28.8;1.6989;?;?;1733.0;795.0;707.0
-200.0;?;98.0;?;46.2;10.7;?;1.721;?;1005.0;1746.0;836.0;669.0
-200.0;0.1;?;?;49.4;?;27.1;1.7398;1097.0;956.0;1724.0;?;708.0
-200.0;0.1;74.0;44.0;?;8.1;?;?;1075.0;?;1692.0;777.0;720.0
-200.0;?;50.0;28.0;52.3;6.6;26.2;1.7561;1008.0;838.0;1640.0;?;774.0
?;?;36.0;?;47.4;3.3;27.1;1.6809;895.0;672.0;1469.0;703.0;941.0
-200.0;?;-200.0;?;?;1.7;?;1.6832;838.0;559.0;1428.0;559.0;1186.0
-200.0;-200.0;?;48.0;50.9;2.3;25.8;1.6605;866.0;603.0;1459.0;589.0;?
?;-200.0;86.0;77.0;47.2;?;27.2;1.6803;?;617.0;1456.0;?;1026.0
-200.0;-200.0;137.0;110.0;48.3;3.2;27.0;1.6946;?;664.0;1503.0;644.0;?
-200.0;-200.0;140.0;282.0;51.5;19.3;?;1.7;1362.0;1277.0;?;?;529.0
-200.0;-200.0;142.0;275.0;48.6;21.3;27.4;1.7447;1349.0;1333.0;2256.0;1533.0;487.0
-200.0;-200.0;185.0;253.0;45.5;17.2;29.1;1.7998;?;1215.0;2068.0;1404.0;539.0
-200.0;?;?;211.0;?;15.2;32.8;1.803;1234.0;1154.0;1965.0;1204.0;596.0
-200.0;-200.0;158.0;176.0;?;10.6;34.7;1.741;?;999.0;1788.0;915.0;697.0
?;?;?;153.0;?;12.3;33.7;1.8022;?;1061.0;1858.0;940.0;650.0
-200.0;?;?;144.0;32.4;10.5;35.1;1.7996;1118.0;995.0;1779.0;863.0;689.0
?;-200.0;114.0;?;30.9;9.3;35.4;1.7505;1078.0;951.0;1718.0;747.0;722.0
-200.0;-200.0;109.0;?;?;9.3;?;1.7256;1076.0;951.0;1675.0;?;730.0
-200.0;-200.0;?;-200.0;24.7;11.0;38.0;1.6073;1103.0;1014.0;1749.0;791.0;684.0
-200.0;-200.0;?;?;24.4;12.1;37.5;?;1117.0;1052.0;1780.0;?;671.0
-200.0;-200.0;134.0;140.0;?;13.7;?;1.6468;1166.0;1108.0;?;913.0;622.0
-200.0;-200.0;114.0;125.0;37.5;12.9;?;1.7442;?;1082.0;1854.0;907.0;631.0
-200.0;?;100.0;111.0;45.0;10.3;?;1.8891;1136.0;990.0;1807.0;918.0;672.0
-200.0;-200.0;?;102.0;48.9;9.5;28.8;1.9105;1122.0;959.0;?;914.0;685.0
-200.0;?;97.0;108.0;48.8;10.3;28.8;?;?;989.0;1821.0;955.0;659.0
?;-200.0;?;132.0;49.0;11.2;28.0;1.8237;1150.0;1020.0;1835.0;1063.0;?
-200.0;?;?;104.0;?;?;?;1.8664;1074.0;949.0;1751.0;982.0;678.0
?;-200.0;87.0;?;51.5;8.0;27.3;?;?;?;1717.0;914.0;714.0
-200.0;-200.0;?;78.0;53.3;?;26.7;1.8366;963.0;804.0;1658.0;861.0;791.0
-200.0;-200.0;-200.0;-200.0;55.1;?;?;1.8117;889.0;?;1566.0;713.0;889.0
-200.0;-200.0;-200.0;-200.0;51.8;3.0;27.0;1.8147;?;652.0;1526.0;740.0;962.0
-200.0;-200.0;-200.0;?;50.9;3.0;26.8;?;877.0;?;1529.0;801.0;?
-200.0;-200.0;?;-200.0;57.0;7.8;?;?;1056.0;893.0;1743.0;1132.0;733.0
-200.0;-200.0;-200.0;-200.0;52.8;19.3;26.2;?;?;1278.0;2182.0;1473.0;521.0
-200.0;?;-200.0;-200.0;47.6;26.0;28.3;1.7981;1381.0;1454.0;2404.0;1607.0;455.0
-200.0;-200.0;-200.0;-200.0;?;?;29.9;1.7474;1113.0;1001.0;1783.0;1146.0;663.0
-200.0;?;-200.0;-200.0;35.4;8.2;?;1.7504;1062.0;909.0;1687.0;867.0;764.0
-200.0;-200.0;?;-200.0;30.6;?;35.6;1.7493;1094.0;976.0;1753.0;869.0;719.0
-200.0;-200.0;-200.0;-200.0;27.9;8.6;37.1;1.7309;1050.0;923.0;1662.0;744.0;747.0
-200.0;-200.0;-200.0;-200.0;25.7;?;37.9;1.6651;1056.0;?;1643.0;702.0;748.0
-200.0;-200.0;-200.0;-200.0;?;6.0;?;1.4764;944.0;814.0;1489.0;554.0;?
-200.0;-200.0;-200.0;?;21.7;8.0;?;1.5031;1003.0;901.0;1589.0;661.0;813.0
-200.0;-200.0;-200.0;?;22.0;7.6;39.3;1.5366;?;881.0;1590.0;630.0;828.0
-200.0;-200.0;-200.0;-200.0;?;10.7;?;1.5666;1108.0;1003.0;1710.0;803.0;?
-200.0;-200.0;?;-200.0;?;8.7;34.0;?;1049.0;?;1659.0;727.0;?
-200.0;?;-200.0;-200.0;58.6;8.0;25.5;1.8891;1078.0;897.0;1751.0;894.0;732.0
-200.0;-200.0;-200.0;-200.0;46.0;7.2;?;?;999.0;867.0;1644.0;864.0;?
?;-200.0;-200.0;-200.0;45.2;5.7;?;?;943.0;798.0;1571.0;743.0;846.0
-200.0;?;-200.0;-200.0;?;5.5;25.4;1.6867;987.0;790.0;1608.0;830.0;838.0
-200.0;-200.0;-200.0;-200.0;49.4;?;26.1;1.6491;939.0;743.0;1539.0;675.0;?
-200.0;-200.0;-200.0;-200.0;53.6;?;25.0;1.6721;1015.0;?;1664.0;839.0;783.0
-200.0;-200.0;-200.0;?;52.9;?;25.4;?;935.0;?;1548.0;?;869.0
-200.0;-200.0;-200.0;-200.0;54.4;3.8;25.4;?;908.0;700.0;1547.0;644.0;922.0
-200.0;-200.0;-200.0;-200.0;54.6;?;25.4;?;853.0;605.0;?;615.0;1032.0
-200.0;-200.0;-200.0;-200.0;57.1;2.1;?;1.7327;851.0;592.0;1482.0;578.0;1054.0
-200.0;-200.0;-200.0;?;63.7;3.9;?;1.7392;957.0;?;1578.0;843.0;857.0
-200.0;-200.0;-200.0;-200.0;64.1;6.5;?;1.7358;1059.0;836.0;1675.0;1113.0;742.0
-200.0;-200.0;-200.0;-200.0;58.0;14.5;24.3;?;?;1134.0;2015.0;1388.0;557.0
-200.0;-200.0;?;-200.0;50.4;?;26.5;1.7215;1215.0;1150.0;1962.0;1310.0;574.0
-200.0;?;?;-200.0;45.4;9.0;28.1;1.697;1097.0;940.0;?;1056.0;676.0
-200.0;?;?;-200.0;36.7;?;31.7;1.6843;1135.0;1030.0;1789.0;1104.0;662.0
-200.0;?;115.0;104.0;28.7;?;35.8;?;1117.0;1020.0;1731.0;973.0;706.0
-200.0;-200.0;?;98.0;27.2;10.2;36.8;1.6623;1108.0;985.0;?;1001.0;727.0
-200.0;-200.0;86.0;66.0;24.5;8.2;38.3;1.622;1038.0;906.0;1567.0;747.0;?
-200.0;?;84.0;?;30.8;6.6;34.2;1.6299;985.0;838.0;1541.0;?;850.0
-200.0;-200.0;97.0;85.0;51.4;6.4;28.7;?;1100.0;?;1695.0;934.0;767.0
-200.0;-200.0;?;90.0;69.1;7.0;23.9;2.0202;1067.0;855.0;1700.0;?;748.0
?;-200.0;102.0;122.0;78.8;9.6;21.5;1.9939;1140.0;963.0;1815.0;?;669.0
-200.0;-200.0;99.0;117.0;78.5;9.4;?;1.994;1113.0;?;1801.0;899.0;682.0
-200.0;-200.0;97.0;?;78.4;10.2;?;1.9818;1124.0;984.0;1826.0;?;678.0
-200.0;-200.0;101.0;127.0;80.9;7.7;20.8;1.9637;1056.0;886.0;1721.0;900.0;732.0
-200.0;-200.0;?;79.0;81.8;5.4;20.7;1.9717;1002.0;783.0;1623.0;875.0;805.0
?;-200.0;70.0;61.0;?;5.5;23.1;1.9582;971.0;?;1594.0;879.0;816.0
?;-200.0;72.0;67.0;68.4;5.7;22.7;1.8627;1001.0;799.0;?;859.0;829.0
?;?;80.0;?;72.6;7.2;22.1;1.9105;1058.0;867.0;1685.0;1048.0;?
-200.0;-200.0;71.0;?;74.1;6.8;21.8;?;?;848.0;?;1048.0;734.0
-200.0;-200.0;69.0;60.0;72.8;5.0;21.9;1.8944;950.0;762.0;1616.0;959.0;827.0
-200.0;?;-200.0;-200.0;73.2;?;21.7;1.8763;912.0;?;1586.0;898.0;875.0
-200.0;-200.0;55.0;45.0;75.5;3.4;?;1.9033;893.0;?;1567.0;859.0;930.0
?;0.7;57.0;65.0;75.5;?;21.4;1.9069;938.0;734.0;1607.0;947.0;847.0
-200.0;1.2;56.0;94.0;?;7.7;?;1.9396;1065.0;?;1760.0;?;?
-200.0;2.3;72.0;205.0;?;13.6;22.0;1.9817;?;1102.0;1989.0;1257.0;588.0
-200.0;?;84.0;240.0;74.9;19.1;?;2.019;1307.0;?;2191.0;1404.0;516.0
?;2.9;97.0;237.0;66.2;?;?;2.0011;1229.0;1188.0;?;1412.0;557.0
-200.0;2.6;107.0;245.0;?;?;25.6;1.9808;?;1122.0;?;1428.0;?
-200.0;2.6;117.0;206.0;48.4;15.6;?;1.9367;1218.0;1168.0;2000.0;?;?
?;2.6;?;156.0;36.0;14.4;?;1.8395;1171.0;1129.0;?;1346.0;?
-200.0;2.1;?;126.0;29.8;10.5;35.6;1.7045;1067.0;995.0;?;1093.0;717.0
-200.0;1.7;?;108.0;33.4;10.2;33.7;1.7186;1054.0;985.0;1742.0;940.0;735.0
-200.0;?;110.0;102.0;33.3;?;?;1.7509;1051.0;?;1715.0;909.0;711.0
?;2.5;?;110.0;43.5;11.6;?;1.9797;1103.0;1035.0;?;1005.0;672.0
-200.0;1.1;?;57.0;40.6;7.9;32.5;1.9481;970.0;?;1649.0;756.0;761.0
-200.0;2.1;92.0;109.0;45.2;11.7;29.8;1.8642;1100.0;1038.0;1873.0;1080.0;668.0
-200.0;2.6;114.0;?;49.9;14.6;?;?;1129.0;?;?;1220.0;606.0
-200.0;2.6;?;153.0;?;13.2;?;1.8459;?;?;1886.0;1208.0;620.0
-200.0;?;?;?;58.0;9.8;25.5;1.8611;1019.0;971.0;1760.0;1057.0;692.0
?;1.5;77.0;76.0;59.9;8.8;25.1;?;1011.0;930.0;1723.0;1009.0;728.0
-200.0;1.8;74.0;93.0;63.5;10.4;?;1.8828;1039.0;991.0;1820.0;1088.0;685.0
?;?;62.0;75.0;65.0;8.5;23.8;1.8897;974.0;920.0;1755.0;1062.0;?
-200.0;1.2;?;57.0;64.9;?;23.4;?;925.0;831.0;1662.0;975.0;789.0
-200.0;0.7;45.0;?;?;3.4;24.4;1.7714;810.0;?;1530.0;793.0;976.0
?;0.6;-200.0;-200.0;?;2.6;23.3;1.7895;800.0;627.0;?;787.0;?
-200.0;0.7;49.0;42.0;67.1;2.9;?;?;813.0;645.0;1530.0;802.0;990.0
-200.0;?;?;?;61.2;2.3;23.6;1.7588;788.0;604.0;1507.0;754.0;1068.0
?;0.6;44.0;?;63.4;?;22.6;?;815.0;670.0;1538.0;774.0;971.0
-200.0;0.9;43.0;51.0;62.6;5.1;22.9;1.7253;868.0;771.0;1608.0;860.0;840.0
-200.0;1.2;51.0;74.0;61.8;7.7;?;1.7504;951.0;?;?;988.0;742.0
-200.0;2.0;84.0;?;56.2;10.5;?;1.7961;1075.0;996.0;1838.0;1113.0;649.0
-200.0;1.9;96.0;109.0;?;10.9;?;?;1058.0;1012.0;1782.0;1063.0;676.0
?;1.7;88.0;80.0;34.0;8.4;?;?;1012.0;914.0;?;858.0;?
-200.0;?;67.0;57.0;29.8;6.0;35.5;1.7004;929.0;811.0;?;642.0;862.0
?;?;64.0;56.0;24.7;?;37.5;?;902.0;813.0;1518.0;588.0;875.0
-200.0;1.0;54.0;43.0;25.2;4.7;35.1;1.402;836.0;750.0;1390.0;484.0;960.0
-200.0;?;56.0;43.0;21.1;5.3;38.1;1.3863;858.0;776.0;1431.0;498.0;947.0
?;1.0;68.0;51.0;?;5.8;38.5;1.4653;886.0;?;1460.0;538.0;939.0
-200.0;1.2;67.0;46.0;29.5;6.5;36.8;1.8037;974.0;833.0;1577.0;565.0;864.0
-200.0;1.6;95.0;71.0;33.4;8.4;34.9;1.8384;1008.0;915.0;1643.0;672.0;783.0
-200.0;?;86.0;65.0;37.4;8.3;32.2;1.7655;990.0;912.0;1648.0;689.0;777.0
-200.0;1.6;93.0;78.0;41.7;8.4;29.7;1.7081;981.0;917.0;1649.0;714.0;740.0
-200.0;1.3;68.0;51.0;47.4;6.4;27.7;1.7344;954.0;828.0;1589.0;?;793.0
-200.0;1.9;95.0;84.0;49.4;?;27.3;1.7602;1030.0;988.0;1751.0;?;686.0
?;1.9;93.0;89.0;51.3;10.9;26.3;1.7251;1033.0;1011.0;?;?;681.0
-200.0;1.5;69.0;65.0;54.1;7.4;25.7;?;963.0;872.0;?;803.0;767.0
?;1.1;?;43.0;55.1;5.8;?;1.7628;?;805.0;?;759.0;?
-200.0;0.8;?;32.0;57.3;?;?;1.7822;868.0;736.0;1548.0;638.0;894.0
-200.0;?;?;-200.0;61.8;?;24.1;?;?;744.0;1590.0;?;869.0
-200.0;0.6;33.0;22.0;61.2;2.4;23.9;1.7871;813.0;?;?;615.0;1017.0
-200.0;0.6;29.0;21.0;61.3;2.4;?;1.7881;815.0;616.0;?;596.0;?
-200.0;?;36.0;27.0;61.7;2.6;23.4;1.7495;815.0;?;1518.0;650.0;1049.0
-200.0;0.6;?;31.0;58.4;2.8;24.3;1.7508;835.0;?;?;655.0;1024.0
-200.0;1.0;47.0;46.0;56.6;4.5;?;?;921.0;738.0;?;?;901.0
?;1.2;?;62.0;51.3;5.2;?;1.835;963.0;774.0;?;?;839.0
?;1.0;49.0;43.0;45.9;4.2;29.5;1.8662;935.0;724.0;1574.0;598.0;936.0
-200.0;1.3;?;53.0;52.4;4.8;27.6;1.9055;1007.0;751.0;?;643.0;849.0
-200.0;1.4;79.0;87.0;68.0;4.6;25.4;2.1806;?;744.0;1695.0;778.0;813.0
-200.0;0.8;45.0;36.0;?;?;32.2;1.8999;901.0;689.0;1543.0;522.0;964.0
?;0.6;30.0;?;38.9;2.6;?;1.7838;?;627.0;1433.0;?;1129.0
?;0.7;?;27.0;37.3;3.0;?;1.8481;877.0;655.0;?;?;1061.0
?;0.8;37.0;29.0;?;?;35.1;1.7841;909.0;?;?;474.0;1039.0
-200.0;0.9;?;38.0;31.1;4.1;35.0;1.7173;908.0;715.0;1479.0;495.0;988.0
-200.0;1.0;54.0;?;32.1;5.0;33.8;1.6596;926.0;763.0;1491.0;504.0;949.0
-200.0;1.5;79.0;66.0;38.8;?;31.1;1.7295;?;836.0;1577.0;616.0;848.0
-200.0;1.5;79.0;?;46.1;7.3;?;1.8141;1031.0;868.0;1634.0;690.0;798.0
?;1.7;98.0;88.0;?;8.1;28.1;1.8969;1070.0;905.0;1702.0;846.0;745.0
-200.0;1.9;93.0;?;?;?;27.1;1.9284;1124.0;?;1791.0;1013.0;?
-200.0;1.7;89.0;86.0;56.4;9.0;26.6;1.9349;1066.0;940.0;1744.0;978.0;683.0
-200.0;1.2;57.0;49.0;60.4;6.5;25.8;1.9759;?;836.0;1662.0;?;771.0
-200.0;1.1;51.0;40.0;61.6;6.3;25.5;1.9804;967.0;824.0;1637.0;862.0;774.0
-200.0;0.8;39.0;27.0;63.5;4.4;24.9;?;901.0;?;1605.0;755.0;888.0
-200.0;0.5;-200.0;-200.0;65.1;2.8;24.3;1.9475;?;?;?;715.0;997.0
-200.0;-200.0;?;23.0;65.7;2.2;23.8;?;820.0;598.0;?;684.0;1065.0
-200.0;0.7;46.0;?;?;3.7;23.2;1.9045;?;694.0;1583.0;853.0;?
-200.0;1.2;55.0;87.0;67.5;?;23.2;?;996.0;?;1727.0;990.0;756.0
-200.0;2.3;?;143.0;63.3;15.1;?;1.8929;1159.0;1151.0;2005.0;1206.0;579.0
-200.0;2.5;42.0;96.0;59.7;15.1;?;1.9193;1185.0;?;2003.0;1274.0;578.0
-200.0;2.4;5.0;?;52.5;14.7;27.7;1.9138;1168.0;1138.0;1946.0;1336.0;585.0
-200.0;?;39.0;54.0;38.9;?;31.8;1.8005;1044.0;?;?;?;715.0
?;1.2;39.0;42.0;34.1;8.0;32.7;?;?;?;1608.0;804.0;800.0
-200.0;?;71.0;72.0;31.5;8.3;?;1.6745;1032.0;912.0;1661.0;826.0;?
?;1.4;65.0;54.0;31.5;7.7;34.2;?;?;889.0;1630.0;?;?
